Time (UTC),07/15/26,07/16/26,07/17/26,07/18/26,07/19/26,07/20/26,07/21/26,07/22/26,07/23/26
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,7.222222222222222,0.0,0.0,0.0,0.0,0.0,7.222222222222222
04:30,,4.444444444444445,4.444444444444445,8.88888888888889,0.5555555555555556,2.2222222222222223,0.5555555555555556,1.6666666666666667,6.111111111111111
05:00,,6.666666666666667,22.222222222222218,6.111111111111111,12.222222222222221,1.6666666666666667,3.888888888888889,0.0,5.5555555555555545
05:30,,17.222222222222225,36.11111111111111,2.7777777777777772,3.888888888888889,1.6666666666666667,1.1111111111111112,0.0,19.444444444444446
06:00,,12.777777777777779,26.666666666666668,1.6666666666666667,2.2222222222222223,0.0,1.1111111111111112,0.0,4.444444444444445
06:30,,7.777777777777778,35.0,1.6666666666666667,0.5555555555555556,3.888888888888889,2.7777777777777772,1.1111111111111112,10.0
07:00,,6.666666666666667,15.555555555555555,1.1111111111111112,3.3333333333333335,4.444444444444445,1.1111111111111112,0.5555555555555556,31.666666666666668
07:30,,4.444444444444445,41.666666666666664,6.666666666666667,3.3333333333333335,1.1111111111111112,1.1111111111111112,18.88888888888889,2.7777777777777772
08:00,,1.1111111111111112,62.77777777777779,8.333333333333334,4.444444444444445,2.2222222222222223,0.0,0.0,22.777777777777775
08:30,,0.5555555555555556,70.55555555555554,1.6666666666666667,22.222222222222218,2.2222222222222223,0.0,10.555555555555555,13.888888888888891
09:00,,0.0,63.88888888888889,4.444444444444445,2.7777777777777772,0.0,3.888888888888889,4.444444444444445,27.222222222222225
09:30,,5.0,67.77777777777777,1.1111111111111112,5.5555555555555545,2.7777777777777772,0.0,2.7777777777777772,57.77777777777778
10:00,,10.0,86.11111111111113,7.777777777777778,13.888888888888891,0.5555555555555556,2.2222222222222223,0.0,11.666666666666666
10:30,,2.2222222222222223,79.44444444444446,5.0,27.222222222222225,2.2222222222222223,2.7777777777777772,1.1111111111111112,51.111111111111114
11:00,,2.2222222222222223,81.1111111111111,2.2222222222222223,5.5555555555555545,3.3333333333333335,1.1111111111111112,3.888888888888889,50.55555555555555
11:30,,2.2222222222222223,56.666666666666664,2.2222222222222223,7.222222222222222,3.888888888888889,2.7777777777777772,2.2222222222222223,65.0
12:00,,0.0,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112,0.0,
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13:00,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:00,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,
20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
