date_and_time_UTC,bout_time_percentage,LFbout_time_percentage,HFbout_time_percentage
2026-04-03 00:00:00+00:00,0.0,0.0,0.0
2026-04-03 00:10:00+00:00,0.0,0.0,0.0
2026-04-03 00:20:00+00:00,0.0,0.0,0.0
2026-04-03 00:30:00+00:00,0.0,0.0,0.0
2026-04-03 00:40:00+00:00,0.0,0.0,0.0
2026-04-03 00:50:00+00:00,0.0,0.0,0.0
2026-04-03 01:00:00+00:00,0.5779333333333333,0.5779333333333333,0.0
2026-04-03 01:10:00+00:00,0.0,0.0,0.0
2026-04-03 01:20:00+00:00,0.0,0.0,0.0
2026-04-03 01:30:00+00:00,0.0,0.0,0.0
2026-04-03 01:40:00+00:00,0.0,0.0,0.0
2026-04-03 01:50:00+00:00,0.0,0.0,0.0
2026-04-03 02:00:00+00:00,0.0,0.0,0.0
2026-04-03 02:10:00+00:00,0.0,0.0,0.0
2026-04-03 02:20:00+00:00,0.0,0.0,0.0
2026-04-03 02:30:00+00:00,0.0,0.0,0.0
2026-04-03 02:40:00+00:00,0.0,0.0,0.0
2026-04-03 02:50:00+00:00,0.0,0.0,0.0
2026-04-03 03:00:00+00:00,6.250166666666666,6.250166666666666,0.0
2026-04-03 03:10:00+00:00,0.0,0.0,0.0
2026-04-03 03:20:00+00:00,0.0,0.0,0.0
2026-04-03 03:30:00+00:00,3.757766666666666,0.0,3.757766666666666
2026-04-03 03:40:00+00:00,0.0,0.0,0.0
2026-04-03 03:50:00+00:00,0.0,0.0,0.0
2026-04-03 04:00:00+00:00,0.4182666666666666,0.4182666666666666,0.0
2026-04-03 04:10:00+00:00,0.0,0.0,0.0
2026-04-03 04:20:00+00:00,0.0,0.0,0.0
2026-04-03 04:30:00+00:00,0.0,0.0,0.0
2026-04-03 04:40:00+00:00,0.0,0.0,0.0
2026-04-03 04:50:00+00:00,0.0,0.0,0.0
2026-04-03 05:00:00+00:00,0.0,0.0,0.0
2026-04-03 05:10:00+00:00,0.0,0.0,0.0
2026-04-03 05:20:00+00:00,0.0,0.0,0.0
2026-04-03 05:30:00+00:00,0.0,0.0,0.0
2026-04-03 05:40:00+00:00,0.0,0.0,0.0
2026-04-03 05:50:00+00:00,0.0,0.0,0.0
2026-04-03 06:00:00+00:00,0.0,0.0,0.0
2026-04-03 06:10:00+00:00,0.0,0.0,0.0
2026-04-03 06:20:00+00:00,0.0,0.0,0.0
2026-04-03 06:30:00+00:00,0.0,0.0,0.0
2026-04-03 06:40:00+00:00,0.0,0.0,0.0
2026-04-03 06:50:00+00:00,0.0,0.0,0.0
2026-04-03 07:00:00+00:00,0.0,0.0,0.0
2026-04-03 07:10:00+00:00,0.0,0.0,0.0
2026-04-03 07:20:00+00:00,0.0,0.0,0.0
2026-04-03 07:30:00+00:00,0.0,0.0,0.0
2026-04-03 07:40:00+00:00,0.0,0.0,0.0
2026-04-03 07:50:00+00:00,0.0,0.0,0.0
2026-04-03 08:00:00+00:00,8.794166666666667,8.794166666666667,0.0
2026-04-03 08:10:00+00:00,0.0,0.0,0.0
2026-04-03 08:20:00+00:00,0.0,0.0,0.0
2026-04-03 08:30:00+00:00,0.0,0.0,0.0
2026-04-03 08:40:00+00:00,0.0,0.0,0.0
2026-04-03 08:50:00+00:00,0.0,0.0,0.0
2026-04-03 09:00:00+00:00,0.0,0.0,0.0
2026-04-03 09:10:00+00:00,0.0,0.0,0.0
2026-04-03 09:20:00+00:00,0.0,0.0,0.0
2026-04-03 09:30:00+00:00,0.0,0.0,0.0
2026-04-03 09:40:00+00:00,0.0,0.0,0.0
2026-04-03 09:50:00+00:00,0.0,0.0,0.0
2026-04-03 10:00:00+00:00,0.0,0.0,0.0
2026-04-03 10:10:00+00:00,0.0,0.0,0.0
2026-04-03 10:20:00+00:00,0.0,0.0,0.0
2026-04-03 10:30:00+00:00,0.0,0.0,0.0
2026-04-03 10:40:00+00:00,0.0,0.0,0.0
2026-04-03 10:50:00+00:00,0.0,0.0,0.0
2026-04-03 11:00:00+00:00,0.0,0.0,0.0
2026-04-03 11:10:00+00:00,0.0,0.0,0.0
2026-04-03 11:20:00+00:00,0.0,0.0,0.0
2026-04-03 11:30:00+00:00,0.0,0.0,0.0
2026-04-03 11:40:00+00:00,0.0,0.0,0.0
2026-04-03 11:50:00+00:00,0.0,0.0,0.0
2026-04-03 12:00:00+00:00,0.0,0.0,0.0
