,KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
27,LF,23040.0,0.44341930185807343,0.4535,0.4636,22031,26912,Nyctalus leisleri,0.009,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
28,HF,71040.0,0.08724746063480475,0.4665,0.5074,68437,82818,Rhinolophus ferrumequinum,0.035,0.035,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
29,HF,71040.0,0.008062687861907912,0.4965,0.5359,68437,82336,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
30,HF,70080.0,0.2535460489954966,0.5215,0.5619,68437,82583,Rhinolophus ferrumequinum,0.032,0.032,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
31,LF,29760.0,0.8080750546891018,0.5285,0.5364,28906,38216,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
32,LF,26880.0,1.0138116607651313,0.5675,0.5754,28046,38523,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
33,HF,71040.0,0.09533092164012623,0.5845,0.6274,68437,83004,Rhinolophus ferrumequinum,0.039,0.039,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
34,LF,22080.0,0.3709584852507555,0.5885,0.6001,22031,26649,Nyctalus leisleri,0.013,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
35,HF,78720.0,0.31154861620491653,0.6235,0.6624,68437,82040,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
36,HF,77760.0,0.036526901475405604,0.6465,0.686,68437,82331,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
37,LF,23040.0,0.39882490772553025,0.6795,0.6902,22890,28885,Nyctalus leisleri,0.01,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
38,HF,77760.0,0.02302033997102655,0.6845,0.7184,68437,81144,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
39,HF,74880.0,0.05467452727857033,0.7005,0.7409,68437,82379,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
40,LF,31680.0,0.8004430426037528,0.7195,0.727,28906,37898,Eptesicus serotinus,0.008,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
41,HF,78720.0,0.13109683698866353,0.7225,0.7614,68437,82602,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
42,HF,78720.0,0.9266620084520739,0.7525,0.7888,68437,81458,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
43,HF,73920.0,0.7901184003947186,0.7945,0.8347,68437,81948,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
44,LF,28800.0,0.5523351310108705,0.8555,0.8649,27187,37293,Eptesicus serotinus,0.009,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
45,HF,72960.0,0.015426292004439778,0.8625,0.8987,68437,81236,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
46,LF,24000.0,0.12690550516920296,0.8635,0.874,24609,31665,Nyctalus leisleri,0.009,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
47,HF,72960.0,0.21632485595478382,0.8785,0.9214,68437,82824,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
48,HF,69120.0,0.24217402555111125,0.9165,0.958,68437,82157,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
49,HF,72000.0,0.31580706409079384,0.9625,1.0012,68437,81874,Rhinolophus ferrumequinum,0.056,0.056,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
50,HF,72000.0,0.11963443558949124,1.0065,1.0514,68437,83526,Rhinolophus ferrumequinum,0.052,0.052,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
51,HF,72000.0,0.011397986720587113,1.0415,1.0792,68437,82033,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
52,HF,72000.0,0.17139536578027648,1.0475,1.0881,68437,82143,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
53,LF,26880.0,0.4504657037660817,1.0575,1.0647,27187,40099,Eptesicus serotinus,0.007,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
54,HF,72960.0,0.12808898405909103,1.0715,1.1103,68437,82141,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
55,HF,72960.0,0.02889548093890249,1.0935,1.1358,68437,82674,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
56,HF,73920.0,0.002048217214884987,1.1345,1.1679,68437,80507,Rhinolophus ferrumequinum,0.022,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
57,HF,73920.0,0.30922079987406603,1.1795,1.2218,68437,82973,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
58,LF,29760.0,0.35760221481547444,1.1925,1.2008,28906,38196,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
59,HF,81600.0,0.38061074905736486,1.2205,1.2583,68437,81838,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
60,HF,74880.0,0.18109904899930598,1.2295,1.2695,68437,82550,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
61,LF,24000.0,0.711793863679558,1.2445,1.2572,22890,28705,Nyctalus leisleri,0.017,0.037,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
62,LF,26880.0,0.35914145146092474,1.2725,1.2843,27187,34713,Eptesicus serotinus,0.017,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
63,HF,72000.0,0.23957130163595441,1.2755,1.3142,68437,82557,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
64,HF,72960.0,0.04951083184054969,1.3035,1.3396,68437,81755,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
65,LF,26880.0,0.1318558067960631,1.3135,1.3255,27187,33060,Eptesicus serotinus,0.015,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
66,HF,74880.0,0.3605998805129961,1.3235,1.3615,68437,82233,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
67,HF,70080.0,0.45259016473641656,1.3325,1.3731,68437,82484,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
68,HF,74880.0,0.6078137203306884,1.3395,1.3787,68437,82442,Rhinolophus ferrumequinum,0.021,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
69,HF,72960.0,0.23439852521108154,1.4275,1.4676,68437,82844,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
70,LF,24000.0,0.7286228487712247,1.4355,1.4461,23750,30073,Nyctalus leisleri,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
71,LF,29760.0,0.4355579061644056,1.4465,1.4549,28046,40202,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
72,HF,72000.0,0.31317732254002023,1.4495,1.4897,68437,82896,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
73,HF,73920.0,0.7515389850214205,1.4775,1.5143,68437,81919,Rhinolophus ferrumequinum,0.022,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
74,LF,27840.0,0.30823148367083947,1.4795,1.49,27187,34376,Eptesicus serotinus,0.018,0.034,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
75,HF,72000.0,0.24750581920108722,1.4925,1.5324,68437,82752,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
76,HF,79680.0,0.2718469123229127,1.5235,1.5639,68437,81922,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
77,HF,79680.0,0.046668196006998265,1.5315,1.5725,68437,82814,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
78,LF,24000.0,0.5973417256793978,1.5375,1.5487,22890,27962,Nyctalus leisleri,0.012,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
79,HF,79680.0,0.4325727905757413,1.5605,1.5953,68437,81306,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
80,LF,28800.0,0.6927938130340621,1.5625,1.5713,28046,38736,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
81,HF,79680.0,0.4931698356248249,1.5755,1.617,68437,82914,Rhinolophus ferrumequinum,0.032,0.032,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
82,HF,79680.0,0.674428023862529,1.5845,1.6215,68437,82271,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
83,HF,79680.0,0.10864215794401225,1.5935,1.63,68437,81610,Rhinolophus ferrumequinum,0.021,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
84,HF,78720.0,0.039956064809809164,1.6025,1.6387,68437,82131,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
85,HF,75840.0,0.46132086433334213,1.6265,1.6661,68437,82681,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
86,HF,78720.0,0.5222961926601217,1.6385,1.6784,68437,82562,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
87,LF,29760.0,1.4683645555654476,1.6465,1.655,28906,39078,Eptesicus serotinus,0.008,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
88,HF,79680.0,0.20307636468203843,1.6765,1.7173,68437,82888,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
89,HF,79680.0,0.1768808138786031,1.6945,1.732,68437,82123,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
90,HF,78720.0,0.2862339533022119,1.7065,1.7427,68437,81830,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
91,LF,24000.0,0.12193201015926977,1.7195,1.732,23750,29623,Nyctalus leisleri,0.017,0.042,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
92,HF,77760.0,0.14402107446534318,1.7405,1.7808,68437,82643,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
93,HF,71040.0,0.08672051870762636,1.7455,1.7859,68437,82627,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
94,HF,78720.0,0.23721788547088646,1.7765,1.8167,68437,82755,Rhinolophus ferrumequinum,0.033,0.033,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
95,HF,71040.0,0.10414845259329694,1.8035,1.8418,68437,81984,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
96,HF,72000.0,0.20650035544294187,1.8475,1.8825,68437,81479,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
97,HF,72000.0,0.43169828792242854,1.8565,1.8955,68437,82459,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
98,HF,72000.0,0.1470814922088333,1.8745,1.9117,68437,81761,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
99,HF,71040.0,0.4567645887536231,1.8835,1.9192,68437,81106,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
100,LF,27840.0,0.14211744934839005,1.8845,1.8922,27187,41526,Eptesicus serotinus,0.008,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
101,LF,24000.0,0.06744425432981233,1.8985,1.9044,25468,37300,Plecotus auritus,0.017,0.047,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
102,HF,78720.0,0.37993885659157894,1.9255,1.969,68437,83496,Rhinolophus ferrumequinum,0.044,0.044,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
103,LF,26880.0,0.34556729103758244,1.9455,1.9517,28046,40077,Eptesicus serotinus,0.01,0.038,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
104,HF,79680.0,0.14791348075451205,1.9605,1.9998,68437,82702,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
105,HF,69120.0,0.01951619632621511,2.0015,2.0372,68437,81099,Rhinolophus ferrumequinum,0.121,0.121,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
106,LF,23040.0,0.12034341418353035,2.0015,2.011,23750,30665,Nyctalus leisleri,0.013,0.033,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
107,HF,74880.0,0.10019627900663597,2.0075,2.0519,68437,83215,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
108,LF,24000.0,0.22463569795517796,2.0485,2.0562,23750,32032,Plecotus austriacus,0.009,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
109,HF,72000.0,0.35523250073019935,2.0905,2.1253,68437,81746,Rhinolophus ferrumequinum,0.023,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
110,LF,23040.0,1.2982647121279833,2.1205,2.1302,22031,28108,Plecotus austriacus,0.01,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
111,HF,72000.0,0.1520839441149298,2.1345,2.1706,68437,82383,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
112,HF,69120.0,0.5013442055231431,2.2105,2.247,68437,81191,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
113,HF,69120.0,0.21830843077667267,2.2425,2.2791,68437,81665,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
114,LF,23040.0,0.41006782063323205,2.2445,2.2552,23750,29961,Nyctalus leisleri,0.011,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
115,HF,69120.0,0.11535786351223529,2.2475,2.2839,68437,82192,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
116,HF,47040.0,1.1897974802974485,2.2875,2.2944,46093,51405,Pipistrellus pipistrellus,0.024,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
117,LF,23040.0,0.32674624137205227,2.2885,2.2979,14296,22904,Nyctalus noctula,0.023,0.05,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
118,LF,25920.0,0.06634389768400596,2.2895,2.2983,26328,37021,Eptesicus serotinus,0.009,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
119,HF,74880.0,0.1615338043071701,2.3025,2.3411,68437,82231,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
120,LF,22080.0,0.569527770668023,2.3215,2.3438,19453,22209,Nyctalus noctula,0.015,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
121,LF,32640.0,0.12006402011817573,2.3715,2.3808,28906,36921,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
122,HF,77760.0,0.502193491296363,2.3725,2.4136,68437,82792,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
123,LF,25920.0,0.2590466117346449,2.4095,2.4162,24609,38596,Plecotus austriacus,0.007,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
124,LF,24000.0,0.40397951924637643,2.4355,2.4458,22890,28513,Nyctalus leisleri,0.009,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
125,HF,73920.0,0.7808487115609746,2.4585,2.4942,68437,81636,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
126,LF,35520.0,0.5230914368729921,2.4695,2.4789,28906,37842,Eptesicus serotinus,0.009,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
127,LF,25920.0,1.0264947853322697,2.4915,2.4992,24609,37664,Plecotus austriacus,0.008,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
128,LF,24960.0,0.1993985067283222,2.5235,2.5343,24609,30589,Nyctalus leisleri,0.013,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
129,HF,71040.0,0.4330198842020269,2.5595,2.5939,68437,81710,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
130,HF,70080.0,0.6439959297170338,2.5915,2.6279,68437,81673,Rhinolophus ferrumequinum,0.032,0.032,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
131,LF,23040.0,0.2472032714395581,2.6115,2.6184,23750,35981,Plecotus austriacus,0.01,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
132,HF,73920.0,0.30695137954488366,2.6205,2.6635,68437,83111,Rhinolophus ferrumequinum,0.033,0.033,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
133,LF,24960.0,0.14235705193782897,2.7625,2.7701,25468,34457,Plecotus austriacus,0.006,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
134,HF,70080.0,0.19811431648836064,2.7965,2.83,68437,81445,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
135,HF,70080.0,0.21132704652844259,2.8045,2.84,68437,81234,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
