Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	0.0016875	48000.0	48960.0	1.8666913290368552	0.0015	0.0099	47812	51961	Pipistrellus pipistrellus	0.029	0.035	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
HF	0.0833125	72000.0	72960.0	0.0304605381388265	0.0805	0.1215	68437	83068	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
LF	0.1277916666666666	24000.0	24960.0	0.0676042533302453	0.1225	0.132	25468	33966	Eptesicus serotinus	0.01	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
HF	0.2507583333333333	72000.0	72000.0	0.3014958189538447	0.2355	0.2747	68437	81583	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
LF	0.2871374999999999	24000.0	22080.0	2.981966724138429	0.2855	0.2953	21171	26133	Plecotus austriacus	0.01	0.027	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
HF	0.3108416666666666	78000.0	70080.0	-0.6963411085798704	0.2875	0.3262	68437	82718	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
LF	0.3311833333333334	24000.0	23040.0	0.8479893622871941	0.3305	0.3414	22890	27497	Nyctalus leisleri	0.012	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
HF	0.3495833333333332	78000.0	70080.0	0.2111914195160462	0.3455	0.388	68437	82775	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
LF	0.3723166666666666	24000.0	23040.0	0.9073151522830164	0.3655	0.3761	23750	29304	Nyctalus leisleri	0.011	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
LF	0.4021958333333333	24000.0	21120.0	7.6159960441989085	0.3995	0.4062	17734	28032	Plecotus austriacus	0.065	0.091	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
LF	0.5190041666666666	24000.0	23040.0	1.373865664061599	0.5175	0.5286	23750	28672	Nyctalus leisleri	0.011	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	11	Waveform 1	1
LF	0.5552875	30000.0	26880.000000000004	0.3539739666687636	0.5505	0.5589	26328	36246	Eptesicus serotinus	0.009	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	12	Waveform 1	1
LF	0.6430708333333331	30000.0	29760.0	0.8454154425341782	0.6385	0.6477	28046	39711	Eptesicus serotinus	0.01	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	13	Waveform 1	1
HF	0.7043833333333333	42000.0	46080.0	1.8011213836893736	0.7015	0.7102	43515	50479	Pipistrellus pipistrellus	0.034	0.041	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	14	Waveform 1	1
LF	0.7407958333333334	36000.0	36480.0	0.9021285810731692	0.7395	0.7476	28906	40399	Eptesicus serotinus	0.01	0.029	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	15	Waveform 1	1
LF	0.7731249999999998	24000.0	23040.0	1.1407950882620894	0.7675	0.779	22890	27268	Nyctalus leisleri	0.012	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	16	Waveform 1	1
LF	0.8165666666666667	30000.0	24960.0	0.5039413833684784	0.8135	0.8226	25468	36258	Eptesicus serotinus	0.008	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	17	Waveform 1	1
LF	0.8841166666666666	30000.0	24960.0	-0.3049716043204394	0.8795	0.8888	25468	34724	Eptesicus serotinus	0.008	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	18	Waveform 1	1
LF	0.9016166666666666	18000.0	19200.0	12.459551666393388	0.9005	0.9133	17734	24233	Nyctalus noctula	0.028	0.044	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	19	Waveform 1	1
HF	0.9217375	78000.0	70080.0	0.078170746302605	0.9185	0.9547	68437	81506	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	20	Waveform 1	1
LF	0.9721041666666668	30000.0	28800.0	0.3620107918348143	0.9625	0.9725	28046	35999	Eptesicus serotinus	0.011	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	21	Waveform 1	1
LF	0.9898958333333332	24000.0	24960.0	2.8354341945351895	0.9845	0.9955	24609	30157	Eptesicus serotinus	0.032	0.083	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	22	Waveform 1	1
LF	1.0437291666666666	18000.0	19200.0	3.569314068292677	1.0425	1.0495	14296	25591	Plecotus auritus	0.017	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	23	Waveform 1	1
LF	1.0602083333333334	30000.0	27839.999999999996	0.4501842533779669	1.0525	1.0625	27187	36676	Eptesicus serotinus	0.021	0.036	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
