Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	0.0095625	78000.0	76800.0	-0.3321055179892063	0.0015	0.036	68437	80538	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	1	Waveform 1	1
HF	0.037	75724.0	76800.0	0.3372485410683824	0.0165	0.0575	68437	83011	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	2	Waveform 1	1
LF	0.0232208333333333	36000.0	27839.999999999996	0.2381309639809558	0.0195	0.0278	28046	39661	Eptesicus serotinus	0.007	0.021	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	3	Waveform 1	1
LF	0.0599833333333333	24000.0	24000.0	0.7384747009908743	0.0515	0.0616	23750	29972	Nyctalus leisleri	0.009	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	4	Waveform 1	1
HF	0.0862416666666666	48000.0	46080.0	0.7157315732124454	0.0835	0.0938	46093	48872	Pipistrellus pipistrellus	0.034	0.039	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	5	Waveform 1	1
HF	0.1121625	54000.0	54719.99999999999	0.3969759598991006	0.1075	0.1204	54687	59159	Pipistrellus pygmaeus	0.022	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	6	Waveform 1	1
HF	0.1525499999999999	78000.0	78720.0	-0.0908700855766101	0.1205	0.1607	68437	82415	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	7	Waveform 1	1
HF	0.1292875	42000.0	37440.0	0.5679278471754488	0.1215	0.1304	37500	42644	Barbastellus barbastellus	0.009	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	8	Waveform 1	1
HF	0.234275	78000.0	73920.0	0.2617298483456752	0.2005	0.2381	68437	81676	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	9	Waveform 1	1
LF	0.2625916666666666	24000.0	23040.0	1.370147271477101	0.2605	0.2697	22890	29528	Nyctalus leisleri	0.007	0.021	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	10	Waveform 1	1
HF	0.2778208333333333	72000.0	74880.0	0.0794926257621229	0.2685	0.3062	68437	81816	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	11	Waveform 1	1
LF	0.3008708333333333	30000.0	29760.0	0.7871807740942347	0.2965	0.3129	28906	33265	Eptesicus serotinus	0.031	0.061	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	12	Waveform 1	1
LF	0.3239375	30000.0	23040.0	0.3364116196119998	0.3235	0.331	24609	34454	Plecotus austriacus	0.008	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	13	Waveform 1	1
LF	0.3778125	24000.0	23040.0	0.1490412046067805	0.3725	0.383	22890	27672	Nyctalus leisleri	0.011	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	14	Waveform 1	1
HF	0.4133916666666666	78000.0	72960.0	0.0792858651259748	0.4125	0.4544	68437	83073	Rhinolophus ferrumequinum	0.036	0.036	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	15	Waveform 1	1
LF	0.4262041666666666	30000.0	28800.0	1.1789719931594305	0.4215	0.4329	28906	36006	Eptesicus serotinus	0.011	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	16	Waveform 1	1
HF	0.4474458333333333	72000.0	72000.0	-0.1887143779107119	0.4445	0.4842	68437	81833	Rhinolophus ferrumequinum	0.036	0.036	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	17	Waveform 1	1
HF	0.4981416666666667	78000.0	71040.0	-0.0872474606344063	0.4665	0.5074	68437	82818	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	18	Waveform 1	1
HF	0.5534958333333333	78000.0	70080.0	-0.253546048995582	0.5215	0.5619	68437	82583	Rhinolophus ferrumequinum	0.032	0.032	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	19	Waveform 1	1
LF	0.5292666666666667	30000.0	29760.0	0.8080750546890683	0.5285	0.5364	28906	38216	Eptesicus serotinus	0.007	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	20	Waveform 1	1
LF	0.5708916666666667	30000.0	26880.000000000004	1.0138116607649783	0.5675	0.5754	28046	38523	Eptesicus serotinus	0.007	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	21	Waveform 1	1
HF	0.6045166666666667	72000.0	71040.0	-0.0953309216406956	0.5845	0.6274	68437	83004	Rhinolophus ferrumequinum	0.039	0.039	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	22	Waveform 1	1
HF	0.6326416666666668	78000.0	78720.0	-0.3115486162049425	0.6235	0.6624	68437	82040	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	23	Waveform 1	1
HF	0.6610208333333332	78000.0	77760.0	-0.0365269014751596	0.6465	0.686	68437	82331	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	24	Waveform 1	1
LF	0.6863625	24000.0	23040.0	0.3988249077272305	0.6795	0.6902	22890	28885	Nyctalus leisleri	0.01	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	25	Waveform 1	1
HF	0.7352666666666667	72000.0	74880.0	0.0546745272787064	0.7005	0.7409	68437	82379	Rhinolophus ferrumequinum	0.03	0.03	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	26	Waveform 1	1
LF	0.7197916666666667	36000.0	31680.0	0.8004430426035469	0.7195	0.727	28906	37898	Eptesicus serotinus	0.008	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	27	Waveform 1	1
HF	0.7623458333333333	78000.0	78720.0	-0.9266620084520536	0.7525	0.7888	68437	81458	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	28	Waveform 1	1
HF	0.8013208333333333	72000.0	73920.0	0.7901184003939172	0.7945	0.8347	68437	81948	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	29	Waveform 1	1
LF	0.8582666666666667	30000.0	28800.0	-0.5523351310108952	0.8555	0.8649	27187	37293	Eptesicus serotinus	0.009	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	30	Waveform 1	1
LF	0.8730416666666667	24000.0	24000.0	0.1269055051694158	0.8635	0.874	24609	31665	Nyctalus leisleri	0.009	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	31	Waveform 1	1
HF	0.8852458333333332	78000.0	72960.0	0.2163248559540915	0.8785	0.9214	68437	82824	Rhinolophus ferrumequinum	0.03	0.03	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220829_090000.WAV	32	Waveform 1	1
