Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
LF	0.004096	101562.5	93120.0	-0.0451685943986862	0.0015	0.0286	93359	112703	Rhinolophus hipposideros	0.054	0.054	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	1	Waveform 1	1
LF	0.0245	102379.0	93120.0	-0.2276062871360354	0.0105	0.0385	93359	111399	Rhinolophus hipposideros	0.032	0.032	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	2	Waveform 1	1
LF	0.0416	102433.0	95040.0	-0.2849634572988885	0.0265	0.0567	93359	111507	Rhinolophus hipposideros	0.03	0.03	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	3	Waveform 1	1
LF	0.060188	101562.5	95040.0	-0.2907090100034674	0.0545	0.0851	93359	111425	Rhinolophus hipposideros	0.027	0.027	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	4	Waveform 1	1
LF	0.0914639999999999	101562.5	95040.0	-0.1220659626090806	0.0735	0.1056	93359	110673	Rhinolophus hipposideros	0.082	0.082	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	5	Waveform 1	1
LF	0.1301759999999999	101562.5	94080.0	-0.2389763400777933	0.1185	0.1486	93359	111134	Rhinolophus hipposideros	0.034	0.034	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	6	Waveform 1	1
HF	0.203676	78125.0	78720.0	-0.2089560362111331	0.1705	0.2071	68437	81538	Rhinolophus ferrumequinum	0.03	0.03	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	7	Waveform 1	1
LF	0.1850319999999999	101562.5	95040.0	-0.3468486230122171	0.1795	0.2116	93359	111102	Rhinolophus hipposideros	0.037	0.037	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	8	Waveform 1	1
LF	0.223576	101562.5	95040.0	0.1944402427193766	0.2235	0.254	93359	111375	Rhinolophus hipposideros	0.038	0.038	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	9	Waveform 1	1
LF	0.2648399999999999	101562.5	95040.0	-0.1634750733809363	0.2365	0.2664	93359	110807	Rhinolophus hipposideros	0.032	0.032	-1	Echolocation	250000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV	10	Waveform 1	1
