,freq_group,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
103,LF,2.1778875000000006,30000.0,28800.0,1.4841708006518763,2.1745,2.1843,27187,33820,Eptesicus serotinus,0.015,0.036,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
105,HF,2.266725,72000.0,71040.0,-0.690962098932043,2.2395,2.2749,68437,82377,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
107,HF,2.3506166666666664,72000.0,75840.0,0.0107978504718496,2.3345,2.3708,68437,81826,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
110,LF,2.5340958333333337,24000.0,24000.0,0.4776733612271142,2.5295,2.5378,23750,31910,Plecotus austriacus,0.009,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
113,LF,2.561029166666667,30000.0,27839.999999999996,0.695528216164404,2.5585,2.5677,28046,35688,Eptesicus serotinus,0.01,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
115,HF,2.590591666666666,78000.0,73920.0,-0.4757920314465219,2.5885,2.6292,68437,83247,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
116,HF,2.6771499999999997,78000.0,70080.0,0.1012278802056968,2.6565,2.6941,68437,82072,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
117,LF,2.705129166666667,30000.0,27839.999999999996,0.8534329176759847,2.7005,2.7076,27187,40629,Eptesicus serotinus,0.006,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
118,HF,2.7499875,42000.0,39360.0,-1.2453496415835972,2.7365,2.7502,38359,41821,Pipistrellus nathusii,0.016,0.028,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
121,HF,2.826720833333334,72000.0,70080.0,0.5541151763869865,2.7945,2.8338,68437,82348,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
122,LF,2.8018791666666667,24000.0,23040.0,1.2846826923649068,2.7965,2.8046,23750,32562,Plecotus austriacus,0.011,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
123,HF,2.8975375,78000.0,74880.0,0.0232962501068516,2.8945,2.9309,68437,82041,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
124,HF,2.9531875000000003,78000.0,69120.0,0.3318036572546245,2.9175,2.9545,68437,82231,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
125,LF,2.939083333333333,30000.0,25920.0,0.9515136744009812,2.9385,2.946,26328,35820,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
130,HF,3.000704166666667,54000.0,52800.00000000001,2.4783269516056947,2.9965,3.0049,50390,56958,Pipistrellus pipistrellus,0.027,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
132,HF,3.0545625000000003,72000.0,78720.0,-0.3422927815549131,3.0465,3.0875,68437,82144,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
133,HF,3.0860875000000005,54000.0,52800.00000000001,1.1511332864199153,3.0855,3.0946,50390,55942,Pipistrellus pipistrellus,0.018,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
134,LF,3.1091583333333337,30000.0,25920.0,0.5501704707512554,3.1065,3.1163,26328,34773,Eptesicus serotinus,0.013,0.031,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
135,LF,3.1241958333333333,24000.0,23040.0,0.9860243376525192,3.1235,3.1322,22890,29891,Plecotus austriacus,0.01,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
137,HF,3.147033333333334,78000.0,72960.0,-0.4289772315327186,3.1385,3.1748,68437,81541,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
139,LF,3.1981458333333337,36000.0,33600.0,-0.2125129079782534,3.1925,3.2015,28046,38911,Eptesicus serotinus,0.009,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
140,LF,3.2225,36000.0,29760.0,1.065175311550271,3.2175,3.227,28906,38845,Eptesicus serotinus,0.011,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
142,HF,3.337754166666667,72000.0,72960.0,0.2005578583533836,3.3085,3.3426,68437,80507,Rhinolophus ferrumequinum,0.022,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
143,HF,3.320575,36000.0,45120.0,1.7332779060060044,3.3145,3.3238,35781,46437,Barbastellus barbastellus,0.013,0.056,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
144,HF,3.354204166666667,72000.0,72000.0,0.3829627671540825,3.3285,3.3679,68437,81795,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
145,HF,3.398920833333333,78000.0,73920.0,0.3225292359168363,3.3785,3.4226,68437,83167,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
147,LF,3.4436541666666662,24000.0,22080.0,1.0570195842294552,3.4395,3.4497,22031,27436,Nyctalus leisleri,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
148,HF,3.460016666666667,78000.0,81600.0,-0.4172561355216511,3.4535,3.4959,68437,83124,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
149,LF,3.494429166666667,24000.0,24000.0,0.8657572987686499,3.4905,3.4983,23750,32191,Plecotus austriacus,0.008,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
150,HF,3.5274916666666667,72000.0,71040.0,0.4171890421380034,3.5185,3.5558,68437,82320,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
152,LF,3.5473541666666666,30000.0,27839.999999999996,0.9596262159664084,3.5435,3.5505,28046,44159,Eptesicus serotinus,0.009,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
153,HF,3.5620375000000006,72000.0,71040.0,0.4702421463115416,3.5605,3.5949,68437,81175,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
154,HF,3.5862875000000005,72000.0,70080.0,-0.1813276449268057,3.5745,3.6144,68437,81703,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
155,HF,3.6145416666666663,72000.0,75840.0,-0.9466757212759612,3.5965,3.6335,68437,81743,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
156,LF,3.636741666666667,30000.0,28800.0,0.9588754260192812,3.6315,3.6393,28046,41218,Eptesicus serotinus,0.008,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
157,HF,3.687441666666667,78000.0,72960.0,0.5046724496420496,3.6595,3.6971,68437,81460,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
160,HF,3.728016666666667,78000.0,71040.0,-0.0451944488402093,3.7275,3.7654,68437,82064,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
161,LF,3.7408166666666665,18000.0,20160.0,0.5944977862950513,3.7375,3.7481,15156,20954,Nyctalus noctula,0.017,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
162,LF,3.7619125,36000.0,29760.0,1.4662589089142148,3.7545,3.7629,28046,40525,Eptesicus serotinus,0.009,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
164,LF,3.7822541666666663,36000.0,31680.0,0.7812656889292757,3.7765,3.7851,28906,38946,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
165,LF,3.8017833333333337,24000.0,23040.0,-0.2744444345972675,3.7925,3.8053,23750,28824,Nyctalus leisleri,0.016,0.033,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
166,LF,3.8396666666666666,30000.0,30720.0,1.4846851835913095,3.8385,3.846,28046,38957,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
167,HF,3.852804166666667,42000.0,40320.0,1.1596793204463545,3.8475,3.8583,39218,43909,Pipistrellus nathusii,0.012,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
170,LF,3.9016875,24000.0,22080.0,0.7558036963456705,3.8995,3.9175,21171,24311,Nyctalus leisleri,0.015,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
171,LF,3.9150375,24000.0,22080.0,-1.2045976340146918,3.9085,3.9204,22890,27445,Nyctalus leisleri,0.012,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
172,LF,3.9390375,24000.0,23040.0,1.1123906122207816,3.9265,3.9394,22890,26546,Nyctalus leisleri,0.013,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
173,HF,3.9644708333333334,72000.0,73920.0,0.1794578449568154,3.9285,3.9658,68437,81663,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
175,LF,4.009920833333333,24000.0,22080.0,-0.4132608083977221,4.0015,4.0121,21171,26190,Nyctalus leisleri,0.013,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
176,HF,4.033283333333333,72000.0,72000.0,-0.6951432236072617,4.0015,4.0338,68437,79661,Rhinolophus ferrumequinum,0.032,0.033,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
