KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,-0.2649762907636567,52.0415,52.0636,63281.0,67980.0,Echolocation,Pipistrellus pygmaeus,0.3,0.309,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,65280.0,1.5971599517679669,85.7385,85.7557,62421.0,68310.0,Echolocation,Pipistrellus pygmaeus,0.399,0.411,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
LF,32640.0,0.6935895668091557,85.9165,85.92660000000001,22031.0,28574.0,Echolocation,Nyctalus leisleri,0.179,0.372,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,65280.0,0.5321522645763901,88.3045,88.3221,63281.0,66814.0,Echolocation,Pipistrellus pygmaeus,0.303,0.323,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,65280.0,-0.6985338330750259,101.5925,101.6069,63281.0,67707.0,Echolocation,Pipistrellus pygmaeus,0.301,0.31,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
LF,22080.0,3.429328616765125,131.04149999999998,131.0613,19453.0,22613.0,Echolocation,Nyctalus noctula,0.194,0.39,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
LF,24000.0,2.5404811625616155,131.0895,131.1075,23750.0,27402.0,Echolocation,Nyctalus leisleri,0.447,0.507,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,65280.0,-1.5217303065111802,160.8455,160.8553,62421.0,66877.0,Echolocation,Pipistrellus pygmaeus,0.4,0.441,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
LF,32640.0,16.40473682249626,211.8585,211.8751,31484.0,34640.0,Echolocation,Pipistrellus nathusii,0.172,0.325,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,65280.0,0.33357798543899647,213.3395,213.3521,60703.0,66582.0,Echolocation,Pipistrellus pipistrellus,0.206,0.355,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,65280.0,0.4401660002062879,213.5585,213.5685,63281.0,68633.0,Echolocation,Pipistrellus pygmaeus,0.324,0.349,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
LF,19200.0,1.85407812444343,221.1435,221.1589,19453.0,23455.0,Echolocation,Nyctalus noctula,0.194,0.378,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
LF,23040.0,10.904566871561192,221.8535,221.8693,23750.0,27577.0,Echolocation,Nyctalus leisleri,0.332,0.407,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
LF,32640.0,10.387291184975972,222.4695,222.4862,23750.0,27707.0,Echolocation,Nyctalus leisleri,0.208,0.306,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,78720.0,-2.5817058918160596,246.0255,246.069,68437.0,82597.0,Echolocation,Rhinolophus ferrumequinum,0.487,0.487,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,79680.0,-0.280141761108667,246.2355,246.2807,68437.0,83573.0,Echolocation,Rhinolophus ferrumequinum,0.311,0.311,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,79680.0,4.070281770079004,247.2285,247.27609999999999,68437.0,83749.0,Echolocation,Rhinolophus ferrumequinum,0.381,0.381,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
HF,79680.0,3.8021687466495253,247.2885,247.3363,68437.0,83760.0,Echolocation,Rhinolophus ferrumequinum,0.349,0.349,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_022/20260504_221000.WAV,recover-20260518,UBNA_022,E18 Bridge
