date_and_time_UTC,callrate,LFcallrate,HFcallrate
2026-06-01 19:20:00+00:00,0.0,0.0,0.0
2026-06-01 19:30:00+00:00,0.4,0.4,0.0
2026-06-01 19:40:00+00:00,0.2,0.2,0.0
2026-06-01 19:50:00+00:00,0.0,0.0,0.0
2026-06-01 20:00:00+00:00,0.0,0.0,0.0
2026-06-01 20:10:00+00:00,0.0,0.0,0.0
2026-06-01 20:20:00+00:00,0.8,0.8,0.0
2026-06-01 20:30:00+00:00,0.0,0.0,0.0
2026-06-01 20:40:00+00:00,0.8,0.8,0.0
2026-06-01 20:50:00+00:00,0.2,0.2,0.0
2026-06-01 21:00:00+00:00,0.4,0.4,0.0
2026-06-01 21:10:00+00:00,0.0,0.0,0.0
2026-06-01 21:20:00+00:00,0.6,0.6,0.0
2026-06-01 21:30:00+00:00,1.2,1.2,0.0
2026-06-01 21:40:00+00:00,0.4,0.4,0.0
2026-06-01 21:50:00+00:00,0.2,0.2,0.0
2026-06-01 22:00:00+00:00,0.2,0.2,0.0
2026-06-01 22:10:00+00:00,0.2,0.2,0.0
2026-06-01 22:20:00+00:00,0.0,0.0,0.0
2026-06-01 22:30:00+00:00,0.0,0.0,0.0
2026-06-01 22:40:00+00:00,0.0,0.0,0.0
2026-06-01 22:50:00+00:00,0.4,0.4,0.0
2026-06-01 23:00:00+00:00,0.0,0.0,0.0
2026-06-01 23:10:00+00:00,0.0,0.0,0.0
2026-06-01 23:20:00+00:00,0.2,0.0,0.2
2026-06-01 23:30:00+00:00,0.6,0.2,0.4
2026-06-01 23:40:00+00:00,0.0,0.0,0.0
2026-06-01 23:50:00+00:00,0.6,0.2,0.4
2026-06-02 00:00:00+00:00,0.0,0.0,0.0
2026-06-02 00:10:00+00:00,0.2,0.2,0.0
2026-06-02 00:20:00+00:00,0.2,0.0,0.2
2026-06-02 00:30:00+00:00,0.2,0.2,0.0
2026-06-02 00:40:00+00:00,0.0,0.0,0.0
2026-06-02 00:50:00+00:00,0.0,0.0,0.0
2026-06-02 01:00:00+00:00,0.0,0.0,0.0
2026-06-02 01:10:00+00:00,0.2,0.2,0.0
2026-06-02 01:20:00+00:00,0.2,0.2,0.0
2026-06-02 01:30:00+00:00,0.0,0.0,0.0
2026-06-02 01:40:00+00:00,0.0,0.0,0.0
2026-06-02 01:50:00+00:00,0.2,0.2,0.0
2026-06-02 02:00:00+00:00,0.0,0.0,0.0
2026-06-02 02:10:00+00:00,0.2,0.2,0.0
2026-06-02 02:20:00+00:00,0.0,0.0,0.0
2026-06-02 02:30:00+00:00,0.0,0.0,0.0
2026-06-02 02:40:00+00:00,0.0,0.0,0.0
2026-06-02 02:50:00+00:00,0.2,0.2,0.0
2026-06-02 03:00:00+00:00,0.0,0.0,0.0
2026-06-02 03:10:00+00:00,0.0,0.0,0.0
2026-06-02 03:20:00+00:00,0.0,0.0,0.0
2026-06-02 03:30:00+00:00,0.0,0.0,0.0
2026-06-02 03:40:00+00:00,0.2,0.2,0.0
2026-06-02 03:50:00+00:00,0.0,0.0,0.0
2026-06-02 04:00:00+00:00,0.2,0.2,0.0
2026-06-02 04:10:00+00:00,0.0,0.0,0.0
2026-06-02 04:20:00+00:00,0.0,0.0,0.0
2026-06-02 04:30:00+00:00,0.0,0.0,0.0
2026-06-02 04:40:00+00:00,9.2,9.2,0.0
2026-06-02 04:50:00+00:00,127.8,127.8,0.0
2026-06-02 05:00:00+00:00,261.0,261.0,0.0
2026-06-02 05:10:00+00:00,165.0,159.8,5.2
2026-06-02 05:20:00+00:00,46.6,46.6,0.0
2026-06-02 05:30:00+00:00,4.8,4.8,0.0
2026-06-02 05:40:00+00:00,104.6,97.0,7.6
2026-06-02 05:50:00+00:00,118.8,118.4,0.4
2026-06-02 06:00:00+00:00,50.6,45.0,5.6
2026-06-02 06:10:00+00:00,106.2,105.8,0.4
2026-06-02 06:20:00+00:00,69.2,68.8,0.4
2026-06-02 06:30:00+00:00,89.2,88.8,0.4
2026-06-02 06:40:00+00:00,120.8,120.0,0.8
2026-06-02 06:50:00+00:00,96.2,96.2,0.0
2026-06-02 07:00:00+00:00,89.2,89.2,0.0
2026-06-02 07:10:00+00:00,45.6,37.6,8.0
2026-06-02 07:20:00+00:00,72.6,72.6,0.0
2026-06-02 07:30:00+00:00,25.4,25.4,0.0
2026-06-02 07:40:00+00:00,16.6,16.4,0.2
2026-06-02 07:50:00+00:00,0.0,0.0,0.0
2026-06-02 08:00:00+00:00,0.2,0.2,0.0
2026-06-02 08:10:00+00:00,0.4,0.4,0.0
2026-06-02 08:20:00+00:00,13.2,13.2,0.0
2026-06-02 08:30:00+00:00,0.2,0.2,0.0
