date_and_time_UTC,num_of_detections,LFnum_of_detections,HFnum_of_detections
2025-02-25 03:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 03:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 04:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 04:10:00+00:00,148.0,0.3333333333333333,148.0
2025-02-25 04:20:00+00:00,10.0,0.3333333333333333,10.0
2025-02-25 04:30:00+00:00,50.0,0.3333333333333333,50.0
2025-02-25 04:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 04:50:00+00:00,20.0,0.3333333333333333,20.0
2025-02-25 05:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 05:10:00+00:00,202.0,0.3333333333333333,202.0
2025-02-25 05:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 05:30:00+00:00,20.0,0.3333333333333333,20.0
2025-02-25 05:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 05:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 06:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 06:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 06:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 06:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 06:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 06:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 07:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 07:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 07:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 07:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 07:40:00+00:00,4.0,0.3333333333333333,4.0
2025-02-25 07:50:00+00:00,26.0,0.3333333333333333,26.0
2025-02-25 08:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 08:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 08:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 08:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 08:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 08:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 09:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 09:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 09:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 09:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 10:00:00+00:00,2.0,2.0,0.3333333333333333
2025-02-25 10:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 10:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 10:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 11:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 11:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 11:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 11:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 11:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 11:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 12:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 12:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 12:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 12:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 12:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 12:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 13:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 13:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 13:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 13:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 13:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 13:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 14:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 14:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 14:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 14:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 14:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 14:50:00+00:00,6.0,6.0,0.3333333333333333
2025-02-25 15:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 15:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 15:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 15:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 15:40:00+00:00,2.0,2.0,0.3333333333333333
2025-02-25 15:50:00+00:00,22.0,22.0,0.3333333333333333
2025-02-25 16:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 16:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 16:20:00+00:00,2.0,2.0,0.3333333333333333
2025-02-25 16:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 16:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 16:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 17:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 17:10:00+00:00,6.0,6.0,0.3333333333333333
2025-02-25 17:20:00+00:00,2.0,2.0,0.3333333333333333
2025-02-25 17:30:00+00:00,2.0,0.3333333333333333,2.0
2025-02-25 17:40:00+00:00,12.0,12.0,0.3333333333333333
2025-02-25 17:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 18:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 18:10:00+00:00,2.0,2.0,0.3333333333333333
2025-02-25 18:20:00+00:00,4.0,4.0,0.3333333333333333
2025-02-25 18:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 18:40:00+00:00,2.0,0.3333333333333333,2.0
2025-02-25 18:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 19:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 19:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 19:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 19:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 19:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 19:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 20:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 20:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 20:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 20:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 20:40:00+00:00,6.0,6.0,0.3333333333333333
2025-02-25 20:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 21:00:00+00:00,50.0,50.0,0.3333333333333333
2025-02-25 21:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 21:20:00+00:00,4.0,4.0,0.3333333333333333
2025-02-25 21:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 22:00:00+00:00,2.0,2.0,0.3333333333333333
2025-02-25 22:10:00+00:00,2.0,2.0,0.3333333333333333
2025-02-25 22:20:00+00:00,4.0,4.0,0.3333333333333333
2025-02-25 22:30:00+00:00,6.0,6.0,0.3333333333333333
2025-02-25 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 23:10:00+00:00,4.0,4.0,0.3333333333333333
2025-02-25 23:20:00+00:00,46.0,46.0,0.3333333333333333
2025-02-25 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-25 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 00:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 00:20:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 01:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 01:30:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 01:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 01:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 02:00:00+00:00,52.0,52.0,0.3333333333333333
2025-02-26 02:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 02:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 02:30:00+00:00,60.0,0.3333333333333333,60.0
2025-02-26 02:40:00+00:00,226.0,0.3333333333333333,226.0
2025-02-26 02:50:00+00:00,182.0,0.3333333333333333,182.0
2025-02-26 03:00:00+00:00,324.0,28.0,296.0
2025-02-26 03:10:00+00:00,14.0,14.0,0.3333333333333333
2025-02-26 03:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 03:30:00+00:00,98.0,0.3333333333333333,98.0
2025-02-26 03:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 03:50:00+00:00,2.0,0.3333333333333333,2.0
2025-02-26 04:00:00+00:00,126.0,0.3333333333333333,126.0
2025-02-26 04:10:00+00:00,78.0,0.3333333333333333,78.0
2025-02-26 04:20:00+00:00,154.0,0.3333333333333333,154.0
2025-02-26 04:30:00+00:00,344.0,0.3333333333333333,344.0
2025-02-26 04:40:00+00:00,104.0,0.3333333333333333,104.0
2025-02-26 04:50:00+00:00,58.0,0.3333333333333333,58.0
2025-02-26 05:00:00+00:00,32.0,0.3333333333333333,32.0
2025-02-26 05:10:00+00:00,130.0,0.3333333333333333,130.0
2025-02-26 05:20:00+00:00,54.0,0.3333333333333333,54.0
2025-02-26 05:30:00+00:00,174.0,36.0,138.0
2025-02-26 05:40:00+00:00,176.0,0.3333333333333333,176.0
2025-02-26 05:50:00+00:00,60.0,0.3333333333333333,60.0
2025-02-26 06:00:00+00:00,158.0,0.3333333333333333,158.0
2025-02-26 06:10:00+00:00,4.0,0.3333333333333333,4.0
2025-02-26 06:20:00+00:00,154.0,0.3333333333333333,154.0
2025-02-26 06:30:00+00:00,132.0,0.3333333333333333,132.0
2025-02-26 06:40:00+00:00,94.0,0.3333333333333333,94.0
2025-02-26 06:50:00+00:00,18.0,0.3333333333333333,18.0
2025-02-26 07:00:00+00:00,90.0,0.3333333333333333,90.0
2025-02-26 07:10:00+00:00,76.0,0.3333333333333333,76.0
2025-02-26 07:20:00+00:00,216.0,0.3333333333333333,216.0
2025-02-26 07:30:00+00:00,142.0,0.3333333333333333,142.0
2025-02-26 07:40:00+00:00,150.0,0.3333333333333333,150.0
2025-02-26 07:50:00+00:00,302.0,0.3333333333333333,302.0
2025-02-26 08:00:00+00:00,174.0,0.3333333333333333,174.0
2025-02-26 08:10:00+00:00,146.0,0.3333333333333333,146.0
2025-02-26 08:20:00+00:00,4.0,0.3333333333333333,4.0
2025-02-26 08:30:00+00:00,182.0,0.3333333333333333,182.0
2025-02-26 08:40:00+00:00,358.0,0.3333333333333333,358.0
2025-02-26 08:50:00+00:00,266.0,0.3333333333333333,266.0
2025-02-26 09:00:00+00:00,50.0,0.3333333333333333,50.0
2025-02-26 09:10:00+00:00,266.0,0.3333333333333333,266.0
2025-02-26 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 09:30:00+00:00,2.0,0.3333333333333333,2.0
2025-02-26 09:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 10:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 10:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 10:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 10:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 11:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 11:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 11:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 11:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 11:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 11:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 12:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 12:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 12:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 12:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 12:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 12:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 13:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 13:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 13:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 13:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 13:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 13:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 14:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 14:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 14:20:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 14:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 14:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 14:50:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 15:00:00+00:00,10.0,10.0,0.3333333333333333
2025-02-26 15:10:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 15:20:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 15:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 15:40:00+00:00,22.0,22.0,0.3333333333333333
2025-02-26 15:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 16:00:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 16:10:00+00:00,16.0,16.0,0.3333333333333333
2025-02-26 16:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 16:30:00+00:00,18.0,18.0,0.3333333333333333
2025-02-26 16:40:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 16:50:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 17:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 17:10:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 17:20:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 17:30:00+00:00,6.0,6.0,0.3333333333333333
2025-02-26 17:40:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 17:50:00+00:00,8.0,8.0,0.3333333333333333
2025-02-26 18:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 18:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 18:20:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 18:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 18:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 18:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 19:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 19:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 19:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 19:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 19:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 19:50:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 20:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 20:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 20:20:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 20:30:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 20:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 20:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 21:00:00+00:00,10.0,10.0,0.3333333333333333
2025-02-26 21:10:00+00:00,2.0,2.0,0.3333333333333333
2025-02-26 21:20:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 21:30:00+00:00,6.0,6.0,0.3333333333333333
2025-02-26 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 22:00:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 22:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 22:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 22:30:00+00:00,4.0,4.0,0.3333333333333333
2025-02-26 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-26 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 00:00:00+00:00,2.0,2.0,0.3333333333333333
2025-02-27 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 00:20:00+00:00,4.0,4.0,0.3333333333333333
2025-02-27 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 00:40:00+00:00,2.0,2.0,0.3333333333333333
2025-02-27 00:50:00+00:00,2.0,2.0,0.3333333333333333
2025-02-27 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 01:10:00+00:00,8.0,8.0,0.3333333333333333
2025-02-27 01:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 01:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 01:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 01:50:00+00:00,2.0,2.0,0.3333333333333333
2025-02-27 02:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-02-27 02:10:00+00:00,314.0,0.3333333333333333,314.0
2025-02-27 02:20:00+00:00,2170.0,0.3333333333333333,2170.0
2025-02-27 02:30:00+00:00,2284.0,0.3333333333333333,2284.0
2025-02-27 02:40:00+00:00,2212.0,22.0,2190.0
2025-02-27 02:50:00+00:00,1484.0,0.3333333333333333,1484.0
2025-02-27 03:00:00+00:00,1496.0,0.3333333333333333,1496.0
2025-02-27 03:10:00+00:00,1272.0,0.3333333333333333,1272.0
2025-02-27 03:20:00+00:00,2576.0,0.3333333333333333,2576.0
2025-02-27 03:30:00+00:00,2618.0,0.3333333333333333,2618.0
2025-02-27 03:40:00+00:00,1098.0,0.3333333333333333,1098.0
2025-02-27 03:50:00+00:00,1512.0,0.3333333333333333,1512.0
2025-02-27 04:00:00+00:00,2136.0,0.3333333333333333,2136.0
