KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,0.2947614218360185,91.5255,91.5445,22890.0,26346.0,Echolocation,Nyctalus leisleri,0.19,0.306,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251129_005000.WAV,recover-20251226,UBNA_026,Central Pond
LF,17280.0,4.503612300091573,174.5195,174.5398,16015.0,19018.0,Echolocation,Nyctalus leisleri,0.209,0.328,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251129_033000.WAV,recover-20251226,UBNA_026,Central Pond
LF,19200.0,6.170714607479431,117.3815,117.3995,16875.0,21053.0,Echolocation,Nyctalus noctula,0.227,0.317,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251129_041000.WAV,recover-20251226,UBNA_026,Central Pond
LF,25920.0,-4.335844645287798,1.5965,1.6097,25468.0,30012.0,Echolocation,Nyctalus leisleri,0.272,0.437,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_200000.WAV,recover-20251226,UBNA_026,Central Pond
LF,25920.0,14.25005397902254,1.7775,1.7892,25468.0,29393.0,Echolocation,Nyctalus leisleri,0.428,0.471,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_200000.WAV,recover-20251226,UBNA_026,Central Pond
HF,46080.0,0.55063865436481,195.2675,195.2771,45234.0,49015.0,Echolocation,Pipistrellus pipistrellus,0.471,0.514,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_200000.WAV,recover-20251226,UBNA_026,Central Pond
HF,46080.0,2.800783526824766,253.3575,253.3625,41796.0,50014.0,Echolocation,Pipistrellus pipistrellus,0.288,0.361,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_201000.WAV,recover-20251226,UBNA_026,Central Pond
LF,25920.0,-7.956471344048533,233.1775,233.1917,25468.0,30205.0,Echolocation,Nyctalus leisleri,0.209,0.356,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_202000.WAV,recover-20251226,UBNA_026,Central Pond
HF,48960.0,-6.670510585221424,233.1805,233.1904,47812.0,51322.0,Echolocation,Pipistrellus pipistrellus,0.29,0.371,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_202000.WAV,recover-20251226,UBNA_026,Central Pond
HF,41280.0,7.783640552025416,16.3055,16.3096,22890.0,67235.0,Echolocation,Myotis nattereri,0.509,0.541,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_203000.WAV,recover-20251226,UBNA_026,Central Pond
LF,19200.0,1.766036094030714,125.5135,125.5179,19453.0,54927.0,Echolocation,Myotis nattereri,0.376,0.404,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_203000.WAV,recover-20251226,UBNA_026,Central Pond
LF,29760.0,0.08673252621969706,91.8575,91.8676,27187.0,33530.0,Echolocation,Eptesicus serotinus,0.229,0.308,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
HF,42240.0,9.093557293960139,108.8805,108.885,34921.0,72517.0,Echolocation,Myotis daubentonii,0.12,0.353,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
LF,24960.0,0.6583844600545697,120.1835,120.1949,23750.0,31069.0,Echolocation,Nyctalus noctula,0.166,0.425,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
HF,49920.0,15.443240469154556,129.8175,129.8225,48671.0,67609.0,Echolocation,Pipistrellus pipistrellus,0.366,0.395,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
LF,23040.0,5.7621758022748,131.2645,131.2783,21171.0,26098.0,Echolocation,Nyctalus noctula,0.175,0.416,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
LF,17280.0,3.7510545097719366,177.9435,177.9564,11718.0,19898.0,Echolocation,Nyctalus leisleri,0.268,0.346,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
HF,64320.0,0.46378138170426686,229.1725,229.186,64140.0,68267.0,Echolocation,Pipistrellus pygmaeus,0.367,0.383,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
HF,42240.0,5.5496224167286705,235.0565,235.0678,41796.0,44964.0,Echolocation,Pipistrellus pipistrellus,0.266,0.324,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_204000.WAV,recover-20251226,UBNA_026,Central Pond
LF,20160.0,12.27009841231644,138.8795,138.8852,15156.0,34349.0,Echolocation,Plecotus auritus,0.286,0.352,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_211000.WAV,recover-20251226,UBNA_026,Central Pond
LF,25920.0,3.5794570821009506,234.4145,234.4193,24609.0,37102.0,Echolocation,Plecotus austriacus,0.219,0.343,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_213000.WAV,recover-20251226,UBNA_026,Central Pond
LF,20160.0,4.50897895381268,240.3725,240.3767,16875.0,36736.0,Echolocation,Plecotus austriacus,0.185,0.347,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_213000.WAV,recover-20251226,UBNA_026,Central Pond
LF,28800.0,3.9869832336160016,187.5415,187.5499,27187.0,34458.0,Echolocation,Eptesicus serotinus,0.208,0.32,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_215000.WAV,recover-20251226,UBNA_026,Central Pond
LF,22080.0,1.963795332647146,257.2145,257.2232,22031.0,31396.0,Echolocation,Nyctalus noctula,0.142,0.397,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_220000.WAV,recover-20251226,UBNA_026,Central Pond
LF,24000.0,0.3447398411998892,273.9315,273.9453,23750.0,28603.0,Echolocation,Nyctalus leisleri,0.149,0.327,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_222000.WAV,recover-20251226,UBNA_026,Central Pond
LF,28800.0,1.8091844044199479,121.5045,121.5131,27187.0,35149.0,Echolocation,Eptesicus serotinus,0.214,0.3,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_223000.WAV,recover-20251226,UBNA_026,Central Pond
LF,22080.0,12.097121339460164,294.4705,294.4774,19453.0,30254.0,Echolocation,Plecotus austriacus,0.248,0.328,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_230000.WAV,recover-20251226,UBNA_026,Central Pond
LF,24000.0,1.75014525521587,234.6065,234.6204,22890.0,27297.0,Echolocation,Nyctalus leisleri,0.157,0.327,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_231000.WAV,recover-20251226,UBNA_026,Central Pond
LF,22080.0,3.9312993494831483,13.1145,13.126,22890.0,30040.0,Echolocation,Eptesicus serotinus,0.148,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_233000.WAV,recover-20251226,UBNA_026,Central Pond
LF,22080.0,5.765072288771822,170.6335,170.6439,19453.0,26849.0,Echolocation,Nyctalus noctula,0.125,0.331,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_233000.WAV,recover-20251226,UBNA_026,Central Pond
LF,23040.0,3.3773658410554668,213.2485,213.2561,22890.0,36811.0,Echolocation,Plecotus austriacus,0.151,0.339,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_233000.WAV,recover-20251226,UBNA_026,Central Pond
LF,22080.0,10.58969170115378,5.2905,5.2955,16875.0,36374.0,Echolocation,Plecotus austriacus,0.175,0.316,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_235000.WAV,recover-20251226,UBNA_026,Central Pond
LF,21120.0,17.301961260927555,198.0805,198.0854,18593.0,40497.0,Echolocation,Plecotus austriacus,0.228,0.341,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251210_235000.WAV,recover-20251226,UBNA_026,Central Pond
LF,20160.0,5.225941982204389,249.9815,249.9917,17734.0,25963.0,Echolocation,Nyctalus noctula,0.146,0.309,-1,192000.0,/mnt/ubna_data_06/recover-20251226/UBNA_026/20251211_000000.WAV,recover-20251226,UBNA_026,Central Pond
