start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
167.4605,167.4648,16015.0,73988.0,Echolocation,Myotis nattereri,0.501,0.517,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240314_183000.WAV,recover-20240320,UBNA_001,Central Pond
41.2355,41.254,22890.0,26226.0,Echolocation,Nyctalus leisleri,0.476,0.505,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240314_191000.WAV,recover-20240320,UBNA_001,Central Pond
262.2075,262.2137,50390.0,62036.0,Echolocation,Pipistrellus pipistrellus,0.466,0.544,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
262.3035,262.3104,46953.0,63391.0,Echolocation,Pipistrellus pipistrellus,0.471,0.58,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
262.4845,262.4909,47812.0,63419.0,Echolocation,Pipistrellus pipistrellus,0.485,0.577,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
262.6725,262.6801,48671.0,61299.0,Echolocation,Pipistrellus pipistrellus,0.423,0.52,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
262.7665,262.7744,46953.0,67899.0,Echolocation,Pipistrellus pipistrellus,0.486,0.595,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
262.8635,262.8698,48671.0,63769.0,Echolocation,Pipistrellus pipistrellus,0.494,0.624,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
262.9665,262.9742,48671.0,66625.0,Echolocation,Pipistrellus pipistrellus,0.475,0.643,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
263.1375,263.1447,47812.0,64093.0,Echolocation,Pipistrellus pipistrellus,0.5,0.606,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
263.2385,263.2456,47812.0,68579.0,Echolocation,Pipistrellus pipistrellus,0.526,0.645,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
263.4165,263.4246,46953.0,66515.0,Echolocation,Pipistrellus pipistrellus,0.464,0.61,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
263.5165,263.5254,46093.0,66718.0,Echolocation,Pipistrellus pipistrellus,0.48,0.691,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
263.6935,263.7018,47812.0,67688.0,Echolocation,Pipistrellus pipistrellus,0.461,0.684,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
263.7825,263.791,46093.0,69170.0,Echolocation,Pipistrellus pipistrellus,0.518,0.676,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
263.95550000000003,263.9636,46093.0,68012.0,Echolocation,Pipistrellus pipistrellus,0.474,0.694,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
264.0485,264.0532,46953.0,66100.0,Echolocation,Pipistrellus pipistrellus,0.586,0.645,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
264.2235,264.2283,46093.0,68061.0,Echolocation,Pipistrellus pipistrellus,0.497,0.56,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
264.3115,264.3162,46093.0,68019.0,Echolocation,Pipistrellus pipistrellus,0.458,0.54,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
264.4115,264.4162,46953.0,72930.0,Echolocation,Pipistrellus pipistrellus,0.5,0.568,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
264.4955,264.5002,47812.0,68713.0,Echolocation,Pipistrellus pipistrellus,0.494,0.574,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
264.6515,264.6559,48671.0,69113.0,Echolocation,Pipistrellus pipistrellus,0.562,0.586,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
264.9395,264.9433,49531.0,64825.0,Echolocation,Pipistrellus pipistrellus,0.53,0.577,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
265.1935,265.19780000000003,45234.0,73163.0,Echolocation,Pipistrellus pipistrellus,0.246,0.526,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
265.3405,265.3449,46953.0,67080.0,Echolocation,Pipistrellus pipistrellus,0.478,0.546,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
265.4215,265.4257,46953.0,62001.0,Echolocation,Pipistrellus pipistrellus,0.557,0.634,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
265.6785,265.68240000000003,48671.0,63449.0,Echolocation,Pipistrellus pipistrellus,0.644,0.669,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
265.7855,265.7906,48671.0,66091.0,Echolocation,Pipistrellus pipistrellus,0.45,0.527,-1,/mnt/ubna_data_03/recover-20240320/UBNA_001/20240315_025000.WAV,recover-20240320,UBNA_001,Central Pond
