start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
987.2295,987.236,40078.0,49664.0,0.517,Echolocation,20230629_043900.WAV
987.3235,987.33,40937.0,48889.0,0.563,Echolocation,20230629_043900.WAV
987.4165,987.4232,41796.0,53113.0,0.531,Echolocation,20230629_043900.WAV
987.5155,987.5231,40078.0,47804.0,0.554,Echolocation,20230629_043900.WAV
987.6105,987.6171,40937.0,54670.0,0.609,Echolocation,20230629_043900.WAV
987.8075,987.8152,40078.0,49792.0,0.599,Echolocation,20230629_043900.WAV
987.9045,987.9126,40937.0,52431.0,0.552,Echolocation,20230629_043900.WAV
988.0995,988.1083,40937.0,56739.0,0.598,Echolocation,20230629_043900.WAV
988.2845,988.293,40078.0,55646.0,0.664,Echolocation,20230629_043900.WAV
988.3825,988.3897,40937.0,53123.0,0.697,Echolocation,20230629_043900.WAV
988.4825,988.4921,40078.0,58953.0,0.707,Echolocation,20230629_043900.WAV
988.5815,988.5892,40078.0,55951.0,0.664,Echolocation,20230629_043900.WAV
988.6805,988.6898,40078.0,56879.0,0.601,Echolocation,20230629_043900.WAV
988.7795,988.7873,40078.0,54378.0,0.604,Echolocation,20230629_043900.WAV
988.8855,988.8942,40078.0,55554.0,0.616,Echolocation,20230629_043900.WAV
988.9865,988.995,39218.0,56506.0,0.639,Echolocation,20230629_043900.WAV
989.0905,989.0994,39218.0,59055.0,0.716,Echolocation,20230629_043900.WAV
989.1895,989.1991,40078.0,58132.0,0.651,Echolocation,20230629_043900.WAV
989.2945,989.3037,40078.0,58870.0,0.694,Echolocation,20230629_043900.WAV
989.3955,989.4044,38359.0,55120.0,0.636,Echolocation,20230629_043900.WAV
989.4965,989.5054,40078.0,56797.0,0.651,Echolocation,20230629_043900.WAV
989.5965,989.606,39218.0,52086.0,0.596,Echolocation,20230629_043900.WAV
989.7845,989.7944,39218.0,59643.0,0.665,Echolocation,20230629_043900.WAV
989.8845,989.8927,39218.0,46715.0,0.572,Echolocation,20230629_043900.WAV
989.9855,989.9939,39218.0,54227.0,0.714,Echolocation,20230629_043900.WAV
990.0795,990.0869,39218.0,48603.0,0.654,Echolocation,20230629_043900.WAV
990.1775,990.1845,40078.0,56645.0,0.657,Echolocation,20230629_043900.WAV
990.2685,990.2753,40078.0,51367.0,0.668,Echolocation,20230629_043900.WAV
990.3575,990.3655,40078.0,49754.0,0.556,Echolocation,20230629_043900.WAV
990.4515,990.458,40078.0,56203.0,0.519,Echolocation,20230629_043900.WAV
990.6405,990.6481,40078.0,52455.0,0.627,Echolocation,20230629_043900.WAV
990.7315,990.7383,40078.0,56301.0,0.636,Echolocation,20230629_043900.WAV
990.8205,990.8284,40078.0,52730.0,0.634,Echolocation,20230629_043900.WAV
990.9225,990.9303,40078.0,63552.0,0.626,Echolocation,20230629_043900.WAV
991.0185,991.0253,40078.0,57896.0,0.607,Echolocation,20230629_043900.WAV
991.1115,991.1185,40078.0,61431.0,0.549,Echolocation,20230629_043900.WAV
991.2025,991.2091,40937.0,53589.0,0.556,Echolocation,20230629_043900.WAV
991.3785,991.3863,40937.0,53700.0,0.515,Echolocation,20230629_043900.WAV
991.6365,991.6434,40937.0,50911.0,0.509,Echolocation,20230629_043900.WAV
1067.4395,1067.4453,45234.0,62081.0,0.546,Echolocation,20230629_043900.WAV
1067.5465,1067.5513,47812.0,65078.0,0.599,Echolocation,20230629_043900.WAV
1067.6205,1067.6256,44375.0,63181.0,0.536,Echolocation,20230629_043900.WAV
1067.7015,1067.7066,45234.0,64590.0,0.524,Echolocation,20230629_043900.WAV
1067.7775,1067.7836,44375.0,66173.0,0.529,Echolocation,20230629_043900.WAV
1067.8575,1067.8628,42656.0,68532.0,0.516,Echolocation,20230629_043900.WAV
1068.0225,1068.0285,43515.0,68139.0,0.601,Echolocation,20230629_043900.WAV
1068.1155,1068.1199,44375.0,60977.0,0.547,Echolocation,20230629_043900.WAV
1068.3285,1068.3335,46093.0,61040.0,0.629,Echolocation,20230629_043900.WAV
1068.3795,1068.3849,45234.0,62928.0,0.605,Echolocation,20230629_043900.WAV
1068.4395,1068.4446,46953.0,61388.0,0.581,Echolocation,20230629_043900.WAV
1068.5265,1068.5322,41796.0,70703.0,0.514,Echolocation,20230629_043900.WAV
1068.7105,1068.7157,42656.0,61048.0,0.585,Echolocation,20230629_043900.WAV
1068.8875,1068.8922,40937.0,63761.0,0.559,Echolocation,20230629_043900.WAV
1069.0625,1069.0683,41796.0,64558.0,0.653,Echolocation,20230629_043900.WAV
1069.1895,1069.1948,44375.0,58398.0,0.542,Echolocation,20230629_043900.WAV
1069.3575,1069.3636,42656.0,58264.0,0.521,Echolocation,20230629_043900.WAV
1069.5265,1069.5329,42656.0,59646.0,0.546,Echolocation,20230629_043900.WAV
1069.7095,1069.7153,44375.0,54272.0,0.515,Echolocation,20230629_043900.WAV
1069.8635,1069.8696,45234.0,56795.0,0.517,Echolocation,20230629_043900.WAV
1070.1045,1070.11,43515.0,53543.0,0.593,Echolocation,20230629_043900.WAV
1070.6275,1070.6347,43515.0,53812.0,0.572,Echolocation,20230629_043900.WAV
1401.6535,1401.6619,42656.0,51300.0,0.539,Echolocation,20230629_043900.WAV
1402.0585,1402.0648,44375.0,52472.0,0.544,Echolocation,20230629_043900.WAV
1402.1105,1402.117,45234.0,50141.0,0.522,Echolocation,20230629_043900.WAV
1402.5335,1402.5388,41796.0,52249.0,0.532,Echolocation,20230629_043900.WAV
1402.6405,1402.6469,42656.0,59141.0,0.639,Echolocation,20230629_043900.WAV
1402.7365,1402.7425,42656.0,57843.0,0.604,Echolocation,20230629_043900.WAV
1403.4615,1403.4681,40937.0,48121.0,0.535,Echolocation,20230629_043900.WAV
1403.5365,1403.5437,40937.0,49975.0,0.614,Echolocation,20230629_043900.WAV
1403.7175,1403.7252,40937.0,49581.0,0.596,Echolocation,20230629_043900.WAV
1404.6385,1404.6444,41796.0,57561.0,0.539,Echolocation,20230629_043900.WAV
1404.7605,1404.7682,43515.0,54479.0,0.587,Echolocation,20230629_043900.WAV
1404.8515,1404.8594,41796.0,52269.0,0.57,Echolocation,20230629_043900.WAV
1404.9345,1404.9418,40937.0,59693.0,0.541,Echolocation,20230629_043900.WAV
1405.0075,1405.0155,42656.0,57669.0,0.514,Echolocation,20230629_043900.WAV
1405.3295,1405.3352,40937.0,59940.0,0.502,Echolocation,20230629_043900.WAV
1405.8435,1405.8506,43515.0,57785.0,0.59,Echolocation,20230629_043900.WAV
1405.9205,1405.9281,40937.0,49133.0,0.511,Echolocation,20230629_043900.WAV
1406.1865,1406.1943,40937.0,55972.0,0.569,Echolocation,20230629_043900.WAV
1406.2765,1406.2836,41796.0,50044.0,0.515,Echolocation,20230629_043900.WAV
1406.3785,1406.3864,41796.0,56325.0,0.693,Echolocation,20230629_043900.WAV
1406.4805,1406.4886,41796.0,49494.0,0.63,Echolocation,20230629_043900.WAV
1407.8145,1407.8216,41796.0,55910.0,0.508,Echolocation,20230629_043900.WAV
1408.4675,1408.4735,41796.0,55923.0,0.626,Echolocation,20230629_043900.WAV
1408.5475,1408.5546,41796.0,59633.0,0.601,Echolocation,20230629_043900.WAV
1408.6425,1408.6505,41796.0,61500.0,0.67,Echolocation,20230629_043900.WAV
1408.7355,1408.742,41796.0,57042.0,0.642,Echolocation,20230629_043900.WAV
1408.8105,1408.8166,42656.0,55200.0,0.639,Echolocation,20230629_043900.WAV
1408.8825,1408.8903,41796.0,65633.0,0.609,Echolocation,20230629_043900.WAV
1408.9545,1408.961,40937.0,59584.0,0.565,Echolocation,20230629_043900.WAV
1409.0145,1409.02,40937.0,55546.0,0.511,Echolocation,20230629_043900.WAV
1409.0755,1409.0831,40078.0,50305.0,0.652,Echolocation,20230629_043900.WAV
