start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
0.1175,0.1295,24609.0,34029.0,Echolocation,Eptesicus serotinus,0.365,0.658,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
0.4655,0.4776,24609.0,33481.0,Echolocation,Eptesicus serotinus,0.318,0.629,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
0.8175,0.8323,23750.0,29764.0,Echolocation,Nyctalus leisleri,0.309,0.533,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
0.9755,0.9883,24609.0,30457.0,Echolocation,Nyctalus leisleri,0.24,0.531,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
1.3085,1.3209,24609.0,31039.0,Echolocation,Nyctalus leisleri,0.393,0.621,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
1.4925,1.5049,23750.0,31741.0,Echolocation,Eptesicus serotinus,0.315,0.633,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
2.2955,2.3089,24609.0,33398.0,Echolocation,Eptesicus serotinus,0.303,0.621,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
2.5295,2.5406,24609.0,33119.0,Echolocation,Eptesicus serotinus,0.297,0.665,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
2.6515,2.6647,23750.0,33583.0,Echolocation,Eptesicus serotinus,0.415,0.572,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
2.7845,2.7971,24609.0,34906.0,Echolocation,Eptesicus serotinus,0.413,0.616,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
2.9255,2.94,23750.0,33298.0,Echolocation,Eptesicus serotinus,0.378,0.525,-1,/mnt/ubna_data_04/recover-20240802/UBNA_010/20240730_042000.WAV,recover-20240802,UBNA_010,Carp Pond
