Time (UTC),07/21/25,07/22/25,07/23/25,07/24/25
00:00,,0.0,0.0,0.0
00:30,,0.0,0.0,0.0
01:00,,0.0,0.0,0.0
01:30,,0.0,0.0,0.0
02:00,,0.0,0.0,0.0
02:30,,0.0,0.0,0.0
03:00,,0.0,0.0,0.0
03:30,,0.0,0.0,0.0
04:00,,0.0,0.0,0.0
04:30,,0.06055555555555553,0.0,0.0
05:00,,1.282588888888889,1.2066333333333332,0.0
05:30,,0.0,0.2168777777777778,0.6786777777777778
06:00,,0.3929444444444445,0.0,0.0
06:30,,1.0479555555555555,0.0,0.14299999999999996
07:00,,0.0,0.0,0.0
07:30,,0.0,0.0,0.0
08:00,,0.0,1.3553444444444445,0.0
08:30,,0.0,0.0,0.0
09:00,,2.102422222222222,0.0,0.0
09:30,,0.0,0.03306666666666663,0.5503555555555556
10:00,,0.0,0.0,0.0
10:30,,0.0,0.0,0.0
11:00,,0.030666666666666665,0.0,0.0
11:30,,0.0,0.0,0.0
12:00,,0.3080666666666666,0.0,0.0
12:30,,0.0,0.0,0.0
13:00,,0.0,0.0,0.0
13:30,,0.0,0.0,0.0
14:00,,0.0,0.0,0.0
14:30,,0.0,0.0,0.0
15:00,,0.0,0.0,0.0
15:30,,0.0,0.0,0.0
16:00,,0.0,0.0,0.0
16:30,,0.0,0.0,0.0
17:00,,0.0,0.0,0.0
17:30,,0.0,0.0,0.0
18:00,,0.0,0.0,0.0
18:30,,0.0,0.0,0.0
19:00,,0.0,0.0,0.0
19:30,,0.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0
20:30,0.48027777777777775,0.0,0.0,0.0
21:00,0.5705999999999999,0.0,0.0,
21:30,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,
