,KMEANS_CLASSES,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
46253,HF,995.3033333333333,78000.0,77760.0,0.3134616179744196,995.3015,995.341,68437,82835,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46254,HF,995.3138,42750.0,41280.0,1.7967511578579407,995.3115,995.3237,38359,42895,Pipistrellus nathusii,0.019,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46255,HF,995.3517333333333,83250.0,71040.0,-0.15207075754698607,995.3465,995.3861,68437,81956,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46256,LF,995.3676333333333,27750.0,27839.999999999996,1.1608977940635514,995.3645,995.3712,27187,41022,Eptesicus serotinus,0.006,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46257,HF,995.385,56250.0,56640.0,0.4361556348260415,995.3815,995.3925,56406,63068,Pipistrellus pygmaeus,0.023,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46258,LF,995.4075666666666,24750.0,23040.0,-0.2947573223944269,995.4025,995.4131,22890,27942,Nyctalus leisleri,0.01,0.02,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46259,HF,995.4319666666667,80250.0,79680.0,-0.25763950739165065,995.4235,995.4622,68437,82448,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46260,LF,995.4628333333334,22500.0,23040.0,-0.1496554250963838,995.4515,995.464,22890,27083,Nyctalus leisleri,0.015,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46261,HF,995.4699666666667,72000.0,73920.0,0.40324120075021164,995.4685,995.5037,68437,81902,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46262,HF,995.4997333333333,73500.0,72000.0,-0.01135922943353708,995.4955,995.5361,68437,82610,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46263,LF,995.5286333333333,27750.0,26880.000000000004,1.1695415137112781,995.5235,995.5317,26328,38576,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46264,LF,995.5831666666667,21750.0,22080.0,0.9798308214626634,995.5825,995.5905,14296,22485,Plecotus auritus,0.021,0.033,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46265,LF,995.6088,24750.0,23040.0,0.5934474387326472,995.6025,995.6142,23750,28806,Nyctalus leisleri,0.011,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46266,HF,995.6647666666667,45750.0,45120.0,0.8351806415690113,995.6605,995.6684,45234,50983,Pipistrellus pipistrellus,0.022,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46267,HF,995.7675333333333,75750.0,72960.0,-0.2052798037863451,995.7335,995.7723,68437,82836,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46268,HF,995.7675333333333,75750.0,80640.0,0.050330521824153346,995.7445,995.7873,68437,83022,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46269,LF,995.7539,30750.0,27839.999999999996,1.1387974319472085,995.7535,995.7606,28046,40495,Eptesicus serotinus,0.008,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46270,HF,995.7703,81000.0,72000.0,0.433465383879103,995.7675,995.8037,68437,82448,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46271,HF,995.8182666666667,79500.0,79680.0,0.2664390962744504,995.8025,995.8374,68437,81421,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46272,HF,995.826,36750.0,36480.0,-0.4649414288847734,995.8215,995.8315,35781,43958,Pipistrellus nathusii,0.009,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46273,LF,995.8399,21750.0,23040.0,0.3061867978688795,995.8335,995.8451,22890,27495,Nyctalus leisleri,0.013,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46274,LF,995.8559666666666,27750.0,27839.999999999996,-1.067598180174346,995.8485,995.8567,27187,39606,Eptesicus serotinus,0.008,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46275,LF,995.8909333333334,25500.0,25920.0,0.09790383559783025,995.8865,995.8954,24609,31723,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46276,HF,995.9641,71250.0,70080.0,0.1624282736932249,995.9485,995.9859,68437,82009,Rhinolophus ferrumequinum,0.02,0.02,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46277,LF,995.9577333333333,29250.0,30720.0,-0.6222509925441053,995.9565,995.9651,28906,36382,Eptesicus serotinus,0.008,0.02,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46278,LF,995.9743666666667,31500.0,31680.0,1.3328428672001424,995.9715,995.9808,28906,38909,Eptesicus serotinus,0.01,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46279,LF,996.0055,20250.0,20160.0,1.235742735262431,996.0015,996.0155,16875,21993,Nyctalus noctula,0.017,0.034,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46280,HF,996.0164666666667,68250.0,72000.0,0.41140748544947264,996.0015,996.0337,68437,79980,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46281,LF,996.0092333333333,31500.0,31680.0,1.668639667217025,996.0015,996.0106,30625,38916,Eptesicus serotinus,0.005,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46282,LF,996.0047,25500.0,25920.0,1.4719014822832235,996.0015,996.0093,26328,35919,Nyctalus leisleri,0.006,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46283,LF,996.0156333333333,27000.0,26880.000000000004,-0.013754953605738265,996.0105,996.0187,27187,38349,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46284,LF,996.0194,32250.0,35520.0,0.3937146657782948,996.0175,996.0266,28906,36661,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46285,LF,996.0347,26250.0,23040.0,-0.20919261343063514,996.0315,996.0427999999999,23750,29508,Nyctalus leisleri,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46286,LF,996.0394,36000.0,26880.000000000004,1.3302721957343104,996.0365,996.0446,27187,37711,Eptesicus serotinus,0.006,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46287,HF,996.0743666666667,79500.0,77760.0,-0.11885179113021477,996.0535,996.0938,68437,82650,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46288,HF,996.0727333333333,80250.0,79680.0,0.08114528600175339,996.0625,996.1006,68437,82227,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46289,HF,996.0996,72000.0,72960.0,-0.11362403142392982,996.0875,996.1249,68437,82230,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46290,HF,996.1487666666667,75000.0,78720.0,0.06657255049151982,996.1445,996.1874,68437,83137,Rhinolophus ferrumequinum,0.028,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46291,HF,996.2091333333333,75750.0,70080.0,-0.27407518332360925,996.1845,996.2222,68437,81689,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46292,LF,996.1927333333333,25500.0,25920.0,0.06181542516230278,996.1865,996.1971,24609,31275,Nyctalus leisleri,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46293,HF,996.1877666666667,45750.0,47040.0,1.5081467806593474,996.1865,996.1939,45234,56242,Pipistrellus pipistrellus,0.014,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46294,HF,996.2089,75750.0,71040.0,-0.1381874445999432,996.2025,996.2386,68437,81427,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46295,LF,996.2137666666666,31500.0,30720.0,0.9885764426125785,996.2085,996.2189,28906,35114,Eptesicus serotinus,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46296,HF,996.2198,76500.0,72000.0,0.16332939833362928,996.2185,996.2527,68437,81500,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46297,LF,996.2531333333334,25500.0,24000.0,0.47729256342724247,996.2495,996.2592,24609,31702,Eptesicus serotinus,0.009,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46298,HF,996.2796666666667,73500.0,72000.0,0.14642574170204847,996.2525,996.29,68437,81799,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46299,LF,996.3269333333334,27750.0,28800.0,1.2743520051100743,996.3215,996.3294,28046,38952,Eptesicus serotinus,0.006,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46300,HF,996.3317,72750.0,70080.0,0.2184889265317297,996.3235,996.3648,68437,82162,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46301,LF,996.3582,22500.0,23040.0,0.6164751990762513,996.3545,996.3653,22031,26567,Nyctalus leisleri,0.011,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46302,LF,996.3750333333334,28500.0,28800.0,1.584601483059528,996.3675,996.3768,28906,37281,Eptesicus serotinus,0.009,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46303,HF,996.4343666666666,70500.0,71040.0,0.3816621573852586,996.4065,996.4468,68437,82620,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46304,HF,996.4765333333334,72000.0,78720.0,0.33260039983811324,996.4595,996.4978,68437,81422,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46305,HF,996.5025,47250.0,46080.0,1.6751573634912926,996.4995,996.5075,45234,49869,Pipistrellus pipistrellus,0.021,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46306,LF,996.5076,21750.0,22080.0,1.1593789139504205,996.4995,996.5094,22031,27267,Nyctalus leisleri,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46307,HF,996.5364666666667,76500.0,70080.0,0.015083584015075924,996.5095,996.5507,68437,82162,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46308,LF,996.5463333333333,30000.0,28800.0,0.7798844536416645,996.5445,996.5525,28046,39400,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46309,HF,996.571,81750.0,70080.0,-0.08145254845711726,996.5515,996.5885,68437,81908,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46310,LF,996.5823666666666,22500.0,23040.0,1.2602981250336178,996.5815,996.5893,22890,30254,Plecotus austriacus,0.011,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46311,HF,996.6407,73500.0,72960.0,-0.2815915486282502,996.6065,996.6463,68437,82328,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46312,HF,996.6365333333333,78750.0,72960.0,-0.24820804189467208,996.6125,996.6508,68437,82397,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46313,HF,996.6366333333333,78750.0,72960.0,0.37787005742969204,996.6365,996.6742,68437,81890,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46314,HF,996.6721333333334,72000.0,72960.0,0.21287318645582748,996.6435,996.6772,68437,80826,Rhinolophus ferrumequinum,0.02,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46315,LF,996.6958666666667,32250.0,30720.0,0.649648906171595,996.6955,996.7038,28906,38461,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46316,HF,996.7452666666667,71250.0,70080.0,0.14627142004544705,996.7105,996.7474,68437,81359,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46317,HF,996.755,72750.0,70080.0,-0.2715305752532665,996.7225,996.7605,68437,81674,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46318,LF,996.7693666666667,26250.0,25920.0,1.444433587691178,996.7645,996.7753,26328,33597,Eptesicus serotinus,0.011,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46319,HF,996.7900333333333,80250.0,74880.0,0.3492388700574962,996.7655,996.8068,68437,82303,Rhinolophus ferrumequinum,0.034,0.034,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46320,LF,996.7909666666667,24750.0,25920.0,0.4456067746637924,996.7895,996.7967,24609,33029,Plecotus austriacus,0.008,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46321,HF,996.8112,77250.0,76800.0,-0.29137944334257637,996.7965,996.8348,68437,81666,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46322,LF,996.825,24750.0,25920.0,0.6198713135637495,996.8235,996.8295,24609,37952,Plecotus austriacus,0.018,0.039,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46323,HF,996.8766,70500.0,74880.0,-0.058318896217554005,996.8655,996.9039,68437,81835,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46324,LF,996.8939333333333,22500.0,23040.0,-0.2670964609387501,996.8905,996.9039,22890,27288,Nyctalus leisleri,0.012,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46325,HF,996.9549333333333,75750.0,72960.0,0.29027509014420966,996.9525,996.9914,68437,82145,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46326,HF,996.9776,75000.0,72000.0,-0.10496889336933651,996.9635,997.0024,68437,82301,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46327,HF,996.9981333333334,79500.0,70080.0,0.10372597421799545,996.9765,997.0172,68437,82462,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46328,LF,996.9835333333333,23250.0,23040.0,1.9418904612323709,996.9775,996.9883,22890,27471,Nyctalus leisleri,0.011,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46329,HF,997.0208666666666,75000.0,74880.0,0.048978501939692706,996.9965,997.0368,68437,82234,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46330,HF,997.1002333333333,72750.0,74880.0,-0.04975835328168035,997.0625,997.1011,68437,82259,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46331,HF,997.1101,78000.0,77760.0,-0.3844831854568876,997.0815,997.1164,68437,81461,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46332,HF,997.1515666666667,74250.0,79680.0,0.2877400828730049,997.1445,997.1846,68437,82446,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46333,LF,997.22,28500.0,29760.0,0.6044042011738439,997.2195,997.2265,28046,42190,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46334,HF,997.2835333333334,81750.0,72000.0,0.49230859355556833,997.2505,997.2903,68437,82343,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46335,LF,997.2777,30000.0,26880.000000000004,0.9465186243333389,997.2715,997.2798,27187,36281,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46336,HF,997.3165333333334,79500.0,71040.0,0.37214404618978303,997.2795,997.3188,68437,82430,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46337,HF,997.3164,79500.0,72000.0,-0.019547118415282724,997.3025,997.3416,68437,80570,Rhinolophus ferrumequinum,0.057,0.057,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46338,HF,997.3703333333333,54000.0,49920.0,1.597439562703657,997.3695,997.3785,50390,55761,Pipistrellus pipistrellus,0.021,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46339,HF,997.4142333333333,81000.0,74880.0,0.7290704504492596,997.3795,997.4176,68437,82378,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46340,LF,997.3987666666667,24000.0,24000.0,0.5099326881135903,997.3925,997.4019,22890,29681,Plecotus austriacus,0.008,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46341,HF,997.4338,70500.0,75840.0,-0.7531873166042836,997.4315,997.4682,68437,81444,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46342,LF,997.4437,39750.0,39360.0,0.26786072603774674,997.4405,997.4483,29765,41147,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46343,LF,997.4646333333334,23250.0,23040.0,0.7040634374599765,997.4635,997.4757,23750,28792,Nyctalus leisleri,0.011,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46344,HF,997.4829333333333,72000.0,72000.0,0.41251962469660297,997.4705,997.5099,68437,82038,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46345,LF,997.4741333333334,32250.0,27839.999999999996,0.4506568332176756,997.4725,997.4807,28046,39742,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46346,HF,997.5342333333333,71250.0,76800.0,0.14856714913183008,997.5315,997.5701,68437,82218,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46347,HF,997.5507666666666,82500.0,69120.0,-0.05868449268680221,997.5425,997.5814,68437,82228,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46348,LF,997.5920333333333,25500.0,23040.0,0.17653991206632852,997.5885,997.6018,23750,28972,Nyctalus leisleri,0.022,0.046,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46349,HF,997.6446333333333,76500.0,72960.0,-0.40701152348310554,997.6215,997.6607,68437,82954,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46350,HF,997.6602,52500.0,50880.0,1.397258987480435,997.6545,997.6633,50390,54552,Pipistrellus pipistrellus,0.018,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46351,LF,997.6642666666667,35250.0,34560.0,0.9162039889073044,997.6625,997.6694,28906,41092,Eptesicus serotinus,0.006,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46352,HF,997.7045333333333,81750.0,71040.0,0.3844519059955626,997.6775,997.7198,68437,82669,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46353,HF,997.7059666666667,76500.0,70080.0,-0.005139260678650325,997.7035,997.7412,68437,82093,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46354,LF,997.7239,23250.0,23040.0,-0.39085607433110114,997.7205,997.7316,22890,27243,Nyctalus leisleri,0.013,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46355,HF,997.7406333333333,81750.0,75840.0,-0.10229067053637672,997.7285,997.7717,68437,83361,Rhinolophus ferrumequinum,0.034,0.034,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46356,LF,997.7382,22500.0,23040.0,0.4819012831480047,997.7305,997.7443,23750,28197,Nyctalus leisleri,0.012,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46357,HF,997.8186333333333,78000.0,75840.0,0.40899462366925454,997.8085,997.8397,68437,80711,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46358,LF,997.8388666666667,29250.0,27839.999999999996,1.5551932398965171,997.8345,997.8423,27187,40615,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46359,HF,997.8850666666667,79500.0,76800.0,-0.1355800014157451,997.8535,997.8936,68437,82793,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46360,LF,997.8836666666666,33750.0,31680.0,1.9153472683733068,997.8835,997.892,28906,40071,Eptesicus serotinus,0.01,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
46361,HF,997.9265,70500.0,70080.0,-0.060350609202906275,997.8935,997.931,68437,82298,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
