Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	0.0006666666666666	0.0	78720.0	-0.0825930322048605	0.0275	0.0677	68437	82860	Rhinolophus ferrumequinum	0.032	0.032	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	1	Waveform 1	1
HF	0.1557666666666666	76500.0	74880.0	-0.3711058908303019	0.1255	0.1634	68437	82101	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	2	Waveform 1	1
HF	0.2071666666666666	75000.0	74880.0	0.3029851464890553	0.1845	0.223	68437	82963	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	3	Waveform 1	1
LF	0.2228666666666666	30000.0	29760.0	0.3747488660606145	0.2225	0.2308	28906	41250	Eptesicus serotinus	0.008	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	4	Waveform 1	1
LF	0.2582666666666667	15750.0	16320.000000000002	7.564157246130443	0.2555	0.2754	16875	19618	Nyctalus noctula	0.024	0.043	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	5	Waveform 1	1
LF	0.3154666666666667	24750.0	24960.0	0.4604944498666211	0.3125	0.3182	24609	39774	Myotis nattereri	0.011	0.033	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	6	Waveform 1	1
LF	0.3312666666666667	33000.0	32640.000000000004	1.722451397394458	0.3285	0.3379	30625	40855	Eptesicus serotinus	0.013	0.035	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	7	Waveform 1	1
LF	0.3554666666666666	29250.0	30720.0	0.0684072302056987	0.3545	0.3622	28906	41125	Eptesicus serotinus	0.008	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	8	Waveform 1	1
LF	0.3878333333333333	23250.0	23040.0	-0.4515184385442989	0.3855	0.3965	22890	29249	Nyctalus leisleri	0.01	0.022	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	9	Waveform 1	1
HF	0.4165333333333333	80250.0	72000.0	0.468776319905637	0.3885	0.4263	68437	82101	Rhinolophus ferrumequinum	0.03	0.03	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	10	Waveform 1	1
HF	0.4748666666666666	76500.0	78720.0	0.5213474651667259	0.4535	0.4933	68437	83089	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV	11	Waveform 1	1
