Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file
6	Waveform 1	1	4.575500000	4.580100000	32343.000	71338.000	HF	4.577233333333333	48750.0	48960.0	9.581957501611992	Myotis mystacinus	0.017	0.051	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
6	Spectrogram 1	1	4.575500000	4.580100000	32343.000	71338.000	HF	4.577233333333333	48750.0	48960.0	9.581957501611992	Myotis mystacinus	0.017	0.051	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
7	Waveform 1	1	4.709500000	4.714200000	28906.000	57738.000	HF	4.709966666666667	53250.0	51840.0	10.440122062786369	Myotis nattereri	0.059	0.081	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
7	Spectrogram 1	1	4.709500000	4.714200000	28906.000	57738.000	HF	4.709966666666667	53250.0	51840.0	10.440122062786369	Myotis nattereri	0.059	0.081	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
8	Waveform 1	1	4.852500000	4.857800000	32343.000	72545.000	HF	4.854699999999999	49500.0	53760.00000000001	12.220725975415336	Myotis mystacinus	0.013	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
8	Spectrogram 1	1	4.852500000	4.857800000	32343.000	72545.000	HF	4.854699999999999	49500.0	53760.00000000001	12.220725975415336	Myotis mystacinus	0.013	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
9	Waveform 1	1	5.003500000	5.009700000	52109.000	58867.000	HF	5.0048	52500.0	51840.0	11.564706821427407	Pipistrellus pygmaeus	0.02	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
9	Spectrogram 1	1	5.003500000	5.009700000	52109.000	58867.000	HF	5.0048	52500.0	51840.0	11.564706821427407	Pipistrellus pygmaeus	0.02	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
10	Waveform 1	1	5.150500000	5.156200000	33203.000	74284.000	HF	5.154633333333333	50250.0	48000.0	8.709493726322197	Myotis mystacinus	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
10	Spectrogram 1	1	5.150500000	5.156200000	33203.000	74284.000	HF	5.154633333333333	50250.0	48000.0	8.709493726322197	Myotis mystacinus	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
11	Waveform 1	1	8.549500000	8.557900000	19453.000	26239.000	LF	8.5521	21000.0	21120.0	13.048624651977416	Plecotus austriacus	0.042	0.106	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
11	Spectrogram 1	1	8.549500000	8.557900000	19453.000	26239.000	LF	8.5521	21000.0	21120.0	13.048624651977416	Plecotus austriacus	0.042	0.106	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
12	Waveform 1	1	11.392500000	11.401500000	18593.000	25483.000	LF	11.396833333333332	21000.0	21120.0	8.95205964840413	Plecotus austriacus	0.045	0.089	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
12	Spectrogram 1	1	11.392500000	11.401500000	18593.000	25483.000	LF	11.396833333333332	21000.0	21120.0	8.95205964840413	Plecotus austriacus	0.045	0.089	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
13	Waveform 1	1	14.746500000	14.753400000	14296.000	25570.000	LF	14.748266666666666	21000.0	21120.0	7.186015867640686	Plecotus auritus	0.027	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
13	Spectrogram 1	1	14.746500000	14.753400000	14296.000	25570.000	LF	14.748266666666666	21000.0	21120.0	7.186015867640686	Plecotus auritus	0.027	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
14	Waveform 1	1	18.519500000	18.527200000	13437.000	24271.000	LF	18.52163333333333	15000.0	15360.0	15.403352127397495	Plecotus auritus	0.008	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
14	Spectrogram 1	1	18.519500000	18.527200000	13437.000	24271.000	LF	18.52163333333333	15000.0	15360.0	15.403352127397495	Plecotus auritus	0.008	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
15	Waveform 1	1	24.025500000	24.035900000	19453.000	23538.000	LF	24.02843333333333	20250.0	20160.0	9.327306708156485	Plecotus austriacus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
15	Spectrogram 1	1	24.025500000	24.035900000	19453.000	23538.000	LF	24.02843333333333	20250.0	20160.0	9.327306708156485	Plecotus austriacus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
16	Waveform 1	1	25.617500000	25.623600000	13437.000	27024.000	LF	25.6189	15750.0	16320.000000000002	7.526024721766198	Plecotus auritus	0.022	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
16	Spectrogram 1	1	25.617500000	25.623600000	13437.000	27024.000	LF	25.6189	15750.0	16320.000000000002	7.526024721766198	Plecotus auritus	0.022	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
17	Waveform 1	1	40.952500000	40.958000000	35781.000	63520.000	HF	40.9545	49500.0	48960.0	8.167662722842033	Myotis mystacinus	0.009	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
17	Spectrogram 1	1	40.952500000	40.958000000	35781.000	63520.000	HF	40.9545	49500.0	48960.0	8.167662722842033	Myotis mystacinus	0.009	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
18	Waveform 1	1	41.057500000	41.062800000	33203.000	69333.000	HF	41.0597	49500.0	49920.0	11.85665478696546	Myotis mystacinus	0.013	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
18	Spectrogram 1	1	41.057500000	41.062800000	33203.000	69333.000	HF	41.0597	49500.0	49920.0	11.85665478696546	Myotis mystacinus	0.013	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
19	Waveform 1	1	41.653500000	41.660000000	13437.000	25370.000	LF	41.65566666666666	17250.0	17280.0	7.567294399606559	Plecotus auritus	0.042	0.058	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
19	Spectrogram 1	1	41.653500000	41.660000000	13437.000	25370.000	LF	41.65566666666666	17250.0	17280.0	7.567294399606559	Plecotus auritus	0.042	0.058	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
20	Waveform 1	1	45.272500000	45.280600000	16875.000	25105.000	LF	45.275400000000005	19500.0	20160.0	13.140798847004731	Plecotus austriacus	0.029	0.059	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
20	Spectrogram 1	1	45.272500000	45.280600000	16875.000	25105.000	LF	45.275400000000005	19500.0	20160.0	13.140798847004731	Plecotus austriacus	0.029	0.059	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
21	Waveform 1	1	46.646500000	46.663400000	24609.000	27896.000	LF	46.655766666666665	25500.0	25920.0	12.896733403177905	Nyctalus leisleri	0.042	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
21	Spectrogram 1	1	46.646500000	46.663400000	24609.000	27896.000	LF	46.655766666666665	25500.0	25920.0	12.896733403177905	Nyctalus leisleri	0.042	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
22	Waveform 1	1	50.623500000	50.633000000	18593.000	23961.000	LF	50.625	20250.0	20160.0	11.459474634414926	Plecotus austriacus	0.03	0.074	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
22	Spectrogram 1	1	50.623500000	50.633000000	18593.000	23961.000	LF	50.625	20250.0	20160.0	11.459474634414926	Plecotus austriacus	0.03	0.074	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
23	Waveform 1	1	57.258500000	57.267000000	20312.000	27518.000	LF	57.263333333333335	21750.0	22080.0	7.572418435006555	Plecotus austriacus	0.03	0.079	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
23	Spectrogram 1	1	57.258500000	57.267000000	20312.000	27518.000	LF	57.263333333333335	21750.0	22080.0	7.572418435006555	Plecotus austriacus	0.03	0.079	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
24	Waveform 1	1	58.038500000	58.047800000	18593.000	25021.000	LF	58.04253333333333	21000.0	21120.0	13.717975856768383	Plecotus austriacus	0.041	0.089	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
24	Spectrogram 1	1	58.038500000	58.047800000	18593.000	25021.000	LF	58.04253333333333	21000.0	21120.0	13.717975856768383	Plecotus austriacus	0.041	0.089	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
25	Waveform 1	1	59.727500000	59.734600000	18593.000	28192.000	LF	59.72906666666667	21750.0	21120.0	8.293994606466397	Plecotus austriacus	0.066	0.102	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
25	Spectrogram 1	1	59.727500000	59.734600000	18593.000	28192.000	LF	59.72906666666667	21750.0	21120.0	8.293994606466397	Plecotus austriacus	0.066	0.102	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
26	Waveform 1	1	65.347500000	65.353400000	31484.000	61274.000	HF	65.34909999999999	51750.0	48960.0	11.50976474278881	Myotis daubentonii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
26	Spectrogram 1	1	65.347500000	65.353400000	31484.000	61274.000	HF	65.34909999999999	51750.0	48960.0	11.50976474278881	Myotis daubentonii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
27	Waveform 1	1	65.403500000	65.408600000	32343.000	71606.000	HF	65.4059	49500.0	48960.0	11.86473400184903	Myotis mystacinus	0.015	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
27	Spectrogram 1	1	65.403500000	65.408600000	32343.000	71606.000	HF	65.4059	49500.0	48960.0	11.86473400184903	Myotis mystacinus	0.015	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
28	Waveform 1	1	65.404500000	65.409000000	54687.000	61611.000	HF	65.40633333333334	53250.0	57600.0	14.040684214436876	Pipistrellus pygmaeus	0.043	0.047	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
28	Spectrogram 1	1	65.404500000	65.409000000	54687.000	61611.000	HF	65.40633333333334	53250.0	57600.0	14.040684214436876	Pipistrellus pygmaeus	0.043	0.047	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
29	Waveform 1	1	65.455500000	65.460700000	30625.000	74085.000	HF	65.45779999999999	48000.0	47040.0	8.950842919759074	Myotis mystacinus	0.014	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
29	Spectrogram 1	1	65.455500000	65.460700000	30625.000	74085.000	HF	65.45779999999999	48000.0	47040.0	8.950842919759074	Myotis mystacinus	0.014	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
30	Waveform 1	1	66.607500000	66.614900000	17734.000	26752.000	LF	66.60876666666667	20250.0	20160.0	11.182255688657996	Plecotus austriacus	0.079	0.113	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
30	Spectrogram 1	1	66.607500000	66.614900000	17734.000	26752.000	LF	66.60876666666667	20250.0	20160.0	11.182255688657996	Plecotus austriacus	0.079	0.113	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
31	Waveform 1	1	66.720500000	66.736000000	16015.000	20422.000	LF	66.72183333333334	18000.0	17280.0	7.746439978501199	Nyctalus noctula	0.061	0.079	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
31	Spectrogram 1	1	66.720500000	66.736000000	16015.000	20422.000	LF	66.72183333333334	18000.0	17280.0	7.746439978501199	Nyctalus noctula	0.061	0.079	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
32	Waveform 1	1	69.778500000	69.792400000	17734.000	22562.000	LF	69.78376666666666	20250.0	20160.0	9.48866845595496	Nyctalus noctula	0.027	0.047	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
32	Spectrogram 1	1	69.778500000	69.792400000	17734.000	22562.000	LF	69.78376666666666	20250.0	20160.0	9.48866845595496	Nyctalus noctula	0.027	0.047	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
33	Waveform 1	1	71.737500000	71.746900000	19453.000	24537.000	LF	71.73910000000001	21000.0	20160.0	7.840217120382771	Plecotus austriacus	0.012	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
33	Spectrogram 1	1	71.737500000	71.746900000	19453.000	24537.000	LF	71.73910000000001	21000.0	20160.0	7.840217120382771	Plecotus austriacus	0.012	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
34	Waveform 1	1	73.337500000	73.346800000	18593.000	24387.000	LF	73.34270000000001	21750.0	22080.0	7.810868655914378	Plecotus austriacus	0.017	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
34	Spectrogram 1	1	73.337500000	73.346800000	18593.000	24387.000	LF	73.34270000000001	21750.0	22080.0	7.810868655914378	Plecotus austriacus	0.017	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
35	Waveform 1	1	79.565500000	79.572000000	17734.000	29078.000	LF	79.56766666666667	21000.0	20160.0	7.741974221886467	Plecotus austriacus	0.025	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
35	Spectrogram 1	1	79.565500000	79.572000000	17734.000	29078.000	LF	79.56766666666667	21000.0	20160.0	7.741974221886467	Plecotus austriacus	0.025	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
36	Waveform 1	1	82.421500000	82.427900000	12578.000	31053.000	LF	82.42376666666667	14250.0	14400.0	9.984341181941325	Plecotus auritus	0.022	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
36	Spectrogram 1	1	82.421500000	82.427900000	12578.000	31053.000	LF	82.42376666666667	14250.0	14400.0	9.984341181941325	Plecotus auritus	0.022	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
37	Waveform 1	1	84.001500000	84.017100000	16875.000	20878.000	LF	84.00506666666666	16500.0	15360.0	11.254896404414056	Nyctalus leisleri	0.017	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
37	Spectrogram 1	1	84.001500000	84.017100000	16875.000	20878.000	LF	84.00506666666666	16500.0	15360.0	11.254896404414056	Nyctalus leisleri	0.017	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
38	Waveform 1	1	91.769500000	91.778000000	18593.000	24984.000	LF	91.772	21000.0	21120.0	18.233963668308416	Plecotus austriacus	0.054	0.093	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
38	Spectrogram 1	1	91.769500000	91.778000000	18593.000	24984.000	LF	91.772	21000.0	21120.0	18.233963668308416	Plecotus austriacus	0.054	0.093	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
39	Waveform 1	1	95.959500000	95.964900000	53828.000	64213.000	HF	95.96043333333331	57000.0	56640.0	7.47898533033826	Pipistrellus pygmaeus	0.108	0.111	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
39	Spectrogram 1	1	95.959500000	95.964900000	53828.000	64213.000	HF	95.96043333333331	57000.0	56640.0	7.47898533033826	Pipistrellus pygmaeus	0.108	0.111	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
40	Waveform 1	1	96.557500000	96.563100000	30625.000	73853.000	HF	96.55823333333332	54750.0	48000.0	13.443916343076808	Myotis daubentonii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
40	Spectrogram 1	1	96.557500000	96.563100000	30625.000	73853.000	HF	96.55823333333332	54750.0	48000.0	13.443916343076808	Myotis daubentonii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
41	Waveform 1	1	96.608500000	96.613800000	33203.000	74650.000	HF	96.6107	56250.0	54719.99999999999	19.34865217506526	Myotis mystacinus	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
41	Spectrogram 1	1	96.608500000	96.613800000	33203.000	74650.000	HF	96.6107	56250.0	54719.99999999999	19.34865217506526	Myotis mystacinus	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
42	Waveform 1	1	96.609500000	96.614700000	28046.000	57986.000	HF	96.61063333333334	56250.0	54719.99999999999	17.58813595532541	Myotis daubentonii	0.011	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
42	Spectrogram 1	1	96.609500000	96.614700000	28046.000	57986.000	HF	96.61063333333334	56250.0	54719.99999999999	17.58813595532541	Myotis daubentonii	0.011	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
43	Waveform 1	1	96.663500000	96.668800000	30625.000	72836.000	HF	96.66453333333334	51750.0	56640.0	12.559591975152342	Myotis daubentonii	0.009	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
43	Spectrogram 1	1	96.663500000	96.668800000	30625.000	72836.000	HF	96.66453333333334	51750.0	56640.0	12.559591975152342	Myotis daubentonii	0.009	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
44	Waveform 1	1	96.811500000	96.817100000	29765.000	78743.000	HF	96.8134	54750.0	54719.99999999999	20.70856709969349	Myotis mystacinus	0.016	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
44	Spectrogram 1	1	96.811500000	96.817100000	29765.000	78743.000	HF	96.8134	54750.0	54719.99999999999	20.70856709969349	Myotis mystacinus	0.016	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
45	Waveform 1	1	96.892500000	96.897600000	31484.000	76640.000	HF	96.89373333333332	56250.0	55679.99999999999	13.697163972376815	Myotis mystacinus	0.015	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
45	Spectrogram 1	1	96.892500000	96.897600000	31484.000	76640.000	HF	96.89373333333332	56250.0	55679.99999999999	13.697163972376815	Myotis mystacinus	0.015	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
46	Waveform 1	1	96.947500000	96.953400000	31484.000	72607.000	HF	96.9491	53250.0	52800.00000000001	13.4172160824886	Myotis mystacinus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
46	Spectrogram 1	1	96.947500000	96.953400000	31484.000	72607.000	HF	96.9491	53250.0	52800.00000000001	13.4172160824886	Myotis mystacinus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
47	Waveform 1	1	97.071500000	97.076300000	57265.000	66149.000	HF	97.07653333333332	62250.0	56640.0	22.578655979066315	Pipistrellus pygmaeus	0.022	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
47	Spectrogram 1	1	97.071500000	97.076300000	57265.000	66149.000	HF	97.07653333333332	62250.0	56640.0	22.578655979066315	Pipistrellus pygmaeus	0.022	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
48	Waveform 1	1	97.077500000	97.082300000	30625.000	75327.000	HF	97.07786666666668	52500.0	55679.99999999999	20.034974384625546	Myotis mystacinus	0.018	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
48	Spectrogram 1	1	97.077500000	97.082300000	30625.000	75327.000	HF	97.07786666666668	52500.0	55679.99999999999	20.034974384625546	Myotis mystacinus	0.018	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
49	Waveform 1	1	97.130500000	97.155400000	65000.000	75429.000	HF	97.13176666666666	65250.0	64320.00000000001	8.633158777101524	Rhinolophus ferrumequinum	0.019	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
49	Spectrogram 1	1	97.130500000	97.155400000	65000.000	75429.000	HF	97.13176666666666	65250.0	64320.00000000001	8.633158777101524	Rhinolophus ferrumequinum	0.019	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
50	Waveform 1	1	97.131500000	97.136900000	32343.000	74535.000	HF	97.1336	54000.0	53760.00000000001	22.289722915513856	Myotis mystacinus	0.009	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
50	Spectrogram 1	1	97.131500000	97.136900000	32343.000	74535.000	HF	97.1336	54000.0	53760.00000000001	22.289722915513856	Myotis mystacinus	0.009	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
51	Waveform 1	1	97.132500000	97.138300000	28046.000	54073.000	HF	97.13303333333332	54750.0	53760.00000000001	18.788493000888444	Myotis daubentonii	0.012	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
51	Spectrogram 1	1	97.132500000	97.138300000	28046.000	54073.000	HF	97.13303333333332	54750.0	53760.00000000001	18.788493000888444	Myotis daubentonii	0.012	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
52	Waveform 1	1	97.175500000	97.183300000	55546.000	63122.000	HF	97.18336666666669	58500.0	52800.00000000001	20.88464213619642	Myotis alcathoe	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
52	Spectrogram 1	1	97.175500000	97.183300000	55546.000	63122.000	HF	97.18336666666669	58500.0	52800.00000000001	20.88464213619642	Myotis alcathoe	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
53	Waveform 1	1	97.255500000	97.260300000	31484.000	74582.000	HF	97.25703333333334	53250.0	52800.00000000001	17.353685450502066	Myotis mystacinus	0.01	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
53	Spectrogram 1	1	97.255500000	97.260300000	31484.000	74582.000	HF	97.25703333333334	53250.0	52800.00000000001	17.353685450502066	Myotis mystacinus	0.01	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
54	Waveform 1	1	97.307500000	97.313000000	31484.000	76533.000	HF	97.3095	54000.0	53760.00000000001	18.010605655697667	Myotis mystacinus	0.012	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
54	Spectrogram 1	1	97.307500000	97.313000000	31484.000	76533.000	HF	97.3095	54000.0	53760.00000000001	18.010605655697667	Myotis mystacinus	0.012	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
