Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	4.444933333333332	52500.0	51840.0	8.891129956720473	4.4415	4.4479	52109	59097	Pipistrellus pipistrellus	0.02	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
HF	5.0048	52500.0	51840.0	11.564706821427407	5.0035	5.0097	52109	58867	Pipistrellus pygmaeus	0.02	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
HF	5.154633333333333	50250.0	48000.0	8.709493726322197	5.1505	5.1562	33203	74284	Myotis mystacinus	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
HF	31.780766666666665	56250.0	52800.00000000001	5.642220733497067	31.7765	31.7844	52109	59220	Pipistrellus pygmaeus	0.029	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
HF	63.77026666666666	52500.0	52800.00000000001	5.597649940075067	63.7665	63.7714	48671	58561	Pipistrellus pipistrellus	0.069	0.082	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
HF	64.09826666666666	49500.0	48960.0	5.208450496394232	64.0955	64.1014	33203	68060	Myotis daubentonii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
HF	65.2547	54000.0	52800.00000000001	5.273869229018863	65.2525	65.2578	32343	73273	Myotis mystacinus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
HF	65.30146666666667	54750.0	51840.0	5.606975835145026	65.2985	65.3042	33203	68106	Myotis brandtii	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
HF	65.45779999999999	48000.0	47040.0	8.950842919759074	65.4555	65.4607	30625	74085	Myotis mystacinus	0.014	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
HF	65.56893333333333	54000.0	53760.00000000001	5.07569295964871	65.5675	65.5724	52109	62741	Pipistrellus pipistrellus	0.075	0.087	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
HF	95.8194	55500.0	55679.99999999999	5.151890068573062	95.8175	95.8231	33203	65387	Myotis brandtii	0.011	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	11	Waveform 1	1
HF	97.07653333333332	62250.0	56640.0	22.578655979066315	97.0715	97.0763	57265	66149	Pipistrellus pygmaeus	0.022	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	12	Waveform 1	1
HF	97.18336666666669	58500.0	52800.00000000001	20.88464213619642	97.1755	97.1833	55546	63122	Myotis alcathoe	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	13	Waveform 1	1
HF	97.35603333333331	52500.0	54719.99999999999	12.4457237743579	97.3545	97.3593	31484	76391	Myotis mystacinus	0.022	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	14	Waveform 1	1
HF	97.69216666666668	50250.0	47040.0	8.416298733734976	97.6895	97.6955	29765	74872	Myotis daubentonii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	15	Waveform 1	1
HF	123.78193333333331	49500.0	55679.99999999999	6.406818965252531	123.7805	123.7854	33203	73182	Myotis mystacinus	0.014	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	16	Waveform 1	1
HF	124.0083	60000.0	57600.0	6.985010311877245	124.0015	124.0127	58125	65475	Pipistrellus pygmaeus	0.06	0.063	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	17	Waveform 1	1
LF	162.02986666666666	21000.0	20160.0	9.001799771772646	162.0275	162.0338	17734	28599	Plecotus austriacus	0.059	0.097	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	18	Waveform 1	1
HF	163.8496	57750.0	56640.0	16.090333723167305	163.8455	163.8524	56406	64698	Pipistrellus pygmaeus	0.045	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	19	Waveform 1	1
HF	164.2039	52500.0	48960.0	5.531179304457805	164.2005	164.2081	46093	60496	Pipistrellus pipistrellus	0.08	0.103	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	20	Waveform 1	1
LF	169.37326666666667	25500.0	25920.0	6.923357815126087	169.35750000000002	169.3749	25468	31452	Nyctalus leisleri	0.043	0.108	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	21	Waveform 1	1
HF	182.2975	43500.0	43200.0	10.145213652913846	182.2925	182.2985	28046	53174	Myotis daubentonii	0.017	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	22	Waveform 1	1
HF	182.4861	49500.0	48960.0	6.279850610594479	182.4845	182.4904	49531	54062	Pipistrellus pipistrellus	0.014	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	23	Waveform 1	1
HF	191.6759333333333	52500.0	52800.00000000001	5.319628138927685	191.6715	191.6769	37500	65830	Myotis mystacinus	0.01	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
HF	191.7421	57000.0	56640.0	7.924753033168645	191.7395	191.7479	56406	64915	Pipistrellus pygmaeus	0.024	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	25	Waveform 1	1
HF	192.11846666666668	55500.0	55679.99999999999	5.800351992296815	192.1165	192.1232	33203	60766	Myotis daubentonii	0.009	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	26	Waveform 1	1
HF	194.0273	48750.0	48960.0	9.1733365269933	194.0255	194.0312	32343	70028	Myotis brandtii	0.012	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	27	Waveform 1	1
HF	194.1046333333333	48750.0	53760.00000000001	10.883389749413972	194.1035	194.1087	30625	69358	Myotis mystacinus	0.017	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	28	Waveform 1	1
HF	194.1881	55500.0	55679.99999999999	7.968958967030635	194.1855	194.1904	30625	70488	Myotis mystacinus	0.011	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	29	Waveform 1	1
HF	194.26493333333332	52500.0	52800.00000000001	8.979958245277288	194.2635	194.2684	32343	80510	Myotis mystacinus	0.022	0.056	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	30	Waveform 1	1
HF	194.3046	53250.0	54719.99999999999	14.286784463689974	194.3035	194.3099	52968	63871	Pipistrellus pygmaeus	0.091	0.112	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	31	Waveform 1	1
HF	195.2782	60000.0	59520.0	10.601937105101625	195.2745	195.2818	58984	66404	Pipistrellus pygmaeus	0.02	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	32	Waveform 1	1
HF	195.44073333333333	49500.0	48960.0	18.74216305568928	195.4365	195.4421	33203	63222	Myotis brandtii	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	33	Waveform 1	1
HF	196.02983333333333	48750.0	48960.0	5.76417455970688	196.0255	196.031	34921	64509	Myotis bechsteinii	0.009	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	34	Waveform 1	1
HF	204.6629333333333	55500.0	55679.99999999999	9.616125163721016	204.6625	204.6684	55546	61328	Pipistrellus pygmaeus	0.062	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	35	Waveform 1	1
