Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	0.0739	21000.0	20160.0	5.142153383116202	0.0725	0.0786	11718	63812	Myotis bechsteinii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
LF	0.4026333333333333	21000.0	21120.0	7.615996044198811	0.3995	0.4062	17734	28032	Plecotus austriacus	0.065	0.091	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
LF	0.9022	18750.0	19200.0	12.459551666423966	0.9005	0.9133	17734	24233	Nyctalus noctula	0.028	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
LF	1.1257	20250.0	19200.0	8.172554795834095	1.1235	1.1358	18593	24007	Nyctalus noctula	0.01	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
LF	2.432366666666667	17250.0	17280.0	5.433548833719417	2.4305	2.4373	13437	25179	Plecotus auritus	0.035	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
HF	4.3106	48000.0	47040.0	6.475758928566968	4.3085	4.3139	32343	74501	Myotis mystacinus	0.015	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
HF	4.444933333333332	52500.0	51840.0	8.891129956720473	4.4415	4.4479	52109	59097	Pipistrellus pipistrellus	0.02	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
HF	4.444733333333334	52500.0	47040.0	9.223380451931677	4.4435	4.4486	32343	72289	Myotis mystacinus	0.013	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
HF	4.577233333333333	48750.0	48960.0	9.581957501611992	4.5755	4.5801	32343	71338	Myotis mystacinus	0.017	0.051	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
HF	4.709966666666667	53250.0	51840.0	10.440122062786369	4.7095	4.7142	28906	57738	Myotis nattereri	0.059	0.081	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
HF	4.854699999999999	49500.0	53760.00000000001	12.220725975415336	4.8525	4.8578	32343	72545	Myotis mystacinus	0.013	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	11	Waveform 1	1
HF	5.0048	52500.0	51840.0	11.564706821427407	5.0035	5.0097	52109	58867	Pipistrellus pygmaeus	0.02	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	12	Waveform 1	1
HF	5.154633333333333	50250.0	48000.0	8.709493726322197	5.1505	5.1562	33203	74284	Myotis mystacinus	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	13	Waveform 1	1
HF	5.2762	46500.0	53760.00000000001	5.838023110168437	5.2735	5.2783	33203	76675	Myotis mystacinus	0.013	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	14	Waveform 1	1
HF	5.649166666666668	49500.0	48960.0	5.860061730942126	5.6485	5.653	31484	62179	Myotis nattereri	0.02	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	15	Waveform 1	1
HF	6.654933333333333	47250.0	48000.0	5.185652742655767	6.6505	6.6559	46953	54271	Pipistrellus pipistrellus	0.087	0.098	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	16	Waveform 1	1
LF	8.1312	24000.0	22080.0	6.95930493040763	8.1265	8.1398	22890	26924	Nyctalus leisleri	0.013	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	17	Waveform 1	1
LF	8.5521	21000.0	21120.0	13.048624651977416	8.5495	8.5579	19453	26239	Plecotus austriacus	0.042	0.106	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	18	Waveform 1	1
LF	8.683499999999999	18750.0	19200.0	6.874485189152399	8.6785	8.6915	18593	23655	Nyctalus noctula	0.017	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	19	Waveform 1	1
LF	11.396833333333332	21000.0	21120.0	8.95205964840413	11.3925	11.4015	18593	25483	Plecotus austriacus	0.045	0.089	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	20	Waveform 1	1
LF	14.517599999999998	14250.0	14400.0	6.73255528598156	14.5155	14.5244	13437	17166	Nyctalus leisleri	0.015	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	21	Waveform 1	1
LF	14.748266666666666	21000.0	21120.0	7.186015867640686	14.7465	14.7534	14296	25570	Plecotus auritus	0.027	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	22	Waveform 1	1
LF	14.786566666666667	17250.0	18240.0	5.61576928938762	14.7855	14.7931	14296	25800	Plecotus auritus	0.02	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	23	Waveform 1	1
LF	15.241733333333332	21750.0	22080.0	5.314789144781901	15.2385	15.2451	18593	31237	Plecotus austriacus	0.054	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
LF	15.407733333333333	21000.0	21120.0	6.347876926035379	15.4055	15.4131	19453	27533	Plecotus austriacus	0.09	0.185	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	25	Waveform 1	1
LF	16.11656666666667	17250.0	17280.0	6.563352624912669	16.1155	16.1301	16015	20975	Nyctalus noctula	0.021	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	26	Waveform 1	1
LF	18.52163333333333	15000.0	15360.0	15.403352127397495	18.5195	18.5272	13437	24271	Plecotus auritus	0.008	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	27	Waveform 1	1
LF	22.9325	19500.0	19200.0	5.688726654568008	22.9295	22.9375	16015	31704	Plecotus austriacus	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	28	Waveform 1	1
LF	24.02843333333333	20250.0	20160.0	9.327306708156485	24.0255	24.0359	19453	23538	Plecotus austriacus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	29	Waveform 1	1
LF	24.375999999999998	21750.0	21120.0	5.414224313959429	24.3725	24.3835	19453	23401	Nyctalus leisleri	0.014	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	30	Waveform 1	1
LF	25.6189	15750.0	16320.000000000002	7.526024721766198	25.6175	25.6236	13437	27024	Plecotus auritus	0.022	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	31	Waveform 1	1
LF	25.82586666666667	20250.0	20160.0	6.389752204762608	25.8225	25.8313	17734	24044	Plecotus austriacus	0.025	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	32	Waveform 1	1
LF	28.2828	21000.0	21120.0	6.620018241188792	28.2765	28.2917	17734	22320	Nyctalus noctula	0.023	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	33	Waveform 1	1
LF	29.909166666666664	14250.0	14400.0	5.809486091187907	29.9075	29.918	13437	17591	Nyctalus leisleri	0.023	0.051	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	34	Waveform 1	1
HF	31.780766666666665	56250.0	52800.00000000001	5.642220733497067	31.7765	31.7844	52109	59220	Pipistrellus pygmaeus	0.029	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	35	Waveform 1	1
HF	31.89143333333333	52500.0	52800.00000000001	5.3539897612163045	31.8875	31.8934	51250	59464	Pipistrellus pipistrellus	0.108	0.188	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	36	Waveform 1	1
LF	35.748	21000.0	22080.0	5.261088637354972	35.7465	35.7525	15156	31914	Plecotus auritus	0.013	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	37	Waveform 1	1
LF	37.03973333333333	24000.0	24000.0	5.139569364423994	37.0345	37.0496	23750	26880	Nyctalus leisleri	0.116	0.152	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	38	Waveform 1	1
LF	37.6759	20250.0	22080.0	8.599293956823441	37.6735	37.6821	19453	25898	Plecotus austriacus	0.061	0.144	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	39	Waveform 1	1
HF	38.64423333333333	50250.0	49920.0	5.403573654257109	38.6315	38.6461	47812	56039	Pipistrellus pipistrellus	0.013	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	40	Waveform 1	1
LF	38.6436	25500.0	24960.0	5.478371675698723	38.6415	38.6539	23750	27174	Nyctalus leisleri	0.028	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	41	Waveform 1	1
LF	38.674733333333336	24000.0	24000.0	8.884321605255174	38.6655	38.6766	22890	26831	Nyctalus leisleri	0.015	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	42	Waveform 1	1
LF	39.01896666666667	20250.0	20160.0	17.303005557349092	39.0175	39.0247	17734	25769	Plecotus austriacus	0.08	0.129	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	43	Waveform 1	1
HF	39.3815	50250.0	50880.0	5.288288364285383	39.3715	39.3865	49531	54643	Pipistrellus pipistrellus	0.066	0.127	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	44	Waveform 1	1
HF	40.9545	49500.0	48960.0	8.167662722842033	40.9525	40.958	35781	63520	Myotis mystacinus	0.009	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	45	Waveform 1	1
HF	41.0597	49500.0	49920.0	11.85665478696546	41.0575	41.0628	33203	69333	Myotis mystacinus	0.013	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	46	Waveform 1	1
HF	41.4457	52500.0	48960.0	6.209463998474445	41.4435	41.4488	34921	65426	Myotis mystacinus	0.012	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	47	Waveform 1	1
LF	41.65566666666666	17250.0	17280.0	7.567294399606559	41.6535	41.66	13437	25370	Plecotus auritus	0.042	0.058	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	48	Waveform 1	1
LF	41.8579	22500.0	25920.0	6.666368476214018	41.8575	41.8681	22031	26821	Nyctalus leisleri	0.011	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	49	Waveform 1	1
LF	43.395633333333336	24000.0	24000.0	8.9063672446824	43.3845	43.4042	23750	27196	Nyctalus leisleri	0.099	0.154	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	50	Waveform 1	1
LF	43.916066666666666	23250.0	24000.0	5.165961058022908	43.9155	43.9271	21171	25967	Nyctalus leisleri	0.015	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	51	Waveform 1	1
LF	44.02586666666667	18000.0	18240.0	6.519895177732065	44.0225	44.0383	16875	21255	Nyctalus noctula	0.013	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	52	Waveform 1	1
LF	45.275400000000005	19500.0	20160.0	13.140798847004731	45.2725	45.2806	16875	25105	Plecotus austriacus	0.029	0.059	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	53	Waveform 1	1
LF	46.655766666666665	25500.0	25920.0	12.896733403177905	46.6465	46.6634	24609	27896	Nyctalus leisleri	0.042	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	54	Waveform 1	1
LF	46.6641	24750.0	24960.0	8.76954395302231	46.6635	46.6739	22031	26362	Nyctalus leisleri	0.012	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	55	Waveform 1	1
LF	47.51943333333334	24000.0	24960.0	5.257382842149437	47.5085	47.5214	22031	25607	Nyctalus leisleri	0.021	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	56	Waveform 1	1
LF	47.57803333333334	21000.0	21120.0	5.395615166976988	47.5745	47.5878	19453	23828	Nyctalus leisleri	0.026	0.072	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	57	Waveform 1	1
LF	48.6283	24000.0	24000.0	6.115052535127322	48.6235	48.636700000000005	22890	26342	Nyctalus leisleri	0.041	0.061	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	58	Waveform 1	1
LF	50.320166666666665	25500.0	24960.0	8.676091377712421	50.3155	50.3335	23750	26662	Nyctalus leisleri	0.118	0.142	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	59	Waveform 1	1
