Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	_merge	Selection	View	Channel
HF	65.30146666666667	54750.0	51840.0	9.613216591797158	65.3005	65.3047	48671	59909	Pipistrellus pipistrellus	0.467	0.491	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	35	Waveform 1	1
HF	65.45753333333333	48750.0	47040.0	12.867912648523678	65.4555	65.4598	46093	61332	Pipistrellus pipistrellus	0.507	0.579	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	36	Waveform 1	1
HF	65.49743333333333	48750.0	48960.0	7.633237951370477	65.49549999999999	65.4999	48671	59298	Pipistrellus pipistrellus	0.465	0.485	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	37	Waveform 1	1
HF	65.5703	48000.0	48000.0	6.327450466409363	65.5675	65.5722	42656	65047	Myotis alcathoe	0.14	0.318	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	38	Waveform 1	1
HF	66.82753333333334	54750.0	52800.00000000001	7.308815373446875	66.8245	66.8313	48671	56927	Pipistrellus pipistrellus	0.24	0.271	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	39	Waveform 1	1
HF	66.88576666666667	48000.0	48000.0	3.3921879445752445	66.8825	66.8879	46093	54531	Pipistrellus pipistrellus	0.199	0.213	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	40	Waveform 1	1
HF	67.65303333333333	49500.0	49920.0	3.348355717892493	67.6495	67.6558	48671	56293	Pipistrellus pipistrellus	0.309	0.345	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	41	Waveform 1	1
HF	94.24946666666666	42000.0	41280.0	9.53429895363386	94.2455	94.2537	39218	49157	Pipistrellus nathusii	0.487	0.617	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	42	Waveform 1	1
HF	94.63713333333334	41250.0	40320.0	6.911695278251343	94.6325	94.6412	39218	51873	Pipistrellus nathusii	0.387	0.548	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	43	Waveform 1	1
HF	94.74016666666668	39750.0	41280.0	3.9533840755026817	94.7365	94.745	39218	49092	Pipistrellus nathusii	0.397	0.459	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	44	Waveform 1	1
HF	94.78856666666668	53250.0	52800.00000000001	7.3677184908304145	94.7875	94.7916	48671	56000	Pipistrellus pipistrellus	0.28	0.322	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	45	Waveform 1	1
HF	95.31416666666668	57000.0	49920.0	3.006912455076623	95.3135	95.318	47812	61259	Pipistrellus pipistrellus	0.179	0.257	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	46	Waveform 1	1
HF	95.76843333333332	57000.0	56640.0	9.508417323521533	95.7665	95.7709	49531	62424	Pipistrellus pygmaeus	0.196	0.427	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	47	Waveform 1	1
HF	95.8193	56250.0	55679.99999999999	8.25555319063094	95.8175	95.8232	47812	62943	Myotis alcathoe	0.115	0.297	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	48	Waveform 1	1
HF	95.9184	55500.0	54719.99999999999	5.4250850588857205	95.9155	95.9201	48671	65642	Pipistrellus pipistrellus	0.093	0.198	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	49	Waveform 1	1
HF	95.96063333333332	57000.0	56640.0	5.869638827129106	95.9585	95.9627	46093	66099	Myotis alcathoe	0.154	0.301	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	50	Waveform 1	1
HF	96.01496666666668	50250.0	49920.0	6.2990791340705155	96.0135	96.0172	46953	59903	Pipistrellus pipistrellus	0.353	0.392	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	51	Waveform 1	1
HF	96.11416666666666	46500.0	46080.0	4.0486496479376175	96.1135	96.118	43515	61115	Myotis mystacinus	0.019	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	52	Waveform 1	1
HF	96.13486666666668	55500.0	55679.99999999999	6.089378125588414	96.1335	96.1373	48671	63094	Pipistrellus pipistrellus	0.347	0.415	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	53	Waveform 1	1
HF	96.5011	54000.0	53760.00000000001	6.320167544605553	96.4985	96.5034	51250	61851	Pipistrellus pipistrellus	0.228	0.308	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	54	Waveform 1	1
HF	96.6634	57000.0	56640.0	15.883957846709924	96.6615	96.6671	46093	70607	Pipistrellus pipistrellus	0.389	0.554	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	55	Waveform 1	1
HF	97.0037	56250.0	52800.00000000001	21.362850364382616	97.0015	97.0068	47812	69407	Pipistrellus pipistrellus	0.499	0.632	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	56	Waveform 1	1
HF	97.07776666666666	53250.0	55679.99999999999	22.477322689379218	97.0745	97.0799	45234	79884	Myotis alcathoe	0.246	0.405	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	57	Waveform 1	1
HF	97.18506666666669	49500.0	52800.00000000001	26.193178292027532	97.1815	97.1866	46093	70797	Pipistrellus pipistrellus	0.46	0.538	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	58	Waveform 1	1
HF	97.2548	57000.0	52800.00000000001	21.2047843223918	97.2525	97.2577	46093	71014	Pipistrellus pipistrellus	0.392	0.57	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	59	Waveform 1	1
HF	97.35536666666668	54750.0	54719.99999999999	15.87335597460834	97.3545	97.3588	45234	72210	Myotis alcathoe	0.228	0.41	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	60	Waveform 1	1
HF	97.43773333333333	54750.0	53760.00000000001	24.368898640649896	97.4345	97.4411	46953	68549	Pipistrellus pipistrellus	0.407	0.627	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	61	Waveform 1	1
HF	97.6149	52500.0	54719.99999999999	24.75846610575506	97.6125	97.6176	46953	68717	Pipistrellus pipistrellus	0.622	0.702	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	62	Waveform 1	1
HF	97.6924	49500.0	48960.0	13.3705297985709	97.6905	97.6961	45234	55895	Pipistrellus pipistrellus	0.435	0.471	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	63	Waveform 1	1
HF	97.8873	48000.0	48000.0	19.795484472688926	97.8825	97.8887	46953	67411	Pipistrellus pipistrellus	0.547	0.695	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	64	Waveform 1	1
HF	98.2241	46500.0	46080.0	3.256588531646514	98.2195	98.2259	45234	57210	Pipistrellus pipistrellus	0.17	0.267	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	65	Waveform 1	1
HF	98.31223333333332	48000.0	48000.0	7.415874065770688	98.3075	98.3161	47812	59370	Pipistrellus pipistrellus	0.353	0.384	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	66	Waveform 1	1
HF	98.7452	54000.0	47040.0	3.7277355497799265	98.7435	98.7493	46953	57355	Pipistrellus pipistrellus	0.424	0.445	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	67	Waveform 1	1
HF	99.4246	49500.0	49920.0	10.962009857582355	99.4215	99.4259	47812	57831	Pipistrellus pipistrellus	0.557	0.605	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	68	Waveform 1	1
HF	99.48246666666668	48750.0	48960.0	4.569932666769293	99.4795	99.4852	46953	55065	Pipistrellus pipistrellus	0.419	0.435	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	69	Waveform 1	1
HF	99.52856666666666	50250.0	45120.0	2.2336344621823025	99.5265	99.5331	45234	56542	Pipistrellus pipistrellus	0.198	0.215	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	70	Waveform 1	1
HF	110.93683333333333	48000.0	47040.0	4.177061553608674	110.9335	110.94	46093	51630	Pipistrellus pipistrellus	0.239	0.314	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	71	Waveform 1	1
HF	111.5511	48750.0	48960.0	4.585217196408641	111.5485	111.5534	46093	56175	Pipistrellus pipistrellus	0.26	0.286	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	72	Waveform 1	1
HF	121.94536666666669	49500.0	48960.0	4.6443980467182975	121.9425	121.9483	46953	53165	Pipistrellus pipistrellus	0.159	0.169	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	73	Waveform 1	1
HF	122.15123333333334	52500.0	49920.0	3.558220169095829	122.1495	122.1541	47812	58530	Pipistrellus pipistrellus	0.299	0.326	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	74	Waveform 1	1
HF	122.49103333333332	54750.0	52800.00000000001	3.9272144430032383	122.4895	122.4943	47812	58378	Pipistrellus pipistrellus	0.16	0.197	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	75	Waveform 1	1
HF	122.75073333333332	55500.0	53760.00000000001	10.145936438885649	122.7485	122.7526	47812	62529	Pipistrellus pipistrellus	0.169	0.285	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	76	Waveform 1	1
HF	122.84383333333334	49500.0	48960.0	4.4475337254498974	122.8425	122.8475	47812	54994	Pipistrellus pipistrellus	0.294	0.315	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	77	Waveform 1	1
HF	123.05433333333332	56250.0	48960.0	4.037383399623886	123.0525	123.057	43515	59668	Myotis alcathoe	0.065	0.192	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	78	Waveform 1	1
HF	123.2727	49500.0	49920.0	8.594203297615508	123.2695	123.2738	47812	60027	Pipistrellus pipistrellus	0.311	0.393	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	79	Waveform 1	1
HF	123.5111	50250.0	48960.0	5.199322471874218	123.5085	123.5134	46953	58683	Pipistrellus pipistrellus	0.189	0.238	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	80	Waveform 1	1
HF	123.64176666666668	49500.0	49920.0	2.869204622996348	123.6405	123.6444	45234	63595	Myotis mystacinus	0.05	0.159	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	81	Waveform 1	1
HF	123.66096666666668	49500.0	48960.0	6.06532380514661	123.6585	123.6647	47812	59817	Pipistrellus pipistrellus	0.16	0.185	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	82	Waveform 1	1
HF	123.78193333333331	53250.0	55679.99999999999	12.182645246905537	123.7805	123.7854	53828	62178	Pipistrellus pygmaeus	0.314	0.326	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	83	Waveform 1	1
HF	123.90666666666668	53250.0	54719.99999999999	8.581887766247014	123.9055	123.9095	53828	61345	Pipistrellus pygmaeus	0.258	0.271	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	84	Waveform 1	1
HF	124.2457	50250.0	48960.0	7.44698089237425	124.2435	124.2488	48671	56267	Pipistrellus pipistrellus	0.377	0.391	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	85	Waveform 1	1
HF	124.62656666666666	49500.0	49920.0	14.371028943792728	124.6235	124.6291	47812	59288	Pipistrellus pipistrellus	0.485	0.567	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	86	Waveform 1	1
HF	138.8646	41250.0	43200.0	15.917951572868215	138.8585	138.8669	38359	53192	Pipistrellus nathusii	0.28	0.422	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	87	Waveform 1	1
HF	139.04826666666668	39750.0	40320.0	9.333339036499954	139.0435	139.0509	38359	48343	Pipistrellus nathusii	0.228	0.445	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	88	Waveform 1	1
HF	149.64276666666666	48000.0	48000.0	2.8208537769486575	149.6395	149.6449	47812	57166	Pipistrellus pipistrellus	0.05	0.054	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	89	Waveform 1	1
HF	149.8601	49500.0	52800.00000000001	1.1770331040921207	149.8555	149.8619	49531	59698	Pipistrellus pipistrellus	0.101	0.113	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	90	Waveform 1	1
HF	149.9641	48750.0	48960.0	7.922852321649968	149.9595	149.9659	46953	57576	Pipistrellus pipistrellus	0.378	0.499	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	91	Waveform 1	1
HF	150.3444	52500.0	52800.00000000001	4.271137377051077	150.3425	150.3481	49531	57219	Pipistrellus pipistrellus	0.084	0.091	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	92	Waveform 1	1
HF	150.63506666666666	50250.0	52800.00000000001	3.382588073494219	150.6315	150.6366	47812	59103	Pipistrellus pipistrellus	0.205	0.257	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	93	Waveform 1	1
HF	150.7105666666667	55500.0	54719.99999999999	9.176869384595571	150.7095	150.7136	47812	62439	Pipistrellus pipistrellus	0.202	0.278	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	94	Waveform 1	1
HF	150.79773333333333	51750.0	50880.0	6.093857917303469	150.7955	150.7996	46953	58399	Pipistrellus pipistrellus	0.195	0.223	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	95	Waveform 1	1
HF	160.4108	49500.0	48960.0	3.8629985834645826	160.4085	160.4137	46953	53399	Pipistrellus pipistrellus	0.227	0.235	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	96	Waveform 1	1
HF	160.60656666666668	48000.0	48960.0	3.685973031336319	160.6035	160.6091	46953	56762	Pipistrellus pipistrellus	0.33	0.347	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	97	Waveform 1	1
HF	162.02603333333334	54750.0	52800.00000000001	7.246734595172306	162.0225	162.0288	49531	60714	Pipistrellus pipistrellus	0.335	0.393	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	98	Waveform 1	1
HF	162.18576666666667	51750.0	53760.00000000001	13.302094947870458	162.1825	162.1879	47812	62824	Pipistrellus pipistrellus	0.519	0.595	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	99	Waveform 1	1
HF	163.13633333333334	48000.0	55679.99999999999	14.925950736433649	163.1325	163.1385	45234	70631	Pipistrellus pipistrellus	0.422	0.621	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	100	Waveform 1	1
HF	163.2532	48750.0	48960.0	6.0476005801728405	163.2515	163.2573	46093	58921	Pipistrellus pipistrellus	0.348	0.387	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	101	Waveform 1	1
HF	163.6116	48000.0	53760.00000000001	11.521029942227198	163.6075	163.6144	46953	64052	Pipistrellus pipistrellus	0.404	0.558	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	102	Waveform 1	1
HF	163.8528	48750.0	48960.0	20.71675748802431	163.8465	163.8547	47812	65278	Pipistrellus pipistrellus	0.551	0.674	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	103	Waveform 1	1
HF	164.10183333333333	54000.0	52800.00000000001	14.50118624210729	164.1005	164.1055	46093	61542	Pipistrellus pipistrellus	0.343	0.402	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	104	Waveform 1	1
HF	164.2039	52500.0	48960.0	5.531179304457805	164.2005	164.2081	46093	60496	Pipistrellus pipistrellus	0.08	0.103	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	105	Waveform 1	1
HF	164.2481	48000.0	48000.0	4.17377618615114	164.2455	164.2504	46093	55452	Pipistrellus pipistrellus	0.36	0.379	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	106	Waveform 1	1
HF	164.69146666666666	47250.0	47040.0	11.365593650131537	164.6885	164.6942	46093	59797	Pipistrellus pipistrellus	0.413	0.511	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	107	Waveform 1	1
HF	180.77176666666668	42000.0	40320.0	1.890720362607713	180.7685	180.7774	39218	49091	Pipistrellus nathusii	0.468	0.51	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	right_only	108	Waveform 1	1
