Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file
17	Waveform 1	1	307.580500000	307.617500000	68437.000	81777.000	HF	307.593	76500.0	75840.0	3.026558284076684	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
17	Spectrogram 1	1	307.580500000	307.617500000	68437.000	81777.000	HF	307.593	76500.0	75840.0	3.026558284076684	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
18	Waveform 1	1	308.257500000	308.292700000	68437.000	81764.000	HF	308.2706333333333	72000.0	72000.0	3.5642065385679467	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
18	Spectrogram 1	1	308.257500000	308.292700000	68437.000	81764.000	HF	308.2706333333333	72000.0	72000.0	3.5642065385679467	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
19	Waveform 1	1	309.770500000	309.810200000	68437.000	82682.000	HF	309.8036333333333	76500.0	72000.0	2.9522652216145	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
19	Spectrogram 1	1	309.770500000	309.810200000	68437.000	82682.000	HF	309.8036333333333	76500.0	72000.0	2.9522652216145	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
20	Waveform 1	1	309.801500000	309.837400000	68437.000	81942.000	HF	309.80926666666664	72000.0	74880.0	2.8561478347400926	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
20	Spectrogram 1	1	309.801500000	309.837400000	68437.000	81942.000	HF	309.80926666666664	72000.0	74880.0	2.8561478347400926	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
21	Waveform 1	1	321.510500000	321.547000000	68437.000	82141.000	HF	321.5235	76500.0	73920.0	2.1931702502302928	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
21	Spectrogram 1	1	321.510500000	321.547000000	68437.000	82141.000	HF	321.5235	76500.0	73920.0	2.1931702502302928	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
22	Waveform 1	1	367.418500000	367.446400000	68437.000	80628.000	HF	367.4214333333333	72750.0	70080.0	2.6184487125165425	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
22	Spectrogram 1	1	367.418500000	367.446400000	68437.000	80628.000	HF	367.4214333333333	72750.0	70080.0	2.6184487125165425	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
23	Waveform 1	1	367.625500000	367.659300000	68437.000	81787.000	HF	367.6307	81750.0	81600.0	2.5113795366408658	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
23	Spectrogram 1	1	367.625500000	367.659300000	68437.000	81787.000	HF	367.6307	81750.0	81600.0	2.5113795366408658	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
24	Waveform 1	1	368.001500000	368.025500000	69296.000	82057.000	HF	368.0165	83250.0	81600.0	3.810073485816847	Rhinolophus ferrumequinum	0.037	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
24	Spectrogram 1	1	368.001500000	368.025500000	69296.000	82057.000	HF	368.0165	83250.0	81600.0	3.810073485816847	Rhinolophus ferrumequinum	0.037	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
25	Waveform 1	1	368.294500000	368.322500000	68437.000	81110.000	HF	368.2961666666666	71250.0	79680.0	5.260967064177291	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
25	Spectrogram 1	1	368.294500000	368.322500000	68437.000	81110.000	HF	368.2961666666666	71250.0	79680.0	5.260967064177291	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
26	Waveform 1	1	368.568500000	368.599000000	68437.000	80902.000	HF	368.58166666666665	80250.0	79680.0	2.247197946053266	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
26	Spectrogram 1	1	368.568500000	368.599000000	68437.000	80902.000	HF	368.58166666666665	80250.0	79680.0	2.247197946053266	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
27	Waveform 1	1	368.755500000	368.785200000	68437.000	82236.000	HF	368.75663333333335	69000.0	69120.0	2.9364267615585526	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
27	Spectrogram 1	1	368.755500000	368.785200000	68437.000	82236.000	HF	368.75663333333335	69000.0	69120.0	2.9364267615585526	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
28	Waveform 1	1	401.357500000	401.396100000	68437.000	82875.000	HF	401.3847333333333	72750.0	74880.0	2.302050437476973	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
28	Spectrogram 1	1	401.357500000	401.396100000	68437.000	82875.000	HF	401.3847333333333	72750.0	74880.0	2.302050437476973	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
29	Waveform 1	1	402.405500000	402.440700000	68437.000	80963.000	HF	402.4198	71250.0	72960.0	2.5538075759123786	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
29	Spectrogram 1	1	402.405500000	402.440700000	68437.000	80963.000	HF	402.4198	71250.0	72960.0	2.5538075759123786	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
30	Waveform 1	1	474.822500000	474.856400000	68437.000	81885.000	HF	474.8486	73500.0	74880.0	2.291899115687059	Rhinolophus ferrumequinum	0.029	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
30	Spectrogram 1	1	474.822500000	474.856400000	68437.000	81885.000	HF	474.8486	73500.0	74880.0	2.291899115687059	Rhinolophus ferrumequinum	0.029	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
31	Waveform 1	1	474.830500000	474.861900000	68437.000	81060.000	HF	474.8486	73500.0	74880.0	2.9103847849918307	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
31	Spectrogram 1	1	474.830500000	474.861900000	68437.000	81060.000	HF	474.8486	73500.0	74880.0	2.9103847849918307	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
32	Waveform 1	1	484.783500000	484.819000000	68437.000	81595.000	HF	484.8068333333333	74250.0	75840.0	8.382041724438945	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
32	Spectrogram 1	1	484.783500000	484.819000000	68437.000	81595.000	HF	484.8068333333333	74250.0	75840.0	8.382041724438945	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
33	Waveform 1	1	485.354500000	485.393400000	68437.000	82679.000	HF	485.3919333333333	77250.0	76800.0	2.8752132279621905	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
33	Spectrogram 1	1	485.354500000	485.393400000	68437.000	82679.000	HF	485.3919333333333	77250.0	76800.0	2.8752132279621905	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
34	Waveform 1	1	485.861500000	485.899600000	68437.000	81910.000	HF	485.8740666666667	75000.0	75840.0	3.65012750668696	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
34	Spectrogram 1	1	485.861500000	485.899600000	68437.000	81910.000	HF	485.8740666666667	75000.0	75840.0	3.65012750668696	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
35	Waveform 1	1	486.530500000	486.575500000	68437.000	83979.000	HF	486.57233333333335	77250.0	76800.0	2.3702796185620274	Rhinolophus ferrumequinum	0.061	0.061	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
35	Spectrogram 1	1	486.530500000	486.575500000	68437.000	83979.000	HF	486.57233333333335	77250.0	76800.0	2.3702796185620274	Rhinolophus ferrumequinum	0.061	0.061	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
36	Waveform 1	1	486.568500000	486.607100000	68437.000	81780.000	HF	486.5864	73500.0	74880.0	6.903241988011444	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
36	Spectrogram 1	1	486.568500000	486.607100000	68437.000	81780.000	HF	486.5864	73500.0	74880.0	6.903241988011444	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
37	Waveform 1	1	486.577500000	486.615600000	68437.000	81640.000	HF	486.5865666666666	73500.0	73920.0	4.614031317683214	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
37	Spectrogram 1	1	486.577500000	486.615600000	68437.000	81640.000	HF	486.5865666666666	73500.0	73920.0	4.614031317683214	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
38	Waveform 1	1	487.601500000	487.636300000	68437.000	81090.000	HF	487.6138666666666	71250.0	72960.0	2.2244860885729034	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
38	Spectrogram 1	1	487.601500000	487.636300000	68437.000	81090.000	HF	487.6138666666666	71250.0	72960.0	2.2244860885729034	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
39	Waveform 1	1	488.154500000	488.192300000	68437.000	81360.000	HF	488.16386666666665	78000.0	76800.0	4.699826979604978	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
39	Spectrogram 1	1	488.154500000	488.192300000	68437.000	81360.000	HF	488.16386666666665	78000.0	76800.0	4.699826979604978	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
40	Waveform 1	1	488.875500000	488.910000000	67578.000	80081.000	HF	488.88233333333335	78000.0	75840.0	8.21788258191363	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
40	Spectrogram 1	1	488.875500000	488.910000000	67578.000	80081.000	HF	488.88233333333335	78000.0	75840.0	8.21788258191363	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
41	Waveform 1	1	721.931500000	721.970000000	68437.000	81935.000	HF	721.9518333333333	78750.0	78720.0	2.249911978704356	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
41	Spectrogram 1	1	721.931500000	721.970000000	68437.000	81935.000	HF	721.9518333333333	78750.0	78720.0	2.249911978704356	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
42	Waveform 1	1	750.001500000	750.028600000	70156.000	82140.000	HF	750.0018333333334	81750.0	73920.0	2.092929084362332	Rhinolophus ferrumequinum	0.024	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
42	Spectrogram 1	1	750.001500000	750.028600000	70156.000	82140.000	HF	750.0018333333334	81750.0	73920.0	2.092929084362332	Rhinolophus ferrumequinum	0.024	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
43	Waveform 1	1	965.138500000	965.174000000	68437.000	81445.000	HF	965.1711666666666	77250.0	76800.0	2.1966358001152697	Rhinolophus ferrumequinum	0.025	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
43	Spectrogram 1	1	965.138500000	965.174000000	68437.000	81445.000	HF	965.1711666666666	77250.0	76800.0	2.1966358001152697	Rhinolophus ferrumequinum	0.025	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
44	Waveform 1	1	965.722500000	965.759100000	69296.000	81916.000	HF	965.7307333333332	83250.0	76800.0	4.129664296348691	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
44	Spectrogram 1	1	965.722500000	965.759100000	69296.000	81916.000	HF	965.7307333333332	83250.0	76800.0	4.129664296348691	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
45	Waveform 1	1	1007.898500000	1007.930100000	68437.000	80972.000	HF	1007.9222333333332	76500.0	75840.0	3.733926191891512	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
45	Spectrogram 1	1	1007.898500000	1007.930100000	68437.000	80972.000	HF	1007.9222333333332	76500.0	75840.0	3.733926191891512	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
46	Waveform 1	1	1009.891500000	1009.933400000	68437.000	82667.000	HF	1009.9317666666668	79500.0	78720.0	2.437593754758714	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
46	Spectrogram 1	1	1009.891500000	1009.933400000	68437.000	82667.000	HF	1009.9317666666668	79500.0	78720.0	2.437593754758714	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
47	Waveform 1	1	1010.629500000	1010.664000000	68437.000	81340.000	HF	1010.6433333333332	78750.0	77760.0	5.5300484556901885	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
47	Spectrogram 1	1	1010.629500000	1010.664000000	68437.000	81340.000	HF	1010.6433333333332	78750.0	77760.0	5.5300484556901885	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
48	Waveform 1	1	1011.419500000	1011.462700000	68437.000	82163.000	HF	1011.4258	82500.0	82560.0	2.14577614713248	Rhinolophus ferrumequinum	0.052	0.052	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
48	Spectrogram 1	1	1011.419500000	1011.462700000	68437.000	82163.000	HF	1011.4258	82500.0	82560.0	2.14577614713248	Rhinolophus ferrumequinum	0.052	0.052	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
49	Waveform 1	1	1011.557500000	1011.596600000	68437.000	82101.000	HF	1011.5935666666668	80250.0	79680.0	2.0362748133255986	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
49	Spectrogram 1	1	1011.557500000	1011.596600000	68437.000	82101.000	HF	1011.5935666666668	80250.0	79680.0	2.0362748133255986	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
50	Waveform 1	1	1011.770500000	1011.810200000	68437.000	82458.000	HF	1011.8036333333332	80250.0	78720.0	6.228761665035465	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
50	Spectrogram 1	1	1011.770500000	1011.810200000	68437.000	82458.000	HF	1011.8036333333332	80250.0	78720.0	6.228761665035465	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
51	Waveform 1	1	1012.161500000	1012.198700000	68437.000	82292.000	HF	1012.1983	77250.0	77760.0	7.197051808349341	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
51	Spectrogram 1	1	1012.161500000	1012.198700000	68437.000	82292.000	HF	1012.1983	77250.0	77760.0	7.197051808349341	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
52	Waveform 1	1	1012.171500000	1012.205000000	68437.000	81316.000	HF	1012.1933333333334	78750.0	75840.0	9.545880968705395	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
52	Spectrogram 1	1	1012.171500000	1012.205000000	68437.000	81316.000	HF	1012.1933333333334	78750.0	75840.0	9.545880968705395	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
