Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file
53	Waveform 1	1	1012.915500000	1012.952200000	68437.000	81061.000	HF	1012.9411333333334	81000.0	80640.0	2.2349181986707527	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
53	Spectrogram 1	1	1012.915500000	1012.952200000	68437.000	81061.000	HF	1012.9411333333334	81000.0	80640.0	2.2349181986707527	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
54	Waveform 1	1	1013.386500000	1013.421200000	68437.000	81204.000	HF	1013.4164666666668	77250.0	79680.0	3.044377891502127	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
54	Spectrogram 1	1	1013.386500000	1013.421200000	68437.000	81204.000	HF	1013.4164666666668	77250.0	79680.0	3.044377891502127	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
55	Waveform 1	1	1013.624500000	1013.661000000	68437.000	82130.000	HF	1013.6573333333332	80250.0	78720.0	8.773483470462146	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
55	Spectrogram 1	1	1013.624500000	1013.661000000	68437.000	82130.000	HF	1013.6573333333332	80250.0	78720.0	8.773483470462146	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
56	Waveform 1	1	1013.646500000	1013.687900000	68437.000	82350.000	HF	1013.6569333333332	80250.0	78720.0	9.065968700736567	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
56	Spectrogram 1	1	1013.646500000	1013.687900000	68437.000	82350.000	HF	1013.6569333333332	80250.0	78720.0	9.065968700736567	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
57	Waveform 1	1	1013.866500000	1013.906500000	68437.000	82562.000	HF	1013.9051666666668	75750.0	75840.0	4.352472442105802	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
57	Spectrogram 1	1	1013.866500000	1013.906500000	68437.000	82562.000	HF	1013.9051666666668	75750.0	75840.0	4.352472442105802	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
58	Waveform 1	1	1014.144500000	1014.182900000	68437.000	82231.000	HF	1014.1556	80250.0	78720.0	10.659813668687704	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
58	Spectrogram 1	1	1014.144500000	1014.182900000	68437.000	82231.000	HF	1014.1556	80250.0	78720.0	10.659813668687704	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
59	Waveform 1	1	1014.153500000	1014.193400000	68437.000	82558.000	HF	1014.1549333333334	81000.0	77760.0	10.585202364872844	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
59	Spectrogram 1	1	1014.153500000	1014.193400000	68437.000	82558.000	HF	1014.1549333333334	81000.0	77760.0	10.585202364872844	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
60	Waveform 1	1	1014.396500000	1014.432000000	68437.000	81174.000	HF	1014.428	76500.0	75840.0	4.976086898999462	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
60	Spectrogram 1	1	1014.396500000	1014.432000000	68437.000	81174.000	HF	1014.428	76500.0	75840.0	4.976086898999462	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
61	Waveform 1	1	1014.420500000	1014.462100000	68437.000	81508.000	HF	1014.4249	76500.0	75840.0	6.059155848823452	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
61	Spectrogram 1	1	1014.420500000	1014.462100000	68437.000	81508.000	HF	1014.4249	76500.0	75840.0	6.059155848823452	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
62	Waveform 1	1	1014.681500000	1014.721200000	68437.000	82086.000	HF	1014.7099666666668	80250.0	77760.0	7.67183603924	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
62	Spectrogram 1	1	1014.681500000	1014.721200000	68437.000	82086.000	HF	1014.7099666666668	80250.0	77760.0	7.67183603924	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
63	Waveform 1	1	1014.698500000	1014.736900000	68437.000	81740.000	HF	1014.7166	77250.0	77760.0	8.693264629976238	Rhinolophus ferrumequinum	0.021	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
63	Spectrogram 1	1	1014.698500000	1014.736900000	68437.000	81740.000	HF	1014.7166	77250.0	77760.0	8.693264629976238	Rhinolophus ferrumequinum	0.021	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
64	Waveform 1	1	1014.891500000	1014.931500000	68437.000	82215.000	HF	1014.9173333333332	80250.0	80640.0	5.972300158604206	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
64	Spectrogram 1	1	1014.891500000	1014.931500000	68437.000	82215.000	HF	1014.9173333333332	80250.0	80640.0	5.972300158604206	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
65	Waveform 1	1	1014.900500000	1014.940100000	68437.000	82313.000	HF	1014.9174	80250.0	80640.0	5.908239738931292	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
65	Spectrogram 1	1	1014.900500000	1014.940100000	68437.000	82313.000	HF	1014.9174	80250.0	80640.0	5.908239738931292	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
66	Waveform 1	1	1014.908500000	1014.954300000	68437.000	82970.000	HF	1014.9122	81750.0	80640.0	5.582156197617531	Rhinolophus ferrumequinum	0.037	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
66	Spectrogram 1	1	1014.908500000	1014.954300000	68437.000	82970.000	HF	1014.9122	81750.0	80640.0	5.582156197617531	Rhinolophus ferrumequinum	0.037	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
67	Waveform 1	1	1015.130500000	1015.168400000	68437.000	82115.000	HF	1015.1421	78000.0	77760.0	2.0423362837564363	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
67	Spectrogram 1	1	1015.130500000	1015.168400000	68437.000	82115.000	HF	1015.1421	78000.0	77760.0	2.0423362837564363	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
68	Waveform 1	1	1130.482500000	1130.521000000	68437.000	81795.000	HF	1130.5191666666667	82500.0	82560.0	3.691290488554409	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
68	Spectrogram 1	1	1130.482500000	1130.521000000	68437.000	81795.000	HF	1130.5191666666667	82500.0	82560.0	3.691290488554409	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
69	Waveform 1	1	1130.510500000	1130.554200000	68437.000	82323.000	HF	1130.5186333333334	83250.0	82560.0	4.298559159953916	Rhinolophus ferrumequinum	0.041	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
69	Spectrogram 1	1	1130.510500000	1130.554200000	68437.000	82323.000	HF	1130.5186333333334	83250.0	82560.0	4.298559159953916	Rhinolophus ferrumequinum	0.041	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
70	Waveform 1	1	1131.020500000	1131.058600000	68437.000	81870.000	HF	1131.0284	83250.0	81600.0	5.905408201719068	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
70	Spectrogram 1	1	1131.020500000	1131.058600000	68437.000	81870.000	HF	1131.0284	83250.0	81600.0	5.905408201719068	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
71	Waveform 1	1	1131.864500000	1131.899500000	68437.000	81502.000	HF	1131.8825	81750.0	81600.0	3.2488736663119018	Rhinolophus ferrumequinum	0.022	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
71	Spectrogram 1	1	1131.864500000	1131.899500000	68437.000	81502.000	HF	1131.8825	81750.0	81600.0	3.2488736663119018	Rhinolophus ferrumequinum	0.022	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
72	Waveform 1	1	1131.877500000	1131.921600000	68437.000	82916.000	HF	1131.8829	81750.0	81600.0	3.5934986493170924	Rhinolophus ferrumequinum	0.042	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
72	Spectrogram 1	1	1131.877500000	1131.921600000	68437.000	82916.000	HF	1131.8829	81750.0	81600.0	3.5934986493170924	Rhinolophus ferrumequinum	0.042	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
73	Waveform 1	1	1132.372500000	1132.413300000	68437.000	82686.000	HF	1132.4080333333334	81750.0	81600.0	4.707548852571845	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
73	Spectrogram 1	1	1132.372500000	1132.413300000	68437.000	82686.000	HF	1132.4080333333334	81750.0	81600.0	4.707548852571845	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
74	Waveform 1	1	1132.398500000	1132.450500000	68437.000	83305.000	HF	1132.4076666666667	81750.0	81600.0	4.509022756796278	Rhinolophus ferrumequinum	0.102	0.102	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
74	Spectrogram 1	1	1132.398500000	1132.450500000	68437.000	83305.000	HF	1132.4076666666667	81750.0	81600.0	4.509022756796278	Rhinolophus ferrumequinum	0.102	0.102	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
75	Waveform 1	1	1132.652500000	1132.690700000	68437.000	81199.000	HF	1132.6719666666668	80250.0	79680.0	6.100066839190089	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
75	Spectrogram 1	1	1132.652500000	1132.690700000	68437.000	81199.000	HF	1132.6719666666668	80250.0	79680.0	6.100066839190089	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
76	Waveform 1	1	1132.932500000	1132.943700000	78750.000	93040.000	HF	1132.9334666666666	78000.0	77760.0	3.883519099511308	Pipistrellus pygmaeus	0.026	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
76	Spectrogram 1	1	1132.932500000	1132.943700000	78750.000	93040.000	HF	1132.9334666666666	78000.0	77760.0	3.883519099511308	Pipistrellus pygmaeus	0.026	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
77	Waveform 1	1	1133.176500000	1133.224900000	68437.000	83231.000	HF	1133.1822666666667	83250.0	82560.0	5.151917189163806	Rhinolophus ferrumequinum	0.101	0.101	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
77	Spectrogram 1	1	1133.176500000	1133.224900000	68437.000	83231.000	HF	1133.1822666666667	83250.0	82560.0	5.151917189163806	Rhinolophus ferrumequinum	0.101	0.101	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
78	Waveform 1	1	1133.685500000	1133.727000000	68437.000	82494.000	HF	1133.7005	81000.0	81600.0	5.107283602570113	Rhinolophus ferrumequinum	0.042	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
78	Spectrogram 1	1	1133.685500000	1133.727000000	68437.000	82494.000	HF	1133.7005	81000.0	81600.0	5.107283602570113	Rhinolophus ferrumequinum	0.042	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
79	Waveform 1	1	1134.243500000	1134.293700000	68437.000	83367.000	HF	1134.2486333333334	82500.0	81600.0	7.4231489451970045	Rhinolophus ferrumequinum	0.096	0.096	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
79	Spectrogram 1	1	1134.243500000	1134.293700000	68437.000	83367.000	HF	1134.2486333333334	82500.0	81600.0	7.4231489451970045	Rhinolophus ferrumequinum	0.096	0.096	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
80	Waveform 1	1	1134.528500000	1134.578100000	68437.000	83524.000	HF	1134.5342333333333	82500.0	80640.0	7.17767855093728	Rhinolophus ferrumequinum	0.055	0.055	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
80	Spectrogram 1	1	1134.528500000	1134.578100000	68437.000	83524.000	HF	1134.5342333333333	82500.0	80640.0	7.17767855093728	Rhinolophus ferrumequinum	0.055	0.055	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
81	Waveform 1	1	1135.061500000	1135.104900000	68437.000	82721.000	HF	1135.0687666666668	81000.0	80640.0	6.504125324679056	Rhinolophus ferrumequinum	0.044	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
81	Spectrogram 1	1	1135.061500000	1135.104900000	68437.000	82721.000	HF	1135.0687666666668	81000.0	80640.0	6.504125324679056	Rhinolophus ferrumequinum	0.044	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
82	Waveform 1	1	1135.225500000	1135.259600000	68437.000	80881.000	HF	1135.2525666666666	81000.0	80640.0	2.1521014692038687	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
82	Spectrogram 1	1	1135.225500000	1135.259600000	68437.000	80881.000	HF	1135.2525666666666	81000.0	80640.0	2.1521014692038687	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
83	Waveform 1	1	1135.251500000	1135.292800000	68437.000	82162.000	HF	1135.2527	81000.0	78720.0	4.209405439764061	Rhinolophus ferrumequinum	0.043	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
83	Spectrogram 1	1	1135.251500000	1135.292800000	68437.000	82162.000	HF	1135.2527	81000.0	78720.0	4.209405439764061	Rhinolophus ferrumequinum	0.043	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
84	Waveform 1	1	1135.771500000	1135.820400000	68437.000	83645.000	HF	1135.7826	82500.0	80640.0	5.919545083879669	Rhinolophus ferrumequinum	0.071	0.071	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
84	Spectrogram 1	1	1135.771500000	1135.820400000	68437.000	83645.000	HF	1135.7826	82500.0	80640.0	5.919545083879669	Rhinolophus ferrumequinum	0.071	0.071	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
85	Waveform 1	1	1136.051500000	1136.093300000	68437.000	82029.000	HF	1136.0592	81750.0	80640.0	4.6099829388541655	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
85	Spectrogram 1	1	1136.051500000	1136.093300000	68437.000	82029.000	HF	1136.0592	81750.0	80640.0	4.6099829388541655	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
86	Waveform 1	1	1136.699500000	1136.743800000	68437.000	82214.000	HF	1136.7210333333333	79500.0	80640.0	6.256781444261722	Rhinolophus ferrumequinum	0.056	0.056	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
86	Spectrogram 1	1	1136.699500000	1136.743800000	68437.000	82214.000	HF	1136.7210333333333	79500.0	80640.0	6.256781444261722	Rhinolophus ferrumequinum	0.056	0.056	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
87	Waveform 1	1	1137.379500000	1137.422700000	68437.000	82431.000	HF	1137.3928	80250.0	79680.0	8.087788214312072	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
87	Spectrogram 1	1	1137.379500000	1137.422700000	68437.000	82431.000	HF	1137.3928	80250.0	79680.0	8.087788214312072	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
88	Waveform 1	1	1137.912500000	1137.948700000	68437.000	82347.000	HF	1137.9456333333333	80250.0	79680.0	8.591788824597472	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
88	Spectrogram 1	1	1137.912500000	1137.948700000	68437.000	82347.000	HF	1137.9456333333333	80250.0	79680.0	8.591788824597472	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
89	Waveform 1	1	1137.937500000	1137.978000000	68437.000	82359.000	HF	1137.945333333333	80250.0	79680.0	8.628402719767315	Rhinolophus ferrumequinum	0.031	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
89	Spectrogram 1	1	1137.937500000	1137.978000000	68437.000	82359.000	HF	1137.945333333333	80250.0	79680.0	8.628402719767315	Rhinolophus ferrumequinum	0.031	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
90	Waveform 1	1	1138.094500000	1138.133000000	68437.000	81098.000	HF	1138.1323333333332	81750.0	81600.0	3.87637574812923	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
90	Spectrogram 1	1	1138.094500000	1138.133000000	68437.000	81098.000	HF	1138.1323333333332	81750.0	81600.0	3.87637574812923	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
91	Waveform 1	1	1138.121500000	1138.160900000	68437.000	81992.000	HF	1138.1339333333333	81000.0	81600.0	4.693414782867873	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
91	Spectrogram 1	1	1138.121500000	1138.160900000	68437.000	81992.000	HF	1138.1339333333333	81000.0	81600.0	4.693414782867873	Rhinolophus ferrumequinum	0.033	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
92	Waveform 1	1	1138.131500000	1138.169700000	68437.000	82158.000	HF	1138.134633333333	80250.0	80640.0	3.938526110927002	Rhinolophus ferrumequinum	0.036	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
92	Spectrogram 1	1	1138.131500000	1138.169700000	68437.000	82158.000	HF	1138.134633333333	80250.0	80640.0	3.938526110927002	Rhinolophus ferrumequinum	0.036	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
93	Waveform 1	1	1138.667500000	1138.710300000	68437.000	82656.000	HF	1138.6812	79500.0	78720.0	4.808056344148659	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
93	Spectrogram 1	1	1138.667500000	1138.710300000	68437.000	82656.000	HF	1138.6812	79500.0	78720.0	4.808056344148659	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
94	Waveform 1	1	1139.315500000	1139.353600000	68437.000	81640.000	HF	1139.3490666666669	78750.0	78720.0	2.33272671260727	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
94	Spectrogram 1	1	1139.315500000	1139.353600000	68437.000	81640.000	HF	1139.3490666666669	78750.0	78720.0	2.33272671260727	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
95	Waveform 1	1	1139.329500000	1139.371700000	68437.000	82493.000	HF	1139.3543	79500.0	78720.0	2.5557147010330024	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
95	Spectrogram 1	1	1139.329500000	1139.371700000	68437.000	82493.000	HF	1139.3543	79500.0	78720.0	2.5557147010330024	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
96	Waveform 1	1	1140.001500000	1140.034000000	68437.000	80498.000	HF	1140.008833333333	68250.0	78720.0	2.224087316000208	Rhinolophus ferrumequinum	0.034	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
96	Spectrogram 1	1	1140.001500000	1140.034000000	68437.000	80498.000	HF	1140.008833333333	68250.0	78720.0	2.224087316000208	Rhinolophus ferrumequinum	0.034	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
97	Waveform 1	1	1140.640500000	1140.680000000	68437.000	82501.000	HF	1140.6668333333334	78750.0	78720.0	3.050651827964223	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
97	Spectrogram 1	1	1140.640500000	1140.680000000	68437.000	82501.000	HF	1140.6668333333334	78750.0	78720.0	3.050651827964223	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
98	Waveform 1	1	1140.646500000	1140.683100000	68437.000	82460.000	HF	1140.6664	79500.0	78720.0	3.3545992857022275	Rhinolophus ferrumequinum	0.021	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
98	Spectrogram 1	1	1140.646500000	1140.683100000	68437.000	82460.000	HF	1140.6664	79500.0	78720.0	3.3545992857022275	Rhinolophus ferrumequinum	0.021	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
99	Waveform 1	1	1195.650500000	1195.684700000	68437.000	82033.000	HF	1195.6751333333334	81750.0	81600.0	2.0348117730121267	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
99	Spectrogram 1	1	1195.650500000	1195.684700000	68437.000	82033.000	HF	1195.6751333333334	81750.0	81600.0	2.0348117730121267	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
100	Waveform 1	1	1465.372500000	1465.412800000	68437.000	82014.000	HF	1465.3770333333334	71250.0	68160.0	2.869780966262174	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
100	Spectrogram 1	1	1465.372500000	1465.412800000	68437.000	82014.000	HF	1465.3770333333334	71250.0	68160.0	2.869780966262174	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
101	Waveform 1	1	1493.777500000	1493.811700000	68437.000	81798.000	HF	1493.800966666667	81750.0	80640.0	3.520457805045225	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
101	Spectrogram 1	1	1493.777500000	1493.811700000	68437.000	81798.000	HF	1493.800966666667	81750.0	80640.0	3.520457805045225	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
102	Waveform 1	1	1494.108500000	1494.145400000	68437.000	80730.000	HF	1494.1222666666667	81750.0	81600.0	2.47822775392118	Rhinolophus ferrumequinum	0.027	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
102	Spectrogram 1	1	1494.108500000	1494.145400000	68437.000	80730.000	HF	1494.1222666666667	81750.0	81600.0	2.47822775392118	Rhinolophus ferrumequinum	0.027	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
103	Waveform 1	1	1502.001500000	1502.024700000	69296.000	82025.000	HF	1502.0079666666666	83250.0	82560.0	2.7532370343273582	Rhinolophus ferrumequinum	0.026	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
103	Spectrogram 1	1	1502.001500000	1502.024700000	69296.000	82025.000	HF	1502.0079666666666	83250.0	82560.0	2.7532370343273582	Rhinolophus ferrumequinum	0.026	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
104	Waveform 1	1	1706.001500000	1706.027200000	70156.000	83258.000	HF	1706.022966666667	81000.0	77760.0	2.2012146078166888	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
104	Spectrogram 1	1	1706.001500000	1706.027200000	70156.000	83258.000	HF	1706.022966666667	81000.0	77760.0	2.2012146078166888	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
