Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	0.0088333333333333	79500.0	70080.0	-0.844350225317174	0.0015	0.0328	68437	79536	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
HF	0.2901333333333333	70500.0	70080.0	-0.6963411085797786	0.2875	0.3262	68437	82718	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
HF	0.9075333333333332	72750.0	71040.0	-0.1435024739491955	0.8805	0.9228	68437	82802	Rhinolophus ferrumequinum	0.031	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
HF	0.9558666666666666	78750.0	71040.0	-0.4405358454052988	0.9255	0.9633	68437	81704	Rhinolophus ferrumequinum	0.023	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
HF	1.413	75750.0	75840.0	-0.6253523370385019	1.4115	1.4525	68437	82585	Rhinolophus ferrumequinum	0.04	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
HF	1.5463	70500.0	71040.0	-0.0449991276653049	1.5215	1.5637	68437	82373	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
HF	2.0128	75750.0	72000.0	-0.784766307931575	2.0015	2.0327	68437	79716	Rhinolophus ferrumequinum	0.06	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
HF	2.354866666666667	72000.0	72000.0	-0.6798429023506816	2.3535	2.3888	68437	81811	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
HF	2.415633333333333	71250.0	72960.0	-0.847225689756893	2.3745	2.4167	68437	82727	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
HF	2.532433333333333	75000.0	70080.0	-0.12590979122756	2.5105	2.5509	68437	83114	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
