Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	1.7329	47250.0	47040.0	3.57042163371621	1.7295	1.7371	46953	51351	Pipistrellus pipistrellus	0.388	0.428	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
HF	3.773733333333334	46500.0	46080.0	6.879404199032511	3.7705	3.7771	45234	54096	Pipistrellus pipistrellus	0.466	0.512	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
HF	4.166333333333332	48000.0	48000.0	3.4636463658013983	4.1625	4.1685	45234	59329	Pipistrellus pipistrellus	0.218	0.312	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
HF	4.444933333333332	52500.0	51840.0	8.891129956720473	4.4415	4.4479	52109	59097	Pipistrellus pipistrellus	0.02	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
HF	4.576766666666667	48750.0	48960.0	12.421702178090792	4.5735	4.5789	44375	59685	Pipistrellus pipistrellus	0.324	0.446	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
HF	4.710766666666665	51750.0	51840.0	12.128914408508468	4.7075	4.7129	45234	65641	Pipistrellus pipistrellus	0.284	0.408	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
HF	4.8527	54000.0	53760.00000000001	16.070444925845464	4.8505	4.8558	45234	62030	Pipistrellus pipistrellus	0.427	0.524	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
HF	5.154633333333333	50250.0	48000.0	8.709493726322197	5.1505	5.1562	33203	74284	Myotis mystacinus	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
HF	5.2758666666666665	48000.0	52800.00000000001	8.885770107561884	5.2725	5.2778	46093	61346	Pipistrellus pipistrellus	0.563	0.629	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
HF	5.4246	54000.0	52800.00000000001	12.765737449736818	5.4225	5.4279	47812	60207	Pipistrellus pipistrellus	0.342	0.417	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
HF	5.515866666666666	55500.0	51840.0	9.414422117880203	5.5135	5.5198	50390	57852	Pipistrellus pipistrellus	0.359	0.418	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	11	Waveform 1	1
HF	5.648766666666667	48750.0	48960.0	8.277214867935648	5.6455	5.6509	46953	56683	Pipistrellus pipistrellus	0.393	0.41	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	12	Waveform 1	1
HF	5.926133333333333	46500.0	46080.0	3.8761202640736823	5.9215	5.9267	34921	71559	Myotis mystacinus	0.012	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	13	Waveform 1	1
HF	6.222766666666666	45750.0	46080.0	2.5106105555850364	6.2185	6.2264	44375	57292	Pipistrellus pipistrellus	0.125	0.203	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	14	Waveform 1	1
HF	7.254466666666667	48000.0	48960.0	3.308504181941165	7.2515	7.2572	37500	64690	Myotis brandtii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	15	Waveform 1	1
HF	8.286066666666667	40500.0	40320.0	4.727553591602637	8.2815	8.2891	38359	48021	Pipistrellus nathusii	0.471	0.594	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	16	Waveform 1	1
HF	8.577966666666665	41250.0	41280.0	4.962142906974971	8.5735	8.5812	39218	47453	Pipistrellus nathusii	0.393	0.47	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	17	Waveform 1	1
HF	8.778499999999998	41250.0	40320.0	2.5402033748733848	8.7755	8.7835	38359	44413	Pipistrellus nathusii	0.211	0.283	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	18	Waveform 1	1
HF	8.874733333333333	41250.0	41280.0	1.4039071670441006	8.8705	8.8796	39218	46194	Pipistrellus nathusii	0.428	0.495	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	19	Waveform 1	1
HF	9.065533333333333	41250.0	41280.0	3.0348557741171485	9.0605	9.0688	40078	47781	Pipistrellus nathusii	0.309	0.362	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	20	Waveform 1	1
HF	9.163199999999998	41250.0	40320.0	9.59146671235048	9.1595	9.1668	38359	48562	Pipistrellus nathusii	0.475	0.543	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	21	Waveform 1	1
HF	9.213599999999998	44250.0	45120.0	1.7975263533507095	9.2105	9.2184	37500	49310	Pipistrellus nathusii	0.025	0.067	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	22	Waveform 1	1
HF	9.342566666666668	41250.0	41280.0	6.163414107363296	9.3375	9.3446	39218	48591	Pipistrellus nathusii	0.284	0.374	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	23	Waveform 1	1
HF	9.607033333333332	42750.0	40320.0	8.975467115222646	9.6025	9.6113	38359	49321	Pipistrellus nathusii	0.443	0.528	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
HF	9.80193333333333	39000.0	43200.0	4.765250516278451	9.7945	9.8039	36640	43970	Pipistrellus nathusii	0.068	0.146	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	25	Waveform 1	1
HF	9.884366666666669	39750.0	41280.0	8.346901579993949	9.8805	9.8888	38359	49182	Pipistrellus nathusii	0.369	0.479	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	26	Waveform 1	1
HF	10.124766666666668	41250.0	41280.0	9.344992172244488	10.1205	10.1284	39218	45357	Pipistrellus nathusii	0.403	0.454	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	27	Waveform 1	1
HF	10.215766666666664	41250.0	41280.0	8.928716396818544	10.2105	10.2209	38359	48682	Pipistrellus nathusii	0.236	0.336	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	28	Waveform 1	1
HF	10.491833333333332	41250.0	39360.0	3.488090637317317	10.4895	10.5005	37500	43089	Pipistrellus nathusii	0.181	0.257	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	29	Waveform 1	1
HF	10.8699	39750.0	40320.0	3.814897045830289	10.8665	10.8741	38359	47741	Pipistrellus nathusii	0.446	0.477	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	30	Waveform 1	1
LF	30.788266666666665	24750.0	24960.0	1.580215627910896	30.7805	30.7954	23750	29173	Nyctalus leisleri	0.026	0.071	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	31	Waveform 1	1
HF	31.474233333333338	45750.0	46080.0	3.901125634528337	31.4725	31.4771	41796	61837	Myotis mystacinus	0.023	0.073	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	32	Waveform 1	1
HF	31.574	54000.0	53760.00000000001	3.1338142604596575	31.5695	31.576	51250	57801	Pipistrellus pipistrellus	0.032	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	33	Waveform 1	1
HF	31.6761	54000.0	45120.0	2.094401191511464	31.6735	31.6784	37500	60606	Myotis bechsteinii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	34	Waveform 1	1
LF	31.769033333333333	24750.0	24960.0	1.2320027773987554	31.7585	31.7753	24609	29107	Nyctalus leisleri	0.103	0.242	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	35	Waveform 1	1
HF	31.780766666666665	56250.0	52800.00000000001	5.642220733497067	31.7765	31.7844	52109	59220	Pipistrellus pygmaeus	0.029	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	36	Waveform 1	1
