Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file
54	Spectrogram 1	1	260.268500000	260.274300000	54687.000	61908.000	HF	260.27136666666667	55500.0	55679.99999999999	5.1614641036428575	Pipistrellus pygmaeus	0.127	0.146	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
55	Waveform 1	1	260.565500000	260.572200000	46093.000	57924.000	HF	260.5674666666667	55500.0	55679.99999999999	6.569228373866	Pipistrellus pipistrellus	0.153	0.191	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
55	Spectrogram 1	1	260.565500000	260.572200000	46093.000	57924.000	HF	260.5674666666667	55500.0	55679.99999999999	6.569228373866	Pipistrellus pipistrellus	0.153	0.191	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
56	Waveform 1	1	271.542500000	271.548300000	54687.000	62071.000	HF	271.5430333333333	57000.0	54719.99999999999	6.521331907635521	Pipistrellus pygmaeus	0.049	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
56	Spectrogram 1	1	271.542500000	271.548300000	54687.000	62071.000	HF	271.5430333333333	57000.0	54719.99999999999	6.521331907635521	Pipistrellus pygmaeus	0.049	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
57	Waveform 1	1	272.034500000	272.041200000	53828.000	61784.000	HF	272.03996666666666	55500.0	55679.99999999999	12.111032981570029	Pipistrellus pipistrellus	0.014	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
57	Spectrogram 1	1	272.034500000	272.041200000	53828.000	61784.000	HF	272.03996666666666	55500.0	55679.99999999999	12.111032981570029	Pipistrellus pipistrellus	0.014	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
58	Waveform 1	1	272.535500000	272.540900000	34062.000	68500.000	HF	272.5376	53250.0	52800.00000000001	7.449574405420672	Myotis mystacinus	0.016	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
58	Spectrogram 1	1	272.535500000	272.540900000	34062.000	68500.000	HF	272.5376	53250.0	52800.00000000001	7.449574405420672	Myotis mystacinus	0.016	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
59	Waveform 1	1	292.724500000	292.738700000	25468.000	31255.000	LF	292.73296666666664	24750.0	25920.0	7.389972083196909	Eptesicus serotinus	0.064	0.135	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
59	Spectrogram 1	1	292.724500000	292.738700000	25468.000	31255.000	LF	292.73296666666664	24750.0	25920.0	7.389972083196909	Eptesicus serotinus	0.064	0.135	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
60	Waveform 1	1	297.021500000	297.027000000	34921.000	64178.000	HF	297.0235	54750.0	55679.99999999999	5.615788910159689	Myotis mystacinus	0.009	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
60	Spectrogram 1	1	297.021500000	297.027000000	34921.000	64178.000	HF	297.0235	54750.0	55679.99999999999	5.615788910159689	Myotis mystacinus	0.009	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
61	Waveform 1	1	309.627500000	309.646600000	24609.000	28939.000	LF	309.6462333333333	23250.0	24960.0	8.275653677685884	Nyctalus leisleri	0.063	0.137	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
61	Spectrogram 1	1	309.627500000	309.646600000	24609.000	28939.000	LF	309.6462333333333	23250.0	24960.0	8.275653677685884	Nyctalus leisleri	0.063	0.137	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
62	Waveform 1	1	311.389500000	311.408600000	24609.000	28889.000	LF	311.4035666666667	25500.0	25920.0	6.186568811618827	Nyctalus leisleri	0.066	0.131	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
62	Spectrogram 1	1	311.389500000	311.408600000	24609.000	28889.000	LF	311.4035666666667	25500.0	25920.0	6.186568811618827	Nyctalus leisleri	0.066	0.131	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
63	Waveform 1	1	347.486500000	347.495200000	39218.000	45768.000	HF	347.4911333333333	39000.0	41280.0	5.84737172419782	Pipistrellus nathusii	0.098	0.146	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
63	Spectrogram 1	1	347.486500000	347.495200000	39218.000	45768.000	HF	347.4911333333333	39000.0	41280.0	5.84737172419782	Pipistrellus nathusii	0.098	0.146	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
64	Waveform 1	1	366.154500000	366.169000000	24609.000	30295.000	LF	366.16266666666667	25500.0	25920.0	5.875609075042108	Nyctalus leisleri	0.074	0.166	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
64	Spectrogram 1	1	366.154500000	366.169000000	24609.000	30295.000	LF	366.16266666666667	25500.0	25920.0	5.875609075042108	Nyctalus leisleri	0.074	0.166	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
65	Waveform 1	1	366.669500000	366.690700000	24609.000	29003.000	LF	366.68146666666667	25500.0	24960.0	6.834919188376343	Nyctalus leisleri	0.062	0.127	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
65	Spectrogram 1	1	366.669500000	366.690700000	24609.000	29003.000	LF	366.68146666666667	25500.0	24960.0	6.834919188376343	Nyctalus leisleri	0.062	0.127	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
66	Waveform 1	1	367.007500000	367.013800000	49531.000	53065.000	HF	367.0122	48750.0	48960.0	11.394244954609958	Pipistrellus pipistrellus	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
66	Spectrogram 1	1	367.007500000	367.013800000	49531.000	53065.000	HF	367.0122	48750.0	48960.0	11.394244954609958	Pipistrellus pipistrellus	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
67	Waveform 1	1	367.215500000	367.221700000	48671.000	52703.000	HF	367.2191333333333	48750.0	48000.0	16.498303561419437	Pipistrellus pipistrellus	0.018	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
67	Spectrogram 1	1	367.215500000	367.221700000	48671.000	52703.000	HF	367.2191333333333	48750.0	48000.0	16.498303561419437	Pipistrellus pipistrellus	0.018	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
68	Waveform 1	1	367.315500000	367.323000000	52109.000	55690.000	HF	367.3213333333333	52500.0	51840.0	6.734776768335726	Pipistrellus pygmaeus	0.018	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
68	Spectrogram 1	1	367.315500000	367.323000000	52109.000	55690.000	HF	367.3213333333333	52500.0	51840.0	6.734776768335726	Pipistrellus pygmaeus	0.018	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
69	Waveform 1	1	367.525500000	367.534700000	53828.000	58648.000	HF	367.5273	55500.0	52800.00000000001	6.096444006896352	Pipistrellus pygmaeus	0.026	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
69	Spectrogram 1	1	367.525500000	367.534700000	53828.000	58648.000	HF	367.5273	55500.0	52800.00000000001	6.096444006896352	Pipistrellus pygmaeus	0.026	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
70	Waveform 1	1	367.620500000	367.626400000	50390.000	56775.000	HF	367.6256	48000.0	48960.0	12.443166444581037	Pipistrellus pipistrellus	0.015	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
70	Spectrogram 1	1	367.620500000	367.626400000	50390.000	56775.000	HF	367.6256	48000.0	48960.0	12.443166444581037	Pipistrellus pipistrellus	0.015	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
71	Waveform 1	1	368.084500000	368.093700000	54687.000	61124.000	HF	368.0933	57000.0	54719.99999999999	7.731194355956057	Pipistrellus pygmaeus	0.022	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
71	Spectrogram 1	1	368.084500000	368.093700000	54687.000	61124.000	HF	368.0933	57000.0	54719.99999999999	7.731194355956057	Pipistrellus pygmaeus	0.022	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
72	Waveform 1	1	368.189500000	368.200100000	55546.000	62078.000	HF	368.1945666666667	55500.0	55679.99999999999	9.2914675487895	Pipistrellus pygmaeus	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
72	Spectrogram 1	1	368.189500000	368.200100000	55546.000	62078.000	HF	368.1945666666667	55500.0	55679.99999999999	9.2914675487895	Pipistrellus pygmaeus	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
73	Waveform 1	1	368.748500000	368.758900000	49531.000	57048.000	HF	368.7526	54000.0	48960.0	21.61992618556896	Pipistrellus pipistrellus	0.023	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
73	Spectrogram 1	1	368.748500000	368.758900000	49531.000	57048.000	HF	368.7526	54000.0	48960.0	21.61992618556896	Pipistrellus pipistrellus	0.023	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
74	Waveform 1	1	368.847500000	368.852900000	48671.000	55621.000	HF	368.8484333333333	48750.0	48960.0	11.027409921429738	Pipistrellus pipistrellus	0.025	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
74	Spectrogram 1	1	368.847500000	368.852900000	48671.000	55621.000	HF	368.8484333333333	48750.0	48960.0	11.027409921429738	Pipistrellus pipistrellus	0.025	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
75	Waveform 1	1	369.054500000	369.060700000	49531.000	56760.000	HF	369.05696666666665	52500.0	48960.0	18.25482315008347	Pipistrellus pipistrellus	0.041	0.07	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
75	Spectrogram 1	1	369.054500000	369.060700000	49531.000	56760.000	HF	369.05696666666665	52500.0	48960.0	18.25482315008347	Pipistrellus pipistrellus	0.041	0.07	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
76	Waveform 1	1	369.231500000	369.238400000	46953.000	56707.000	HF	369.23676666666665	48000.0	47040.0	21.09761920809643	Pipistrellus pipistrellus	0.034	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
76	Spectrogram 1	1	369.231500000	369.238400000	46953.000	56707.000	HF	369.23676666666665	48000.0	47040.0	21.09761920809643	Pipistrellus pipistrellus	0.034	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
77	Waveform 1	1	369.323500000	369.329600000	45234.000	57092.000	HF	369.3272333333333	45750.0	45120.0	20.599848844473456	Pipistrellus nathusii	0.073	0.104	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
77	Spectrogram 1	1	369.323500000	369.329600000	45234.000	57092.000	HF	369.3272333333333	45750.0	45120.0	20.599848844473456	Pipistrellus nathusii	0.073	0.104	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
78	Waveform 1	1	369.590500000	369.596200000	47812.000	53464.000	HF	369.59113333333335	47250.0	47040.0	14.010711117402211	Pipistrellus pipistrellus	0.016	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
78	Spectrogram 1	1	369.590500000	369.596200000	47812.000	53464.000	HF	369.59113333333335	47250.0	47040.0	14.010711117402211	Pipistrellus pipistrellus	0.016	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
79	Waveform 1	1	371.830500000	371.846500000	22890.000	25530.000	LF	371.836	24000.0	24000.0	7.82024764128816	Nyctalus leisleri	0.048	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
79	Spectrogram 1	1	371.830500000	371.846500000	22890.000	25530.000	LF	371.836	24000.0	24000.0	7.82024764128816	Nyctalus leisleri	0.048	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
80	Waveform 1	1	372.660500000	372.674400000	22890.000	28795.000	LF	372.6716	24000.0	24000.0	5.493825924152262	Nyctalus leisleri	0.017	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
80	Spectrogram 1	1	372.660500000	372.674400000	22890.000	28795.000	LF	372.6716	24000.0	24000.0	5.493825924152262	Nyctalus leisleri	0.017	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
81	Waveform 1	1	397.554500000	397.562200000	17734.000	27243.000	LF	397.5566333333333	20250.0	20160.0	18.11892506286605	Plecotus austriacus	0.032	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
81	Spectrogram 1	1	397.554500000	397.562200000	17734.000	27243.000	LF	397.5566333333333	20250.0	20160.0	18.11892506286605	Plecotus austriacus	0.032	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
82	Waveform 1	1	397.672500000	397.691500000	23750.000	28869.000	LF	397.6913333333333	24750.0	24960.0	6.888549620182118	Nyctalus leisleri	0.078	0.197	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
82	Spectrogram 1	1	397.672500000	397.691500000	23750.000	28869.000	LF	397.6913333333333	24750.0	24960.0	6.888549620182118	Nyctalus leisleri	0.078	0.197	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
83	Waveform 1	1	399.822500000	399.838200000	25468.000	29810.000	LF	399.83296666666666	26250.0	26880.000000000004	5.413852906004887	Nyctalus leisleri	0.093	0.169	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
83	Spectrogram 1	1	399.822500000	399.838200000	25468.000	29810.000	LF	399.83296666666666	26250.0	26880.000000000004	5.413852906004887	Nyctalus leisleri	0.093	0.169	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
84	Waveform 1	1	401.196500000	401.204500000	39218.000	44984.000	HF	401.2006666666667	41250.0	41280.0	7.73730940969227	Pipistrellus nathusii	0.111	0.188	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
84	Spectrogram 1	1	401.196500000	401.204500000	39218.000	44984.000	HF	401.2006666666667	41250.0	41280.0	7.73730940969227	Pipistrellus nathusii	0.111	0.188	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
85	Waveform 1	1	407.147500000	407.165400000	26328.000	30328.000	LF	407.1581	27000.0	26880.000000000004	6.762462898512941	Nyctalus leisleri	0.093	0.162	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
85	Spectrogram 1	1	407.147500000	407.165400000	26328.000	30328.000	LF	407.1581	27000.0	26880.000000000004	6.762462898512941	Nyctalus leisleri	0.093	0.162	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
86	Waveform 1	1	408.690500000	408.704600000	27187.000	30980.000	LF	408.70023333333336	26250.0	28800.0	6.324796106623153	Nyctalus leisleri	0.069	0.11	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
86	Spectrogram 1	1	408.690500000	408.704600000	27187.000	30980.000	LF	408.70023333333336	26250.0	28800.0	6.324796106623153	Nyctalus leisleri	0.069	0.11	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
87	Waveform 1	1	423.928500000	423.933800000	35781.000	65091.000	HF	423.9307	53250.0	52800.00000000001	6.37747378279612	Myotis mystacinus	0.01	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
87	Spectrogram 1	1	423.928500000	423.933800000	35781.000	65091.000	HF	423.9307	53250.0	52800.00000000001	6.37747378279612	Myotis mystacinus	0.01	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
88	Waveform 1	1	424.178500000	424.183700000	45234.000	62148.000	HF	424.18196666666665	48000.0	48000.0	7.055864956235841	Pipistrellus pipistrellus	0.052	0.172	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
88	Spectrogram 1	1	424.178500000	424.183700000	45234.000	62148.000	HF	424.18196666666665	48000.0	48000.0	7.055864956235841	Pipistrellus pipistrellus	0.052	0.172	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
89	Waveform 1	1	433.540500000	433.545800000	34921.000	67645.000	HF	433.5427	54750.0	56640.0	5.532362783968537	Myotis brandtii	0.008	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
89	Spectrogram 1	1	433.540500000	433.545800000	34921.000	67645.000	HF	433.5427	54750.0	56640.0	5.532362783968537	Myotis brandtii	0.008	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
90	Waveform 1	1	433.603500000	433.608700000	35781.000	69130.000	HF	433.60696666666666	51000.0	50880.0	5.2087688793387965	Myotis mystacinus	0.013	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
90	Spectrogram 1	1	433.603500000	433.608700000	35781.000	69130.000	HF	433.60696666666666	51000.0	50880.0	5.2087688793387965	Myotis mystacinus	0.013	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
91	Waveform 1	1	471.292500000	471.318400000	23750.000	27383.000	LF	471.3102666666667	24750.0	24960.0	5.5772718387532825	Nyctalus leisleri	0.095	0.187	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
91	Spectrogram 1	1	471.292500000	471.318400000	23750.000	27383.000	LF	471.3102666666667	24750.0	24960.0	5.5772718387532825	Nyctalus leisleri	0.095	0.187	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
92	Waveform 1	1	475.698500000	475.716600000	24609.000	29199.000	LF	475.7030666666666	26250.0	25920.0	6.465480937552765	Nyctalus leisleri	0.123	0.195	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
92	Spectrogram 1	1	475.698500000	475.716600000	24609.000	29199.000	LF	475.7030666666666	26250.0	25920.0	6.465480937552765	Nyctalus leisleri	0.123	0.195	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
93	Waveform 1	1	475.773500000	475.779800000	45234.000	59157.000	HF	475.7758666666667	53250.0	54719.99999999999	5.017472410013997	Pipistrellus pipistrellus	0.06	0.08	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
93	Spectrogram 1	1	475.773500000	475.779800000	45234.000	59157.000	HF	475.7758666666667	53250.0	54719.99999999999	5.017472410013997	Pipistrellus pipistrellus	0.06	0.08	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
94	Waveform 1	1	476.099500000	476.103700000	41796.000	66815.000	HF	476.10046666666665	56250.0	55679.99999999999	6.93257166848224	Myotis mystacinus	0.024	0.086	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
94	Spectrogram 1	1	476.099500000	476.103700000	41796.000	66815.000	HF	476.10046666666665	56250.0	55679.99999999999	6.93257166848224	Myotis mystacinus	0.024	0.086	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
95	Waveform 1	1	476.138500000	476.144700000	46093.000	62275.000	HF	476.1421333333333	54750.0	53760.00000000001	7.404724034825428	Pipistrellus pipistrellus	0.026	0.074	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
95	Spectrogram 1	1	476.138500000	476.144700000	46093.000	62275.000	HF	476.1421333333333	54750.0	53760.00000000001	7.404724034825428	Pipistrellus pipistrellus	0.026	0.074	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
96	Waveform 1	1	476.183500000	476.188100000	49531.000	61660.000	HF	476.1864	54750.0	53760.00000000001	8.827185496079608	Pipistrellus pipistrellus	0.102	0.153	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
96	Spectrogram 1	1	476.183500000	476.188100000	49531.000	61660.000	HF	476.1864	54750.0	53760.00000000001	8.827185496079608	Pipistrellus pipistrellus	0.102	0.153	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
97	Waveform 1	1	481.381500000	481.397400000	25468.000	31595.000	LF	481.3964333333333	26250.0	26880.000000000004	5.952467575847206	Nyctalus leisleri	0.015	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
97	Spectrogram 1	1	481.381500000	481.397400000	25468.000	31595.000	LF	481.3964333333333	26250.0	26880.000000000004	5.952467575847206	Nyctalus leisleri	0.015	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
98	Waveform 1	1	482.330500000	482.346400000	22890.000	25278.000	LF	482.3384333333333	24750.0	24960.0	5.22248004493758	Nyctalus leisleri	0.031	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
98	Spectrogram 1	1	482.330500000	482.346400000	22890.000	25278.000	LF	482.3384333333333	24750.0	24960.0	5.22248004493758	Nyctalus leisleri	0.031	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
99	Waveform 1	1	487.274500000	487.294000000	22031.000	25689.000	LF	487.2928333333333	26250.0	25920.0	12.332809786176696	Nyctalus leisleri	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
99	Spectrogram 1	1	487.274500000	487.294000000	22031.000	25689.000	LF	487.2928333333333	26250.0	25920.0	12.332809786176696	Nyctalus leisleri	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
100	Waveform 1	1	521.563500000	521.569500000	47812.000	58827.000	HF	521.5661666666666	48750.0	49920.0	6.1635938343907455	Pipistrellus pipistrellus	0.123	0.137	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
100	Spectrogram 1	1	521.563500000	521.569500000	47812.000	58827.000	HF	521.5661666666666	48750.0	49920.0	6.1635938343907455	Pipistrellus pipistrellus	0.123	0.137	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
101	Waveform 1	1	529.736500000	529.740900000	47812.000	59138.000	HF	529.7396	52500.0	52800.00000000001	8.377510649946476	Pipistrellus pipistrellus	0.157	0.182	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
101	Spectrogram 1	1	529.736500000	529.740900000	47812.000	59138.000	HF	529.7396	52500.0	52800.00000000001	8.377510649946476	Pipistrellus pipistrellus	0.157	0.182	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
102	Waveform 1	1	530.141500000	530.148500000	54687.000	60931.000	HF	530.1443333333333	53250.0	55679.99999999999	10.816166035093032	Pipistrellus pygmaeus	0.048	0.052	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
102	Spectrogram 1	1	530.141500000	530.148500000	54687.000	60931.000	HF	530.1443333333333	53250.0	55679.99999999999	10.816166035093032	Pipistrellus pygmaeus	0.048	0.052	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
103	Waveform 1	1	551.314500000	551.332000000	24609.000	28448.000	LF	551.322	26250.0	25920.0	6.80654499493728	Nyctalus leisleri	0.073	0.153	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
103	Spectrogram 1	1	551.314500000	551.332000000	24609.000	28448.000	LF	551.322	26250.0	25920.0	6.80654499493728	Nyctalus leisleri	0.073	0.153	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
104	Waveform 1	1	553.948500000	553.968500000	24609.000	28485.000	LF	553.9581666666667	24000.0	24000.0	5.122648009259057	Nyctalus leisleri	0.11	0.188	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
104	Spectrogram 1	1	553.948500000	553.968500000	24609.000	28485.000	LF	553.9581666666667	24000.0	24000.0	5.122648009259057	Nyctalus leisleri	0.11	0.188	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
105	Waveform 1	1	574.215500000	574.221200000	34062.000	66215.000	HF	574.2173	55500.0	48960.0	7.169396363133147	Myotis brandtii	0.01	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
105	Spectrogram 1	1	574.215500000	574.221200000	34062.000	66215.000	HF	574.2173	55500.0	48960.0	7.169396363133147	Myotis brandtii	0.01	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
106	Waveform 1	1	574.301500000	574.305800000	48671.000	57668.000	HF	574.3035333333333	54750.0	54719.99999999999	5.267106817548514	Pipistrellus pipistrellus	0.116	0.135	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
106	Spectrogram 1	1	574.301500000	574.305800000	48671.000	57668.000	HF	574.3035333333333	54750.0	54719.99999999999	5.267106817548514	Pipistrellus pipistrellus	0.116	0.135	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
107	Waveform 1	1	605.210500000	605.216500000	57265.000	66630.000	HF	605.2143333333333	57000.0	55679.99999999999	11.411971081334098	Pipistrellus pygmaeus	0.061	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
107	Spectrogram 1	1	605.210500000	605.216500000	57265.000	66630.000	HF	605.2143333333333	57000.0	55679.99999999999	11.411971081334098	Pipistrellus pygmaeus	0.061	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
