Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	96.09556666666668	51000.0	48000.0	-0.4656902198397333	96.0945	96.0986	45234	63411	Pipistrellus pipistrellus	0.03	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
HF	97.61283333333331	70500.0	69120.0	-0.246386748679415	97.5855	97.6275	68437	82768	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
HF	122.43606666666666	62250.0	61440.0	-0.1734619520493892	122.4345	122.4416	58125	66568	Pipistrellus pygmaeus	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
HF	122.8336	66750.0	56640.0	-0.8123264361757416	122.8325	122.8389	55546	67085	Pipistrellus pygmaeus	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
LF	160.86826666666667	26250.0	26880.000000000004	-0.265284821779801	160.8625	160.8724	26328	32550	Nyctalus leisleri	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
HF	163.10133333333334	80250.0	78720.0	-0.687873182685764	163.0945	163.1325	68437	81235	Rhinolophus ferrumequinum	0.024	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
LF	175.792	24750.0	27840.0	-0.0377416558045625	175.7895	175.798	26328	39698	Eptesicus serotinus	0.006	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
HF	193.35586666666663	70500.0	71040.0	-2.135746288065292	193.3235	193.3663	68437	82639	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
HF	193.93226666666664	48750.0	48960.0	-0.2581080231890659	193.9295	193.9354	30625	55625	Myotis daubentonii	0.012	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
HF	247.36533333333333	43500.0	43200.0	-0.936245187571748	247.3615	247.371	42656	46984	Pipistrellus nathusii	0.05	0.076	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
HF	270.29176666666666	53250.0	49920.0	-0.4842060630208699	270.2885	270.2939	34062	66467	Myotis mystacinus	0.011	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	11	Waveform 1	1
HF	296.97406666666666	52500.0	51840.0	-0.9011093587488744	296.9715	296.9776	36640	64770	Myotis mystacinus	0.01	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	12	Waveform 1	1
HF	301.7817	41250.0	41280.0	-1.475495360237181	301.7765	301.7823	30625	44708	Myotis daubentonii	0.011	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	13	Waveform 1	1
HF	304.22043333333335	40500.0	40320.0	-0.0752496814700337	304.2165	304.2224	30625	46460	Myotis daubentonii	0.014	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	14	Waveform 1	1
LF	315.0520333333333	25500.0	25920.0	-0.1941007278122171	315.0435	315.0553	25468	31008	Nyctalus leisleri	0.015	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	15	Waveform 1	1
LF	315.059	21750.0	22080.0	-0.0747469966535425	315.0575	315.074	20312	23810	Nyctalus leisleri	0.011	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	16	Waveform 1	1
LF	317.16973333333334	24000.0	24000.0	-0.3489979173233437	317.1645	317.1761	24609	31605	Nyctalus leisleri	0.012	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	17	Waveform 1	1
LF	321.4993333333333	24000.0	24960.0	-0.3872210961645227	321.4975	321.509	24609	32348	Nyctalus leisleri	0.012	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	18	Waveform 1	1
LF	403.4608333333333	27000.0	26880.000000000004	-1.7482359160264995	403.4505	403.4675	26328	30649	Nyctalus leisleri	0.106	0.179	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	19	Waveform 1	1
LF	403.7366	25500.0	25920.0	-1.0931488693971811	403.7245	403.7374	25468	30826	Eptesicus serotinus	0.036	0.096	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	20	Waveform 1	1
LF	409.9614666666666	26250.0	25920.0	-0.0623625863927344	409.9535	409.9682	25468	29917	Nyctalus leisleri	0.048	0.11	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	21	Waveform 1	1
LF	410.79496666666665	24750.0	24960.0	-1.015510662039941	410.7875	410.8027	23750	28473	Nyctalus leisleri	0.03	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	22	Waveform 1	1
LF	413.2130666666667	24750.0	24960.0	-1.7878445113010295	413.2005	413.2211	23750	27797	Nyctalus leisleri	0.07	0.179	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	23	Waveform 1	1
LF	417.5844333333333	24000.0	24960.0	-0.2817284164625499	417.5765	417.5924	24609	29749	Nyctalus leisleri	0.023	0.054	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
