KMEANS_CLASSES,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,freq_group,call_start_time,cycle_ref_time,call_end_time,start_time_wrt_ref,end_time_wrt_ref
LF,497.808048,31250.0,32640.000000000004,2.2183323393309573,1697.7955,1697.8086,25468.0,31679.0,Echolocation,Nyctalus leisleri,0.402,0.639,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:58:31.795500000,2025-05-02 03:58:31.795500000,2025-05-02 03:58:31.808600000,1697.7955,1697.8086
LF,497.855728,23437.5,24960.0,4.463755614087702,1697.8475,1697.8582000000001,23750.0,30810.0,Echolocation,Nyctalus leisleri,0.333,0.628,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:31.847500000,2025-05-02 03:58:31.847500000,2025-05-02 03:58:31.858200000,1697.8475,1697.8582000000001
LF,497.958532,31250.0,26880.000000000004,4.485081665982175,1697.9545,1697.9657,25468.0,32047.0,Echolocation,Nyctalus leisleri,0.315,0.601,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:31.954500000,2025-05-02 03:58:31.954500000,2025-05-02 03:58:31.965700000,1697.9545,1697.9657
LF,498.117148,31250.0,26880.000000000004,3.933088152461362,1698.1095,1698.1219,25468.0,31377.0,Echolocation,Nyctalus leisleri,0.391,0.626,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:32.109500000,2025-05-02 03:58:32.109500000,2025-05-02 03:58:32.121900000,1698.1095,1698.1219
LF,498.256184,23437.5,26880.000000000004,5.39320134185926,1698.2505,1698.2624,25468.0,32515.0,Echolocation,Nyctalus leisleri,0.381,0.681,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:32.250500000,2025-05-02 03:58:32.250500000,2025-05-02 03:58:32.262400000,1698.2505,1698.2624
LF,498.410476,31250.0,30720.0,1.316033555251349,1698.4035,1698.4159,23750.0,29947.0,Echolocation,Nyctalus leisleri,0.302,0.507,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:58:32.403500000,2025-05-02 03:58:32.403500000,2025-05-02 03:58:32.415900000,1698.4035,1698.4159
LF,498.518252,31250.0,32640.000000000004,0.7156887141310566,1698.5145,1698.5271,25468.0,31042.0,Echolocation,Nyctalus leisleri,0.296,0.464,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:32.514500000,2025-05-02 03:58:32.514500000,2025-05-02 03:58:32.527100000,1698.5145,1698.5271
LF,498.539564,23437.5,25920.0,3.921473840804204,1698.5325,1698.5419,24609.0,31265.0,Echolocation,Nyctalus leisleri,0.317,0.614,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:32.532500000,2025-05-02 03:58:32.532500000,2025-05-02 03:58:32.541900000,1698.5325,1698.5419
LF,498.75338,23437.5,27839.999999999996,1.3886512395481954,1698.7485,1698.7593,25468.0,31165.0,Echolocation,Nyctalus leisleri,0.182,0.381,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:32.748500000,2025-05-02 03:58:32.748500000,2025-05-02 03:58:32.759300000,1698.7485,1698.7593
LF,499.017424,31250.0,30720.0,0.8470511126227522,1699.0145,1699.0258,23750.0,30031.0,Echolocation,Nyctalus leisleri,0.316,0.541,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:58:33.014500000,2025-05-02 03:58:33.014500000,2025-05-02 03:58:33.025800000,1699.0145,1699.0258
LF,499.24718,31250.0,33600.0,0.8460836045214958,1699.2415,1699.2515,25468.0,34283.0,Echolocation,Eptesicus serotinus,0.3,0.537,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:58:33.241500000,2025-05-02 03:58:33.241500000,2025-05-02 03:58:33.251500000,1699.2415,1699.2515
LF,499.784776,31250.0,30720.0,0.2573872853600398,1699.7815,1699.792,27187.0,33375.0,Echolocation,Nyctalus leisleri,0.211,0.411,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:33.781500000,2025-05-02 03:58:33.781500000,2025-05-02 03:58:33.792000000,1699.7815,1699.792
LF,501.555308,31250.0,30720.0,0.7068471094333015,1701.5465,1701.5583,23750.0,30597.0,Echolocation,Nyctalus leisleri,0.154,0.357,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:35.546500000,2025-05-02 03:58:35.546500000,2025-05-02 03:58:35.558300000,1701.5465,1701.5583
LF,502.45964,31250.0,32640.000000000004,0.4357095390756776,1702.4585,1702.4708,24609.0,32854.0,Echolocation,Eptesicus serotinus,0.242,0.448,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:36.458500000,2025-05-02 03:58:36.458500000,2025-05-02 03:58:36.470800000,1702.4585,1702.4708
LF,502.947388,23437.5,24960.0,2.063702480141583,1702.9445,1702.9555,23750.0,29508.0,Echolocation,Nyctalus leisleri,0.347,0.57,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:36.944500000,2025-05-02 03:58:36.944500000,2025-05-02 03:58:36.955500000,1702.9445,1702.9555
LF,503.0788,23437.5,26880.000000000004,2.4155245117837376,1703.0745,1703.087,25468.0,30868.0,Echolocation,Nyctalus leisleri,0.388,0.601,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:37.074500000,2025-05-02 03:58:37.074500000,2025-05-02 03:58:37.087000000,1703.0745,1703.087
LF,503.191424,31250.0,26880.000000000004,2.809332648483927,1703.1875,1703.1978,25468.0,31331.0,Echolocation,Nyctalus leisleri,0.258,0.542,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:37.187500000,2025-05-02 03:58:37.187500000,2025-05-02 03:58:37.197800000,1703.1875,1703.1978
LF,504.148536,31250.0,27839.999999999996,2.3843191366901957,1704.1435000000001,1704.1556,26328.0,31709.0,Echolocation,Nyctalus leisleri,0.25,0.446,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:38.143500000,2025-05-02 03:58:38.143500000,2025-05-02 03:58:38.155600000,1704.1435000000001,1704.1556
LF,504.298256,31250.0,27839.999999999996,3.5666135510919803,1704.2925,1704.305,26328.0,32080.0,Echolocation,Nyctalus leisleri,0.298,0.558,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:38.292500000,2025-05-02 03:58:38.292500000,2025-05-02 03:58:38.305000000,1704.2925,1704.305
LF,504.44674,31250.0,28800.0,4.64212536114636,1704.4434999999999,1704.4565,26328.0,31321.0,Echolocation,Nyctalus leisleri,0.496,0.626,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:58:38.443499999,2025-05-02 03:58:38.443499999,2025-05-02 03:58:38.456500000,1704.4434999999999,1704.4565
LF,504.68812,31250.0,27839.999999999996,3.642285485510377,1704.6805,1704.6908,27187.0,34093.0,Echolocation,Eptesicus serotinus,0.287,0.606,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:38.680500000,2025-05-02 03:58:38.680500000,2025-05-02 03:58:38.690800000,1704.6805,1704.6908
LF,504.823924,31250.0,28800.0,1.725429274005386,1704.8155,1704.8269,27187.0,32563.0,Echolocation,Nyctalus leisleri,0.214,0.386,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:38.815500000,2025-05-02 03:58:38.815500000,2025-05-02 03:58:38.826900000,1704.8155,1704.8269
LF,505.159264,31250.0,27839.999999999996,3.7807916738499014,1705.1495,1705.1618,26328.0,32512.0,Echolocation,Nyctalus leisleri,0.373,0.692,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:39.149500000,2025-05-02 03:58:39.149500000,2025-05-02 03:58:39.161800000,1705.1495,1705.1618
LF,505.316456,31250.0,27839.999999999996,4.041199176612925,1705.3075,1705.3196,26328.0,31774.0,Echolocation,Nyctalus leisleri,0.39,0.619,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:39.307500000,2025-05-02 03:58:39.307500000,2025-05-02 03:58:39.319600000,1705.3075,1705.3196
LF,505.458704,31250.0,31680.0,1.946608593920177,1705.4545,1705.4662,26328.0,31858.0,Echolocation,Nyctalus leisleri,0.362,0.523,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:39.454500000,2025-05-02 03:58:39.454500000,2025-05-02 03:58:39.466200000,1705.4545,1705.4662
LF,505.596608,31250.0,27839.999999999996,2.759856403347596,1705.5915,1705.6042,26328.0,32967.0,Echolocation,Nyctalus leisleri,0.307,0.649,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:39.591500000,2025-05-02 03:58:39.591500000,2025-05-02 03:58:39.604200000,1705.5915,1705.6042
LF,505.726528,31250.0,30720.0,0.3071562481463777,1705.7245,1705.7386000000001,26328.0,30635.0,Echolocation,Nyctalus leisleri,0.311,0.399,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:58:39.724500000,2025-05-02 03:58:39.724500000,2025-05-02 03:58:39.738600000,1705.7245,1705.7386000000001
LF,505.991116,31250.0,27839.999999999996,2.4938650584109214,1705.9855,1705.9987,26328.0,32164.0,Echolocation,Nyctalus leisleri,0.316,0.503,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:39.985500000,2025-05-02 03:58:39.985500000,2025-05-02 03:58:39.998700000,1705.9855,1705.9987
LF,506.144688,31250.0,27839.999999999996,1.9225088468845912,1706.1435000000001,1706.1562,26328.0,32895.0,Echolocation,Nyctalus leisleri,0.283,0.618,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:40.143500000,2025-05-02 03:58:40.143500000,2025-05-02 03:58:40.156200000,1706.1435000000001,1706.1562
LF,506.289456,31250.0,27839.999999999996,5.256601442900658,1706.2845,1706.295,26328.0,32078.0,Echolocation,Nyctalus leisleri,0.397,0.645,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:40.284500000,2025-05-02 03:58:40.284500000,2025-05-02 03:58:40.295000000,1706.2845,1706.295
LF,506.40416,31250.0,33600.0,1.3432916755810211,1706.4015,1706.4134,27187.0,33013.0,Echolocation,Nyctalus leisleri,0.306,0.462,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:40.401500000,2025-05-02 03:58:40.401500000,2025-05-02 03:58:40.413400000,1706.4015,1706.4134
LF,506.533936,31250.0,31680.0,4.0064753247177585,1706.5315,1706.5406,27187.0,36164.0,Echolocation,Eptesicus serotinus,0.301,0.57,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:40.531500000,2025-05-02 03:58:40.531500000,2025-05-02 03:58:40.540600000,1706.5315,1706.5406
LF,506.686368,31250.0,28800.0,3.871801018669384,1706.6835,1706.6961999999999,26328.0,31597.0,Echolocation,Nyctalus leisleri,0.424,0.592,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:58:40.683500000,2025-05-02 03:58:40.683500000,2025-05-02 03:58:40.696199999,1706.6835,1706.6961999999999
LF,506.776764,31250.0,31680.0,1.0664672555578478,1706.7755,1706.7851,25468.0,32621.0,Echolocation,Eptesicus serotinus,0.194,0.395,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:40.775500000,2025-05-02 03:58:40.775500000,2025-05-02 03:58:40.785100000,1706.7755,1706.7851
LF,506.822252,31250.0,31680.0,1.3409957987837762,1706.8184999999999,1706.8310999999999,26328.0,32207.0,Echolocation,Nyctalus leisleri,0.326,0.49,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:58:40.818499999,2025-05-02 03:58:40.818499999,2025-05-02 03:58:40.831100000,1706.8184999999999,1706.8310999999999
LF,506.963704,31250.0,28800.0,1.6174688411284688,1706.9595,1706.9712,27187.0,34114.0,Echolocation,Nyctalus leisleri,0.325,0.574,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:58:40.959500000,2025-05-02 03:58:40.959500000,2025-05-02 03:58:40.971200000,1706.9595,1706.9712
LF,507.149116,23437.5,25920.0,3.1375880812966006,1707.1465,1707.1571,24609.0,30506.0,Echolocation,Nyctalus leisleri,0.301,0.55,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:41.146500000,2025-05-02 03:58:41.146500000,2025-05-02 03:58:41.157100000,1707.1465,1707.1571
LF,507.217448,31250.0,31680.0,1.8653612775618964,1707.2085,1707.2196,26328.0,32987.0,Echolocation,Nyctalus leisleri,0.359,0.567,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:41.208500000,2025-05-02 03:58:41.208500000,2025-05-02 03:58:41.219600000,1707.2085,1707.2196
LF,507.292648,23437.5,26880.000000000004,8.308610332482015,1707.2845,1707.2936,25468.0,33129.0,Echolocation,Nyctalus leisleri,0.457,0.707,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:41.284500000,2025-05-02 03:58:41.284500000,2025-05-02 03:58:41.293600000,1707.2845,1707.2936
LF,507.339584,31250.0,30720.0,2.7226688119543585,1707.3375,1707.3501999999999,26328.0,32730.0,Echolocation,Nyctalus leisleri,0.278,0.463,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:41.337500000,2025-05-02 03:58:41.337500000,2025-05-02 03:58:41.350199999,1707.3375,1707.3501999999999
LF,507.432032,31250.0,31680.0,-0.0972634320044436,1707.4295,1707.4422,24609.0,31047.0,Echolocation,Nyctalus leisleri,0.373,0.558,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:58:41.429500000,2025-05-02 03:58:41.429500000,2025-05-02 03:58:41.442200000,1707.4295,1707.4422
LF,507.462884,31250.0,31680.0,5.559669800358292,1707.4615,1707.4721,27187.0,35877.0,Echolocation,Eptesicus serotinus,0.305,0.667,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:41.461500000,2025-05-02 03:58:41.461500000,2025-05-02 03:58:41.472100000,1707.4615,1707.4721
LF,507.571972,23437.5,25920.0,9.42905085139585,1707.5645,1707.5745,24609.0,33099.0,Echolocation,Nyctalus leisleri,0.352,0.702,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:41.564500000,2025-05-02 03:58:41.564500000,2025-05-02 03:58:41.574500000,1707.5645,1707.5745
LF,507.607392,31250.0,28800.0,4.880886699261355,1707.5955,1707.6078,26328.0,32492.0,Echolocation,Nyctalus leisleri,0.449,0.66,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:58:41.595500000,2025-05-02 03:58:41.595500000,2025-05-02 03:58:41.607800000,1707.5955,1707.6078
LF,507.673592,31250.0,31680.0,1.3141482778059994,1707.6705,1707.6804,28046.0,35382.0,Echolocation,Eptesicus serotinus,0.229,0.388,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:41.670500000,2025-05-02 03:58:41.670500000,2025-05-02 03:58:41.680400000,1707.6705,1707.6804
LF,507.724004,31250.0,28800.0,7.291845424364212,1707.7225,1707.7341000000001,26328.0,35666.0,Echolocation,Eptesicus serotinus,0.326,0.674,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:41.722500000,2025-05-02 03:58:41.722500000,2025-05-02 03:58:41.734100000,1707.7225,1707.7341000000001
LF,507.857112,31250.0,29760.0,5.85848894725287,1707.8505,1707.8608,27187.0,36881.0,Echolocation,Eptesicus serotinus,0.366,0.694,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:41.850500000,2025-05-02 03:58:41.850500000,2025-05-02 03:58:41.860800000,1707.8505,1707.8608
LF,507.889036,23437.5,26880.000000000004,5.593101637725406,1707.8854999999999,1707.8962999999999,24609.0,31236.0,Echolocation,Nyctalus leisleri,0.345,0.651,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:41.885499999,2025-05-02 03:58:41.885499999,2025-05-02 03:58:41.896300000,1707.8854999999999,1707.8962999999999
LF,507.98336,31250.0,29760.0,13.16535404476147,1707.9814999999999,1707.9942,26328.0,37646.0,Echolocation,Eptesicus serotinus,0.407,0.652,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:41.981499999,2025-05-02 03:58:41.981499999,2025-05-02 03:58:41.994200000,1707.9814999999999,1707.9942
LF,508.026392,23437.5,25920.0,10.637175857633087,1708.0225,1708.0344,23750.0,31949.0,Echolocation,Nyctalus leisleri,0.342,0.699,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:42.022500000,2025-05-02 03:58:42.022500000,2025-05-02 03:58:42.034400000,1708.0225,1708.0344
LF,508.167884,31250.0,25920.0,4.050267036265247,1708.1675,1708.1791,24609.0,31790.0,Echolocation,Nyctalus leisleri,0.539,0.669,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:58:42.167500000,2025-05-02 03:58:42.167500000,2025-05-02 03:58:42.179100000,1708.1675,1708.1791
LF,508.241944,23437.5,27839.999999999996,9.217743148866486,1708.2305000000001,1708.2428,25468.0,32721.0,Echolocation,Eptesicus serotinus,0.322,0.658,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:42.230500000,2025-05-02 03:58:42.230500000,2025-05-02 03:58:42.242800000,1708.2305000000001,1708.2428
LF,508.314244,23437.5,25920.0,3.610969435435987,1708.3085,1708.3209,23750.0,30389.0,Echolocation,Nyctalus leisleri,0.524,0.664,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:58:42.308500000,2025-05-02 03:58:42.308500000,2025-05-02 03:58:42.320900000,1708.3085,1708.3209
LF,508.44518,23437.5,25920.0,6.553958533527013,1708.4385,1708.4503,23750.0,31136.0,Echolocation,Nyctalus leisleri,0.443,0.694,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:42.438500000,2025-05-02 03:58:42.438500000,2025-05-02 03:58:42.450300000,1708.4385,1708.4503
LF,508.477116,31250.0,27839.999999999996,7.56353862342027,1708.4765,1708.4891,26328.0,34241.0,Echolocation,Nyctalus leisleri,0.267,0.633,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:58:42.476500000,2025-05-02 03:58:42.476500000,2025-05-02 03:58:42.489100000,1708.4765,1708.4891
LF,508.583796,31250.0,25920.0,5.283650736797854,1708.5835,1708.5953,24609.0,30370.0,Echolocation,Nyctalus leisleri,0.571,0.676,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:58:42.583500000,2025-05-02 03:58:42.583500000,2025-05-02 03:58:42.595300000,1708.5835,1708.5953
LF,508.616496,31250.0,28800.0,10.91547573474396,1708.6064999999999,1708.6198,26328.0,34592.0,Echolocation,Nyctalus leisleri,0.328,0.659,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:58:42.606499999,2025-05-02 03:58:42.606499999,2025-05-02 03:58:42.619800000,1708.6064999999999,1708.6198
LF,508.731856,23437.5,25920.0,5.427754135276883,1708.7265,1708.7394,23750.0,30765.0,Echolocation,Nyctalus leisleri,0.396,0.644,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:58:42.726500000,2025-05-02 03:58:42.726500000,2025-05-02 03:58:42.739400000,1708.7265,1708.7394
LF,508.875692,31250.0,27839.999999999996,6.021547778614642,1708.8745,1708.8863000000001,25468.0,34567.0,Echolocation,Eptesicus serotinus,0.298,0.613,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:58:42.874500000,2025-05-02 03:58:42.874500000,2025-05-02 03:58:42.886300000,1708.8745,1708.8863000000001
LF,509.00718,31250.0,28800.0,13.313689191357629,1709.0025,1709.0163,26328.0,37066.0,Echolocation,Eptesicus serotinus,0.269,0.609,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:58:43.002500000,2025-05-02 03:58:43.002500000,2025-05-02 03:58:43.016300000,1709.0025,1709.0163
LF,509.142668,31250.0,27839.999999999996,10.156533029107438,1709.1375,1709.1507,26328.0,33813.0,Echolocation,Nyctalus leisleri,0.324,0.673,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:58:43.137500000,2025-05-02 03:58:43.137500000,2025-05-02 03:58:43.150700000,1709.1375,1709.1507
LF,509.17926,23437.5,25920.0,0.9970387630115825,1709.1765,1709.1883,23750.0,29020.0,Echolocation,Nyctalus leisleri,0.442,0.58,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:58:43.176500000,2025-05-02 03:58:43.176500000,2025-05-02 03:58:43.188300000,1709.1765,1709.1883
