KMEANS_CLASSES,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,freq_group,call_start_time,cycle_ref_time,call_end_time,start_time_wrt_ref,end_time_wrt_ref
LF,444.432292,31250.0,32640.000000000004,1.205008412595532,1644.4255,1644.4373,26328.0,33803.0,Echolocation,Nyctalus leisleri,0.32,0.559,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:38.425500000,2025-05-02 03:57:38.425500000,2025-05-02 03:57:38.437300000,1644.4255,1644.4373
LF,444.571688,31250.0,33600.0,2.1194390763215583,1644.5684999999999,1644.5792000000001,27187.0,34211.0,Echolocation,Nyctalus leisleri,0.42,0.637,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:38.568499999,2025-05-02 03:57:38.568499999,2025-05-02 03:57:38.579200000,1644.5684999999999,1644.5792000000001
LF,444.609712,23437.5,25920.0,3.0505639740815194,1644.6035,1644.6142,23750.0,31026.0,Echolocation,Nyctalus leisleri,0.249,0.564,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:38.603500000,2025-05-02 03:57:38.603500000,2025-05-02 03:57:38.614200000,1644.6035,1644.6142
LF,444.729052,31250.0,27839.999999999996,9.98129308590197,1644.7225,1644.7350999999999,26328.0,34596.0,Echolocation,Eptesicus serotinus,0.352,0.597,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:38.722500000,2025-05-02 03:57:38.722500000,2025-05-02 03:57:38.735099999,1644.7225,1644.7350999999999
LF,444.970184,31250.0,27839.999999999996,0.8739617447997851,1644.9655,1644.9784,26328.0,31637.0,Echolocation,Nyctalus leisleri,0.469,0.595,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:38.965500000,2025-05-02 03:57:38.965500000,2025-05-02 03:57:38.978400000,1644.9655,1644.9784
LF,445.128256,23437.5,26880.000000000004,12.425478673703116,1645.1165,1645.1286,25468.0,34794.0,Echolocation,Eptesicus serotinus,0.429,0.59,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:39.116500000,2025-05-02 03:57:39.116500000,2025-05-02 03:57:39.128600000,1645.1165,1645.1286
LF,445.27312,31250.0,27839.999999999996,7.849844183883135,1645.2705,1645.283,25468.0,34690.0,Echolocation,Eptesicus serotinus,0.363,0.637,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:57:39.270500000,2025-05-02 03:57:39.270500000,2025-05-02 03:57:39.283000000,1645.2705,1645.283
LF,445.382076,31250.0,31680.0,1.252707124873935,1645.3815,1645.3947,24609.0,31583.0,Echolocation,Nyctalus leisleri,0.254,0.539,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:57:39.381500000,2025-05-02 03:57:39.381500000,2025-05-02 03:57:39.394700000,1645.3815,1645.3947
LF,445.53158,23437.5,26880.000000000004,15.0499102816468,1645.5205,1645.5335,25468.0,34004.0,Echolocation,Eptesicus serotinus,0.379,0.611,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:39.520500000,2025-05-02 03:57:39.520500000,2025-05-02 03:57:39.533500000,1645.5205,1645.5335
LF,445.678572,23437.5,27839.999999999996,15.060980338417313,1645.6675,1645.6795,25468.0,33639.0,Echolocation,Eptesicus serotinus,0.432,0.602,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:39.667500000,2025-05-02 03:57:39.667500000,2025-05-02 03:57:39.679500000,1645.6675,1645.6795
LF,445.805628,31250.0,24000.0,1.3958916083860142,1645.8025,1645.8183,23750.0,28505.0,Echolocation,Nyctalus leisleri,0.401,0.489,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:39.802500000,2025-05-02 03:57:39.802500000,2025-05-02 03:57:39.818300000,1645.8025,1645.8183
LF,445.82756,31250.0,28800.0,9.082729442715952,1645.8205,1645.8336,26328.0,33082.0,Echolocation,Nyctalus leisleri,0.303,0.611,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:39.820500000,2025-05-02 03:57:39.820500000,2025-05-02 03:57:39.833600000,1645.8205,1645.8336
LF,446.08456,23437.5,26880.000000000004,16.5143196696047,1646.0745,1646.0874,25468.0,33329.0,Echolocation,Eptesicus serotinus,0.316,0.656,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:40.074500000,2025-05-02 03:57:40.074500000,2025-05-02 03:57:40.087400000,1646.0745,1646.0874
LF,446.212408,31250.0,27839.999999999996,4.969880211731532,1646.2035,1646.2152,26328.0,34146.0,Echolocation,Nyctalus leisleri,0.28,0.639,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:57:40.203500000,2025-05-02 03:57:40.203500000,2025-05-02 03:57:40.215200000,1646.2035,1646.2152
LF,446.248796,31250.0,24960.0,-3.4351965566842093,1646.2335,1646.2499,23750.0,28316.0,Echolocation,Nyctalus leisleri,0.351,0.436,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel1_1200to1800.WAV,LF,2025-05-02 03:57:40.233500000,2025-05-02 03:57:40.233500000,2025-05-02 03:57:40.249900000,1646.2335,1646.2499
LF,446.356048,31250.0,27839.999999999996,5.459550141824695,1646.3455,1646.3578,25468.0,33924.0,Echolocation,Eptesicus serotinus,0.338,0.624,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:57:40.345500000,2025-05-02 03:57:40.345500000,2025-05-02 03:57:40.357800000,1646.3455,1646.3578
LF,446.43204,31250.0,32640.000000000004,1.0997980861745105,1646.4275,1646.4392,25468.0,32619.0,Echolocation,Nyctalus leisleri,0.275,0.451,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:40.427500000,2025-05-02 03:57:40.427500000,2025-05-02 03:57:40.439200000,1646.4275,1646.4392
LF,446.514808,23437.5,26880.000000000004,13.63747882656236,1646.5035,1646.5156,24609.0,33614.0,Echolocation,Eptesicus serotinus,0.428,0.642,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:40.503500000,2025-05-02 03:57:40.503500000,2025-05-02 03:57:40.515600000,1646.5035,1646.5156
LF,446.560584,31250.0,26880.000000000004,3.7800204398747135,1646.5565000000001,1646.5672,25468.0,32040.0,Echolocation,Nyctalus leisleri,0.542,0.67,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:40.556500000,2025-05-02 03:57:40.556500000,2025-05-02 03:57:40.567200000,1646.5565000000001,1646.5672
LF,446.691096,23437.5,25920.0,4.077126244810088,1646.6835,1646.6936,24609.0,31687.0,Echolocation,Nyctalus leisleri,0.343,0.63,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:40.683500000,2025-05-02 03:57:40.683500000,2025-05-02 03:57:40.693600000,1646.6835,1646.6936
LF,446.773036,31250.0,26880.000000000004,5.67371879498347,1646.7665,1646.7799,25468.0,31613.0,Echolocation,Nyctalus leisleri,0.305,0.64,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:57:40.766500000,2025-05-02 03:57:40.766500000,2025-05-02 03:57:40.779900000,1646.7665,1646.7799
LF,446.925288,23437.5,25920.0,15.268049837092368,1646.9155,1646.9279999999999,24609.0,32928.0,Echolocation,Eptesicus serotinus,0.347,0.576,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:40.915500000,2025-05-02 03:57:40.915500000,2025-05-02 03:57:40.928000000,1646.9155,1646.9279999999999
LF,447.066092,23437.5,25920.0,10.79683073934895,1647.0605,1647.0707,24609.0,32907.0,Echolocation,Nyctalus leisleri,0.321,0.644,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:41.060500000,2025-05-02 03:57:41.060500000,2025-05-02 03:57:41.070700000,1647.0605,1647.0707
LF,447.183152,23437.5,24960.0,1.2550050869923717,1647.1785,1647.1958,22890.0,27279.0,Echolocation,Nyctalus leisleri,0.296,0.405,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:41.178500000,2025-05-02 03:57:41.178500000,2025-05-02 03:57:41.195800000,1647.1785,1647.1958
LF,447.206024,23437.5,25920.0,5.780062026984265,1647.2005,1647.212,24609.0,30903.0,Echolocation,Nyctalus leisleri,0.59,0.696,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:57:41.200500000,2025-05-02 03:57:41.200500000,2025-05-02 03:57:41.212000000,1647.2005,1647.212
LF,447.337016,31250.0,30720.0,1.180834204262501,1647.3325,1647.3496,23750.0,29359.0,Echolocation,Nyctalus leisleri,0.323,0.509,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel1_1200to1800.WAV,LF,2025-05-02 03:57:41.332500000,2025-05-02 03:57:41.332500000,2025-05-02 03:57:41.349600000,1647.3325,1647.3496
LF,447.35544,23437.5,26880.000000000004,9.484240399624383,1647.3495,1647.3626,23750.0,33263.0,Echolocation,Eptesicus serotinus,0.409,0.594,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:41.349500000,2025-05-02 03:57:41.349500000,2025-05-02 03:57:41.362600000,1647.3495,1647.3626
LF,447.50266,31250.0,27839.999999999996,5.808566193075504,1647.4945,1647.5065,24609.0,31257.0,Echolocation,Nyctalus leisleri,0.394,0.561,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:41.494500000,2025-05-02 03:57:41.494500000,2025-05-02 03:57:41.506500000,1647.4945,1647.5065
LF,447.60534,23437.5,24960.0,2.177061232948457,1647.6025,1647.6159,22890.0,28367.0,Echolocation,Nyctalus leisleri,0.399,0.542,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel1_1200to1800.WAV,LF,2025-05-02 03:57:41.602500000,2025-05-02 03:57:41.602500000,2025-05-02 03:57:41.615900000,1647.6025,1647.6159
LF,447.645076,23437.5,25920.0,5.7224066866715635,1647.6385,1647.6513,23750.0,31640.0,Echolocation,Nyctalus leisleri,0.372,0.667,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:41.638500000,2025-05-02 03:57:41.638500000,2025-05-02 03:57:41.651300000,1647.6385,1647.6513
LF,447.77092,23437.5,24960.0,2.774163770134162,1647.7625,1647.7776,22890.0,27342.0,Echolocation,Nyctalus leisleri,0.477,0.594,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:41.762500000,2025-05-02 03:57:41.762500000,2025-05-02 03:57:41.777600000,1647.7625,1647.7776
LF,447.789056,23437.5,25920.0,6.050264171671888,1647.7825,1647.7942,23750.0,31393.0,Echolocation,Nyctalus leisleri,0.334,0.656,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:41.782500000,2025-05-02 03:57:41.782500000,2025-05-02 03:57:41.794200000,1647.7825,1647.7942
LF,447.938048,23437.5,24960.0,8.782393362370248,1647.9325,1647.9442,23750.0,30688.0,Echolocation,Nyctalus leisleri,0.496,0.718,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:41.932500000,2025-05-02 03:57:41.932500000,2025-05-02 03:57:41.944200000,1647.9325,1647.9442
LF,448.116364,23437.5,26880.000000000004,6.535102443306224,1648.1085,1648.1199,24609.0,33010.0,Echolocation,Eptesicus serotinus,0.337,0.592,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:42.108500000,2025-05-02 03:57:42.108500000,2025-05-02 03:57:42.119900000,1648.1085,1648.1199
LF,448.142692,23437.5,25920.0,3.224272962807471,1648.1345000000001,1648.1449,24609.0,31418.0,Echolocation,Eptesicus serotinus,0.269,0.554,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:42.134500000,2025-05-02 03:57:42.134500000,2025-05-02 03:57:42.144900000,1648.1345000000001,1648.1449
LF,448.26718,31250.0,26880.000000000004,1.889934439632315,1648.2604999999999,1648.2723,24609.0,30416.0,Echolocation,Nyctalus leisleri,0.259,0.433,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:42.260499999,2025-05-02 03:57:42.260499999,2025-05-02 03:57:42.272300000,1648.2604999999999,1648.2723
LF,448.391792,23437.5,25920.0,3.3663633842121388,1648.3875,1648.399,24609.0,30880.0,Echolocation,Nyctalus leisleri,0.363,0.602,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:42.387500000,2025-05-02 03:57:42.387500000,2025-05-02 03:57:42.399000000,1648.3875,1648.399
LF,448.523172,31250.0,30720.0,1.127296364039021,1648.5185000000001,1648.5313,23750.0,30015.0,Echolocation,Nyctalus leisleri,0.396,0.573,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:42.518500000,2025-05-02 03:57:42.518500000,2025-05-02 03:57:42.531300000,1648.5185000000001,1648.5313
LF,448.673124,31250.0,30720.0,0.1820028228235717,1648.6725000000001,1648.6861,23750.0,30675.0,Echolocation,Nyctalus leisleri,0.328,0.561,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:57:42.672500000,2025-05-02 03:57:42.672500000,2025-05-02 03:57:42.686100000,1648.6725000000001,1648.6861
LF,448.806104,31250.0,26880.000000000004,2.784565516292883,1648.7995,1648.8116,25468.0,32315.0,Echolocation,Nyctalus leisleri,0.337,0.577,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:57:42.799500000,2025-05-02 03:57:42.799500000,2025-05-02 03:57:42.811600000,1648.7995,1648.8116
LF,448.865148,23437.5,24960.0,0.6386397476701361,1648.8555000000001,1648.8687,23750.0,29917.0,Echolocation,Nyctalus leisleri,0.324,0.519,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:42.855500000,2025-05-02 03:57:42.855500000,2025-05-02 03:57:42.868700000,1648.8555000000001,1648.8687
LF,448.935048,31250.0,26880.000000000004,1.811075130176114,1648.9315000000001,1648.9424,23750.0,30660.0,Echolocation,Eptesicus serotinus,0.223,0.466,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:42.931500000,2025-05-02 03:57:42.931500000,2025-05-02 03:57:42.942400000,1648.9315000000001,1648.9424
LF,448.97742,23437.5,24960.0,1.636752911284888,1648.9705,1648.9843,22890.0,28190.0,Echolocation,Nyctalus leisleri,0.507,0.639,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:42.970500000,2025-05-02 03:57:42.970500000,2025-05-02 03:57:42.984300000,1648.9705,1648.9843
LF,449.066184,31250.0,32640.000000000004,1.5881386298823608,1649.0645,1649.0747999999999,25468.0,31555.0,Echolocation,Nyctalus leisleri,0.446,0.583,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:43.064500000,2025-05-02 03:57:43.064500000,2025-05-02 03:57:43.074799999,1649.0645,1649.0747999999999
LF,449.095648,31250.0,32640.000000000004,2.028587531621861,1649.0875,1649.0994,25468.0,32522.0,Echolocation,Eptesicus serotinus,0.254,0.528,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:43.087500000,2025-05-02 03:57:43.087500000,2025-05-02 03:57:43.099400000,1649.0875,1649.0994
LF,449.2105,31250.0,31680.0,0.8158970058259583,1649.1995,1649.2109,25468.0,31367.0,Echolocation,Nyctalus leisleri,0.348,0.523,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:43.199500000,2025-05-02 03:57:43.199500000,2025-05-02 03:57:43.210900000,1649.1995,1649.2109
LF,449.305204,31250.0,24000.0,0.0431847272914249,1649.2995,1649.3125,22890.0,28218.0,Echolocation,Nyctalus leisleri,0.244,0.385,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:43.299500000,2025-05-02 03:57:43.299500000,2025-05-02 03:57:43.312500000,1649.2995,1649.3125
LF,449.336496,31250.0,31680.0,1.9605195530338848,1649.3315,1649.3414,25468.0,33827.0,Echolocation,Nyctalus leisleri,0.304,0.638,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:57:43.331500000,2025-05-02 03:57:43.331500000,2025-05-02 03:57:43.341400000,1649.3315,1649.3414
LF,449.390324,31250.0,31680.0,0.1017994062770179,1649.3785,1649.3921,26328.0,31766.0,Echolocation,Nyctalus leisleri,0.212,0.351,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:57:43.378500000,2025-05-02 03:57:43.378500000,2025-05-02 03:57:43.392100000,1649.3785,1649.3921
LF,449.589672,31250.0,32640.000000000004,2.588458262259554,1649.5875,1649.5972,25468.0,32265.0,Echolocation,Nyctalus leisleri,0.48,0.64,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:43.587500000,2025-05-02 03:57:43.587500000,2025-05-02 03:57:43.597200000,1649.5875,1649.5972
LF,449.711184,31250.0,33600.0,1.4666612649802704,1649.7095,1649.7198,26328.0,34234.0,Echolocation,Nyctalus leisleri,0.237,0.443,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:43.709500000,2025-05-02 03:57:43.709500000,2025-05-02 03:57:43.719800000,1649.7095,1649.7198
LF,449.824624,31250.0,31680.0,1.1810706624133362,1649.8205,1649.8306,25468.0,32268.0,Echolocation,Nyctalus leisleri,0.446,0.596,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:43.820500000,2025-05-02 03:57:43.820500000,2025-05-02 03:57:43.830600000,1649.8205,1649.8306
LF,449.947748,31250.0,26880.000000000004,6.176820243253019,1649.9465,1649.9569000000001,25468.0,32160.0,Echolocation,Nyctalus leisleri,0.563,0.689,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:43.946500000,2025-05-02 03:57:43.946500000,2025-05-02 03:57:43.956900000,1649.9465,1649.9569000000001
LF,450.07504,31250.0,27839.999999999996,4.5768133648989275,1650.0725,1650.0834,25468.0,31930.0,Echolocation,Nyctalus leisleri,0.535,0.649,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:44.072500000,2025-05-02 03:57:44.072500000,2025-05-02 03:57:44.083400000,1650.0725,1650.0834
LF,450.209536,23437.5,25920.0,13.33640324651569,1650.2035,1650.2146,24609.0,32517.0,Echolocation,Nyctalus leisleri,0.501,0.717,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:57:44.203500000,2025-05-02 03:57:44.203500000,2025-05-02 03:57:44.214600000,1650.2035,1650.2146
LF,450.331048,31250.0,31680.0,5.273713610870683,1650.3245,1650.3352,26328.0,35472.0,Echolocation,Eptesicus serotinus,0.305,0.666,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:57:44.324500000,2025-05-02 03:57:44.324500000,2025-05-02 03:57:44.335200000,1650.3245,1650.3352
LF,450.45574,31250.0,30720.0,2.05201820227133,1650.4505,1650.4615,25468.0,31592.0,Echolocation,Nyctalus leisleri,0.384,0.557,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:57:44.450500000,2025-05-02 03:57:44.450500000,2025-05-02 03:57:44.461500000,1650.4505,1650.4615
LF,450.491948,31250.0,31680.0,1.6386069239188543,1650.4904999999999,1650.5007,27187.0,34014.0,Echolocation,Nyctalus leisleri,0.221,0.419,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:57:44.490500000,2025-05-02 03:57:44.490500000,2025-05-02 03:57:44.500700000,1650.4904999999999,1650.5007
LF,450.559568,31250.0,25920.0,4.577543796159052,1650.5525,1650.5638,24609.0,31263.0,Echolocation,Nyctalus leisleri,0.505,0.675,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:57:44.552500000,2025-05-02 03:57:44.552500000,2025-05-02 03:57:44.563800000,1650.5525,1650.5638
LF,450.652464,31250.0,31680.0,1.106235269327838,1650.6475,1650.6618,26328.0,31062.0,Echolocation,Nyctalus leisleri,0.272,0.388,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:57:44.647500000,2025-05-02 03:57:44.647500000,2025-05-02 03:57:44.661800000,1650.6475,1650.6618
LF,451.01552,31250.0,30720.0,1.0541385777117942,1651.0085,1651.0194000000001,24609.0,30554.0,Echolocation,Nyctalus leisleri,0.315,0.492,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:45.008500000,2025-05-02 03:57:45.008500000,2025-05-02 03:57:45.019400000,1651.0085,1651.0194000000001
LF,452.664744,31250.0,33600.0,0.716640580542204,1652.6625,1652.6728,27187.0,35279.0,Echolocation,Eptesicus serotinus,0.203,0.389,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:57:46.662500000,2025-05-02 03:57:46.662500000,2025-05-02 03:57:46.672800000,1652.6625,1652.6728
