Manually-Verified Phonic Group	peak_frequency	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	58560.0	11.146496980362784	1140.1515	1140.1602	58125	64293	Pipistrellus pygmaeus	0.023	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
HF	45120.0	16.842029553384254	1195.0475	1195.0528	30625	61465	Myotis brandtii	0.015	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	25	Waveform 1	1
HF	48000.0	13.706945070279906	1195.5615	1195.5688	49531	54153	Pipistrellus pipistrellus	0.021	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	26	Waveform 1	1
HF	48000.0	12.700297347295557	1195.7785	1195.7859	49531	56883	Pipistrellus pipistrellus	0.015	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	27	Waveform 1	1
HF	48000.0	11.024655496273157	1196.0785	1196.0854	49531	55721	Pipistrellus pipistrellus	0.015	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	28	Waveform 1	1
HF	51840.0	17.354382207285695	1196.2625	1196.2702	52109	58088	Pipistrellus pygmaeus	0.055	0.063	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	29	Waveform 1	1
HF	55680.0	12.425619584324938	1196.3635	1196.3712	55546	62207	Pipistrellus pygmaeus	0.035	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	30	Waveform 1	1
HF	48000.0	17.618724249661167	1196.6595	1196.6656	49531	60599	Pipistrellus pipistrellus	0.019	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	31	Waveform 1	1
HF	52800.0	21.06039227861215	1196.7545	1196.7606	51250	59403	Pipistrellus pipistrellus	0.026	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	32	Waveform 1	1
HF	53760.0	19.50675376197692	1197.2355	1197.2451	53828	59683	Pipistrellus pygmaeus	0.069	0.072	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	33	Waveform 1	1
HF	52800.0	17.86453178609458	1198.2175	1198.2294	52968	59005	Pipistrellus pygmaeus	0.036	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	34	Waveform 1	1
HF	42240.0	16.810039622538195	1198.6995	1198.7061	28906	52564	Myotis daubentonii	0.012	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	35	Waveform 1	1
HF	40320.0	10.79180458736117	1199.9205	1199.9262	29765	55042	Myotis daubentonii	0.013	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	36	Waveform 1	1
HF	46080.0	21.593209812715045	1208.5355	1208.541	30625	65903	Myotis brandtii	0.013	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	37	Waveform 1	1
HF	53760.0	13.953270133854314	1208.9305	1208.9371	52109	57371	Pipistrellus pipistrellus	0.021	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	38	Waveform 1	1
HF	53760.0	12.33623471469848	1209.0195	1209.0275	53828	58455	Pipistrellus pygmaeus	0.023	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	39	Waveform 1	1
HF	52800.0	23.469226576311897	1209.1125	1209.1188	51250	57817	Pipistrellus pygmaeus	0.015	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	40	Waveform 1	1
HF	52800.0	12.471322519779912	1209.2065	1209.2127	52109	57391	Pipistrellus pygmaeus	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	41	Waveform 1	1
HF	52800.0	25.073329350344597	1209.6655	1209.672	50390	58928	Pipistrellus pipistrellus	0.033	0.064	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	42	Waveform 1	1
HF	52800.0	17.99847131439286	1209.7525	1209.7592	52968	60717	Pipistrellus pygmaeus	0.027	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	43	Waveform 1	1
HF	57600.0	14.104943533374517	1209.8375	1209.8478	58125	65617	Pipistrellus pygmaeus	0.042	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	44	Waveform 1	1
HF	52800.0	12.924438797432192	1209.9125	1209.9216	53828	58661	Pipistrellus pygmaeus	0.041	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	45	Waveform 1	1
HF	44160.0	10.0066251331992	1210.2405	1210.2459	28906	71376	Myotis brandtii	0.017	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	46	Waveform 1	1
HF	45120.0	12.142647389232383	1210.9815	1210.987	28906	76451	Myotis brandtii	0.025	0.062	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	47	Waveform 1	1
HF	52800.0	11.974429762053171	1211.0545	1211.0622	51250	55798	Pipistrellus pygmaeus	0.028	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	48	Waveform 1	1
HF	44160.0	19.192408558601933	1211.1355	1211.1409	28906	69799	Myotis brandtii	0.019	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	49	Waveform 1	1
HF	48960.0	10.848434346037529	1229.2625	1229.269	49531	52974	Pipistrellus pipistrellus	0.015	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	50	Waveform 1	1
HF	43200.0	11.494505321116538	1287.2515	1287.258	29765	46071	Myotis daubentonii	0.011	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	51	Waveform 1	1
HF	45120.0	10.68050476174644	1446.0015	1446.0082	30625	55695	Myotis daubentonii	0.007	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	52	Waveform 1	1
HF	45120.0	17.406981101438568	1460.4265	1460.432	29765	58680	Myotis brandtii	0.012	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	53	Waveform 1	1
HF	45120.0	16.009718997605006	1460.7025	1460.7084	30625	57417	Myotis brandtii	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	54	Waveform 1	1
HF	55680.0	10.72032648894401	1464.7755	1464.781	55546	63683	Pipistrellus pygmaeus	0.03	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	55	Waveform 1	1
HF	56640.0	17.439351148351378	1465.3025	1465.3095	56406	68407	Pipistrellus pygmaeus	0.037	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	56	Waveform 1	1
HF	55680.0	18.16580454940804	1465.5205	1465.5252	54687	67956	Pipistrellus pipistrellus	0.036	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	57	Waveform 1	1
HF	59520.0	14.23159092417663	1465.5785	1465.5841	56406	66938	Pipistrellus pygmaeus	0.057	0.092	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	58	Waveform 1	1
HF	57600.0	15.98996957862452	1465.7695	1465.7759	54687	67131	Pipistrellus pipistrellus	0.044	0.078	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	59	Waveform 1	1
HF	53760.0	11.147746258793328	1466.1915	1466.197	32343	83231	Myotis mystacinus	0.018	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	60	Waveform 1	1
HF	53760.0	13.509926938829125	1466.6625	1466.6743	55546	61972	Pipistrellus pygmaeus	0.033	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	61	Waveform 1	1
HF	48960.0	13.6006120100124	1492.3785	1492.3841	48671	59807	Pipistrellus pipistrellus	0.035	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	62	Waveform 1	1
HF	41280.0	19.732123420747318	1492.5995	1492.6059	29765	48928	Myotis bechsteinii	0.006	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	63	Waveform 1	1
HF	51840.0	20.13105772231292	1493.2295	1493.2354	51250	59203	Pipistrellus pipistrellus	0.019	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	64	Waveform 1	1
HF	43200.0	21.04001097901749	1493.5625	1493.5688	31484	53643	Myotis brandtii	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	65	Waveform 1	1
HF	48000.0	12.60218866296382	1493.7885	1493.7946	49531	58484	Pipistrellus pipistrellus	0.029	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	66	Waveform 1	1
HF	45120.0	17.475114941755624	1494.1065	1494.1123	29765	53715	Myotis daubentonii	0.009	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	67	Waveform 1	1
HF	41280.0	10.84553806452002	1501.0535	1501.0596	29765	49014	Myotis bechsteinii	0.005	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	68	Waveform 1	1
HF	47040.0	13.369769764906849	1501.3395	1501.3461	46953	55830	Pipistrellus pipistrellus	0.012	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	69	Waveform 1	1
HF	47040.0	13.061130067509184	1501.7735	1501.78	47812	53753	Pipistrellus pipistrellus	0.013	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	70	Waveform 1	1
HF	48000.0	13.547521508996576	1502.4195	1502.4254	49531	54439	Pipistrellus pipistrellus	0.035	0.057	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	71	Waveform 1	1
HF	41280.0	13.383766640653816	1502.5315	1502.5379	28906	50972	Myotis daubentonii	0.011	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	72	Waveform 1	1
HF	48960.0	10.982848078197042	1521.5425	1521.548	33203	71601	Myotis brandtii	0.008	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	73	Waveform 1	1
HF	43200.0	11.29969998708874	1585.0085	1585.0148	30625	53771	Myotis bechsteinii	0.012	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	74	Waveform 1	1
HF	41280.0	17.79466199089384	1585.6155	1585.6238	31484	51481	Myotis bechsteinii	0.012	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	75	Waveform 1	1
HF	41280.0	13.320047229946898	1585.8235	1585.8302	30625	50666	Myotis brandtii	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	76	Waveform 1	1
HF	43200.0	10.248866429472468	1614.9115	1614.9182	30625	55382	Myotis brandtii	0.009	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	77	Waveform 1	1
HF	44160.0	16.458486800006845	1615.0195	1615.0263	31484	54767	Myotis brandtii	0.008	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	78	Waveform 1	1
HF	42240.0	17.082234420759622	1615.7035	1615.7098	30625	55828	Myotis bechsteinii	0.009	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	79	Waveform 1	1
HF	43200.0	10.362607155251366	1615.7905	1615.7961	31484	51685	Myotis brandtii	0.01	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	80	Waveform 1	1
HF	43200.0	15.84552665076151	1616.0905	1616.0964	30625	51604	Myotis bechsteinii	0.008	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	81	Waveform 1	1
HF	45120.0	17.31115936441508	1616.1855	1616.1921	31484	56399	Myotis bechsteinii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	82	Waveform 1	1
HF	44160.0	12.775219839213586	1616.6495	1616.6548	31484	59501	Myotis brandtii	0.011	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	83	Waveform 1	1
HF	46080.0	19.578153116310176	1616.9955	1617.0024	30625	53658	Myotis bechsteinii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	84	Waveform 1	1
HF	45120.0	16.153918095854834	1617.2425	1617.249	32343	53984	Myotis brandtii	0.008	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	85	Waveform 1	1
HF	43200.0	13.018198309198246	1630.0235	1630.0295	30625	52121	Myotis brandtii	0.008	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	86	Waveform 1	1
HF	43200.0	15.493044554294482	1630.3015	1630.3079	30625	56784	Myotis brandtii	0.009	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	87	Waveform 1	1
HF	42240.0	10.437086120066182	1630.5015	1630.5078	31484	54058	Myotis brandtii	0.009	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	88	Waveform 1	1
HF	45120.0	11.877140340959157	1630.7035	1630.7103	30625	58695	Myotis bechsteinii	0.015	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	89	Waveform 1	1
HF	45120.0	10.390235901729575	1631.7955	1631.8016	31484	51730	Myotis brandtii	0.008	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	90	Waveform 1	1
HF	43200.0	17.177241791187505	1631.8945	1631.9019	30625	49251	Myotis bechsteinii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	91	Waveform 1	1
HF	48000.0	10.835084672045072	1632.0525	1632.0583	49531	58619	Pipistrellus pipistrellus	0.024	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	92	Waveform 1	1
HF	48960.0	10.63624741764838	1632.3715	1632.3792	50390	55794	Pipistrellus pipistrellus	0.016	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	93	Waveform 1	1
HF	45120.0	12.207448628376556	1633.0315	1633.0374	30625	64741	Myotis brandtii	0.016	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	94	Waveform 1	1
HF	47040.0	11.72875694140962	1693.2065	1693.2127	35781	62539	Myotis brandtii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	95	Waveform 1	1
HF	45120.0	13.779599644708576	1694.0155	1694.0217	30625	56388	Myotis brandtii	0.016	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	96	Waveform 1	1
HF	45120.0	13.965962844822752	1695.0305	1695.0363	30625	57780	Myotis brandtii	0.012	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	97	Waveform 1	1
HF	48960.0	11.77436515843544	1695.4805	1695.4872	48671	57281	Pipistrellus pipistrellus	0.027	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	98	Waveform 1	1
HF	48960.0	12.684288957579785	1695.7165	1695.7236	49531	55023	Pipistrellus pipistrellus	0.025	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	99	Waveform 1	1
HF	48000.0	18.40616025369692	1705.0685	1705.0749	46953	55939	Pipistrellus pipistrellus	0.04	0.059	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	100	Waveform 1	1
HF	44160.0	13.85630163533066	1705.5925	1705.598	30625	52309	Myotis bechsteinii	0.01	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	101	Waveform 1	1
HF	48960.0	15.187264818052157	1705.8145	1705.8212	50390	56015	Pipistrellus pipistrellus	0.031	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	102	Waveform 1	1
HF	52800.0	10.652457367336972	1707.0605	1707.0674	52968	58822	Pipistrellus pygmaeus	0.047	0.055	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	103	Waveform 1	1
HF	47040.0	14.973723675747063	1707.2795	1707.2861	30625	52265	Myotis bechsteinii	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	104	Waveform 1	1
HF	44160.0	15.586032862230416	1707.3575	1707.364	32343	51434	Myotis brandtii	0.009	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	105	Waveform 1	1
HF	48960.0	14.97651313331288	1707.4325	1707.4392	50390	57622	Pipistrellus pipistrellus	0.029	0.052	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	106	Waveform 1	1
HF	48000.0	12.383337605064485	1707.5115	1707.5177	49531	53924	Pipistrellus pipistrellus	0.03	0.056	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	107	Waveform 1	1
HF	55680.0	10.572371187431193	1708.4285	1708.4372	54687	59764	Pipistrellus pygmaeus	0.042	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	108	Waveform 1	1
HF	55680.0	12.145446162333034	1745.9375	1745.9433	54687	61634	Pipistrellus pygmaeus	0.062	0.069	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	109	Waveform 1	1
HF	55680.0	10.045728454537372	1746.1685	1746.1774	55546	63142	Pipistrellus pygmaeus	0.025	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	110	Waveform 1	1
HF	48000.0	13.885598491118692	1765.0075	1765.0127	33203	74443	Myotis bechsteinii	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	111	Waveform 1	1
