,datetime_UTC,site_name,recover_folder,audiomoth_num,sd_card_num,file_path,file_metadata,file_status,audiomoth_temperature,audiomoth_battery,sample_rate,audiomoth_artist_ID,file_duration,Deployment notes
655,2025-01-18 07:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_070000.WAV,Recorded at 07:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.0C.,Usable for detection,-1.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
656,2025-01-18 07:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_071000.WAV,Recorded at 07:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -0.9C.,Usable for detection,-0.9C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
657,2025-01-18 07:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_072000.WAV,Recorded at 07:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.2C.,Usable for detection,-1.2C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
658,2025-01-18 07:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_073000.WAV,Recorded at 07:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.2C.,Usable for detection,-1.2C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
659,2025-01-18 07:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_074000.WAV,Recorded at 07:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.7C.,Usable for detection,-1.7C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
660,2025-01-18 07:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_075000.WAV,Recorded at 07:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.7C.,Usable for detection,-1.7C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
661,2025-01-18 08:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_080000.WAV,Recorded at 08:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.2C.,Usable for detection,-1.2C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
662,2025-01-18 08:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_081000.WAV,Recorded at 08:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.5C.,Usable for detection,-1.5C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
663,2025-01-18 08:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_082000.WAV,Recorded at 08:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.5C.,Usable for detection,-1.5C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
664,2025-01-18 08:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_083000.WAV,Recorded at 08:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.5C.,Usable for detection,-1.5C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
665,2025-01-18 08:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_084000.WAV,Recorded at 08:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.2C.,Usable for detection,-1.2C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
666,2025-01-18 08:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_085000.WAV,Recorded at 08:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
667,2025-01-18 09:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_090000.WAV,Recorded at 09:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.7C.,Usable for detection,-1.7C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
668,2025-01-18 09:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_091000.WAV,Recorded at 09:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
669,2025-01-18 09:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_092000.WAV,Recorded at 09:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
670,2025-01-18 09:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_093000.WAV,Recorded at 09:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
671,2025-01-18 09:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_094000.WAV,Recorded at 09:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
672,2025-01-18 09:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_095000.WAV,Recorded at 09:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
673,2025-01-18 10:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_100000.WAV,Recorded at 10:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
674,2025-01-18 10:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_101000.WAV,Recorded at 10:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
675,2025-01-18 10:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_102000.WAV,Recorded at 10:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.7C.,Usable for detection,-1.7C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
676,2025-01-18 10:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_103000.WAV,Recorded at 10:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
677,2025-01-18 10:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_104000.WAV,Recorded at 10:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.5C.,Usable for detection,-2.5C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
678,2025-01-18 10:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_105000.WAV,Recorded at 10:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
679,2025-01-18 11:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_110000.WAV,Recorded at 11:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.6C.,Usable for detection,-2.6C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
680,2025-01-18 11:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_111000.WAV,Recorded at 11:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
681,2025-01-18 11:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_112000.WAV,Recorded at 11:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.9C.,Usable for detection,-2.9C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
682,2025-01-18 11:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_113000.WAV,Recorded at 11:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
683,2025-01-18 11:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_114000.WAV,Recorded at 11:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
684,2025-01-18 11:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_115000.WAV,Recorded at 11:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.5C.,Usable for detection,-2.5C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
685,2025-01-18 12:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_120000.WAV,Recorded at 12:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
686,2025-01-18 12:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_121000.WAV,Recorded at 12:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.5C.,Usable for detection,-2.5C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
687,2025-01-18 12:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_122000.WAV,Recorded at 12:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
688,2025-01-18 12:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_123000.WAV,Recorded at 12:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
689,2025-01-18 12:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_124000.WAV,Recorded at 12:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
690,2025-01-18 12:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_125000.WAV,Recorded at 12:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
691,2025-01-18 13:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_130000.WAV,Recorded at 13:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
692,2025-01-18 13:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_131000.WAV,Recorded at 13:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
693,2025-01-18 13:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_132000.WAV,Recorded at 13:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.7C.,Usable for detection,-1.7C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
694,2025-01-18 13:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_133000.WAV,Recorded at 13:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
695,2025-01-18 13:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_134000.WAV,Recorded at 13:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
696,2025-01-18 13:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_135000.WAV,Recorded at 13:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
697,2025-01-18 14:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_140000.WAV,Recorded at 14:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
698,2025-01-18 14:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_141000.WAV,Recorded at 14:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
699,2025-01-18 14:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_142000.WAV,Recorded at 14:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
700,2025-01-18 14:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_143000.WAV,Recorded at 14:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
701,2025-01-18 14:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_144000.WAV,Recorded at 14:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
702,2025-01-18 14:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_145000.WAV,Recorded at 14:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
703,2025-01-18 15:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_150000.WAV,Recorded at 15:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.6C.,Usable for detection,-2.6C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
704,2025-01-18 15:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_151000.WAV,Recorded at 15:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
705,2025-01-18 15:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_152000.WAV,Recorded at 15:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.5C.,Usable for detection,-2.5C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
706,2025-01-18 15:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_153000.WAV,Recorded at 15:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
707,2025-01-18 15:40:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_154000.WAV,Recorded at 15:40:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.6C.,Usable for detection,-2.6C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
708,2025-01-18 15:50:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_155000.WAV,Recorded at 15:50:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
709,2025-01-18 16:00:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_160000.WAV,Recorded at 16:00:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.1C.,Usable for detection,-2.1C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
710,2025-01-18 16:10:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_161000.WAV,Recorded at 16:10:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
711,2025-01-18 16:20:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_162000.WAV,Recorded at 16:20:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
712,2025-01-18 16:30:00,Telephone Field,recover-20250127,L,22,/mnt/ubna_data_04/recover-20250127/UBNA_022/20250118_163000.WAV,Recorded at 16:30:00 18/01/2025 (UTC) by AudioMoth 242A260463FACFE7 at medium gain while battery was 3.8V and temperature was -2.0C.,Usable for detection,-2.0C,3.8V,192000,AudioMoth 242A260463FACFE7,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
