,datetime_UTC,site_name,recover_folder,audiomoth_num,sd_card_num,file_path,file_metadata,file_status,audiomoth_temperature,audiomoth_battery,sample_rate,audiomoth_artist_ID,file_duration,Deployment notes
3137,2025-01-24 14:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_145000.WAV,Recorded at 14:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -1.7C.,Usable for detection,-1.7C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3138,2025-01-24 15:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_150000.WAV,Recorded at 15:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -1.3C.,Usable for detection,-1.3C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3139,2025-01-24 15:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_151000.WAV,Recorded at 15:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -1.3C.,Usable for detection,-1.3C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3140,2025-01-24 15:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_152000.WAV,Recorded at 15:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -1.3C.,Usable for detection,-1.3C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3141,2025-01-24 15:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_153000.WAV,Recorded at 15:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -1.2C.,Usable for detection,-1.2C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3142,2025-01-24 15:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_154000.WAV,Recorded at 15:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3143,2025-01-24 15:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_155000.WAV,Recorded at 15:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -1.8C.,Usable for detection,-1.8C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3144,2025-01-24 16:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_160000.WAV,Recorded at 16:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -2.6C.,Usable for detection,-2.6C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3145,2025-01-24 16:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_161000.WAV,Recorded at 16:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3146,2025-01-24 16:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_162000.WAV,Recorded at 16:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.8V and temperature was -2.3C.,Usable for detection,-2.3C,3.8V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3147,2025-01-24 16:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_163000.WAV,Recorded at 16:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was -2.3C.,Usable for detection,-2.3C,3.7V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3148,2025-01-24 16:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_164000.WAV,Recorded at 16:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was -1.2C.,Usable for detection,-1.2C,3.7V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3149,2025-01-24 16:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_165000.WAV,Recorded at 16:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was -0.4C.,Usable for detection,-0.4C,3.7V,192000,AudioMoth 249C600363FA4C61,300.001940104167,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3150,2025-01-24 17:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_170000.WAV,Recorded at 17:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was 0.4C.,Usable for detection, 0.4C,3.7V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3151,2025-01-24 17:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_171000.WAV,Recorded at 17:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was 1.5C.,Usable for detection, 1.5C,3.7V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3152,2025-01-24 17:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_172000.WAV,Recorded at 17:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 2.5C.,Usable for detection, 2.5C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3153,2025-01-24 17:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_173000.WAV,Recorded at 17:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 3.9C.,Usable for detection, 3.9C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3154,2025-01-24 17:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_174000.WAV,Recorded at 17:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.4C.,Usable for detection, 4.4C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3155,2025-01-24 17:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_175000.WAV,Recorded at 17:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.0C.,Usable for detection, 4.0C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3156,2025-01-24 18:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_180000.WAV,Recorded at 18:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 3.9C.,Usable for detection, 3.9C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3157,2025-01-24 18:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_181000.WAV,Recorded at 18:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 3.4C.,Usable for detection, 3.4C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3158,2025-01-24 18:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_182000.WAV,Recorded at 18:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 3.6C.,Usable for detection, 3.6C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3159,2025-01-24 18:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_183000.WAV,Recorded at 18:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was 3.7C.,Usable for detection, 3.7C,3.7V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3160,2025-01-24 18:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_184000.WAV,Recorded at 18:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was 4.0C.,Usable for detection, 4.0C,3.7V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3161,2025-01-24 18:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_185000.WAV,Recorded at 18:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was 4.0C.,Usable for detection, 4.0C,3.7V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3162,2025-01-24 19:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_190000.WAV,Recorded at 19:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.2C.,Usable for detection, 5.2C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3163,2025-01-24 19:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_191000.WAV,Recorded at 19:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.5C.,Usable for detection, 4.5C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3164,2025-01-24 19:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_192000.WAV,Recorded at 19:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.0C.,Usable for detection, 5.0C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3165,2025-01-24 19:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_193000.WAV,Recorded at 19:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.0C.,Usable for detection, 5.0C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3166,2025-01-24 19:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_194000.WAV,Recorded at 19:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.7C.,Usable for detection, 4.7C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3167,2025-01-24 19:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_195000.WAV,Recorded at 19:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.5C.,Usable for detection, 4.5C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3168,2025-01-24 20:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_200000.WAV,Recorded at 20:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.5C.,Usable for detection, 4.5C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3169,2025-01-24 20:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_201000.WAV,Recorded at 20:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.4C.,Usable for detection, 4.4C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3170,2025-01-24 20:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_202000.WAV,Recorded at 20:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.4C.,Usable for detection, 4.4C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3171,2025-01-24 20:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_203000.WAV,Recorded at 20:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.5C.,Usable for detection, 4.5C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3172,2025-01-24 20:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_204000.WAV,Recorded at 20:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.5C.,Usable for detection, 5.5C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3173,2025-01-24 20:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_205000.WAV,Recorded at 20:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.2C.,Usable for detection, 5.2C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3174,2025-01-24 21:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_210000.WAV,Recorded at 21:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.0C.,Usable for detection, 5.0C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3175,2025-01-24 21:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_211000.WAV,Recorded at 21:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.2C.,Usable for detection, 5.2C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3176,2025-01-24 21:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_212000.WAV,Recorded at 21:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.0C.,Usable for detection, 5.0C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3177,2025-01-24 21:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_213000.WAV,Recorded at 21:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.6C.,Usable for detection, 5.6C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3178,2025-01-24 21:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_214000.WAV,Recorded at 21:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.6C.,Usable for detection, 5.6C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3179,2025-01-24 21:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_215000.WAV,Recorded at 21:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 7.1C.,Usable for detection, 7.1C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3180,2025-01-24 22:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_220000.WAV,Recorded at 22:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 6.6C.,Usable for detection, 6.6C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3181,2025-01-24 22:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_221000.WAV,Recorded at 22:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 6.3C.,Usable for detection, 6.3C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3182,2025-01-24 22:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_222000.WAV,Recorded at 22:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 6.0C.,Usable for detection, 6.0C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3183,2025-01-24 22:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_223000.WAV,Recorded at 22:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.8C.,Usable for detection, 5.8C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3184,2025-01-24 22:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_224000.WAV,Recorded at 22:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.8C.,Usable for detection, 4.8C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3185,2025-01-24 22:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_225000.WAV,Recorded at 22:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.8C.,Usable for detection, 4.8C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3186,2025-01-24 23:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_230000.WAV,Recorded at 23:00:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.7C.,Usable for detection, 4.7C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3187,2025-01-24 23:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_231000.WAV,Recorded at 23:10:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 5.0C.,Usable for detection, 5.0C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3188,2025-01-24 23:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_232000.WAV,Recorded at 23:20:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.2C.,Usable for detection, 4.2C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3189,2025-01-24 23:30:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_233000.WAV,Recorded at 23:30:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 4.4C.,Usable for detection, 4.4C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3190,2025-01-24 23:40:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_234000.WAV,Recorded at 23:40:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 3.7C.,Usable for detection, 3.7C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3191,2025-01-24 23:50:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250124_235000.WAV,Recorded at 23:50:00 24/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 3.7C.,Usable for detection, 3.7C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3192,2025-01-25 00:00:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250125_000000.WAV,Recorded at 00:00:00 25/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.7V and temperature was 3.6C.,Usable for detection, 3.6C,3.7V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3193,2025-01-25 00:10:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250125_001000.WAV,Recorded at 00:10:00 25/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 3.6C.,Usable for detection, 3.6C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
3194,2025-01-25 00:20:00,Central Pond,recover-20250127,R,24,/mnt/ubna_data_04/recover-20250127/UBNA_024/20250125_002000.WAV,Recorded at 00:20:00 25/01/2025 (UTC) by AudioMoth 249C600363FA4C61 at medium gain while battery was 3.6V and temperature was 2.9C.,Usable for detection, 2.9C,3.6V,192000,AudioMoth 249C600363FA4C61,300.0019375,Ikea Batteries 0:00-24:00 UTC; All new batteries; all 9-battery; 24/7 5on 5off; 256GB SD cards
