KMEANS_CLASSES,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,freq_group,call_start_time,cycle_ref_time,call_end_time,start_time_wrt_ref,end_time_wrt_ref
LF,6.800484,23437.5,22080.0,6.525949607132836,606.7995,606.8161,21171.0,24139.0,Nyctalus leisleri,0.385,0.403,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel5_600to1200.WAV,LF,2025-05-02 03:40:20.799500000,2025-05-02 03:40:20.799500000,2025-05-02 03:40:20.816100000,606.7995,606.8161
LF,15.964012,31250.0,31680.0,0.1533508620908589,615.9605,615.9711,29765.0,34958.0,Eptesicus serotinus,0.164,0.363,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:40:29.960500000,2025-05-02 03:40:29.960500000,2025-05-02 03:40:29.971100000,615.9605,615.9711
LF,20.553952,31250.0,32640.000000000004,0.332914627858738,620.5505,620.5606,29765.0,35128.0,Eptesicus serotinus,0.169,0.365,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:40:34.550500000,2025-05-02 03:40:34.550500000,2025-05-02 03:40:34.560600000,620.5505,620.5606
LF,25.070376,31250.0,30720.0,0.358835047076021,625.0675,625.0784,29765.0,35225.0,Eptesicus serotinus,0.173,0.363,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:40:39.067500000,2025-05-02 03:40:39.067500000,2025-05-02 03:40:39.078400000,625.0675,625.0784
LF,60.140332,31250.0,32640.000000000004,0.4345317069889003,660.1375,660.1471,28906.0,36343.0,Eptesicus serotinus,0.263,0.48,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:41:14.137500000,2025-05-02 03:41:14.137500000,2025-05-02 03:41:14.147100000,660.1375,660.1471
LF,65.852496,31250.0,31680.0,0.5925196154538199,665.8505,665.8606,28906.0,36078.0,Eptesicus serotinus,0.211,0.376,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:41:19.850500000,2025-05-02 03:41:19.850500000,2025-05-02 03:41:19.860600000,665.8505,665.8606
LF,183.509208,31250.0,31680.0,-0.0976473954105439,783.5065,783.5188,29765.0,34184.0,Nyctalus leisleri,0.207,0.36,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:43:17.506500000,2025-05-02 03:43:17.506500000,2025-05-02 03:43:17.518800000,783.5065,783.5188
LF,262.442636,31250.0,31680.0,0.0845342523319244,862.4395,862.4507,29765.0,34726.0,Nyctalus leisleri,0.212,0.396,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:44:36.439500000,2025-05-02 03:44:36.439500000,2025-05-02 03:44:36.450700000,862.4395,862.4507
LF,294.289776,31250.0,31680.0,0.0380635040258075,894.2864999999999,894.297,28906.0,35396.0,Eptesicus serotinus,0.177,0.359,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel0_600to1200.WAV,LF,2025-05-02 03:45:08.286499999,2025-05-02 03:45:08.286499999,2025-05-02 03:45:08.297000000,894.2864999999999,894.297
LF,411.435416,23437.5,25920.0,4.73277278222425,1011.4304999999999,1011.4416,22890.0,29205.0,Eptesicus serotinus,0.147,0.374,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel2_600to1200.WAV,LF,2025-05-02 03:47:05.430499999,2025-05-02 03:47:05.430499999,2025-05-02 03:47:05.441600000,1011.4304999999999,1011.4416
LF,412.633992,23437.5,24000.0,0.5855323372065312,1012.6275,1012.6451999999999,22031.0,26202.0,Nyctalus leisleri,0.212,0.362,-1,Echolocation,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_600to1200/hour_0_channel2_600to1200.WAV,LF,2025-05-02 03:47:06.627500000,2025-05-02 03:47:06.627500000,2025-05-02 03:47:06.645199999,1012.6275,1012.6451999999999
