Manually-Verified Phonic Group	peak_frequency	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	44160.0	24.27684642906717	369.0555	369.0619	31484	64972	Myotis bechsteinii	0.031	0.068	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	130	Waveform 1	1
HF	47040.0	21.09761920809643	369.2315	369.2384	46953	56707	Pipistrellus pipistrellus	0.034	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	131	Waveform 1	1
HF	47040.0	14.010711117402211	369.5905	369.5962	47812	53464	Pipistrellus pipistrellus	0.016	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	132	Waveform 1	1
LF	22080.0	11.436400177955456	382.8325	382.8427	18593	24126	Plecotus austriacus	0.026	0.067	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	133	Waveform 1	1
LF	21120.0	11.894520024162317	387.0525	387.0607	17734	26092	Plecotus austriacus	0.055	0.08	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	134	Waveform 1	1
LF	20160.0	18.11892506286605	397.5545	397.5622	17734	27243	Plecotus austriacus	0.032	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	135	Waveform 1	1
LF	22080.0	14.165937841909862	397.5685	397.584	20312	24007	Nyctalus leisleri	0.02	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	136	Waveform 1	1
LF	24960.0	12.32383408681105	401.2275	401.2356	23750	32565	Plecotus austriacus	0.011	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	137	Waveform 1	1
LF	25920.0	11.573783562218004	401.9245	401.9356	21171	25999	Nyctalus leisleri	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	138	Waveform 1	1
LF	19200.0	11.164344127324084	422.6085	422.6301	19453	25124	Nyctalus noctula	0.029	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	139	Waveform 1	1
HF	52800.0	11.457156211474764	434.2055	434.2111	35781	62123	Myotis brandtii	0.009	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	140	Waveform 1	1
LF	22080.0	11.36541885094747	444.9725	444.9811	20312	27712	Plecotus austriacus	0.032	0.099	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	141	Waveform 1	1
LF	20160.0	10.867736591415548	449.3725	449.3789	14296	28550	Plecotus auritus	0.035	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	142	Waveform 1	1
LF	20160.0	13.064112381425756	455.3675	455.3763	18593	25008	Plecotus austriacus	0.041	0.096	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	143	Waveform 1	1
LF	20160.0	14.453511890021923	465.6085	465.6204	18593	23610	Nyctalus noctula	0.018	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	144	Waveform 1	1
LF	21120.0	13.721175588307648	465.6295	465.6398	21171	26611	Nyctalus leisleri	0.009	0.02	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	145	Waveform 1	1
LF	24960.0	13.811159542601484	474.8595	474.8699	22031	28421	Plecotus austriacus	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	146	Waveform 1	1
LF	21120.0	10.361976686450042	479.0145	479.0246	18593	24106	Plecotus austriacus	0.022	0.055	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	147	Waveform 1	1
LF	25920.0	11.28136219412104	483.7815	483.7925	21171	25985	Nyctalus leisleri	0.01	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	148	Waveform 1	1
HF	72000.0	11.81558262687016	485.1185	485.1486	68437	80320	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	149	Waveform 1	1
LF	24960.0	15.05453609370872	485.1245	485.1357	22890	27300	Nyctalus leisleri	0.013	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	150	Waveform 1	1
LF	25920.0	12.332809786176696	487.2745	487.294	22031	25689	Nyctalus leisleri	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	151	Waveform 1	1
HF	49920.0	12.398475479277849	487.2915	487.3083	50390	53589	Pipistrellus pygmaeus	0.047	0.064	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	152	Waveform 1	1
HF	72960.0	11.50386582984557	487.3265	487.3592	68437	81394	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	153	Waveform 1	1
HF	72960.0	12.72855792229776	487.3425	487.3799	68437	82330	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	154	Waveform 1	1
LF	20160.0	13.005775895211936	491.6245	491.6329	17734	25883	Plecotus austriacus	0.05	0.084	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	155	Waveform 1	1
LF	22080.0	10.118863317243662	491.6415	491.6529	22031	26414	Nyctalus leisleri	0.012	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	156	Waveform 1	1
LF	20160.0	11.180554512216732	500.9505	500.9598	19453	25192	Plecotus austriacus	0.024	0.064	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	157	Waveform 1	1
LF	20160.0	13.84331836913438	507.2205	507.2302	18593	24310	Plecotus austriacus	0.04	0.092	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	158	Waveform 1	1
LF	20160.0	17.059469965627912	512.3665	512.3773	18593	24081	Nyctalus noctula	0.017	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	159	Waveform 1	1
LF	20160.0	16.31103182541175	512.3835	512.3956	21171	25374	Nyctalus leisleri	0.014	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	160	Waveform 1	1
LF	22080.0	10.700858589261712	527.0815	527.0927	20312	24355	Nyctalus leisleri	0.013	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	161	Waveform 1	1
HF	55680.0	10.816166035093032	530.1415	530.1485	54687	60931	Pipistrellus pygmaeus	0.048	0.052	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	162	Waveform 1	1
LF	20160.0	10.0390004653688	531.8405	531.8504	18593	24665	Plecotus austriacus	0.04	0.094	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	163	Waveform 1	1
LF	21120.0	11.200061903450916	538.0335	538.0423	19453	24417	Plecotus austriacus	0.023	0.051	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	164	Waveform 1	1
LF	20160.0	13.885392523857051	555.5265	555.5359	18593	24178	Plecotus austriacus	0.035	0.094	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	165	Waveform 1	1
LF	22080.0	11.99531669470594	556.0015	556.0129	16875	23998	Nyctalus noctula	0.016	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	166	Waveform 1	1
LF	22080.0	13.511324245743404	556.0085	556.0181	19453	25566	Plecotus austriacus	0.028	0.081	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	167	Waveform 1	1
LF	20160.0	12.36048411651536	559.5795	559.5859	15156	27903	Plecotus auritus	0.072	0.098	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	168	Waveform 1	1
LF	20160.0	13.667630604454596	568.7885	568.7957	13437	27118	Plecotus auritus	0.019	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	169	Waveform 1	1
LF	20160.0	11.041098143921378	577.2895	577.2972	16875	26135	Plecotus austriacus	0.048	0.095	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	170	Waveform 1	1
LF	20160.0	12.468663134440982	602.7055	602.7135	16875	24980	Plecotus austriacus	0.045	0.072	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	171	Waveform 1	1
HF	56640.0	14.182006717934414	605.1265	605.1338	54687	67231	Pipistrellus pygmaeus	0.04	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	172	Waveform 1	1
HF	48960.0	13.410242413757365	605.1265	605.1328	32343	64356	Myotis daubentonii	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	173	Waveform 1	1
HF	55680.0	11.411971081334098	605.2105	605.2165	57265	66630	Pipistrellus pygmaeus	0.061	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	174	Waveform 1	1
LF	20160.0	13.949335296047956	612.2885	612.2965	17734	26508	Plecotus austriacus	0.064	0.099	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	175	Waveform 1	1
LF	22080.0	11.288770831943086	639.6945	639.7027	18593	26777	Plecotus austriacus	0.066	0.098	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	176	Waveform 1	1
LF	20160.0	10.746901480466091	646.3815	646.3955	17734	22758	Nyctalus noctula	0.038	0.061	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	177	Waveform 1	1
LF	22080.0	10.522076182112489	650.3575	650.3634	16875	30772	Plecotus austriacus	0.036	0.048	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	178	Waveform 1	1
LF	22080.0	10.045422746847644	650.3685	650.3801	21171	25087	Nyctalus leisleri	0.014	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	179	Waveform 1	1
HF	48960.0	10.357410503977572	654.3485000000001	654.3535	35781	65878	Myotis bechsteinii	0.009	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	180	Waveform 1	1
LF	20160.0	10.076663543753613	656.0115	656.0179	13437	27231	Plecotus auritus	0.024	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	181	Waveform 1	1
LF	21120.0	11.4675860216044	668.8435	668.8515	18593	25975	Plecotus austriacus	0.063	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	182	Waveform 1	1
LF	20160.0	12.842877085670295	670.0015	670.0142	18593	27914	Nyctalus noctula	0.014	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	183	Waveform 1	1
LF	20160.0	16.051532626719634	670.0115	670.019	16875	25901	Plecotus austriacus	0.037	0.062	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	184	Waveform 1	1
LF	21120.0	12.468043610502493	682.2725	682.2826	18593	24664	Plecotus austriacus	0.037	0.071	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	185	Waveform 1	1
LF	20160.0	12.96135030452817	695.3885	695.402	17734	22955	Nyctalus noctula	0.048	0.07	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	186	Waveform 1	1
LF	22080.0	11.468117982668044	696.8415	696.8537	21171	24772	Nyctalus leisleri	0.018	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	187	Waveform 1	1
LF	20160.0	12.916755015902543	700.4165	700.4267	18593	24872	Plecotus austriacus	0.034	0.094	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	188	Waveform 1	1
LF	22080.0	10.609801056378728	706.8975	706.9086	19453	24538	Plecotus austriacus	0.017	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	189	Waveform 1	1
LF	21120.0	11.949371914581842	710.5035	710.5122	18593	26025	Plecotus austriacus	0.041	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	190	Waveform 1	1
LF	21120.0	10.181739417838804	711.1065	711.113	15156	33886	Plecotus auritus	0.012	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	191	Waveform 1	1
LF	22080.0	13.73587070676249	712.2395	712.2503	19453	25465	Nyctalus leisleri	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	192	Waveform 1	1
LF	19200.0	12.667266368281243	712.8935	712.8998	14296	29286	Plecotus auritus	0.02	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	193	Waveform 1	1
LF	20160.0	13.255736613555074	716.8175	716.8265	18593	25832	Plecotus austriacus	0.042	0.073	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	194	Waveform 1	1
LF	21120.0	11.348188734111844	721.5355	721.5462	18593	23690	Plecotus austriacus	0.019	0.058	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	195	Waveform 1	1
LF	22080.0	11.449231458350518	721.5495	721.561	20312	24300	Nyctalus leisleri	0.015	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	196	Waveform 1	1
LF	15360.0	13.872085312557122	721.9345	721.9443	13437	19896	Nyctalus leisleri	0.01	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	197	Waveform 1	1
LF	26880.0	11.79252090357732	721.9635	721.9707	28046	40879	Myotis nattereri	0.005	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	198	Waveform 1	1
LF	26880.0	11.754948162924403	722.6715	722.681	24609	32720	Eptesicus serotinus	0.006	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	199	Waveform 1	1
LF	20160.0	10.104045997493888	732.8335	732.8426	16015	22675	Plecotus austriacus	0.016	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	200	Waveform 1	1
LF	22080.0	19.82263100854758	738.0585	738.0681	21171	23752	Nyctalus leisleri	0.04	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	201	Waveform 1	1
LF	20160.0	17.92812651476612	746.0475	746.0567	18593	24370	Plecotus austriacus	0.04	0.088	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	202	Waveform 1	1
HF	49920.0	12.914146122205263	746.7395	746.745	34062	68020	Myotis brandtii	0.008	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	203	Waveform 1	1
LF	20160.0	14.084114937293442	752.1885	752.1947	14296	30167	Plecotus auritus	0.037	0.054	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	204	Waveform 1	1
LF	19200.0	13.014461004213144	760.4915	760.5029	16015	21810	Nyctalus noctula	0.05	0.075	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	205	Waveform 1	1
LF	22080.0	12.00895359499273	766.3845	766.3924	17734	29627	Plecotus austriacus	0.03	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	206	Waveform 1	1
LF	22080.0	12.178607883521764	766.3875	766.3974	22031	26398	Nyctalus leisleri	0.021	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	207	Waveform 1	1
LF	20160.0	15.326340492579424	767.9125	767.9308	20312	24968	Nyctalus noctula	0.019	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	208	Waveform 1	1
LF	19200.0	17.04387496717857	767.9175	767.926	16875	27071	Plecotus austriacus	0.017	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	209	Waveform 1	1
LF	20160.0	15.733949282250432	767.9195	767.9276	21171	27551	Plecotus austriacus	0.011	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	210	Waveform 1	1
LF	22080.0	16.494480492682055	773.0905	773.0997	22031	24727	Nyctalus leisleri	0.036	0.056	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	211	Waveform 1	1
LF	22080.0	15.963437186143022	773.0905	773.0954	14296	47314	Myotis nattereri	0.04	0.048	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	212	Waveform 1	1
LF	22080.0	11.000455636936268	777.0705	777.0797	18593	25026	Plecotus austriacus	0.043	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	213	Waveform 1	1
LF	22080.0	11.794258511395135	782.6645	782.6702	16875	32141	Plecotus austriacus	0.061	0.084	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	214	Waveform 1	1
LF	19200.0	17.02719521693773	784.5775	784.5867	17734	24932	Plecotus austriacus	0.056	0.093	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	215	Waveform 1	1
LF	20160.0	14.86223799726627	784.5935	784.604	20312	26101	Nyctalus leisleri	0.009	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	216	Waveform 1	1
LF	21120.0	13.724925131304548	786.9285	786.9382	18593	25273	Plecotus austriacus	0.043	0.088	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	217	Waveform 1	1
LF	19200.0	12.934616120196878	792.0745	792.0877	17734	22824	Nyctalus noctula	0.024	0.047	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	218	Waveform 1	1
LF	20160.0	19.31386275511987	796.4495	796.4596	18593	23996	Plecotus austriacus	0.011	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	219	Waveform 1	1
LF	20160.0	15.926692536320788	796.4575	796.4664	18593	24535	Plecotus austriacus	0.013	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	220	Waveform 1	1
LF	24960.0	11.306862648157884	806.9985	807.0101	22031	25591	Nyctalus leisleri	0.014	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	221	Waveform 1	1
LF	20160.0	12.345499761474112	821.0965	821.1117	18593	23188	Nyctalus noctula	0.041	0.07	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	222	Waveform 1	1
LF	22080.0	12.281965685620598	832.7045	832.7226	17734	21677	Nyctalus noctula	0.019	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	223	Waveform 1	1
LF	22080.0	11.532225241179932	832.7165	832.7252	19453	25480	Plecotus austriacus	0.019	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	224	Waveform 1	1
LF	22080.0	10.43253756494231	834.5685	834.5783	19453	25183	Plecotus austriacus	0.015	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	225	Waveform 1	1
LF	20160.0	11.188509709730292	841.0245	841.0326	17734	25494	Plecotus austriacus	0.055	0.083	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	226	Waveform 1	1
LF	22080.0	16.882379151926838	843.3895	843.3969	17734	27890	Plecotus austriacus	0.052	0.077	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	227	Waveform 1	1
LF	21120.0	14.19847413222202	843.4035	843.4153	20312	24163	Nyctalus leisleri	0.014	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	228	Waveform 1	1
LF	22080.0	12.197629676762492	856.8535	856.8606	17734	27625	Plecotus austriacus	0.046	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	229	Waveform 1	1
LF	20160.0	13.370911442636748	860.1035	860.1137	17734	23411	Nyctalus noctula	0.032	0.075	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	230	Waveform 1	1
LF	17280.0	10.76078920408898	865.5025	865.5168	17734	23193	Nyctalus noctula	0.026	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	231	Waveform 1	1
LF	21120.0	11.00696729007472	867.9365	867.9462	19453	25348	Plecotus austriacus	0.024	0.062	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	232	Waveform 1	1
LF	21120.0	18.963105400116817	872.0535	872.0598	16875	34333	Plecotus austriacus	0.046	0.07	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	233	Waveform 1	1
LF	20160.0	20.03236660905424	887.2835	887.2913	16015	30477	Plecotus austriacus	0.022	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	234	Waveform 1	1
LF	20160.0	16.264179372938308	887.2945	887.3059	20312	24637	Nyctalus leisleri	0.014	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	235	Waveform 1	1
LF	14400.0	14.55403456943115	891.7025	891.7117	12578	20512	Nyctalus leisleri	0.031	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	236	Waveform 1	1
LF	20160.0	10.255662944343324	894.8845	894.8912	15156	26495	Plecotus auritus	0.026	0.048	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	237	Waveform 1	1
LF	20160.0	15.7980274008195	898.9855	898.9936	16875	29856	Plecotus austriacus	0.024	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	238	Waveform 1	1
LF	21120.0	13.030735049682034	898.9945	899.0096	17734	22289	Nyctalus noctula	0.012	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	239	Waveform 1	1
LF	22080.0	12.03669940190907	899.4255	899.4353	18593	24618	Plecotus austriacus	0.033	0.082	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	240	Waveform 1	1
LF	17280.0	13.01384612052204	903.1785	903.1883	16015	22619	Nyctalus noctula	0.019	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	241	Waveform 1	1
LF	22080.0	11.393624156794562	904.1325	904.1426	19453	26536	Plecotus austriacus	0.035	0.063	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	242	Waveform 1	1
LF	13440.0	10.336208096014705	904.9975	905.0072	12578	20743	Nyctalus leisleri	0.03	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	243	Waveform 1	1
LF	20160.0	10.993813361532096	909.0825	909.09	17734	26623	Plecotus austriacus	0.058	0.093	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	244	Waveform 1	1
LF	22080.0	17.374445573380083	910.6215	910.6309	19453	25437	Plecotus austriacus	0.036	0.067	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	245	Waveform 1	1
LF	21120.0	13.949324750690002	910.6335	910.6455	18593	22257	Nyctalus leisleri	0.014	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	246	Waveform 1	1
LF	20160.0	19.081550912293025	911.0415	911.0506	16875	24674	Plecotus austriacus	0.027	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	247	Waveform 1	1
LF	20160.0	14.189286398115314	911.0575	911.0687	21171	26676	Nyctalus leisleri	0.011	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	248	Waveform 1	1
LF	21120.0	10.578311759129132	913.1995	913.2067	18593	26752	Plecotus austriacus	0.064	0.098	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	249	Waveform 1	1
LF	19200.0	10.844000194516934	917.4245	917.4351	18593	23445	Nyctalus noctula	0.027	0.085	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	250	Waveform 1	1
LF	20160.0	16.31245193739219	923.0415	923.0519	18593	24166	Plecotus austriacus	0.018	0.051	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	251	Waveform 1	1
LF	18240.0	10.268570854771216	928.3095	928.3159	14296	32203	Plecotus auritus	0.016	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	252	Waveform 1	1
LF	22080.0	16.994448414459647	929.0815	929.0921	22031	24746	Nyctalus leisleri	0.049	0.076	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	253	Waveform 1	1
LF	21120.0	14.159664172439497	935.7605	935.7699	19453	24475	Plecotus austriacus	0.04	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	254	Waveform 1	1
LF	22080.0	14.130371685682528	945.3615	945.3685	17734	27244	Plecotus austriacus	0.055	0.071	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	255	Waveform 1	1
LF	20160.0	14.299069612097794	950.5255	950.5348	17734	25194	Plecotus austriacus	0.045	0.068	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	256	Waveform 1	1
HF	48960.0	11.04610866793298	963.5405	963.5462	33203	76554	Myotis mystacinus	0.011	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	257	Waveform 1	1
HF	56640.0	12.69457731644194	963.7295	963.7375	57265	64603	Pipistrellus pygmaeus	0.026	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	258	Waveform 1	1
HF	52800.0	11.200616594093518	964.0975	964.1031	36640	72668	Myotis brandtii	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	259	Waveform 1	1
