Manually-Verified Phonic Group	peak_frequency	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	54720.0	20.70856709969349	96.8115	96.8171	29765	78743	Myotis mystacinus	0.016	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
HF	56640.0	22.578655979066315	97.0715	97.0763	57265	66149	Pipistrellus pygmaeus	0.022	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
HF	55680.0	20.034974384625546	97.0775	97.0823	30625	75327	Myotis mystacinus	0.018	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
HF	53760.0	22.289722915513856	97.1315	97.1369	32343	74535	Myotis mystacinus	0.009	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
HF	52800.0	20.88464213619642	97.1755	97.1833	55546	63122	Myotis alcathoe	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
HF	53760.0	20.7259366558046	97.4365	97.442	30625	72748	Myotis daubentonii	0.01	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
LF	20160.0	20.27145851119553	111.6415	111.6488	16875	25841	Plecotus austriacus	0.061	0.095	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
HF	48960.0	21.71689751201442	163.4905	163.4962	32343	73436	Myotis mystacinus	0.012	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
HF	48960.0	23.710362465517825	163.9245	163.9299	31484	78430	Myotis mystacinus	0.017	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
HF	48960.0	22.749740406902585	163.9255	163.9308	27187	62104	Myotis nattereri	0.021	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
HF	41280.0	25.83336543582305	367.9145	367.9205	29765	53340	Barbastellus barbastellus	0.044	0.073	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	11	Waveform 1	1
HF	45120.0	23.270198182118733	368.0125	368.0179	30625	60637	Barbastellus barbastellus	0.034	0.085	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	12	Waveform 1	1
HF	48960.0	21.61992618556896	368.7485	368.7589	49531	57048	Pipistrellus pipistrellus	0.023	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	13	Waveform 1	1
HF	44160.0	24.27684642906717	369.0555	369.0619	31484	64972	Myotis bechsteinii	0.031	0.068	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	14	Waveform 1	1
HF	47040.0	21.09761920809643	369.2315	369.2384	46953	56707	Pipistrellus pipistrellus	0.034	0.06	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	15	Waveform 1	1
LF	20160.0	20.03236660905424	887.2835	887.2913	16015	30477	Plecotus austriacus	0.022	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	16	Waveform 1	1
HF	52800.0	22.74419518136476	965.1675	965.1736	33203	71737	Myotis daubentonii	0.008	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	17	Waveform 1	1
HF	55680.0	23.766230437354658	965.5425	965.5512	56406	67888	Pipistrellus pygmaeus	0.029	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	18	Waveform 1	1
HF	52800.0	21.06039227861215	1196.7545	1196.7606	51250	59403	Pipistrellus pipistrellus	0.026	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	19	Waveform 1	1
HF	51840.0	20.986033581876026	1196.8465	1196.8512	50390	60111	Pipistrellus pipistrellus	0.025	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	20	Waveform 1	1
HF	53760.0	24.139241592485256	1196.9475	1196.9554	52109	64147	Pipistrellus pipistrellus	0.021	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	21	Waveform 1	1
HF	46080.0	40.14408270723031	1197.0455	1197.0515	31484	54790	Myotis brandtii	0.017	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	22	Waveform 1	1
HF	46080.0	35.416978726570306	1197.2415	1197.2473	28046	55853	Myotis daubentonii	0.017	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	23	Waveform 1	1
HF	48000.0	25.14212823357649	1197.3085	1197.3149	47812	57001	Pipistrellus pipistrellus	0.038	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
HF	45120.0	37.07340877750328	1198.3935	1198.3992	32343	63457	Myotis brandtii	0.024	0.057	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	25	Waveform 1	1
HF	46080.0	21.593209812715045	1208.5355	1208.541	30625	65903	Myotis brandtii	0.013	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	26	Waveform 1	1
HF	52800.0	23.469226576311897	1209.1125	1209.1188	51250	57817	Pipistrellus pygmaeus	0.015	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	27	Waveform 1	1
HF	52800.0	22.935981605311092	1209.5755	1209.5815	51250	59384	Pipistrellus pipistrellus	0.015	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	28	Waveform 1	1
HF	52800.0	25.073329350344597	1209.6655	1209.672	50390	58928	Pipistrellus pipistrellus	0.033	0.064	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	29	Waveform 1	1
HF	51840.0	21.143991252818083	1466.2615	1466.2667	30625	77809	Myotis mystacinus	0.015	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	30	Waveform 1	1
