start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
624.1575,624.1715,22031.0,27645.0,0.549,Echolocation,20230606_043000.WAV
630.2695,630.2781,28906.0,37284.0,0.61,Echolocation,20230606_043000.WAV
630.4005,630.4091,28906.0,42375.0,0.603,Echolocation,20230606_043000.WAV
630.5255,630.5336,28906.0,39413.0,0.575,Echolocation,20230606_043000.WAV
633.1765,633.1843,26328.0,45662.0,0.698,Echolocation,20230606_043000.WAV
633.3075,633.3135,28046.0,39547.0,0.662,Echolocation,20230606_043000.WAV
633.4585,633.4645,27187.0,42838.0,0.654,Echolocation,20230606_043000.WAV
633.7155,633.7216,26328.0,43750.0,0.703,Echolocation,20230606_043000.WAV
633.9705,633.9761,26328.0,40163.0,0.626,Echolocation,20230606_043000.WAV
634.1045,634.1131,27187.0,36463.0,0.513,Echolocation,20230606_043000.WAV
634.2425,634.2494,26328.0,39218.0,0.621,Echolocation,20230606_043000.WAV
634.3795,634.3865,27187.0,35094.0,0.547,Echolocation,20230606_043000.WAV
634.6175,634.6263,27187.0,50384.0,0.663,Echolocation,20230606_043000.WAV
634.7685,634.7755,28046.0,38483.0,0.585,Echolocation,20230606_043000.WAV
634.9205,634.9284,26328.0,44638.0,0.667,Echolocation,20230606_043000.WAV
635.0415,635.0488,26328.0,45043.0,0.673,Echolocation,20230606_043000.WAV
635.1835,635.1916,28046.0,38567.0,0.592,Echolocation,20230606_043000.WAV
635.4335,635.4406,26328.0,49099.0,0.687,Echolocation,20230606_043000.WAV
635.5675,635.5747,27187.0,47877.0,0.679,Echolocation,20230606_043000.WAV
635.6905,635.6984,25468.0,48433.0,0.651,Echolocation,20230606_043000.WAV
635.8205,635.8283,28906.0,39308.0,0.62,Echolocation,20230606_043000.WAV
635.9595,635.9684,28046.0,39155.0,0.599,Echolocation,20230606_043000.WAV
636.9605,636.9683,28046.0,37158.0,0.519,Echolocation,20230606_043000.WAV
637.2245,637.2311,27187.0,36338.0,0.569,Echolocation,20230606_043000.WAV
638.8955,638.9051,27187.0,43991.0,0.587,Echolocation,20230606_043000.WAV
639.2665,639.2746,27187.0,45093.0,0.629,Echolocation,20230606_043000.WAV
639.6445,639.6523,27187.0,33953.0,0.589,Echolocation,20230606_043000.WAV
670.5085,670.5164,40937.0,48000.0,0.591,Echolocation,20230606_043000.WAV
673.0735,673.0799,40937.0,50384.0,0.599,Echolocation,20230606_043000.WAV
673.1635,673.1699,40078.0,54207.0,0.534,Echolocation,20230606_043000.WAV
673.2535,673.2604,41796.0,53635.0,0.507,Echolocation,20230606_043000.WAV
673.3395,673.3467,40937.0,51112.0,0.539,Echolocation,20230606_043000.WAV
673.4265,673.4338,40937.0,52971.0,0.555,Echolocation,20230606_043000.WAV
673.5925,673.6,40078.0,52171.0,0.614,Echolocation,20230606_043000.WAV
673.6875,673.694,40078.0,50207.0,0.547,Echolocation,20230606_043000.WAV
673.8585,673.8666,40078.0,51847.0,0.612,Echolocation,20230606_043000.WAV
673.9515,673.9589,40078.0,50142.0,0.62,Echolocation,20230606_043000.WAV
674.1145,674.1218,40078.0,53307.0,0.661,Echolocation,20230606_043000.WAV
674.2085,674.2158,39218.0,51998.0,0.647,Echolocation,20230606_043000.WAV
674.3065,674.3133,40078.0,56852.0,0.639,Echolocation,20230606_043000.WAV
674.3925,674.3995,40078.0,52971.0,0.637,Echolocation,20230606_043000.WAV
674.5545,674.5612,40078.0,57193.0,0.665,Echolocation,20230606_043000.WAV
674.6515,674.6586,40078.0,54900.0,0.669,Echolocation,20230606_043000.WAV
674.7425,674.7499,40078.0,56012.0,0.599,Echolocation,20230606_043000.WAV
674.8235,674.8298,40937.0,58236.0,0.545,Echolocation,20230606_043000.WAV
674.9195,674.9259,40078.0,55822.0,0.559,Echolocation,20230606_043000.WAV
675.0785,675.0855,39218.0,60745.0,0.621,Echolocation,20230606_043000.WAV
675.1675,675.1732,40937.0,51261.0,0.534,Echolocation,20230606_043000.WAV
675.3285,675.3345,39218.0,56300.0,0.514,Echolocation,20230606_043000.WAV
675.4205,675.4264,41796.0,50518.0,0.597,Echolocation,20230606_043000.WAV
675.5075,675.5137,40937.0,51357.0,0.637,Echolocation,20230606_043000.WAV
676.0275,676.0352,40078.0,58240.0,0.599,Echolocation,20230606_043000.WAV
676.1145,676.1227,40937.0,51240.0,0.529,Echolocation,20230606_043000.WAV
676.2785,676.2857,40937.0,59102.0,0.63,Echolocation,20230606_043000.WAV
676.3735,676.3812,40078.0,50807.0,0.554,Echolocation,20230606_043000.WAV
676.4675,676.4744,40937.0,58151.0,0.69,Echolocation,20230606_043000.WAV
676.5605,676.5682,40937.0,51048.0,0.633,Echolocation,20230606_043000.WAV
676.7265,676.7335,40078.0,59467.0,0.668,Echolocation,20230606_043000.WAV
676.8215,676.8286,40078.0,48379.0,0.632,Echolocation,20230606_043000.WAV
676.9895,676.9988,40078.0,58549.0,0.604,Echolocation,20230606_043000.WAV
677.0835,677.0923,40078.0,49268.0,0.509,Echolocation,20230606_043000.WAV
677.2685,677.2761,41796.0,58309.0,0.602,Echolocation,20230606_043000.WAV
677.3565,677.3666,40078.0,55238.0,0.699,Echolocation,20230606_043000.WAV
677.6005,677.6081,40078.0,53732.0,0.641,Echolocation,20230606_043000.WAV
680.6195,680.6264,40937.0,47926.0,0.534,Echolocation,20230606_043000.WAV
680.8755,680.8831,40078.0,48540.0,0.644,Echolocation,20230606_043000.WAV
681.4215,681.4287,40078.0,48574.0,0.575,Echolocation,20230606_043000.WAV
744.4125,744.4217,27187.0,35521.0,0.564,Echolocation,20230606_043000.WAV
744.6705,744.6785,27187.0,34919.0,0.52,Echolocation,20230606_043000.WAV
744.7975,744.8062,26328.0,33807.0,0.538,Echolocation,20230606_043000.WAV
744.9485,744.9568,27187.0,34885.0,0.647,Echolocation,20230606_043000.WAV
777.2525,777.2595,42656.0,48336.0,0.526,Echolocation,20230606_043000.WAV
777.4915,777.4983,43515.0,52253.0,0.588,Echolocation,20230606_043000.WAV
777.6855,777.6925,42656.0,54341.0,0.605,Echolocation,20230606_043000.WAV
777.7825,777.7895,41796.0,58501.0,0.549,Echolocation,20230606_043000.WAV
778.2025,778.2089,43515.0,58479.0,0.604,Echolocation,20230606_043000.WAV
778.4765,778.4836,42656.0,57157.0,0.561,Echolocation,20230606_043000.WAV
779.6525,779.6610000000001,41796.0,60285.0,0.509,Echolocation,20230606_043000.WAV
780.3065,780.3141,40078.0,61356.0,0.503,Echolocation,20230606_043000.WAV
780.4975,780.5059,40078.0,62609.0,0.514,Echolocation,20230606_043000.WAV
780.7885,780.7981,40937.0,62947.0,0.542,Echolocation,20230606_043000.WAV
780.8945,780.9024,40078.0,51636.0,0.52,Echolocation,20230606_043000.WAV
780.9985,781.0063,40937.0,62956.0,0.5,Echolocation,20230606_043000.WAV
781.2035,781.2105,40078.0,51497.0,0.59,Echolocation,20230606_043000.WAV
781.3005,781.3083,40078.0,60160.0,0.65,Echolocation,20230606_043000.WAV
781.3975,781.4058,40937.0,50584.0,0.602,Echolocation,20230606_043000.WAV
781.4945,781.5019,40078.0,50766.0,0.557,Echolocation,20230606_043000.WAV
781.5845,781.5931,40078.0,57298.0,0.545,Echolocation,20230606_043000.WAV
782.3455,782.3522,41796.0,59752.0,0.521,Echolocation,20230606_043000.WAV
782.5125,782.5191,40078.0,61621.0,0.503,Echolocation,20230606_043000.WAV
784.1185,784.1257,38359.0,63209.0,0.549,Echolocation,20230606_043000.WAV
784.2965,784.3046,40937.0,63649.0,0.516,Echolocation,20230606_043000.WAV
