,freq_group,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
32737,LF,334.577424,101562.5,95040.0,-1.524690015077319,334.5715,334.6022,93359,110557,Rhinolophus hipposideros,0.055,0.055,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32738,HF,334.593284,71289.0625,70080.0,0.3020208597464296,334.5885,334.6293,68437,82816,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32739,LF,334.613536,27343.75,27839.999999999996,2.290215952910395,334.6085,334.615,25468,36419,Plecotus austriacus,0.012,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32741,HF,334.63102,40039.0625,44160.0,0.5474172029334643,334.6275,334.6391,39218,43748,Pipistrellus nathusii,0.044,0.054,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32743,HF,334.677708,78125.0,77760.0,-0.4130531291086641,334.6515,334.6879,68437,81366,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32744,HF,334.660552,47851.5625,42240.0,1.3404648878539231,334.6585,334.6644,38359,57224,Myotis bechsteinii,0.009,0.025,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32746,HF,334.69948,76171.875,72960.0,0.1467226810277747,334.6725,334.7144,68437,83152,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32749,LF,334.721848,110351.5625,95040.0,0.3069684560327122,334.7005,334.7328,93359,112206,Rhinolophus hipposideros,0.027,0.027,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32754,LF,334.754236,105468.75,95040.0,-0.0833099568317675,334.7515,334.7827,93359,111718,Rhinolophus hipposideros,0.033,0.033,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32756,HF,334.79302,44921.875,46080.0,1.339110120336186,334.7875,334.7971,44375,47131,Pipistrellus pipistrellus,0.037,0.045,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32758,HF,334.821292,80078.125,73920.0,0.3896340116458805,334.7925,334.8299,68437,82940,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32760,LF,334.83854,23437.5,24960.0,1.221669606514749,334.8345,334.8411,23750,38345,Plecotus austriacus,0.015,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32761,LF,334.852672,101562.5,94080.0,0.2836707347445155,334.8365,334.8686,93359,112392,Rhinolophus hipposideros,0.034,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32766,LF,334.912936,99609.375,95040.0,0.2559037981001282,334.8875,334.9184,93359,111259,Rhinolophus hipposideros,0.034,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32767,HF,334.898628,41015.625,46080.0,1.889334605327807,334.8925,334.8997,40078,56649,Myotis brandtii,0.01,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32773,LF,334.940368,109375.0,95040.0,0.7674491552220968,334.9255,334.9598,93359,112546,Rhinolophus hipposideros,0.026,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32778,HF,334.976708,73242.1875,75840.0,-0.6327652531035812,334.9735,335.0105,68437,81931,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32786,LF,335.05692,23437.5,24000.0,2.5074456370385265,335.0505,335.0592,22890,30579,Plecotus austriacus,0.01,0.024,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32789,HF,335.081904,41992.1875,45120.0,0.0720483704559869,335.0745,335.0858,40937,47951,Pipistrellus nathusii,0.025,0.038,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32792,LF,335.110036,32226.5625,34560.0,1.220978429546271,335.1075,335.1165,31484,39711,Barbastellus barbastellus,0.026,0.053,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32797,LF,335.161772,107421.875,95040.0,-0.1257405338425291,335.1445,335.1755,93359,111875,Rhinolophus hipposideros,0.027,0.027,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32802,HF,335.184056,44921.875,45120.0,2.649458585240732,335.1825,335.188,32343,49631,Barbastellus barbastellus,0.006,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32806,LF,335.219308,98632.8125,94080.0,0.2130535464206337,335.2115,335.2439,93359,112083,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32809,HF,335.254228,52734.375,51840.0,1.7072738805320118,335.2515,335.2621,50390,55720,Pipistrellus pipistrellus,0.027,0.035,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32812,HF,335.277364,74218.75,71040.0,-0.0723962081580518,335.2665,335.3057,68437,82916,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32816,LF,335.3021,97656.25,95040.0,0.8397514748990564,335.2935,335.3269,93359,111188,Rhinolophus hipposideros,0.045,0.045,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32818,HF,335.347248,78125.0,68160.0,-0.4475536992093751,335.3125,335.3538,68437,82524,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32819,HF,335.32186,49804.6875,45120.0,1.9308592564544085,335.3205,335.3253,39218,58593,Myotis bechsteinii,0.013,0.035,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32823,LF,335.370584,111328.125,94080.0,0.5164460285307975,335.3595,335.394,93359,111805,Rhinolophus hipposideros,0.041,0.041,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32830,LF,335.447448,29296.875,29760.0,-0.3663478959360965,335.4455,335.4524,28906,36662,Eptesicus serotinus,0.014,0.042,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32831,LF,335.477756,98632.8125,95040.0,0.0897975722832755,335.4575,335.4891,93359,111540,Rhinolophus hipposideros,0.027,0.027,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32835,LF,335.507652,100585.9375,94080.0,-0.595544082388716,335.4845,335.5141,93359,111518,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32839,LF,335.5405,110351.5625,94080.0,-0.2390429574745768,335.5285,335.5585,93359,112218,Rhinolophus hipposideros,0.026,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32846,HF,335.576236,42968.75,43200.0,-0.0934780630876855,335.5755,335.5863,41796,46018,Pipistrellus nathusii,0.011,0.025,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32847,LF,335.59222,103515.625,95040.0,0.1198568162545409,335.5825,335.6103,93359,111113,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32848,HF,335.609692,76171.875,72960.0,0.1322700259073536,335.5845,335.6255,68437,83132,Rhinolophus ferrumequinum,0.056,0.056,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32850,LF,335.62354799999997,29296.875,28800.0,0.0129912636946655,335.6225,335.6303,28046,35307,Eptesicus serotinus,0.01,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32851,LF,335.65468,96679.6875,95040.0,-0.2352864151099209,335.6365,335.6648,93359,110962,Rhinolophus hipposideros,0.034,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32856,LF,335.693964,96679.6875,95040.0,-0.1218957445948758,335.6735,335.7031,93359,111479,Rhinolophus hipposideros,0.037,0.037,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32859,LF,335.727604,112304.6875,94080.0,0.1747549221343075,335.6965,335.7289,93359,111684,Rhinolophus hipposideros,0.039,0.039,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32861,LF,335.743932,111328.125,94080.0,0.5142397643579395,335.7205,335.7543,93359,111773,Rhinolophus hipposideros,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32863,HF,335.76818,74218.75,78720.0,-0.2625814665349304,335.7585,335.7953,68437,81717,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32864,LF,335.785928,107421.875,95040.0,0.3133908153465999,335.7595,335.7912,93359,110965,Rhinolophus hipposideros,0.048,0.048,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32870,LF,335.811352,34179.6875,29760.0,1.7049741809200305,335.8095,335.8156,27187,42782,Plecotus auritus,0.01,0.036,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32871,LF,335.834588,100585.9375,93120.0,0.7287777563756235,335.8225,335.8551,93359,111906,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32873,LF,335.864636,22460.9375,23040.0,1.9732541324634951,335.8615,335.8699,22890,31472,Plecotus austriacus,0.014,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32874,LF,335.879788,97656.25,94080.0,-1.083964114351912,335.8655,335.8959,93359,111787,Rhinolophus hipposideros,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32876,HF,335.91810399999997,71289.0625,69120.0,-0.0264778334772182,335.9155,335.954,68437,82307,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32877,LF,335.937792,20507.8125,22080.0,0.4884760650400921,335.9355,335.9546,17734,21088,Nyctalus noctula,0.023,0.036,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32878,LF,335.966428,97656.25,95040.0,0.7850268929377631,335.9435,335.9787,93359,112942,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32881,HF,335.98176,45898.4375,46080.0,1.2309688630273588,335.9815,335.9874,34062,55778,Myotis brandtii,0.009,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32884,HF,336.007632,103515.625,94080.0,0.6218143503272487,336.0015,336.0302,93359,113486,Rhinolophus hipposideros,0.04,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32887,LF,336.052844,109375.0,95040.0,-0.1117124415883655,336.0305,336.0627,93359,111851,Rhinolophus hipposideros,0.041,0.041,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32889,HF,336.102076,78125.0,72000.0,-0.5615742528067286,336.0735,336.1147,68437,82446,Rhinolophus ferrumequinum,0.034,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32891,LF,336.08574,22460.9375,24000.0,1.6410821169232872,336.0835,336.0919,23750,31641,Plecotus austriacus,0.018,0.042,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32894,LF,336.120328,94726.5625,95040.0,0.5400740199625776,336.1125,336.1404,93359,110402,Rhinolophus hipposideros,0.053,0.053,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32897,LF,336.146252,24414.0625,25920.0,1.4486297600008446,336.1445,336.1507,24609,35454,Plecotus austriacus,0.016,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32898,LF,336.169452,105468.75,95040.0,-0.0849989856675458,336.1495,336.1823,93359,111906,Rhinolophus hipposideros,0.036,0.036,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32901,LF,336.191716,99609.375,95040.0,0.197589025455166,336.1875,336.2217,93359,111979,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32904,HF,336.230392,80078.125,72960.0,0.4646751803107659,336.2285,336.2704,68437,83544,Rhinolophus ferrumequinum,0.034,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32905,LF,336.260616,97656.25,94080.0,-0.3453037729241367,336.2555,336.2888,93359,111219,Rhinolophus hipposideros,0.051,0.051,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32907,LF,336.285428,27343.75,27839.999999999996,1.8760101689020583,336.2795,336.2869,25468,35375,Plecotus auritus,0.013,0.047,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32912,LF,336.316236,31250.0,30720.0,0.2717072611490888,336.3135,336.3223,29765,37687,Eptesicus serotinus,0.024,0.046,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32913,LF,336.350036,103515.625,95040.0,0.0925640836136073,336.3235,336.3533,93359,111167,Rhinolophus hipposideros,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32916,LF,336.365552,22460.9375,24000.0,1.7777628626396793,336.3645,336.3714,23750,32705,Plecotus austriacus,0.016,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32917,LF,336.38884,98632.8125,95040.0,0.592108028336946,336.3865,336.4172,93359,111834,Rhinolophus hipposideros,0.03,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32919,LF,336.424836,23437.5,23040.0,1.913769776898118,336.4235,336.4337,22031,27077,Nyctalus leisleri,0.015,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32923,LF,336.471364,105468.75,94080.0,-0.0403180377094247,336.4495,336.4777,93359,110587,Rhinolophus hipposideros,0.054,0.054,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32924,LF,336.456056,26367.1875,27839.999999999996,2.6547862920573824,336.4545,336.46,24609,36053,Plecotus austriacus,0.035,0.067,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32925,LF,336.496144,94726.5625,95040.0,-0.4467214130841275,336.4705,336.4994,93359,111191,Rhinolophus hipposideros,0.026,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32930,HF,336.52204,45898.4375,48960.0,1.3936872442855424,336.5205,336.5296,45234,56168,Pipistrellus pipistrellus,0.03,0.043,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32935,LF,336.56494,98632.8125,95040.0,0.4541010182325607,336.5645,336.5971,93359,111967,Rhinolophus hipposideros,0.04,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32936,LF,336.588288,23437.5,24000.0,-0.1861983162120055,336.5795,336.593,23750,28906,Nyctalus leisleri,0.012,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32940,HF,336.641004,72265.625,72960.0,0.7828888436083472,336.6185,336.6595,68437,82934,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32941,LF,336.627736,23437.5,22080.0,1.9143504237410576,336.6235,336.6308,22031,30929,Plecotus auritus,0.04,0.104,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32943,LF,336.65464,100585.9375,95040.0,0.1416333927341927,336.6525,336.6834,93359,111050,Rhinolophus hipposideros,0.04,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32944,LF,336.68946,95703.125,95040.0,0.0982298806344258,336.6685,336.6985,93359,111399,Rhinolophus hipposideros,0.027,0.027,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32945,LF,336.671452,41992.1875,30720.0,1.0063885857008157,336.6695,336.6755,28046,42435,Plecotus auritus,0.008,0.025,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32946,LF,336.72172,101562.5,95040.0,0.066211855244441,336.6925,336.7232,93359,111817,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32948,LF,336.74048,101562.5,94080.0,0.5321056907163884,336.7235,336.753,93359,112080,Rhinolophus hipposideros,0.036,0.036,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32950,LF,336.75404,100585.9375,95040.0,-0.3076057188016901,336.7495,336.778,93359,110761,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32951,LF,336.78786,103515.625,95040.0,1.1191084247891916,336.7665,336.7961,93359,111231,Rhinolophus hipposideros,0.038,0.038,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32952,LF,336.773448,22460.9375,24000.0,2.0469464994211903,336.7715,336.7784,23750,32325,Plecotus austriacus,0.012,0.024,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32953,LF,336.81022,111328.125,94080.0,0.3951089899127133,336.7805,336.8107,93359,111610,Rhinolophus hipposideros,0.036,0.036,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32960,LF,336.854432,96679.6875,95040.0,0.8338357826471342,336.8495,336.8794,93359,111026,Rhinolophus hipposideros,0.039,0.039,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32964,LF,336.879236,98632.8125,94080.0,0.90053818806976,336.8785,336.9117,93359,111476,Rhinolophus hipposideros,0.047,0.047,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32967,LF,336.920556,29296.875,30720.0,0.7606906400330364,336.9195,336.9255,27187,42057,Plecotus auritus,0.006,0.027,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32970,HF,336.939932,39062.5,44160.0,2.0611830726532183,336.9365,336.9455,37500,46988,Pipistrellus nathusii,0.013,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32973,LF,336.973628,96679.6875,95040.0,0.3171756790401273,336.9725,337.0071,93359,111662,Rhinolophus hipposideros,0.049,0.049,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32974,LF,336.986424,24414.0625,24000.0,-0.0379432715842518,336.9825,336.9928,23750,29767,Eptesicus serotinus,0.013,0.033,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32976,LF,337.00428,22460.9375,23040.0,1.041828582924555,336.9985,337.0168,20312,23841,Nyctalus noctula,0.033,0.068,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32977,LF,337.02626,107421.875,95040.0,-0.030318582912142,337.0055,337.0357,93359,111278,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32979,LF,337.040076,108398.4375,94080.0,-0.7500107782891073,337.0175,337.0423,93359,111033,Rhinolophus hipposideros,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32982,LF,337.074268,104492.1875,95040.0,0.973734093757712,337.0505,337.0759,93359,111425,Rhinolophus hipposideros,0.039,0.039,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32983,HF,337.05902,74218.75,75840.0,0.6727369733821137,337.0565,337.0915,68437,81697,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32986,LF,337.089216,22460.9375,23040.0,-0.6682657812013361,337.0845,337.0958,22031,25546,Nyctalus leisleri,0.019,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32988,LF,337.107224,96679.6875,94080.0,0.9276885104960024,337.1025,337.1344,93359,111838,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32991,LF,337.138156,25390.625,25920.0,-0.0965831653961,337.1375,337.1439,25468,38203,Plecotus austriacus,0.022,0.056,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32993,LF,337.163352,24414.0625,24000.0,0.9151613650894928,337.1625,337.1696,23750,36973,Plecotus austriacus,0.012,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
32995,LF,337.203012,95703.125,95040.0,-0.26404615368631,337.1725,337.2037,93359,110660,Rhinolophus hipposideros,0.043,0.043,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33001,LF,337.248548,19531.25,20160.0,1.832106872544967,337.2465,337.2533,14296,27233,Plecotus auritus,0.044,0.059,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33003,LF,337.273616,106445.3125,93120.0,0.177856253014467,337.2655,337.2958,93359,111081,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33008,LF,337.298028,95703.125,95040.0,0.388789699750981,337.2935,337.3247,93359,111304,Rhinolophus hipposideros,0.035,0.035,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33009,LF,337.315584,103515.625,95040.0,-0.0357170275819322,337.3015,337.333,93359,111735,Rhinolophus hipposideros,0.028,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33012,LF,337.338816,98632.8125,95040.0,-0.1634056087643215,337.3315,337.3626,93359,111628,Rhinolophus hipposideros,0.036,0.036,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33018,LF,337.389928,103515.625,95040.0,0.2841716842414412,337.3845,337.4148,93359,110800,Rhinolophus hipposideros,0.035,0.035,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33021,HF,337.413756,29296.875,31680.0,1.7900563234837774,337.4115,337.4163,28046,44873,Plecotus auritus,0.014,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33022,LF,337.429828,98632.8125,95040.0,0.3992815826405207,337.4235,337.4529,93359,111043,Rhinolophus hipposideros,0.03,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33028,LF,337.469052,100585.9375,95040.0,-0.46361843802884,337.4665,337.4943,93359,110871,Rhinolophus hipposideros,0.043,0.043,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33032,LF,337.511044,23437.5,20160.0,1.6104233781121646,337.5085,337.5157,14296,27604,Plecotus auritus,0.027,0.039,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33033,LF,337.527416,103515.625,94080.0,1.1574778879475605,337.5205,337.552,93359,111447,Rhinolophus hipposideros,0.033,0.033,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
33035,LF,337.548632,22460.9375,24000.0,1.6300231137409196,337.5445,337.5528,22890,31589,Plecotus austriacus,0.012,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
