Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	0.0018333333333333	50250.0	48960.0	1.8666913290368552	0.0015	0.0099	47812	51961	Pipistrellus pipistrellus	0.029	0.035	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	1	Waveform 1	1
LF	0.0816333333333333	21750.0	22080.0	4.325132354824259	0.0685	0.0827	22890	27157	Nyctalus leisleri	0.015	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	2	Waveform 1	1
HF	0.103	78000.0	72960.0	0.0304605381388265	0.0805	0.1215	68437	83068	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	3	Waveform 1	1
LF	0.1263333333333333	27750.0	24960.0	0.0676042533302453	0.1225	0.132	25468	33966	Eptesicus serotinus	0.01	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	4	Waveform 1	1
HF	0.2504666666666666	74250.0	72000.0	0.3014958189538447	0.2355	0.2747	68437	81583	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	5	Waveform 1	1
LF	0.2901999999999999	22500.0	22080.0	2.981966724138429	0.2855	0.2953	21171	26133	Plecotus austriacus	0.01	0.027	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	6	Waveform 1	1
LF	0.3376	21750.0	23040.0	0.8479893622871941	0.3305	0.3414	22890	27497	Nyctalus leisleri	0.012	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	7	Waveform 1	1
LF	0.3717333333333333	23250.0	23040.0	0.9073151522830164	0.3655	0.3761	23750	29304	Nyctalus leisleri	0.011	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	8	Waveform 1	1
LF	0.4026333333333333	21000.0	21120.0	7.6159960441989085	0.3995	0.4062	17734	28032	Plecotus austriacus	0.065	0.091	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	9	Waveform 1	1
LF	0.5278999999999999	23250.0	23040.0	1.373865664061599	0.5175	0.5286	23750	28672	Nyctalus leisleri	0.011	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	10	Waveform 1	1
LF	0.5554333333333333	27000.0	26880.000000000004	0.3539739666687636	0.5505	0.5589	26328	36246	Eptesicus serotinus	0.009	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	11	Waveform 1	1
HF	0.5824333333333332	78000.0	72000.0	0.0581351123717247	0.5585	0.5934	68437	81505	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	12	Waveform 1	1
LF	0.5685333333333333	28500.0	29760.0	-0.0254485031282473	0.5595	0.5708	28906	35976	Eptesicus serotinus	0.011	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	13	Waveform 1	1
LF	0.6402999999999999	30750.0	29760.0	0.8454154425341782	0.6385	0.6477	28046	39711	Eptesicus serotinus	0.01	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	14	Waveform 1	1
LF	0.6546333333333333	24750.0	24000.0	1.406589939318448	0.6475	0.6572	24609	30541	Nyctalus leisleri	0.01	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	15	Waveform 1	1
HF	0.7049666666666666	44250.0	46080.0	1.8011213836893736	0.7015	0.7102	43515	50479	Pipistrellus pipistrellus	0.034	0.041	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	16	Waveform 1	1
LF	0.7412333333333334	33000.0	36480.0	0.9021285810731692	0.7395	0.7476	28906	40399	Eptesicus serotinus	0.01	0.029	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	17	Waveform 1	1
LF	0.7728333333333333	21750.0	23040.0	1.1407950882620894	0.7675	0.779	22890	27268	Nyctalus leisleri	0.012	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	18	Waveform 1	1
LF	0.8165666666666667	27000.0	24960.0	0.5039413833684784	0.8135	0.8226	25468	36258	Eptesicus serotinus	0.008	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	19	Waveform 1	1
LF	0.8870333333333332	24750.0	24960.0	-0.3049716043204394	0.8795	0.8888	25468	34724	Eptesicus serotinus	0.008	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	20	Waveform 1	1
LF	0.9022	18750.0	19200.0	12.459551666393388	0.9005	0.9133	17734	24233	Nyctalus noctula	0.028	0.044	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	21	Waveform 1	1
HF	0.9224666666666668	70500.0	70080.0	0.078170746302605	0.9185	0.9547	68437	81506	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	22	Waveform 1	1
HF	0.9558666666666666	78750.0	71040.0	-0.4405358454053617	0.9255	0.9633	68437	81704	Rhinolophus ferrumequinum	0.023	0.024	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	23	Waveform 1	1
LF	0.9716666666666668	29250.0	28800.0	0.3620107918348143	0.9625	0.9725	28046	35999	Eptesicus serotinus	0.011	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	24	Waveform 1	1
LF	0.9903333333333334	24750.0	24960.0	2.8354341945351895	0.9845	0.9955	24609	30157	Eptesicus serotinus	0.032	0.083	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	25	Waveform 1	1
LF	1.0441666666666665	18750.0	19200.0	3.569314068292677	1.0425	1.0495	14296	25591	Plecotus auritus	0.017	0.026	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	26	Waveform 1	1
LF	1.0605	28500.0	27839.999999999996	0.4501842533779669	1.0525	1.0625	27187	36676	Eptesicus serotinus	0.021	0.036	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	27	Waveform 1	1
LF	1.0738333333333332	28500.0	29760.0	-0.3154312964362726	1.0665	1.076	28906	37006	Eptesicus serotinus	0.009	0.023	-1	Echolocation	192000	/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220826_070000.WAV	28	Waveform 1	1
