Time (UTC),02/10/25,02/11/25,02/12/25,02/13/25,02/14/25,02/15/25,02/16/25,02/17/25,02/18/25,02/19/25,02/20/25,02/21/25,02/22/25,02/23/25,02/24/25,02/25/25,02/26/25,02/27/25,02/28/25,03/01/25,03/02/25,03/03/25,03/04/25,03/05/25,03/06/25,03/07/25,03/08/25,03/09/25,03/10/25,03/11/25,03/12/25,03/13/25,03/14/25,03/15/25,03/16/25,03/17/25,03/18/25,03/19/25,03/20/25,03/21/25,03/22/25,03/23/25,03/24/25,03/25/25,03/26/25,03/27/25,03/28/25,03/29/25,03/30/25,03/31/25,04/01/25,04/02/25,04/03/25,04/04/25,04/05/25,04/06/25,04/07/25,04/08/25,04/09/25,04/10/25,04/11/25,04/12/25,04/13/25,04/14/25,04/15/25,04/16/25,04/17/25,04/18/25,04/19/25,04/20/25,04/21/25,04/22/25,04/23/25,04/24/25,04/25/25,04/26/25,04/27/25,04/28/25,04/29/25,04/30/25,05/01/25,05/02/25
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.111111111111111,7.777777777777776,16.11111111111111,7.222222222222222,1.6666666666666667,0.0,0.0,0.0,3.888888888888889,1.6666666666666667,0.0,23.333333333333332,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.6666666666666667,5.0,14.444444444444445,6.11111111111111,2.7777777777777772,5.0,1.6666666666666667,0.0,1.6666666666666667,28.333333333333332,22.222222222222218,37.77777777777777,0.0,1.111111111111111,0.0,0.0,0.0,6.666666666666667,0.0,15.0,0.0,20.0,0.0,0.0,0.0,14.444444444444445,0.0,0.0,1.6666666666666667,0.0,2.7777777777777772,0.0,0.0,0.5555555555555556,1.111111111111111,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,4.444444444444445,1.6666666666666667,3.3333333333333335,7.222222222222222,0.0,0.0,1.111111111111111,0.0,12.22222222222222,30.555555555555554,15.0,38.88888888888889,0.0,0.0,0.0,0.0,0.0,21.11111111111111,0.0,29.444444444444443,0.0,69.44444444444444,0.0,0.0,5.0,2.2222222222222223,0.0,5.5555555555555545,51.666666666666664,0.0,4.444444444444445,1.111111111111111,5.5555555555555545,0.0,2.7777777777777772,4.444444444444445,3.3333333333333335,5.0,0.5555555555555556,2.2222222222222223,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,2.7777777777777772,1.6666666666666667,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,1.111111111111111,0.0,2.7777777777777772,1.111111111111111,1.111111111111111,57.77777777777778,0.0,1.111111111111111,0.0,0.0,0.0,13.888888888888891,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.5555555555555556,0.0,2.7777777777777772,16.11111111111111,2.2222222222222223,5.5555555555555545,0.0,6.11111111111111,1.111111111111111,1.6666666666666667,1.6666666666666667,7.777777777777776,3.888888888888889,6.11111111111111,5.0,0.0,1.6666666666666667,1.6666666666666667,3.888888888888889,0.0,2.7777777777777772,2.7777777777777772,6.11111111111111,2.2222222222222223,2.7777777777777772,8.88888888888889,1.6666666666666667,11.666666666666666,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,4.444444444444445
04:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777772,0.0,0.0,0.0,2.2222222222222223,56.666666666666664,0.0,1.111111111111111,0.0,0.0,0.0,3.3333333333333335,0.0,19.444444444444446,0.0,3.888888888888889,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,1.111111111111111,6.11111111111111,0.0,3.888888888888889,0.0,1.6666666666666667,0.0,1.111111111111111,0.5555555555555556,0.5555555555555556,2.2222222222222223,13.333333333333334,5.5555555555555545,0.0,0.0,0.0,0.5555555555555556,1.111111111111111,0.0,0.0,0.5555555555555556,3.3333333333333335,3.888888888888889,2.2222222222222223,3.888888888888889,0.0,0.0,0.0,0.5555555555555556,1.111111111111111,1.6666666666666667,2.2222222222222223,2.2222222222222223,5.0,0.0,0.0,1.111111111111111,1.6666666666666667,1.6666666666666667
