,detection_threshold,num_bd2_detections,num_human_annotations,true_positives,false_positives,false_negatives,true_negatives,precision,recall,input_file_name,site_name
26,0.34,523,702,519,4,183,0,0.9923518164435946,0.7393162393162394,20220730_053000.WAV,Carp Pond
27,0.35,512,702,509,3,193,0,0.994140625,0.7250712250712251,20220730_053000.WAV,Carp Pond
28,0.36,504,702,501,3,201,0,0.9940476190476191,0.7136752136752137,20220730_053000.WAV,Carp Pond
29,0.37,491,702,489,2,213,0,0.9959266802443992,0.6965811965811965,20220730_053000.WAV,Carp Pond
30,0.38,474,702,472,2,230,0,0.9957805907172996,0.6723646723646723,20220730_053000.WAV,Carp Pond
31,0.39,466,702,464,2,238,0,0.9957081545064378,0.6609686609686609,20220730_053000.WAV,Carp Pond
32,0.4,454,702,452,2,250,0,0.9955947136563876,0.6438746438746439,20220730_053000.WAV,Carp Pond
33,0.41,436,702,434,2,268,0,0.9954128440366973,0.6182336182336182,20220730_053000.WAV,Carp Pond
34,0.42,420,702,418,2,284,0,0.9952380952380953,0.5954415954415955,20220730_053000.WAV,Carp Pond
35,0.43,407,702,405,2,297,0,0.995085995085995,0.5769230769230769,20220730_053000.WAV,Carp Pond
36,0.44,395,702,393,2,309,0,0.9949367088607595,0.5598290598290598,20220730_053000.WAV,Carp Pond
37,0.45,375,702,373,2,329,0,0.9946666666666667,0.5313390313390314,20220730_053000.WAV,Carp Pond
38,0.46,355,702,354,1,348,0,0.9971830985915493,0.5042735042735043,20220730_053000.WAV,Carp Pond
39,0.47,336,702,335,1,367,0,0.9970238095238095,0.4772079772079772,20220730_053000.WAV,Carp Pond
40,0.48,313,702,313,0,389,0,1.0,0.4458689458689459,20220730_053000.WAV,Carp Pond
41,0.49,291,702,291,0,411,0,1.0,0.41452991452991456,20220730_053000.WAV,Carp Pond
42,0.5,279,702,279,0,423,0,1.0,0.3974358974358974,20220730_053000.WAV,Carp Pond
43,0.51,263,702,263,0,439,0,1.0,0.37464387464387466,20220730_053000.WAV,Carp Pond
44,0.52,234,702,234,0,468,0,1.0,0.3333333333333333,20220730_053000.WAV,Carp Pond
45,0.53,210,702,210,0,492,0,1.0,0.29914529914529914,20220730_053000.WAV,Carp Pond
46,0.54,189,702,189,0,513,0,1.0,0.2692307692307692,20220730_053000.WAV,Carp Pond
47,0.55,164,702,164,0,538,0,1.0,0.2336182336182336,20220730_053000.WAV,Carp Pond
48,0.56,142,702,142,0,560,0,1.0,0.2022792022792023,20220730_053000.WAV,Carp Pond
49,0.57,122,702,122,0,580,0,1.0,0.1737891737891738,20220730_053000.WAV,Carp Pond
50,0.58,100,702,100,0,602,0,1.0,0.14245014245014245,20220730_053000.WAV,Carp Pond
51,0.59,81,702,81,0,621,0,1.0,0.11538461538461539,20220730_053000.WAV,Carp Pond
52,0.6,67,702,67,0,635,0,1.0,0.09544159544159544,20220730_053000.WAV,Carp Pond
53,0.61,65,702,65,0,637,0,1.0,0.09259259259259259,20220730_053000.WAV,Carp Pond
54,0.62,50,702,50,0,652,0,1.0,0.07122507122507123,20220730_053000.WAV,Carp Pond
55,0.63,35,702,35,0,667,0,1.0,0.04985754985754986,20220730_053000.WAV,Carp Pond
56,0.64,28,702,28,0,674,0,1.0,0.039886039886039885,20220730_053000.WAV,Carp Pond
57,0.65,15,702,15,0,687,0,1.0,0.021367521367521368,20220730_053000.WAV,Carp Pond
58,0.66,10,702,10,0,692,0,1.0,0.014245014245014245,20220730_053000.WAV,Carp Pond
59,0.67,8,702,8,0,694,0,1.0,0.011396011396011397,20220730_053000.WAV,Carp Pond
60,0.68,6,702,6,0,696,0,1.0,0.008547008547008548,20220730_053000.WAV,Carp Pond
61,0.69,2,702,2,0,700,0,1.0,0.002849002849002849,20220730_053000.WAV,Carp Pond
62,0.7,1,702,1,0,701,0,1.0,0.0014245014245014246,20220730_053000.WAV,Carp Pond
63,0.71,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
64,0.72,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
65,0.73,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
66,0.74,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
67,0.75,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
68,0.76,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
69,0.77,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
70,0.78,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
71,0.79,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
72,0.8,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
73,0.81,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
74,0.82,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
75,0.83,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
76,0.84,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
77,0.85,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
78,0.86,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
79,0.87,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
80,0.88,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
81,0.89,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
82,0.9,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
83,0.91,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
84,0.92,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
85,0.93,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
86,0.94,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
87,0.95,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
88,0.96,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
89,0.97,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
90,0.98,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
91,0.99,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
92,1.0,0,702,0,0,702,0,,0.0,20220730_053000.WAV,Carp Pond
93,0.08,3902,3268,3129,773,139,0,0.8018964633521272,0.9574663402692778,20220826_070000.WAV,Central Pond
94,0.09,3775,3268,3100,675,168,0,0.8211920529801324,0.9485924112607099,20220826_070000.WAV,Central Pond
95,0.1,3671,3268,3072,599,196,0,0.8368292018523563,0.9400244798041616,20220826_070000.WAV,Central Pond
96,0.11,3585,3268,3050,535,218,0,0.8507670850767085,0.9332925336597307,20220826_070000.WAV,Central Pond
97,0.12,3491,3268,3018,473,250,0,0.8645087367516471,0.923500611995104,20220826_070000.WAV,Central Pond
98,0.13,3416,3268,2997,419,271,0,0.8773419203747073,0.9170746634026927,20220826_070000.WAV,Central Pond
99,0.14,3354,3268,2973,381,295,0,0.8864042933810375,0.9097307221542228,20220826_070000.WAV,Central Pond
100,0.15,3299,3268,2951,348,317,0,0.8945134889360412,0.902998776009792,20220826_070000.WAV,Central Pond
101,0.16,3249,3268,2928,321,340,0,0.9012003693444137,0.8959608323133414,20220826_070000.WAV,Central Pond
102,0.17,3184,3268,2897,287,371,0,0.9098618090452262,0.8864749082007344,20220826_070000.WAV,Central Pond
103,0.18,3136,3268,2873,263,395,0,0.9161352040816326,0.8791309669522643,20220826_070000.WAV,Central Pond
104,0.19,3098,3268,2853,245,415,0,0.920916720464816,0.8730110159118727,20220826_070000.WAV,Central Pond
105,0.2,3046,3268,2821,225,447,0,0.9261326329612607,0.8632190942472461,20220826_070000.WAV,Central Pond
106,0.21,2996,3268,2789,207,479,0,0.9309078771695594,0.8534271725826194,20220826_070000.WAV,Central Pond
107,0.22,2940,3268,2753,187,515,0,0.9363945578231293,0.8424112607099143,20220826_070000.WAV,Central Pond
108,0.23,2883,3268,2713,170,555,0,0.9410336455081513,0.8301713586291309,20220826_070000.WAV,Central Pond
109,0.24,2843,3268,2681,162,587,0,0.9430179387970454,0.8203794369645043,20220826_070000.WAV,Central Pond
110,0.25,2803,3268,2649,154,619,0,0.9450588655012486,0.8105875152998776,20220826_070000.WAV,Central Pond
111,0.26,2764,3268,2620,144,648,0,0.9479015918958031,0.8017135862913096,20220826_070000.WAV,Central Pond
112,0.27,2722,3268,2584,138,684,0,0.9493019838354151,0.7906976744186046,20220826_070000.WAV,Central Pond
113,0.28,2669,3268,2546,123,722,0,0.95391532409142,0.7790697674418605,20220826_070000.WAV,Central Pond
114,0.29,2613,3268,2496,117,772,0,0.9552238805970149,0.7637698898408812,20220826_070000.WAV,Central Pond
115,0.3,2557,3268,2455,102,813,0,0.9601095033242081,0.7512239902080783,20220826_070000.WAV,Central Pond
116,0.31,2508,3268,2411,97,857,0,0.9613237639553429,0.7377600979192166,20220826_070000.WAV,Central Pond
117,0.32,2450,3268,2363,87,905,0,0.9644897959183674,0.7230722154222766,20220826_070000.WAV,Central Pond
118,0.33,2398,3268,2322,76,946,0,0.9683069224353628,0.7105263157894737,20220826_070000.WAV,Central Pond
119,0.34,2348,3268,2286,62,982,0,0.9735945485519591,0.6995104039167687,20220826_070000.WAV,Central Pond
120,0.35,2286,3268,2227,59,1041,0,0.9741907261592301,0.6814565483476133,20220826_070000.WAV,Central Pond
121,0.36,2224,3268,2173,51,1095,0,0.977068345323741,0.6649326805385557,20220826_070000.WAV,Central Pond
122,0.37,2165,3268,2119,46,1149,0,0.9787528868360277,0.6484088127294981,20220826_070000.WAV,Central Pond
123,0.38,2109,3268,2070,39,1198,0,0.9815078236130867,0.6334149326805385,20220826_070000.WAV,Central Pond
124,0.39,2048,3268,2015,33,1253,0,0.98388671875,0.6165850673194615,20220826_070000.WAV,Central Pond
125,0.4,1986,3268,1963,23,1305,0,0.9884189325276939,0.6006731946144431,20220826_070000.WAV,Central Pond
126,0.41,1927,3268,1905,22,1363,0,0.98858329008822,0.5829253365973073,20220826_070000.WAV,Central Pond
127,0.42,1858,3268,1843,15,1425,0,0.9919268030139935,0.563953488372093,20220826_070000.WAV,Central Pond
128,0.43,1796,3268,1787,9,1481,0,0.994988864142539,0.5468176254589964,20220826_070000.WAV,Central Pond
129,0.44,1737,3268,1733,4,1535,0,0.9976971790443293,0.5302937576499388,20220826_070000.WAV,Central Pond
130,0.45,1676,3268,1672,4,1596,0,0.9976133651551312,0.5116279069767442,20220826_070000.WAV,Central Pond
131,0.46,1609,3268,1606,3,1662,0,0.9981354878806712,0.49143206854345167,20220826_070000.WAV,Central Pond
132,0.47,1551,3268,1548,3,1720,0,0.9980657640232108,0.47368421052631576,20220826_070000.WAV,Central Pond
133,0.48,1467,3268,1466,1,1802,0,0.9993183367416496,0.4485924112607099,20220826_070000.WAV,Central Pond
134,0.49,1407,3268,1406,1,1862,0,0.9992892679459844,0.43023255813953487,20220826_070000.WAV,Central Pond
135,0.5,1329,3268,1329,0,1939,0,1.0,0.4066707466340269,20220826_070000.WAV,Central Pond
136,0.51,1250,3268,1250,0,2018,0,1.0,0.3824969400244798,20220826_070000.WAV,Central Pond
137,0.52,1162,3268,1162,0,2106,0,1.0,0.35556915544675644,20220826_070000.WAV,Central Pond
138,0.53,1063,3268,1063,0,2205,0,1.0,0.32527539779681763,20220826_070000.WAV,Central Pond
139,0.54,975,3268,975,0,2293,0,1.0,0.29834761321909425,20220826_070000.WAV,Central Pond
140,0.55,879,3268,879,0,2389,0,1.0,0.2689718482252142,20220826_070000.WAV,Central Pond
141,0.56,809,3268,809,0,2459,0,1.0,0.24755201958384332,20220826_070000.WAV,Central Pond
142,0.57,708,3268,708,0,2560,0,1.0,0.21664626682986537,20220826_070000.WAV,Central Pond
143,0.58,628,3268,628,0,2640,0,1.0,0.19216646266829865,20220826_070000.WAV,Central Pond
144,0.59,539,3268,539,0,2729,0,1.0,0.1649326805385557,20220826_070000.WAV,Central Pond
145,0.6,458,3268,458,0,2810,0,1.0,0.1401468788249694,20220826_070000.WAV,Central Pond
146,0.61,393,3268,393,0,2875,0,1.0,0.12025703794369645,20220826_070000.WAV,Central Pond
147,0.62,316,3268,316,0,2952,0,1.0,0.0966952264381885,20220826_070000.WAV,Central Pond
148,0.63,253,3268,253,0,3015,0,1.0,0.07741738066095472,20220826_070000.WAV,Central Pond
149,0.64,200,3268,200,0,3068,0,1.0,0.06119951040391677,20220826_070000.WAV,Central Pond
150,0.65,157,3268,157,0,3111,0,1.0,0.04804161566707466,20220826_070000.WAV,Central Pond
151,0.66,117,3268,117,0,3151,0,1.0,0.03580171358629131,20220826_070000.WAV,Central Pond
152,0.67,97,3268,97,0,3171,0,1.0,0.02968176254589963,20220826_070000.WAV,Central Pond
153,0.68,68,3268,68,0,3200,0,1.0,0.0208078335373317,20220826_070000.WAV,Central Pond
154,0.69,42,3268,42,0,3226,0,1.0,0.012851897184822521,20220826_070000.WAV,Central Pond
155,0.7,26,3268,26,0,3242,0,1.0,0.00795593635250918,20220826_070000.WAV,Central Pond
156,0.71,18,3268,18,0,3250,0,1.0,0.0055079559363525096,20220826_070000.WAV,Central Pond
157,0.72,11,3268,11,0,3257,0,1.0,0.0033659730722154224,20220826_070000.WAV,Central Pond
158,0.73,6,3268,6,0,3262,0,1.0,0.0018359853121175031,20220826_070000.WAV,Central Pond
159,0.74,4,3268,4,0,3264,0,1.0,0.0012239902080783353,20220826_070000.WAV,Central Pond
160,0.75,1,3268,1,0,3267,0,1.0,0.0003059975520195838,20220826_070000.WAV,Central Pond
161,0.76,1,3268,1,0,3267,0,1.0,0.0003059975520195838,20220826_070000.WAV,Central Pond
162,0.77,1,3268,1,0,3267,0,1.0,0.0003059975520195838,20220826_070000.WAV,Central Pond
163,0.78,1,3268,1,0,3267,0,1.0,0.0003059975520195838,20220826_070000.WAV,Central Pond
164,0.79,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
165,0.8,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
166,0.81,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
167,0.82,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
168,0.83,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
169,0.84,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
170,0.85,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
171,0.86,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
172,0.87,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
173,0.88,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
174,0.89,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
175,0.9,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
176,0.91,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
177,0.92,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
178,0.93,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
179,0.94,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
180,0.95,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
181,0.96,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
182,0.97,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
183,0.98,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
184,0.99,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
185,1.0,0,3268,0,0,3268,0,,0.0,20220826_070000.WAV,Central Pond
186,0.08,216,16,11,205,5,0,0.05092592592592592,0.6875,20220727_083000.WAV,Foliage
187,0.09,148,16,10,138,6,0,0.06756756756756757,0.625,20220727_083000.WAV,Foliage
188,0.1,103,16,9,94,7,0,0.08737864077669903,0.5625,20220727_083000.WAV,Foliage
189,0.11,76,16,9,67,7,0,0.11842105263157894,0.5625,20220727_083000.WAV,Foliage
190,0.12,54,16,9,45,7,0,0.16666666666666666,0.5625,20220727_083000.WAV,Foliage
191,0.13,45,16,9,36,7,0,0.2,0.5625,20220727_083000.WAV,Foliage
192,0.14,39,16,9,30,7,0,0.23076923076923078,0.5625,20220727_083000.WAV,Foliage
193,0.15,36,16,9,27,7,0,0.25,0.5625,20220727_083000.WAV,Foliage
194,0.16,30,16,9,21,7,0,0.3,0.5625,20220727_083000.WAV,Foliage
195,0.17,27,16,9,18,7,0,0.3333333333333333,0.5625,20220727_083000.WAV,Foliage
196,0.18,22,16,9,13,7,0,0.4090909090909091,0.5625,20220727_083000.WAV,Foliage
197,0.19,20,16,9,11,7,0,0.45,0.5625,20220727_083000.WAV,Foliage
198,0.2,19,16,8,11,8,0,0.42105263157894735,0.5,20220727_083000.WAV,Foliage
199,0.21,13,16,6,7,10,0,0.46153846153846156,0.375,20220727_083000.WAV,Foliage
200,0.22,11,16,5,6,11,0,0.45454545454545453,0.3125,20220727_083000.WAV,Foliage
201,0.23,9,16,5,4,11,0,0.5555555555555556,0.3125,20220727_083000.WAV,Foliage
202,0.24,7,16,5,2,11,0,0.7142857142857143,0.3125,20220727_083000.WAV,Foliage
203,0.25,6,16,5,1,11,0,0.8333333333333334,0.3125,20220727_083000.WAV,Foliage
204,0.26,6,16,5,1,11,0,0.8333333333333334,0.3125,20220727_083000.WAV,Foliage
205,0.27,6,16,5,1,11,0,0.8333333333333334,0.3125,20220727_083000.WAV,Foliage
206,0.28,6,16,5,1,11,0,0.8333333333333334,0.3125,20220727_083000.WAV,Foliage
207,0.29,6,16,5,1,11,0,0.8333333333333334,0.3125,20220727_083000.WAV,Foliage
208,0.3,6,16,5,1,11,0,0.8333333333333334,0.3125,20220727_083000.WAV,Foliage
209,0.31,5,16,4,1,12,0,0.8,0.25,20220727_083000.WAV,Foliage
210,0.32,5,16,4,1,12,0,0.8,0.25,20220727_083000.WAV,Foliage
211,0.33,4,16,3,1,13,0,0.75,0.1875,20220727_083000.WAV,Foliage
212,0.34,4,16,3,1,13,0,0.75,0.1875,20220727_083000.WAV,Foliage
213,0.35,4,16,3,1,13,0,0.75,0.1875,20220727_083000.WAV,Foliage
214,0.36,4,16,3,1,13,0,0.75,0.1875,20220727_083000.WAV,Foliage
215,0.37,4,16,3,1,13,0,0.75,0.1875,20220727_083000.WAV,Foliage
216,0.38,4,16,3,1,13,0,0.75,0.1875,20220727_083000.WAV,Foliage
217,0.39,3,16,2,1,14,0,0.6666666666666666,0.125,20220727_083000.WAV,Foliage
218,0.4,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
219,0.41,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
220,0.42,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
221,0.43,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
222,0.44,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
223,0.45,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
224,0.46,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
225,0.47,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
226,0.48,2,16,2,0,14,0,1.0,0.125,20220727_083000.WAV,Foliage
227,0.49,1,16,1,0,15,0,1.0,0.0625,20220727_083000.WAV,Foliage
228,0.5,1,16,1,0,15,0,1.0,0.0625,20220727_083000.WAV,Foliage
229,0.51,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
230,0.52,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
231,0.53,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
232,0.54,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
233,0.55,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
234,0.56,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
235,0.57,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
236,0.58,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
237,0.59,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
238,0.6,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
239,0.61,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
240,0.62,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
241,0.63,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
242,0.64,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
243,0.65,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
244,0.66,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
245,0.67,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
246,0.68,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
247,0.69,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
248,0.7,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
249,0.71,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
250,0.72,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
251,0.73,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
252,0.74,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
253,0.75,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
254,0.76,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
255,0.77,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
256,0.78,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
257,0.79,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
258,0.8,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
259,0.81,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
260,0.82,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
261,0.83,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
262,0.84,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
263,0.85,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
264,0.86,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
265,0.87,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
266,0.88,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
267,0.89,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
268,0.9,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
269,0.91,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
270,0.92,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
271,0.93,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
272,0.94,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
273,0.95,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
274,0.96,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
275,0.97,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
276,0.98,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
277,0.99,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
278,1.0,0,16,0,0,16,0,,0.0,20220727_083000.WAV,Foliage
279,0.08,221,168,150,71,18,0,0.6787330316742082,0.8928571428571429,20220829_090000.WAV,Foliage
280,0.09,200,168,149,51,19,0,0.745,0.8869047619047619,20220829_090000.WAV,Foliage
281,0.1,185,168,146,39,22,0,0.7891891891891892,0.8690476190476191,20220829_090000.WAV,Foliage
282,0.11,171,168,143,28,25,0,0.8362573099415205,0.8511904761904762,20220829_090000.WAV,Foliage
283,0.12,163,168,143,20,25,0,0.8773006134969326,0.8511904761904762,20220829_090000.WAV,Foliage
284,0.13,156,168,141,15,27,0,0.9038461538461539,0.8392857142857143,20220829_090000.WAV,Foliage
285,0.14,150,168,138,12,30,0,0.92,0.8214285714285714,20220829_090000.WAV,Foliage
286,0.15,143,168,136,7,32,0,0.951048951048951,0.8095238095238095,20220829_090000.WAV,Foliage
287,0.16,140,168,133,7,35,0,0.95,0.7916666666666666,20220829_090000.WAV,Foliage
288,0.17,139,168,132,7,36,0,0.9496402877697842,0.7857142857142857,20220829_090000.WAV,Foliage
289,0.18,134,168,129,5,39,0,0.9626865671641791,0.7678571428571429,20220829_090000.WAV,Foliage
290,0.19,132,168,127,5,41,0,0.9621212121212122,0.7559523809523809,20220829_090000.WAV,Foliage
291,0.2,130,168,125,5,43,0,0.9615384615384616,0.7440476190476191,20220829_090000.WAV,Foliage
292,0.21,127,168,123,4,45,0,0.968503937007874,0.7321428571428571,20220829_090000.WAV,Foliage
