,KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
139,LF,23040.0,0.028152582134312185,322.0125,322.0273,22890,27489,Nyctalus leisleri,0.066,0.133,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
140,HF,60480.0,2.7322234147621876,323.0525,323.0604,58984,64489,Pipistrellus pygmaeus,0.102,0.105,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
141,HF,47040.0,1.8157670236624879,328.6005,328.6084,46953,51365,Pipistrellus pipistrellus,0.078,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
142,LF,35520.0,0.8324757382405262,334.5005,334.509,33203,40219,Barbastellus barbastellus,0.077,0.131,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
143,LF,22080.0,1.9143504237364437,336.6235,336.6308,22031,30929,Plecotus auritus,0.04,0.104,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
144,LF,21120.0,0.31733514350348135,337.9325,337.956,18593,21423,Nyctalus noctula,0.085,0.13,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
145,HF,47040.0,2.35692580636816,341.9115,341.9196,44375,49136,Pipistrellus pipistrellus,0.142,0.18,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
146,LF,26880.0,0.9389933635612184,342.5185,342.527,25468,34629,Eptesicus serotinus,0.045,0.131,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
147,HF,40320.0,1.859774479001417,342.9615,342.9661,34062,43946,Plecotus auritus,0.037,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
148,LF,94080.0,0.613920091782839,345.7145,345.7492,93359,111204,Rhinolophus hipposideros,0.082,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
149,LF,20160.0,1.6815867437804102,347.0095,347.0173,15156,24966,Plecotus auritus,0.064,0.089,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
150,LF,26880.0,0.9481738525721878,348.6895,348.7019,26328,31700,Nyctalus leisleri,0.087,0.194,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
151,LF,32640.0,2.3673915652341777,350.3415,350.349,29765,38744,Eptesicus serotinus,0.039,0.08,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
152,LF,22080.0,0.9810074344213049,356.2115,356.23199999999997,20312,23342,Nyctalus leisleri,0.041,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
153,LF,33600.0,2.540707662193629,359.3675,359.3744,28906,38111,Eptesicus serotinus,0.127,0.194,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
154,LF,33600.0,1.0910830327382255,360.0015,360.0147,33203,38006,Pipistrellus nathusii,0.035,0.104,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
155,HF,40320.0,2.588101001646142,361.5825,361.5911,39218,46768,Pipistrellus nathusii,0.068,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
156,LF,29760.0,1.2407984642487875,363.0925,363.1006,28046,35062,Eptesicus serotinus,0.063,0.112,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
157,LF,27840.0,0.6933491392297432,367.6905,367.6961,26328,39909,Plecotus auritus,0.04,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
158,LF,21120.0,0.6220917480635101,368.2855,368.3047,18593,22528,Nyctalus noctula,0.061,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
159,HF,76800.0,0.211989287251038,370.1515,370.1961,68437,83514,Rhinolophus ferrumequinum,0.083,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
160,LF,24000.0,0.7562900819163445,372.4965,372.5037,23750,35629,Plecotus austriacus,0.047,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
161,LF,24000.0,0.616788489694752,374.8105,374.8195,24609,32682,Nyctalus leisleri,0.029,0.104,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
162,LF,93120.0,0.6022465442541916,375.6445,375.67719999999997,93359,110881,Rhinolophus hipposideros,0.096,0.096,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
163,LF,24960.0,0.06546325922598548,376.4425,376.4577,23750,28178,Nyctalus leisleri,0.048,0.107,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
164,LF,22080.0,0.9954756087022993,378.1745,378.1925,19453,23712,Nyctalus noctula,0.059,0.092,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
165,HF,41280.0,1.3097087384733597,379.1555,379.1664,40078,43306,Pipistrellus nathusii,0.134,0.153,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
166,LF,22080.0,1.3494649804587877,392.8255,392.8445,22031,26614,Nyctalus noctula,0.071,0.148,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
167,LF,95040.0,0.07215089013507323,395.8945,395.9273,93359,110766,Rhinolophus hipposideros,0.088,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
168,LF,33600.0,1.0471145430766684,400.0015,400.0169,33203,38681,Eptesicus serotinus,0.041,0.118,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
169,HF,39360.0,1.1455135703360062,404.9615,404.9735,37500,40978,Pipistrellus nathusii,0.067,0.095,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
170,LF,25920.0,1.8076004925194886,412.58050000000003,412.5849,24609,38564,Plecotus austriacus,0.036,0.08,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
171,LF,31680.0,1.1841499090220156,413.3525,413.3584,28906,39865,Plecotus auritus,0.038,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
172,LF,26880.0,1.043373153610437,416.1825,416.1916,25468,33164,Eptesicus serotinus,0.054,0.106,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
173,LF,27840.0,2.556701548301719,420.2625,420.2729,27187,36430,Eptesicus serotinus,0.055,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
174,HF,45120.0,2.247457532727628,420.3575,420.3656,43515,51495,Pipistrellus nathusii,0.065,0.136,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
175,LF,27840.0,0.20671139154145163,425.1695,425.184,27187,31985,Eptesicus serotinus,0.081,0.151,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
176,LF,28800.0,0.6724806128415439,426.6165,426.6295,26328,31316,Eptesicus serotinus,0.045,0.105,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
177,HF,40320.0,1.8860313172360057,429.6165,429.6286,39218,43411,Pipistrellus nathusii,0.152,0.171,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
178,HF,45120.0,1.8092546127220588,430.1655,430.1734,44375,49133,Pipistrellus pipistrellus,0.087,0.095,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
179,LF,30720.0,1.2239035323387166,436.1275,436.1348,28906,40075,Eptesicus serotinus,0.047,0.113,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
180,LF,24000.0,2.3649697615641014,437.7685,437.7758,23750,33071,Plecotus austriacus,0.037,0.085,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
181,LF,22080.0,1.285474943105308,439.6575,439.6657,21171,30591,Plecotus austriacus,0.053,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
182,HF,44160.0,1.1985473124785604,444.4615,444.47090000000003,43515,49741,Pipistrellus pipistrellus,0.071,0.086,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
183,LF,24960.0,0.43976395466700635,446.3125,446.3256,23750,29161,Eptesicus serotinus,0.047,0.133,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
184,LF,24000.0,1.5360482028091678,454.6105,454.6212,22890,29284,Nyctalus leisleri,0.031,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
185,LF,21120.0,0.9435397595738813,454.6875,454.693,15156,29249,Plecotus auritus,0.094,0.117,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
186,LF,32640.0,1.1951779865640575,454.6985,454.7086,28906,37404,Eptesicus serotinus,0.125,0.17,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
187,LF,23040.0,0.5758641572372936,455.0615,455.0781,20312,25511,Nyctalus noctula,0.085,0.138,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
188,HF,42240.0,3.2245784901956713,464.6645,464.6754,40937,45665,Pipistrellus nathusii,0.089,0.117,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
189,LF,24000.0,1.4867310466534724,464.6745,464.6885,23750,29397,Nyctalus leisleri,0.052,0.119,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
190,LF,21120.0,0.19025527415429216,470.6915,470.706,16015,20762,Nyctalus noctula,0.06,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
191,LF,95040.0,0.8771260093896243,474.6065,474.6385,93359,109909,Rhinolophus hipposideros,0.115,0.115,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
192,LF,22080.0,0.4293174308367132,474.9635,474.9839,17734,21806,Nyctalus noctula,0.076,0.097,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
193,LF,22080.0,0.784697148524348,475.0285,475.0448,22031,25472,Nyctalus leisleri,0.088,0.157,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
194,HF,51840.0,2.0401972124848404,475.6585,475.6657,48671,56333,Pipistrellus pipistrellus,0.148,0.186,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
195,LF,29760.0,0.47984674321189325,477.2555,477.2677,28046,33125,Eptesicus serotinus,0.143,0.26,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
196,LF,24000.0,0.6036482709884583,477.7645,477.7825,22031,25821,Nyctalus noctula,0.054,0.122,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
197,HF,46080.0,2.57587023560287,478.4365,478.4422,40937,57115,Myotis bechsteinii,0.025,0.095,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
198,LF,94080.0,0.18479475770234136,480.0835,480.12,93359,111349,Rhinolophus hipposideros,0.08,0.08,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
199,LF,37440.0,1.177903389977,486.9315,486.9425,34921,39668,Pipistrellus nathusii,0.049,0.099,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
200,LF,35520.0,1.0027968696382754,488.8765,488.888,34062,38903,Pipistrellus nathusii,0.13,0.237,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
201,LF,27840.0,0.5607988893744669,489.4395,489.4459,27187,38405,Plecotus auritus,0.04,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
202,HF,39360.0,2.035314619341258,491.3625,491.373,36640,42458,Barbastellus barbastellus,0.038,0.111,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
203,LF,30720.0,1.36075037258998,491.8705,491.8822,28906,34436,Eptesicus serotinus,0.05,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
204,LF,28800.0,0.8920766728407891,499.0395,499.0438,28046,39752,Plecotus auritus,0.087,0.128,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
205,HF,46080.0,1.8115158087410008,503.0535,503.0617,45234,52126,Pipistrellus pipistrellus,0.076,0.086,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
206,LF,25920.0,0.6656441180820482,504.0015,504.012,25468,32300,Nyctalus leisleri,0.035,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
207,HF,39360.0,0.6268141275311107,511.9595,511.9763,37500,40671,Pipistrellus nathusii,0.092,0.105,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
208,LF,95040.0,0.15112092042323766,515.4455,515.4832,93359,111475,Rhinolophus hipposideros,0.083,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
209,LF,23040.0,0.29066033376182143,515.6465,515.6649,21171,24057,Nyctalus leisleri,0.051,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
210,LF,24000.0,1.8944933764194005,518.5595,518.5644,24609,36580,Plecotus auritus,0.052,0.092,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
211,HF,40320.0,2.8745351848709118,520.8865,520.9029,36640,40877,Pipistrellus nathusii,0.066,0.089,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
212,LF,37440.0,1.6326122601734467,524.4855,524.4977,34921,39231,Pipistrellus nathusii,0.04,0.106,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
213,LF,22080.0,0.3438225810482394,525.4745,525.4925,21171,25524,Nyctalus noctula,0.063,0.123,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
214,LF,95040.0,0.800708294906012,528.1825,528.2171,93359,111314,Rhinolophus hipposideros,0.096,0.096,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
215,LF,35520.0,0.7245404490872258,529.3135,529.3255,32343,36692,Pipistrellus nathusii,0.064,0.181,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
216,LF,25920.0,0.055248990643793135,529.8485000000001,529.8543999999999,26328,38433,Plecotus auritus,0.029,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
217,LF,24960.0,0.9805719548772258,537.3075,537.3174,24609,32428,Eptesicus serotinus,0.033,0.092,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
218,LF,27840.0,0.2512157656040251,540.2585,540.2656,26328,35984,Plecotus auritus,0.116,0.304,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
219,LF,40320.0,1.2931940540359794,548.6005,548.6124,36640,40517,Pipistrellus nathusii,0.075,0.108,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
220,LF,31680.0,1.3489636182801668,551.0635,551.0761,29765,35987,Eptesicus serotinus,0.063,0.096,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
221,HF,45120.0,1.551991711478204,551.8725,551.8804,40937,48401,Pipistrellus nathusii,0.06,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
222,HF,46080.0,1.0989836565258948,552.3195,552.3316,44375,51348,Pipistrellus pipistrellus,0.06,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
223,HF,49920.0,0.9364285541606915,552.7555,552.7689,48671,52203,Pipistrellus pipistrellus,0.099,0.119,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
224,LF,95040.0,0.13934659824161022,554.0225,554.0516,93359,110724,Rhinolophus hipposideros,0.083,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
225,HF,39360.0,1.477411155928827,556.9365,556.9456,36640,45051,Pipistrellus nathusii,0.049,0.087,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
226,HF,39360.0,0.14349550535910838,558.3915,558.3993,37500,43946,Barbastellus barbastellus,0.059,0.106,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
227,LF,28800.0,2.2046639822515415,560.1095,560.1176,28906,36851,Eptesicus serotinus,0.145,0.226,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
228,LF,23040.0,1.604312569509231,562.0425,562.0609,21171,26063,Nyctalus noctula,0.042,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
229,LF,26880.0,1.7412646001687657,567.3325,567.3409,26328,34272,Eptesicus serotinus,0.038,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
230,LF,23040.0,0.3971356692290411,574.4605,574.4757,22890,26206,Nyctalus leisleri,0.103,0.16,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
231,LF,30720.0,0.24061255211105967,574.7955,574.8015,28046,42689,Plecotus auritus,0.037,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
232,LF,32640.0,1.103732559244615,575.8805,575.8905,28906,36618,Eptesicus serotinus,0.068,0.101,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
233,LF,24000.0,1.6209169471901337,576.7265,576.7397,22031,26341,Nyctalus leisleri,0.047,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
234,LF,37440.0,2.218171610120863,579.8365,579.8494,35781,40108,Pipistrellus nathusii,0.072,0.129,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
235,LF,30720.0,1.7814898530830914,580.4875,580.4948,28906,36682,Eptesicus serotinus,0.045,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
236,LF,33600.0,1.99642274095602,581.2065,581.2136,31484,38537,Barbastellus barbastellus,0.066,0.1,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
237,LF,31680.0,0.9278319568677789,584.5265,584.5325,28046,38128,Plecotus auritus,0.033,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
238,LF,36480.0,0.35235351592141223,589.5975,589.6061,34062,40300,Barbastellus barbastellus,0.052,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
239,HF,39360.0,0.18740075101093778,590.9005,590.9114,37500,41288,Pipistrellus nathusii,0.058,0.085,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
240,LF,30720.0,0.16364466246882325,591.7525,591.7642,28906,35456,Eptesicus serotinus,0.061,0.092,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
241,HF,70080.0,0.19536847442878133,592.0015,592.0348,68437,79004,Rhinolophus ferrumequinum,0.089,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
242,LF,35520.0,1.46483371003939,592.5805,592.5891,32343,38514,Barbastellus barbastellus,0.046,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
243,HF,35520.0,2.2335980406835008,593.0135,593.0202,34062,42255,Barbastellus barbastellus,0.066,0.098,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
244,HF,45120.0,2.853387077023373,594.5305,594.5381,44375,52201,Pipistrellus pipistrellus,0.07,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
245,HF,45120.0,2.040372852359498,601.0745,601.0827,40937,48087,Pipistrellus nathusii,0.059,0.102,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
246,HF,45120.0,1.2545544628132888,601.5495,601.5635,44375,46872,Pipistrellus pipistrellus,0.077,0.094,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
247,LF,24000.0,1.532951540754477,603.4885,603.4927,24609,39451,Plecotus auritus,0.048,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
248,HF,74880.0,0.4669966246255899,605.3095,605.3526,68437,83549,Rhinolophus ferrumequinum,0.089,0.089,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
249,LF,25920.0,1.1082172766322465,610.1085,610.1141,24609,35788,Plecotus austriacus,0.054,0.099,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
250,LF,24960.0,0.06824496988031978,614.7115,614.7163,24609,40217,Plecotus auritus,0.064,0.102,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
251,LF,23040.0,0.656658295893966,616.1255,616.1354,22031,29670,Plecotus austriacus,0.034,0.099,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
252,LF,23040.0,0.1388745640106113,627.6575,627.6691,23750,29142,Nyctalus leisleri,0.035,0.097,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
253,LF,22080.0,0.525076351018888,629.9475,629.9702,19453,22216,Nyctalus leisleri,0.039,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
254,LF,25920.0,1.6218362545018508,631.5475,631.5522,25468,39107,Plecotus austriacus,0.047,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
255,HF,45120.0,1.1597475699944784,631.8735,631.8886,44375,46794,Pipistrellus pipistrellus,0.126,0.15,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
256,HF,41280.0,2.464071379622999,639.1435,639.1552,37500,43379,Pipistrellus nathusii,0.064,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
257,LF,24960.0,1.1742831098519104,641.6215,641.6312,25468,31539,Eptesicus serotinus,0.037,0.092,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
258,HF,46080.0,2.1344885192883676,643.5665,643.5802,45234,48656,Pipistrellus pipistrellus,0.083,0.092,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
259,HF,47040.0,1.6223855596267864,643.7155,643.7259,42656,46860,Pipistrellus pipistrellus,0.058,0.089,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
260,HF,60480.0,0.4405579958635534,644.0765,644.087,59843,64857,Pipistrellus pipistrellus,0.041,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
261,LF,22080.0,0.682947254109132,647.3485000000001,647.371,20312,23017,Nyctalus noctula,0.076,0.15,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
262,HF,42240.0,0.5092616218526738,647.8075,647.8197,40937,43928,Pipistrellus nathusii,0.064,0.094,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
263,LF,32640.0,1.9165247910208851,651.2965,651.3015,28046,40843,Plecotus auritus,0.059,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
264,LF,34560.0,1.6951872547710536,653.9605,653.9747,33203,36972,Pipistrellus nathusii,0.075,0.112,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
265,LF,31680.0,1.3116624669114498,654.3835,654.3898,29765,39760,Eptesicus serotinus,0.027,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
266,HF,50880.0,1.2420959321338885,658.5235,658.5303,50390,55517,Pipistrellus pipistrellus,0.12,0.13,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
267,LF,29760.0,1.364891080938095,659.8005,659.8117,28906,35218,Eptesicus serotinus,0.063,0.107,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
268,HF,38400.0,1.3127659810725012,661.4155,661.422,34921,42253,Barbastellus barbastellus,0.059,0.08,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
269,LF,22080.0,1.249820419385438,661.9265,661.9404,22031,27207,Nyctalus leisleri,0.04,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
270,LF,33600.0,2.535228361818065,664.6965,664.7048,31484,38598,Eptesicus serotinus,0.053,0.107,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
271,LF,37440.0,1.5238107848576572,664.9045,664.9169,35781,40798,Pipistrellus nathusii,0.04,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
272,HF,43200.0,2.1003677484035963,667.2065,667.2156,40937,44779,Pipistrellus nathusii,0.104,0.127,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
273,LF,94080.0,0.0524680720618204,669.5225,669.5544,93359,110840,Rhinolophus hipposideros,0.087,0.087,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
274,HF,39360.0,2.175642387781529,670.6615,670.6727,37500,41748,Pipistrellus nathusii,0.061,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
275,HF,42240.0,2.599997926693777,684.3765,684.3854,39218,43728,Pipistrellus nathusii,0.11,0.162,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
276,LF,24000.0,0.33683589941711894,684.5555,684.5728,23750,27583,Nyctalus leisleri,0.052,0.087,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
277,LF,33600.0,1.3267726468768455,688.1115,688.1203,29765,36349,Eptesicus serotinus,0.067,0.106,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
278,LF,24000.0,0.2967244494934954,688.2685,688.2837,22890,26448,Nyctalus leisleri,0.053,0.094,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
