KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,4.859483548833975,20.9305,20.9493,65000.0,70017.0,Pipistrellus pygmaeus,0.371,0.38,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_212000.WAV,recover-20250821,UBNA_024,E18 Bridge
HF,65280.0,3.2359083113031053,134.1845,134.204,65000.0,69869.0,Pipistrellus pygmaeus,0.313,0.32,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_212000.WAV,recover-20250821,UBNA_024,E18 Bridge
HF,65280.0,6.263032359295271,136.1735,136.1925,64140.0,68496.0,Pipistrellus pygmaeus,0.293,0.305,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_212000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,32640.0,13.060074627531222,152.6945,152.7147,31484.0,36052.0,Nyctalus leisleri,0.141,0.321,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_212000.WAV,recover-20250821,UBNA_024,E18 Bridge
HF,42240.0,7.731752967384423,211.8115,211.8345,41796.0,44353.0,Pipistrellus pipistrellus,0.236,0.303,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_213000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,28800.0,2.963849032384787,62.1945,62.2098,28046.0,31620.0,Nyctalus leisleri,0.311,0.402,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,25920.0,9.672646049051936,96.0185,96.035,25468.0,29589.0,Nyctalus leisleri,0.251,0.33,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
HF,72960.0,4.804915746239617,166.0015,166.03379999999999,68437.0,81379.0,Rhinolophus ferrumequinum,0.326,0.329,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,25920.0,8.37421238434302,174.2185,174.2317,25468.0,28628.0,Nyctalus leisleri,0.327,0.364,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,25920.0,12.252654837454713,177.0445,177.0582,25468.0,29244.0,Nyctalus leisleri,0.23,0.301,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
HF,47040.0,6.3712372378903215,187.6895,187.7019,46953.0,49108.0,Pipistrellus pipistrellus,0.265,0.337,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,24000.0,17.943152027350887,192.4035,192.4151,23750.0,27545.0,Nyctalus leisleri,0.392,0.42,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
HF,48960.0,10.250691373536258,204.8755,204.88400000000001,48671.0,52371.0,Pipistrellus pipistrellus,0.34,0.407,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_215000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,25920.0,3.640799737705882,215.4185,215.4287,26328.0,33632.0,Eptesicus serotinus,0.186,0.302,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_223000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,24960.0,2.9720765985561792,237.3155,237.3265,24609.0,31077.0,Eptesicus serotinus,0.213,0.357,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_223000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,22080.0,0.5683705204790122,283.5575,283.5756,22031.0,26731.0,Nyctalus leisleri,0.274,0.42,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_223000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,24000.0,6.961277725242194,161.7245,161.7397,23750.0,26353.0,Nyctalus leisleri,0.496,0.531,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250807_230000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,20160.0,8.880011428784627,10.5825,10.5989,20312.0,23170.0,Nyctalus leisleri,0.411,0.465,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250808_002000.WAV,recover-20250821,UBNA_024,E18 Bridge
HF,46080.0,6.55452250547647,10.5835,10.5967,45234.0,47974.0,Pipistrellus pipistrellus,0.342,0.413,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250808_002000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,24000.0,1.6063737181098323,52.301500000000004,52.3156,23750.0,29025.0,Nyctalus leisleri,0.137,0.305,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250808_013000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,24000.0,1.158054230209489,118.6735,118.6883,22031.0,27350.0,Nyctalus noctula,0.207,0.338,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250808_022000.WAV,recover-20250821,UBNA_024,E18 Bridge
LF,28800.0,9.097959971929924,228.4615,228.4737,27187.0,34956.0,Eptesicus serotinus,0.309,0.501,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250821/UBNA_024/20250808_040000.WAV,recover-20250821,UBNA_024,E18 Bridge
