KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,0.022464103626994747,15.2325,15.2511,62421.0,68299.0,Pipistrellus pygmaeus,0.146,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_185000.WAV,recover-20260624,UBNA_032,Foliage
LF,23040.0,11.102299336521442,197.9025,197.924,22031.0,25150.0,Nyctalus leisleri,0.321,0.377,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_185000.WAV,recover-20260624,UBNA_032,Foliage
HF,65280.0,9.131041689358305,247.7065,247.7236,65000.0,70099.0,Pipistrellus pygmaeus,0.331,0.341,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_185000.WAV,recover-20260624,UBNA_032,Foliage
HF,65280.0,6.351373432068796,255.5745,255.5947,65000.0,69767.0,Pipistrellus pygmaeus,0.362,0.367,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_185000.WAV,recover-20260624,UBNA_032,Foliage
HF,65280.0,7.6321179073127565,289.8475,289.8645,65000.0,69803.0,Pipistrellus pygmaeus,0.34,0.349,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_185000.WAV,recover-20260624,UBNA_032,Foliage
LF,22080.0,14.79507225809456,53.927499999999995,53.9478,21171.0,24902.0,Nyctalus leisleri,0.416,0.438,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_190000.WAV,recover-20260624,UBNA_032,Foliage
LF,25920.0,1.4568309685429233,176.2485,176.2588,25468.0,31670.0,Eptesicus serotinus,0.193,0.388,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_191000.WAV,recover-20260624,UBNA_032,Foliage
LF,23040.0,10.900398427151893,88.54050000000001,88.5447,19453.0,36151.0,Plecotus austriacus,0.244,0.31,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_192000.WAV,recover-20260624,UBNA_032,Foliage
LF,22080.0,11.480648557444542,212.0055,212.0097,18593.0,38731.0,Plecotus austriacus,0.272,0.336,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_192000.WAV,recover-20260624,UBNA_032,Foliage
LF,25920.0,8.215749546593083,234.6635,234.6775,25468.0,28701.0,Nyctalus leisleri,0.4,0.473,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_192000.WAV,recover-20260624,UBNA_032,Foliage
LF,22080.0,-4.749615828752517,238.9935,239.0042,19453.0,26511.0,Nyctalus leisleri,0.135,0.365,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_192000.WAV,recover-20260624,UBNA_032,Foliage
LF,23040.0,7.412308316892858,272.8695,272.8748,20312.0,35282.0,Plecotus austriacus,0.264,0.332,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_193000.WAV,recover-20260624,UBNA_032,Foliage
LF,22080.0,4.038582982737517,133.7485,133.765,20312.0,24890.0,Nyctalus noctula,0.178,0.316,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_194000.WAV,recover-20260624,UBNA_032,Foliage
HF,67200.0,1.1260904272678813,271.0855,271.1052,66718.0,72862.0,Pipistrellus pygmaeus,0.301,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_194000.WAV,recover-20260624,UBNA_032,Foliage
LF,23040.0,8.409798679602488,21.6455,21.6523,21171.0,32714.0,Plecotus austriacus,0.265,0.324,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_195000.WAV,recover-20260624,UBNA_032,Foliage
LF,25920.0,7.665742228454102,50.7575,50.7618,22890.0,41961.0,Plecotus austriacus,0.292,0.396,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_195000.WAV,recover-20260624,UBNA_032,Foliage
LF,23040.0,4.415211419487862,9.0605,9.0676,22031.0,31014.0,Plecotus austriacus,0.225,0.321,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_202000.WAV,recover-20260624,UBNA_032,Foliage
HF,45120.0,8.86705030394161,116.0705,116.0812,44375.0,46650.0,Pipistrellus pipistrellus,0.283,0.303,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_202000.WAV,recover-20260624,UBNA_032,Foliage
LF,22080.0,11.314681161616454,249.7285,249.7371,20312.0,29278.0,Eptesicus serotinus,0.141,0.338,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_202000.WAV,recover-20260624,UBNA_032,Foliage
LF,22080.0,15.721055790623089,98.37950000000001,98.3946,21171.0,21927.0,Nyctalus leisleri,0.299,0.31,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260624/UBNA_032/20260610_203000.WAV,recover-20260624,UBNA_032,Foliage
