KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,1.7917264475677417,18.6415,18.6558,22031.0,25572.0,Nyctalus leisleri,0.3,0.351,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,-0.17825641455272134,24.7885,24.8086,21171.0,25054.0,Nyctalus leisleri,0.294,0.383,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,-0.07170422096349358,34.0875,34.103,22031.0,25175.0,Nyctalus leisleri,0.336,0.369,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,23040.0,-0.30819309885271035,34.4305,34.4499,22031.0,25686.0,Nyctalus leisleri,0.305,0.336,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,23040.0,2.141574174077137,42.1945,42.214600000000004,21171.0,25260.0,Nyctalus leisleri,0.16,0.321,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,5.1536549889834395,43.8995,43.921,21171.0,25008.0,Nyctalus leisleri,0.357,0.398,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,23040.0,3.3727654844853117,44.923500000000004,44.9456,22031.0,25389.0,Nyctalus leisleri,0.278,0.304,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,4.729191668863013,46.5475,46.5663,22031.0,25835.0,Nyctalus leisleri,0.358,0.399,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,3.1078674163710844,47.7415,47.7592,21171.0,24337.0,Nyctalus leisleri,0.372,0.392,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,3.005264899065914,49.0225,49.0456,21171.0,24688.0,Nyctalus leisleri,0.264,0.302,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,23040.0,2.9388131620659124,51.0685,51.088499999999996,21171.0,25595.0,Nyctalus leisleri,0.254,0.354,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,23040.0,0.05050109053126293,52.945499999999996,52.964,22031.0,26202.0,Nyctalus leisleri,0.27,0.354,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,2.080119980692159,53.2025,53.225,22031.0,25845.0,Nyctalus leisleri,0.361,0.402,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
LF,22080.0,3.8284742161492296,60.8825,60.9051,21171.0,24866.0,Nyctalus leisleri,0.292,0.335,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_027/20260504_221000.WAV,recover-20260518,UBNA_027,Central Pond
