Time (UTC),07/21/25,07/22/25,07/23/25,07/24/25
00:00,,0.0,0.0,0.0
00:30,,0.0,0.0,0.0
01:00,,0.0,0.0,0.0
01:30,,0.0,0.0,0.0
02:00,,0.0,0.0,0.0
02:30,,0.0,0.0,0.0
03:00,,0.0,0.0,0.0
03:30,,0.0,0.0,0.0
04:00,,0.0,0.0,0.0
04:30,,0.0,0.0,0.0
05:00,,0.0,4.769266666666667,0.24111111111111108
05:30,,15.123777777777777,2.613799888888889,2.325966666666667
06:00,,18.84174444444444,5.848177777777778,1.2291444444444444
06:30,,22.22702222222222,1.5728888888888888,5.504499888888888
07:00,,8.235144444444442,7.5567222222222235,1.6688777777777777
07:30,,1.9837777777777774,0.19866666666666666,2.105
08:00,,0.3309,3.3667111111111114,3.9729888888888887
08:30,,0.16437777777777776,0.0,0.0
09:00,,1.7424555555555556,0.0,0.9450555555555554
09:30,,0.4746222222222222,0.9383999999999998,0.0
10:00,,0.7433222222222221,0.0,1.3582333333333334
10:30,,0.0,0.0,0.0
11:00,,0.0,0.0,0.0
11:30,,0.0,0.0,0.0
12:00,,0.0,0.0,0.0
12:30,,0.0,0.0,0.0
13:00,,0.0,0.0,0.0
13:30,,0.0,0.0,0.0
14:00,,0.0,0.0,0.0
14:30,,0.0,0.0,0.0
15:00,,0.0,0.0,0.0
15:30,,0.0,0.0,0.0
16:00,,0.0,0.0,0.0
16:30,,0.0,0.0,0.0
17:00,,0.0,0.0,0.0
17:30,,0.0,0.010666666666666666,0.0
18:00,,0.0,0.0,0.0
18:30,,0.0,0.0,0.0
19:00,,0.0,0.0,0.0
19:30,,0.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0
20:30,0.15707777777777776,0.0,0.0,
21:00,0.0,0.0,0.0,
21:30,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,
