Time (UTC),07/21/25,07/22/25,07/23/25,07/24/25
00:00,,0.0,0.0,0.0
00:30,,0.0,0.0,0.0
01:00,,0.0,0.0,0.0
01:30,,0.0,0.0,0.0
02:00,,0.0,0.0,0.0
02:30,,0.0,0.0,0.0
03:00,,0.0,0.0,0.0
03:30,,0.0,0.0,0.0
04:00,,0.0,0.0,0.0
04:30,,0.0,0.0,0.0
05:00,,2.8000000000000003,0.0,0.0
05:30,,8.533333333333333,3.1999999999999997,3.0666666666666664
06:00,,0.06666666666666667,2.6666666666666665,0.6
06:30,,0.06666666666666667,0.13333333333333333,3.1333333333333333
07:00,,5.3999999999999995,4.933333333333334,0.06666666666666667
07:30,,0.0,0.0,0.0
08:00,,27.599999999999998,0.0,0.19999999999999998
08:30,,10.533333333333333,0.0,0.0
09:00,,0.0,0.0,0.7999999999999999
09:30,,5.866666666666667,0.0,0.0
10:00,,1.5333333333333332,0.0,0.0
10:30,,5.266666666666667,1.4666666666666668,1.8666666666666665
11:00,,0.0,0.0,0.0
11:30,,0.0,0.0,0.0
12:00,,0.0,0.0,0.0
12:30,,0.0,0.0,0.0
13:00,,0.0,0.0,0.0
13:30,,0.0,0.0,0.0
14:00,,0.0,0.0,0.0
14:30,,0.0,0.0,0.0
15:00,,0.0,0.0,0.0
15:30,,0.0,0.0,0.0
16:00,,0.0,0.0,0.0
16:30,,0.0,0.0,0.0
17:00,,0.0,0.0,0.0
17:30,,0.0,0.0,0.0
18:00,,0.0,0.0,0.0
18:30,,0.0,0.0,0.0
19:00,,0.0,0.0,0.0
19:30,,0.0,0.0,0.0
20:00,0.3333333333333333,0.06666666666666667,0.0,0.0
20:30,0.4666666666666666,0.0,0.0,
21:00,0.19999999999999998,0.0,0.0,
21:30,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,
