KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,79680.0,0.18964924069783895,48.1935,48.239599999999996,68437.0,83249.0,Echolocation,Rhinolophus ferrumequinum,0.305,0.305,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,3.9694651937108665,48.3395,48.3883,68437.0,84142.0,Echolocation,Rhinolophus ferrumequinum,0.309,0.309,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,1.8110645695422358,48.5175,48.5655,68437.0,83302.0,Echolocation,Rhinolophus ferrumequinum,0.363,0.363,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,3.1858464246763187,48.7175,48.7686,68437.0,83475.0,Echolocation,Rhinolophus ferrumequinum,0.406,0.406,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,4.5902658080158165,48.825500000000005,48.8729,68437.0,83958.0,Echolocation,Rhinolophus ferrumequinum,0.363,0.363,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,2.9263029680756008,48.8995,48.9458,68437.0,83210.0,Echolocation,Rhinolophus ferrumequinum,0.528,0.528,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,5.294707789798247,48.927499999999995,48.9748,68437.0,83813.0,Echolocation,Rhinolophus ferrumequinum,0.301,0.301,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,0.5750163498508705,49.5215,49.5679,68437.0,83387.0,Echolocation,Rhinolophus ferrumequinum,0.326,0.326,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,2.5750289009322858,49.7185,49.7639,68437.0,82648.0,Echolocation,Rhinolophus ferrumequinum,0.417,0.417,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
HF,79680.0,2.261916429603102,49.9435,49.9825,68437.0,82462.0,Echolocation,Rhinolophus ferrumequinum,0.306,0.306,-1,192000.0,/mnt/ubna_data_07/recover-20260311/UBNA_024/20260305_203000.WAV,recover-20260311,UBNA_024,Carp Pond
