Time (UTC),03/30/26,03/31/26,04/01/26,04/02/26,04/03/26,04/04/26,04/05/26,04/06/26,04/07/26,04/08/26,04/09/26,04/10/26,04/11/26,04/12/26
00:00,,0.4000000000000001,3.1333333333333333,0.06666666666666667,0.26666666666666666,0.6666666666666666,0.7333333333333334,0.4666666666666666,0.5333333333333333,0.3333333333333333,0.7333333333333334,1.3333333333333333,0.6,0.6
00:30,,0.4666666666666666,1.0666666666666667,0.0,0.19999999999999998,0.26666666666666666,0.26666666666666666,0.20000000000000004,0.13333333333333333,0.46666666666666673,0.13333333333333333,0.20000000000000004,0.6666666666666666,0.06666666666666667
01:00,,0.0,0.39999999999999997,0.6,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.0,0.20000000000000004,0.20000000000000004,0.5333333333333333,0.06666666666666667,0.4666666666666666,0.6666666666666666
01:30,,0.3333333333333333,0.4000000000000001,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.46666666666666673,0.0,0.20000000000000004,0.3333333333333333,0.0,0.5333333333333333,0.20000000000000004
02:00,,0.19999999999999998,0.3333333333333333,0.06666666666666667,0.0,0.7333333333333334,0.06666666666666667,0.3333333333333333,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.19999999999999998,0.4666666666666666
02:30,,0.0,0.20000000000000004,0.06666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.39999999999999997,0.13333333333333333,0.6,0.20000000000000004,0.20000000000000004,0.26666666666666666
03:00,,0.26666666666666666,15.200000000000001,0.26666666666666666,0.0,0.13333333333333333,3.466666666666667,1.9333333333333336,6.533333333333334,3.0,0.19999999999999998,0.0,27.26666666666667,0.0
03:30,,4.8,0.19999999999999998,0.19999999999999998,0.0,1.3333333333333333,4.866666666666667,0.3333333333333333,8.0,0.0,0.13333333333333333,6.599999999999999,23.866666666666664,0.0
04:00,,0.0,17.133333333333336,0.0,0.0,21.733333333333334,13.533333333333333,157.66666666666666,2.733333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,13.333333333333334,5.3999999999999995
04:30,,0.0,0.06666666666666667,0.0,0.0,4.0,2.8666666666666667,4.333333333333333,0.0,0.0,1.5999999999999999,0.06666666666666667,2.533333333333333,3.4
05:00,,0.0,0.0,0.06666666666666667,0.0,12.733333333333334,7.533333333333334,3.1999999999999997,3.0666666666666664,0.0,0.06666666666666667,6.533333333333334,13.666666666666666,0.06666666666666667
05:30,,0.0,0.13333333333333333,0.0,0.0,3.0,1.0666666666666667,9.533333333333333,0.26666666666666666,0.0,0.0,0.06666666666666667,11.200000000000001,3.266666666666666
06:00,,0.0,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,7.599999999999999,5.133333333333334,0.0,0.0,0.06666666666666667,7.133333333333333,5.0,0.0
06:30,,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,2.066666666666667,3.533333333333333,0.0,0.0,0.0,4.6000000000000005,0.0
07:00,,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,11.799999999999999,0.06666666666666667,0.0,0.0,0.0,0.7333333333333334,0.0
07:30,,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,1.0666666666666667,0.6,0.06666666666666667,0.0,0.0,0.06666666666666667,3.933333333333333,0.5333333333333333
08:00,,0.0,0.6,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,5.266666666666667,0.39999999999999997,0.0
08:30,,0.0,1.3333333333333333,0.0,0.06666666666666667,0.0,0.0,4.0,0.0,0.0,0.0,0.4666666666666666,0.0,0.0
09:00,,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,9.733333333333334,0.0
09:30,,0.0,0.19999999999999998,0.0,0.06666666666666667,2.466666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,5.333333333333333,0.0
10:00,,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:30,,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,
11:00,,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,
11:30,,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,
12:00,,0.0,0.0,0.7333333333333334,0.0,0.06666666666666667,0.39999999999999997,0.19999999999999998,0.0,0.06666666666666667,0.0,0.0,0.7333333333333334,
12:30,,0.0,0.0,0.13333333333333333,0.06666666666666667,0.20000000000000004,0.0,0.19999999999999998,0.0,0.13333333333333333,0.20000000000000004,0.06666666666666667,1.1333333333333333,
13:00,,0.13333333333333333,0.0,0.20000000000000004,0.13333333333333333,0.39999999999999997,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.20000000000000004,0.7999999999999999,1.0666666666666667,1.3333333333333333,
13:30,,0.6666666666666666,0.0,0.13333333333333333,0.26666666666666666,0.5333333333333333,0.3333333333333333,0.20000000000000004,0.7999999999999999,0.6666666666666666,0.26666666666666666,0.5333333333333333,0.4666666666666666,
14:00,,0.4666666666666666,0.20000000000000004,0.06666666666666667,0.0,0.5333333333333333,0.26666666666666666,0.4666666666666666,0.26666666666666666,0.3333333333333333,0.6,1.0,0.13333333333333333,
14:30,,0.26666666666666666,0.4000000000000001,1.0666666666666667,0.06666666666666667,0.20000000000000004,0.26666666666666666,0.20000000000000004,0.8666666666666667,2.4666666666666663,4.933333333333333,0.39999999999999997,0.06666666666666667,
15:00,,0.26666666666666666,0.5333333333333333,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5333333333333333,0.26666666666666666,0.26666666666666666,
15:30,,0.8666666666666667,0.6,0.6,0.9333333333333332,0.5333333333333333,0.19999999999999998,0.7999999999999999,0.6,0.6666666666666666,0.8666666666666667,1.1333333333333335,0.06666666666666667,
16:00,,0.13333333333333333,0.6,0.39999999999999997,0.4666666666666666,0.4000000000000001,0.20000000000000004,0.19999999999999998,0.26666666666666666,0.5333333333333333,0.19999999999999998,1.0,1.0,
16:30,,0.3333333333333333,0.19999999999999998,0.5333333333333333,0.20000000000000004,0.13333333333333333,0.06666666666666667,4.666666666666667,0.4000000000000001,0.0,0.7333333333333334,1.2666666666666666,0.7333333333333334,
17:00,,0.0,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.8666666666666667,0.13333333333333333,0.0,0.6,1.6666666666666667,1.2666666666666668,
17:30,,0.0,0.06666666666666667,0.20000000000000004,0.26666666666666666,0.06666666666666667,0.0,0.39999999999999997,0.0,0.13333333333333333,0.13333333333333333,1.7333333333333334,0.06666666666666667,
18:00,,0.26666666666666666,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,1.0,0.19999999999999998,0.4666666666666666,0.4666666666666666,0.39999999999999997,1.6666666666666667,
18:30,,0.3333333333333333,0.0,0.0,0.13333333333333333,0.20000000000000004,0.0,0.20000000000000004,0.39999999999999997,0.13333333333333333,0.13333333333333333,0.8666666666666667,1.1333333333333333,
19:00,,0.20000000000000004,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.20000000000000004,0.13333333333333333,0.7999999999999999,0.26666666666666666,1.2,0.13333333333333333,
19:30,,0.20000000000000004,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.20000000000000004,0.06666666666666667,0.06666666666666667,1.3333333333333333,0.26666666666666666,
20:00,,0.19999999999999998,0.06666666666666667,0.0,0.06666666666666667,0.0,0.4666666666666666,0.6,0.3333333333333333,0.06666666666666667,0.0,1.0,0.8666666666666667,
20:30,,0.8666666666666666,0.0,0.20000000000000004,0.20000000000000004,0.3333333333333333,1.4000000000000001,0.6666666666666666,0.19999999999999998,0.13333333333333333,0.06666666666666667,1.2666666666666668,1.2666666666666668,
21:00,,1.1333333333333333,0.0,0.0,0.20000000000000004,0.7999999999999999,0.7333333333333334,0.39999999999999997,0.39999999999999997,0.5333333333333333,0.26666666666666666,1.8,0.7999999999999999,
21:30,0.2,2.1999999999999997,0.0,0.7333333333333334,0.39999999999999997,1.2666666666666666,2.1333333333333333,1.8666666666666665,0.5333333333333333,1.0666666666666667,0.3333333333333333,0.9333333333333332,0.8666666666666667,
22:00,1.1333333333333335,6.6000000000000005,0.0,0.06666666666666667,0.8666666666666666,2.9333333333333336,1.9333333333333336,1.1333333333333335,0.26666666666666666,0.19999999999999998,1.5333333333333332,0.39999999999999997,1.0666666666666667,
22:30,1.7333333333333334,5.466666666666666,0.0,0.26666666666666666,0.3333333333333333,1.7333333333333334,2.733333333333333,1.3333333333333333,1.0,1.4000000000000001,2.4,0.8666666666666666,0.06666666666666667,
23:00,0.4666666666666666,3.6666666666666665,0.0,0.13333333333333333,0.13333333333333333,1.1333333333333335,1.3999999999999997,1.1333333333333335,0.3333333333333333,0.7999999999999999,1.8,1.0666666666666667,0.3333333333333333,
23:30,1.0,2.2666666666666666,0.0,0.0,0.39999999999999997,1.0666666666666667,1.0,0.06666666666666667,1.0,0.9333333333333332,3.0,0.4666666666666666,0.19999999999999998,
