KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,8.173206901864372,291.0855,291.0899,21171.0,40349.0,Echolocation,Plecotus austriacus,0.3,0.384,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_214000.WAV,recover-20260413,UBNA_022,E18 Bridge
LF,22080.0,4.834059333418029,84.9635,84.9815,21171.0,25330.0,Echolocation,Nyctalus noctula,0.146,0.308,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
LF,25920.0,12.901805794934141,105.3255,105.3422,25468.0,28913.0,Echolocation,Nyctalus leisleri,0.219,0.303,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
LF,25920.0,5.811737123720229,106.4975,106.5115,25468.0,28743.0,Echolocation,Nyctalus leisleri,0.364,0.422,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
HF,48960.0,4.353886084204353,151.1785,151.1917,47812.0,50735.0,Echolocation,Pipistrellus pipistrellus,0.294,0.371,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
HF,48960.0,5.744488973888297,180.8905,180.9043,48671.0,51799.0,Echolocation,Pipistrellus pipistrellus,0.236,0.375,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
HF,48960.0,8.153765276117484,193.5975,193.6105,47812.0,52328.0,Echolocation,Pipistrellus pipistrellus,0.295,0.332,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
HF,48960.0,7.492532187598366,203.0675,203.0797,48671.0,51527.0,Echolocation,Pipistrellus pipistrellus,0.232,0.368,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
HF,48960.0,16.125908596704914,210.7415,210.7504,48671.0,52358.0,Echolocation,Pipistrellus pipistrellus,0.241,0.303,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
HF,48960.0,0.539963358024865,221.0575,221.0721,48671.0,52158.0,Echolocation,Pipistrellus pipistrellus,0.266,0.34,-1,192000.0,/mnt/ubna_data_07/recover-20260413/UBNA_022/20260330_215000.WAV,recover-20260413,UBNA_022,E18 Bridge
