KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,46080.0,18.218488045389137,251.0105,251.0191,41796.0,66495.0,Echolocation,Pipistrellus pipistrellus,0.285,0.504,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240911_025000.WAV,recover-20240919,UBNA_009,Foliage
HF,54720.0,16.542857993295826,200.4305,200.4337,46953.0,78465.0,Echolocation,Myotis alcathoe,0.489,0.632,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_090000.WAV,recover-20240919,UBNA_009,Foliage
HF,47040.0,2.4601341069336646,5.1295,5.1353,45234.0,56363.0,Echolocation,Pipistrellus pipistrellus,0.518,0.549,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,46080.0,12.872136181692596,35.9025,35.9097,44375.0,62253.0,Echolocation,Pipistrellus pipistrellus,0.307,0.555,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,47040.0,6.001361047743953,61.5075,61.5165,45234.0,58712.0,Echolocation,Pipistrellus pipistrellus,0.395,0.502,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,51840.0,6.486588576444351,90.8945,90.9025,46953.0,61656.0,Echolocation,Pipistrellus pipistrellus,0.51,0.633,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,51840.0,9.871794343549489,123.5465,123.5544,49531.0,65233.0,Echolocation,Pipistrellus pipistrellus,0.459,0.529,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,51840.0,4.939761149033994,170.6605,170.6655,49531.0,62753.0,Echolocation,Pipistrellus pipistrellus,0.471,0.507,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,52800.0,40.85839250636048,150.0535,150.0593,33203.0,90617.0,Echolocation,Myotis brandtii,0.533,0.636,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240911_072000.WAV,recover-20240919,UBNA_009,Foliage
HF,48000.0,10.470072622375517,180.2765,180.2814,46093.0,60325.0,Echolocation,Pipistrellus pipistrellus,0.602,0.659,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,47040.0,8.819516348504889,222.7505,222.755,44375.0,61709.0,Echolocation,Pipistrellus pipistrellus,0.36,0.525,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,53760.0,6.708329310479351,266.7845,266.7872,51250.0,62029.0,Echolocation,Myotis alcathoe,0.348,0.503,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,58560.0,11.406790787797213,270.1025,270.1049,48671.0,72091.0,Echolocation,Myotis alcathoe,0.382,0.606,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_091000.WAV,recover-20240919,UBNA_009,Foliage
HF,45120.0,6.986625993319157,24.6295,24.634,44375.0,55938.0,Echolocation,Pipistrellus pipistrellus,0.538,0.586,-1,192000.0,/mnt/ubna_data_04/recover-20240919/UBNA_009/20240913_092000.WAV,recover-20240919,UBNA_009,Foliage
