KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,22080.0,-0.5798234040247213,142.6265,142.6411,22031.0,26837.0,Echolocation,Nyctalus leisleri,0.163,0.384,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_004000.WAV,recover-20251113,UBNA_027,Central Pond
HF,48960.0,-15.714403462892147,10.8855,10.8954,47812.0,51389.0,Echolocation,Pipistrellus pipistrellus,0.252,0.346,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_005000.WAV,recover-20251113,UBNA_027,Central Pond
LF,25920.0,21.340286998567848,130.3715,130.3835,25468.0,28637.0,Echolocation,Nyctalus leisleri,0.306,0.362,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_005000.WAV,recover-20251113,UBNA_027,Central Pond
LF,19200.0,5.8048182967921145,199.8955,199.918,18593.0,21824.0,Echolocation,Nyctalus noctula,0.187,0.305,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_005000.WAV,recover-20251113,UBNA_027,Central Pond
LF,25920.0,12.960427332046521,274.7955,274.8078,25468.0,31761.0,Echolocation,Nyctalus leisleri,0.186,0.304,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_005000.WAV,recover-20251113,UBNA_027,Central Pond
LF,23040.0,13.283250994831374,234.7545,234.7687,22890.0,27489.0,Echolocation,Nyctalus leisleri,0.185,0.33,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_012000.WAV,recover-20251113,UBNA_027,Central Pond
LF,25920.0,15.081124240282705,248.0345,248.0451,25468.0,30912.0,Echolocation,Nyctalus leisleri,0.336,0.431,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_012000.WAV,recover-20251113,UBNA_027,Central Pond
HF,46080.0,3.120864785649853,71.3555,71.3618,46093.0,54130.0,Echolocation,Pipistrellus pipistrellus,0.359,0.38,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_013000.WAV,recover-20251113,UBNA_027,Central Pond
HF,47040.0,3.933815916261843,71.9325,71.9376,46093.0,54938.0,Echolocation,Pipistrellus pipistrellus,0.308,0.325,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_013000.WAV,recover-20251113,UBNA_027,Central Pond
HF,46080.0,2.3041299094446557,72.0235,72.0309,46093.0,54353.0,Echolocation,Pipistrellus pipistrellus,0.337,0.346,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_027/20251108_013000.WAV,recover-20251113,UBNA_027,Central Pond
