Time (UTC),07/08/26,07/09/26,07/10/26,07/11/26,07/12/26,07/13/26,07/14/26,07/15/26,07/16/26,07/17/26,07/18/26,07/19/26,07/20/26,07/21/26,07/22/26,07/23/26,07/24/26
00:00,,0.0,0.0,1.1333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02:30,,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03:30,,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,
04:30,,0.0,0.0,0.0,0.0,5.666666666666667,4.733333333333333,3.0666666666666664,3.0666666666666664,10.4,1.5333333333333332,9.333333333333334,1.0,6.8,2.7999999999999994,0.39999999999999997,
05:00,,2.8000000000000003,0.6,7.066666666666666,1.9333333333333336,7.0,0.7333333333333334,2.9333333333333336,3.9333333333333336,29.8,8.666666666666666,2.6666666666666665,2.8000000000000003,1.6666666666666667,0.0,6.733333333333333,
05:30,,1.8,0.6,3.466666666666667,0.06666666666666667,3.9333333333333336,1.0,6.2,0.0,42.46666666666667,5.066666666666666,8.933333333333332,1.7333333333333332,10.933333333333335,2.1999999999999997,25.733333333333334,
06:00,,6.933333333333334,4.933333333333334,2.6,12.533333333333333,2.6,9.133333333333335,2.4,2.1333333333333333,27.866666666666664,3.0,2.6666666666666665,2.0,1.2666666666666666,1.3333333333333333,0.26666666666666666,
06:30,,2.6,4.333333333333333,1.3333333333333333,3.6666666666666665,0.9333333333333332,0.0,3.533333333333333,2.6666666666666665,17.066666666666666,1.1333333333333333,0.19999999999999998,2.8000000000000003,5.2,2.0,10.733333333333334,
07:00,,0.3333333333333333,5.533333333333334,2.933333333333333,9.866666666666667,0.0,2.6666666666666665,4.533333333333334,5.133333333333334,8.200000000000001,4.8,6.2,0.19999999999999998,0.7333333333333334,11.0,28.666666666666668,
07:30,,9.4,2.0,3.733333333333333,6.533333333333334,6.133333333333333,2.2666666666666666,2.533333333333333,2.8000000000000003,32.13333333333333,2.8666666666666667,2.066666666666667,1.8,5.066666666666666,1.2666666666666668,15.666666666666666,
08:00,,1.9333333333333336,57.4,17.400000000000002,3.6666666666666665,0.06666666666666667,3.3333333333333335,0.0,15.600000000000001,4.933333333333333,8.533333333333333,4.866666666666666,13.200000000000001,18.2,3.0666666666666664,5.266666666666667,
08:30,,36.86666666666667,35.13333333333333,12.466666666666669,0.4666666666666666,2.3333333333333335,0.5333333333333333,4.6,4.8,3.733333333333333,13.066666666666668,0.0,0.4666666666666666,5.3999999999999995,0.0,4.8,
09:00,,2.6,1.5333333333333332,1.4000000000000001,21.86666666666667,1.4666666666666668,1.5333333333333332,2.0,3.4666666666666663,8.066666666666666,7.2,1.0,0.06666666666666667,18.733333333333334,2.6,4.866666666666666,
09:30,,16.2,18.400000000000002,0.19999999999999998,23.866666666666664,0.0,2.0,3.1333333333333333,0.0,14.666666666666666,14.6,1.7333333333333334,9.066666666666666,1.0666666666666667,0.19999999999999998,2.9333333333333336,
10:00,,5.266666666666667,14.133333333333335,5.6000000000000005,0.13333333333333333,0.06666666666666667,0.0,2.2666666666666666,0.0,19.533333333333335,7.266666666666666,0.20000000000000004,0.0,9.4,2.866666666666667,22.400000000000002,
10:30,,8.533333333333333,1.1333333333333333,5.8,9.733333333333333,0.3333333333333333,0.06666666666666667,0.7333333333333334,0.9333333333333332,20.266666666666666,0.0,0.0,2.1999999999999997,0.39999999999999997,2.466666666666667,61.400000000000006,
11:00,,1.4666666666666668,0.6666666666666666,6.333333333333333,3.6666666666666665,0.0,0.0,1.0,0.6666666666666666,60.0,2.6,4.0,0.0,0.39999999999999997,1.2,1.3333333333333333,
11:30,,0.0,0.0,3.466666666666667,11.133333333333335,0.0,0.0,1.0,0.0,45.666666666666664,0.0,0.6,0.3333333333333333,1.8666666666666665,0.0,22.8,
12:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
