start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
1591.2935,1591.3066,24609.0,35603.0,Echolocation,Eptesicus serotinus,0.348,0.622,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1591.4135,1591.4263,24609.0,37021.0,Echolocation,Eptesicus serotinus,0.266,0.671,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1591.5435,1591.5561,24609.0,37226.0,Echolocation,Eptesicus serotinus,0.276,0.666,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1591.6305,1591.6438,25468.0,39130.0,Echolocation,Eptesicus serotinus,0.361,0.568,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1591.6725,1591.6844,24609.0,33768.0,Echolocation,Eptesicus serotinus,0.354,0.584,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1591.8125,1591.8255,24609.0,35854.0,Echolocation,Eptesicus serotinus,0.346,0.64,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1591.8845,1591.8964,25468.0,35986.0,Echolocation,Eptesicus serotinus,0.293,0.621,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1591.9565,1591.9658,25468.0,33769.0,Echolocation,Eptesicus serotinus,0.259,0.615,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1592.0905,1592.1037,24609.0,39305.0,Echolocation,Eptesicus serotinus,0.429,0.648,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
1592.2215,1592.2342,23750.0,34703.0,Echolocation,Eptesicus serotinus,0.414,0.643,-1,/mnt/ubna_data_03/recover-20230823/UBNA_003/20230816_033000.WAV,recover-20230823,UBNA_003,E18 Bridge
