start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
144.8075,144.8147,40078.0,51603.0,Echolocation,Pipistrellus nathusii,0.263,0.521,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
152.0475,152.0556,43515.0,58903.0,Echolocation,Pipistrellus nathusii,0.266,0.503,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
155.4795,155.4856,41796.0,50866.0,Echolocation,Pipistrellus nathusii,0.435,0.503,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
155.9075,155.9151,41796.0,51854.0,Echolocation,Pipistrellus nathusii,0.486,0.564,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
156.2785,156.286,40937.0,64469.0,Echolocation,Pipistrellus nathusii,0.285,0.519,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
156.3485,156.356,41796.0,60557.0,Echolocation,Pipistrellus nathusii,0.322,0.532,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
160.6415,160.6489,40078.0,52680.0,Echolocation,Pipistrellus nathusii,0.435,0.598,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
160.8195,160.8256,39218.0,58216.0,Echolocation,Pipistrellus nathusii,0.397,0.563,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
161.2655,161.2724,40937.0,56001.0,Echolocation,Pipistrellus nathusii,0.361,0.553,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
165.2415,165.2483,36640.0,75901.0,Echolocation,Myotis daubentonii,0.455,0.542,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
166.0615,166.0705,40078.0,55789.0,Echolocation,Pipistrellus nathusii,0.384,0.537,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
166.2385,166.2456,40937.0,58055.0,Echolocation,Pipistrellus nathusii,0.422,0.553,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
166.3345,166.3418,40937.0,56373.0,Echolocation,Pipistrellus nathusii,0.429,0.514,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
166.4125,166.41910000000001,40078.0,50331.0,Echolocation,Pipistrellus nathusii,0.487,0.575,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
166.6935,166.7007,40937.0,50814.0,Echolocation,Pipistrellus nathusii,0.498,0.579,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
166.82150000000001,166.829,40937.0,51461.0,Echolocation,Pipistrellus nathusii,0.482,0.568,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
480.9415,480.9512,26328.0,33683.0,Echolocation,Nyctalus leisleri,0.309,0.566,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
481.2265,481.2399,25468.0,35168.0,Echolocation,Eptesicus serotinus,0.357,0.543,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
481.6835,481.6945,25468.0,32747.0,Echolocation,Eptesicus serotinus,0.31,0.529,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
481.8295,481.8425,26328.0,34323.0,Echolocation,Eptesicus serotinus,0.319,0.548,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
481.9865,481.9991,25468.0,36618.0,Echolocation,Eptesicus serotinus,0.485,0.609,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
482.1395,482.1519,25468.0,33827.0,Echolocation,Eptesicus serotinus,0.372,0.537,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
482.4395,482.4545,25468.0,31916.0,Echolocation,Nyctalus leisleri,0.287,0.528,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
484.2885,484.298,27187.0,34340.0,Echolocation,Eptesicus serotinus,0.277,0.503,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
484.5375,484.5488,27187.0,42846.0,Echolocation,Eptesicus serotinus,0.441,0.654,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
484.7695,484.779,27187.0,37374.0,Echolocation,Eptesicus serotinus,0.395,0.649,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
484.8575,484.8665,28906.0,37949.0,Echolocation,Eptesicus serotinus,0.371,0.605,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
484.9655,484.9769,27187.0,37482.0,Echolocation,Eptesicus serotinus,0.328,0.561,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
485.0915,485.1029,27187.0,41814.0,Echolocation,Eptesicus serotinus,0.455,0.654,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
485.2335,485.2444,26328.0,37525.0,Echolocation,Eptesicus serotinus,0.352,0.565,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
485.3755,485.3868,27187.0,37996.0,Echolocation,Eptesicus serotinus,0.445,0.643,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
485.5185,485.5304,26328.0,43193.0,Echolocation,Eptesicus serotinus,0.409,0.583,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
485.7015,485.71,26328.0,41089.0,Echolocation,Eptesicus serotinus,0.435,0.682,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
485.8005,485.81,27187.0,38077.0,Echolocation,Eptesicus serotinus,0.472,0.618,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
485.9175,485.9265,27187.0,38636.0,Echolocation,Eptesicus serotinus,0.395,0.598,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.0065,486.0164,28046.0,46342.0,Echolocation,Nyctalus leisleri,0.434,0.614,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.1565,486.1669,27187.0,45674.0,Echolocation,Nyctalus leisleri,0.379,0.689,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.2935,486.3041,27187.0,43857.0,Echolocation,Nyctalus leisleri,0.43,0.612,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.4315,486.4435,26328.0,45463.0,Echolocation,Nyctalus leisleri,0.386,0.695,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.5705,486.5816,26328.0,47091.0,Echolocation,Nyctalus leisleri,0.37,0.691,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.6895,486.7022,25468.0,47506.0,Echolocation,Nyctalus leisleri,0.385,0.682,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.8085,486.8222,25468.0,45474.0,Echolocation,Nyctalus leisleri,0.332,0.661,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
486.9125,486.9245,27187.0,46029.0,Echolocation,Nyctalus leisleri,0.434,0.693,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.0165,487.0271,27187.0,48595.0,Echolocation,Nyctalus leisleri,0.465,0.716,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.1025,487.1119,28046.0,50172.0,Echolocation,Nyctalus leisleri,0.466,0.69,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.1855,487.1946,28046.0,48464.0,Echolocation,Nyctalus leisleri,0.627,0.744,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.2835,487.2923,28046.0,47568.0,Echolocation,Nyctalus leisleri,0.452,0.676,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.4215,487.4293,27187.0,51027.0,Echolocation,Nyctalus leisleri,0.521,0.72,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.5355,487.5433,27187.0,53108.0,Echolocation,Nyctalus leisleri,0.589,0.748,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.6535,487.6615,28046.0,49504.0,Echolocation,Nyctalus leisleri,0.443,0.673,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.7825,487.79110000000003,27187.0,51007.0,Echolocation,Nyctalus leisleri,0.41,0.651,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
487.9205,487.9283,26328.0,50183.0,Echolocation,Nyctalus leisleri,0.468,0.696,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.0565,488.0641,27187.0,46466.0,Echolocation,Nyctalus leisleri,0.391,0.672,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.1585,488.1668,27187.0,50280.0,Echolocation,Nyctalus leisleri,0.677,0.801,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.2855,488.2937,27187.0,40839.0,Echolocation,Eptesicus serotinus,0.391,0.685,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.4245,488.4318,26328.0,44521.0,Echolocation,Eptesicus serotinus,0.465,0.676,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.5465,488.5537,26328.0,43858.0,Echolocation,Eptesicus serotinus,0.481,0.685,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.6155,488.6219,28046.0,44876.0,Echolocation,Nyctalus leisleri,0.288,0.629,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.7215,488.7304,27187.0,45258.0,Echolocation,Eptesicus serotinus,0.323,0.631,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
488.9165,488.9256,25468.0,43410.0,Echolocation,Eptesicus serotinus,0.312,0.605,-1,/mnt/ubna_data_03/recover-20230830/UBNA_007/20230824_033000.WAV,recover-20230830,UBNA_007,E18 Bridge
