Time (UTC),08/28/25,08/29/25,08/30/25,08/31/25,09/01/25,09/02/25
00:00,,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,3.066666666666667,0.0
03:30,,7.066666666666667,10.333333333333334,0.0,8.533333333333333,1.4666666666666668
04:00,,3.4,4.133333333333334,0.06666666666666667,7.933333333333334,8.133333333333333
04:30,,3.4,0.0,0.4666666666666666,0.9333333333333332,3.6666666666666665
05:00,,1.6666666666666667,0.0,0.3333333333333333,0.39999999999999997,0.13333333333333333
05:30,,3.4,0.0,0.0,0.06666666666666667,0.5333333333333333
06:00,,0.0,0.0,0.06666666666666667,0.0,0.0
06:30,,3.6666666666666665,1.8666666666666665,0.0,0.0,0.19999999999999998
07:00,,0.7999999999999999,0.3333333333333333,0.19999999999999998,0.0,1.2
07:30,,0.0,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.39999999999999997
08:00,,0.3333333333333333,0.0,0.06666666666666667,0.0,2.066666666666667
08:30,,0.0,0.0,0.13333333333333333,0.0,0.0
09:00,,0.06666666666666667,0.26666666666666666,0.0,0.4666666666666666,0.0
09:30,,0.0,0.0,0.13333333333333333,1.6666666666666667,0.06666666666666667
10:00,,0.06666666666666667,0.26666666666666666,0.0,0.06666666666666667,0.13333333333333333
10:30,,0.1,0.4666666666666666,0.0,0.06666666666666667,1.8666666666666665
11:00,,0.7999999999999999,0.19999999999999998,0.26666666666666666,0.06666666666666667,0.39999999999999997
11:30,,0.6,0.26666666666666666,0.39999999999999997,0.06666666666666667,0.0
12:00,,0.13333333333333333,1.6666666666666667,0.0,0.19999999999999998,0.26666666666666666
12:30,,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0
14:00,,0.06666666666666667,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.06666666666666667,0.0
15:00,,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.13333333333333333,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0
18:30,0.0,0.0,0.0,0.0,0.0,0.0
19:00,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667
19:30,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,
