KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,-0.2706358518161454,1.0475,1.0503,51250.0,72180.0,Myotis alcathoe,0.223,0.349,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,65280.0,-0.7211913934456226,7.6435,7.6526,55546.0,65030.0,Pipistrellus pygmaeus,0.251,0.315,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,65280.0,-0.08929867551394863,9.1675,9.1717,58125.0,67153.0,Pipistrellus pygmaeus,0.349,0.406,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,65280.0,0.4238350712798394,28.7725,28.788,62421.0,66258.0,Pipistrellus pygmaeus,0.328,0.348,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,32640.0,1.7079447905565817,51.8835,51.899100000000004,27187.0,30581.0,Nyctalus leisleri,0.251,0.318,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,32640.0,2.291066295841522,51.927499999999995,51.9405,22031.0,28188.0,Nyctalus leisleri,0.187,0.446,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,23040.0,1.8054770787092231,52.2255,52.2385,22890.0,26574.0,Nyctalus leisleri,0.314,0.375,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,65280.0,-3.801366487406655,55.4195,55.4279,57265.0,64092.0,Pipistrellus pygmaeus,0.3,0.302,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,60480.0,4.413327876061371,58.6415,58.6496,55546.0,62691.0,Pipistrellus pygmaeus,0.361,0.368,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,65280.0,-7.896457753282402,61.3545,61.3964,68437.0,82354.0,Rhinolophus ferrumequinum,0.365,0.365,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,32640.0,0.8612247886748068,61.5405,61.5539,23750.0,28619.0,Nyctalus leisleri,0.207,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,23040.0,-1.5259378800965187,76.0275,76.0412,22890.0,26531.0,Nyctalus leisleri,0.237,0.308,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,65280.0,9.296937590918096,76.3425,76.3582,64140.0,68873.0,Pipistrellus pygmaeus,0.336,0.345,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,65280.0,3.155224235478795,77.1485,77.16669999999999,62421.0,68142.0,Pipistrellus pygmaeus,0.324,0.338,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,32640.0,-0.18616133474856555,77.5835,77.5998,27187.0,31059.0,Nyctalus leisleri,0.274,0.377,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,42240.0,6.059646379992079,80.2485,80.26689999999999,41796.0,45771.0,Pipistrellus pipistrellus,0.178,0.318,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,42240.0,5.286592930694109,81.8715,81.8892,42656.0,45733.0,Pipistrellus pipistrellus,0.167,0.305,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,60480.0,4.687317987511259,86.7925,86.8,55546.0,59752.0,Pipistrellus pygmaeus,0.351,0.364,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,32640.0,-0.3099584583439021,87.73949999999999,87.7577,27187.0,30846.0,Nyctalus leisleri,0.299,0.39,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,32640.0,5.9505212588235405,88.0955,88.11240000000001,22890.0,27045.0,Nyctalus leisleri,0.387,0.471,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
LF,32640.0,0.046824627107448696,89.0435,89.0615,27187.0,31262.0,Nyctalus leisleri,0.222,0.308,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
HF,42240.0,4.085405073793264,91.1975,91.2108,41796.0,45310.0,Pipistrellus nathusii,0.291,0.345,-1,Echolocation,192000.0,/mnt/ubna_data_08/recover-20260817/UBNA_032/20260805_183000.WAV,recover-20260817,UBNA_032,E18 Bridge
