KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,32640.0,-0.16959596570613533,9.0595,9.0647,20312.0,34916.0,Plecotus austriacus,0.266,0.344,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,32640.0,1.5201324444083963,28.4915,28.5053,25468.0,29677.0,Nyctalus leisleri,0.467,0.535,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
HF,60480.0,3.7520603487697572,61.2855,61.3006,56406.0,62119.0,Pipistrellus pygmaeus,0.294,0.304,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
HF,78720.0,-7.799267109457339,93.1795,93.2163,68437.0,81438.0,Rhinolophus ferrumequinum,0.347,0.347,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,9.164888908932385,95.6715,95.6854,25468.0,28227.0,Nyctalus leisleri,0.292,0.379,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,5.645194283878192,125.2765,125.2942,25468.0,27895.0,Nyctalus leisleri,0.29,0.323,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,23040.0,1.8124291243848862,208.5945,208.6107,22890.0,27285.0,Nyctalus leisleri,0.357,0.45,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,21120.0,0.4584495852760274,208.8185,208.8379,20312.0,23165.0,Nyctalus leisleri,0.252,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_193000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,21120.0,8.720486570394195,176.8945,176.8982,16015.0,37853.0,Plecotus auritus,0.263,0.346,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_194000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,8.346347383702767,44.286500000000004,44.2973,25468.0,30186.0,Nyctalus leisleri,0.432,0.472,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,31680.0,13.1637952120657,51.936499999999995,51.949799999999996,30625.0,33673.0,Nyctalus leisleri,0.196,0.336,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,5.963346574752154,53.9195,53.9344,24609.0,28789.0,Nyctalus leisleri,0.25,0.343,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,12.925679873462805,62.2925,62.3051,24609.0,29971.0,Nyctalus leisleri,0.44,0.474,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,24.6476102738723,66.2765,66.2871,25468.0,34685.0,Nyctalus leisleri,0.235,0.312,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,15.322790958261878,69.6315,69.645,25468.0,30447.0,Nyctalus leisleri,0.265,0.304,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,9.67350306473644,70.7305,70.7413,25468.0,31394.0,Nyctalus leisleri,0.279,0.324,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,18.66286116174848,73.9125,73.9247,25468.0,30862.0,Nyctalus leisleri,0.315,0.353,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,2.125636978722348,77.2465,77.2633,24609.0,28635.0,Nyctalus leisleri,0.218,0.335,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,32640.0,17.455781681076324,77.5655,77.5796,30625.0,34937.0,Nyctalus leisleri,0.172,0.379,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,33600.0,-2.8806182868182546,77.6885,77.70179999999999,33203.0,35679.0,Pipistrellus nathusii,0.228,0.327,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,32640.0,5.208633204182529,79.7355,79.7488,31484.0,34510.0,Pipistrellus nathusii,0.129,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,12.19103218996712,83.9205,83.9312,25468.0,30817.0,Nyctalus leisleri,0.278,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,12.633905053800248,84.9465,84.9574,25468.0,29729.0,Nyctalus leisleri,0.268,0.302,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
LF,25920.0,18.706327516092422,95.50450000000001,95.5157,25468.0,29539.0,Nyctalus leisleri,0.324,0.359,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260504/UBNA_035/20260420_195000.WAV,recover-20260504,UBNA_035,Carp Pond
