Time (UTC),03/18/26,03/19/26,03/20/26,03/21/26,03/22/26,03/23/26,03/24/26,03/25/26,03/26/26,03/27/26,03/28/26,03/29/26,03/30/26
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,1.6666666666666667,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.5555555555555556
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,2.2222222222222223,7.777777777777776,1.111111111111111
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,3.888888888888889,3.888888888888889,0.5555555555555556
02:00,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,5.0,9.444444444444443,6.666666666666667,0.5555555555555556
02:30,,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.0,0.0,1.6666666666666667,2.2222222222222223,2.2222222222222223,0.5555555555555556
03:00,,0.0,0.0,15.0,8.333333333333334,2.7777777777777772,3.3333333333333335,0.5555555555555556,0.5555555555555556,6.666666666666667,8.88888888888889,1.6666666666666667,0.5555555555555556
03:30,,0.0,1.6666666666666667,8.333333333333334,6.11111111111111,8.333333333333334,2.2222222222222223,0.0,0.5555555555555556,36.666666666666664,21.666666666666668,3.888888888888889,0.0
04:00,,0.0,1.6666666666666667,5.0,2.2222222222222223,3.3333333333333335,0.0,0.0,0.0,3.888888888888889,15.0,12.22222222222222,0.0
04:30,,0.0,0.0,0.0,2.2222222222222223,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,2.2222222222222223,16.666666666666668,1.6666666666666667
05:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.5555555555555556,2.7777777777777772
05:30,,0.0,1.111111111111111,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
06:00,,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,0.0,1.111111111111111,2.2222222222222223,0.5555555555555556
06:30,,0.0,1.111111111111111,1.6666666666666667,0.0,3.3333333333333335,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,1.6666666666666667,0.5555555555555556
07:00,,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,2.2222222222222223,0.0
07:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0
08:00,,0.0,0.0,8.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
08:30,,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.111111111111111,1.111111111111111,0.0
09:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0
09:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0
10:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,1.111111111111111,0.0
10:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
11:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0
11:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,3.3333333333333335,0.0
12:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.5555555555555556
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0
13:30,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777772,0.0
14:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
14:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.111111111111111,0.0
15:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.111111111111111
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,2.2222222222222223,2.7777777777777772,0.5555555555555556
16:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,1.6666666666666667,2.7777777777777772,3.3333333333333335
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,3.3333333333333335,6.11111111111111,2.2222222222222223
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,5.0,6.11111111111111,6.11111111111111,5.0
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.6666666666666667,2.2222222222222223,2.7777777777777772,5.5555555555555545,6.11111111111111
18:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777772,1.111111111111111,1.6666666666666667,6.666666666666667,7.777777777777776
18:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,1.111111111111111,0.5555555555555556,7.222222222222222,4.444444444444445
19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.5555555555555556,0.0,6.11111111111111,10.555555555555555
19:30,7.777777777777776,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,3.3333333333333335,1.6666666666666667,0.0,5.0,12.777777777777779
20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.111111111111111,0.0,23.333333333333332
20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,1.111111111111111,0.0,0.5555555555555556,21.666666666666668
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,36.11111111111111
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,1.6666666666666667,23.333333333333332
22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,23.33333333333333
22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,
