start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
52.325500000000005,52.346900000000005,21171.0,24322.0,Echolocation,Nyctalus leisleri,0.544,0.555,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_030000.WAV,recover-20240805,UBNA_020,Carp Pond
41.5745,41.5957,21171.0,24274.0,Echolocation,Nyctalus leisleri,0.614,0.631,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_040000.WAV,recover-20240805,UBNA_020,Carp Pond
62.908500000000004,62.9196,23750.0,31334.0,Echolocation,Eptesicus serotinus,0.301,0.609,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
63.1705,63.1799,23750.0,31657.0,Echolocation,Eptesicus serotinus,0.235,0.59,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
63.5025,63.5119,25468.0,32168.0,Echolocation,Nyctalus leisleri,0.293,0.574,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
63.6175,63.6273,23750.0,31068.0,Echolocation,Eptesicus serotinus,0.249,0.569,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
63.8535,63.8632,24609.0,32344.0,Echolocation,Eptesicus serotinus,0.251,0.623,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
64.6165,64.6249,25468.0,33023.0,Echolocation,Eptesicus serotinus,0.274,0.561,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
64.7205,64.7293,25468.0,33184.0,Echolocation,Nyctalus leisleri,0.325,0.668,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
64.8375,64.846,25468.0,32967.0,Echolocation,Eptesicus serotinus,0.316,0.598,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
64.9455,64.9539,24609.0,32004.0,Echolocation,Eptesicus serotinus,0.258,0.514,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
67.0025,67.0112,25468.0,32202.0,Echolocation,Eptesicus serotinus,0.243,0.504,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
67.4685,67.4767,25468.0,33731.0,Echolocation,Eptesicus serotinus,0.226,0.561,-1,/mnt/ubna_data_04/recover-20240805/UBNA_020/20240803_042000.WAV,recover-20240805,UBNA_020,Carp Pond
