Time (UTC),12/26/25,12/27/25,12/28/25,12/29/25,12/30/25,12/31/25,01/01/26,01/02/26,01/03/26,01/04/26,01/05/26,01/06/26,01/07/26,01/08/26,01/09/26,01/10/26,01/11/26,01/12/26,01/13/26,01/14/26,01/15/26,01/16/26,01/17/26,01/18/26,01/19/26,01/20/26,01/21/26,01/22/26,01/23/26,01/24/26,01/25/26,01/26/26,01/27/26,01/28/26,01/29/26,01/30/26,01/31/26,02/01/26,02/02/26,02/03/26,02/04/26,02/05/26,02/06/26,02/07/26,02/08/26,02/09/26,02/10/26,02/11/26,02/12/26,02/13/26,02/14/26,02/15/26,02/16/26,02/17/26,02/18/26,02/19/26,02/20/26,02/21/26,02/22/26,02/23/26,02/24/26,02/25/26,02/26/26,02/27/26,02/28/26,03/01/26,03/02/26,03/03/26,03/04/26,03/05/26,03/06/26,03/07/26,03/08/26,03/09/26,03/10/26,03/11/26,03/12/26,03/13/26,03/14/26,03/15/26,03/16/26,03/17/26,03/18/26,03/19/26,03/20/26,03/21/26,03/22/26,03/23/26,03/24/26,03/25/26,03/26/26,03/27/26,03/28/26,03/29/26,03/30/26,03/31/26,04/01/26,04/02/26,04/03/26,04/04/26,04/05/26,04/06/26,04/07/26,04/08/26,04/09/26,04/10/26,04/11/26,04/12/26,04/13/26,04/14/26,04/15/26,04/16/26,04/17/26,04/18/26,04/19/26,04/20/26,04/21/26,04/22/26,04/23/26,04/24/26,04/25/26,04/26/26,04/27/26,04/28/26,04/29/26,04/30/26,05/01/26,05/02/26,05/03/26,05/04/26,05/05/26
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.22924444444444445,3.690411111111111,0.0,108.04976666666668,1.4906666666666668,5.791855555555556,67.46712222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3258111111111112,0.0,0.0,0.0,,,,,,,,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1032,0.0,0.0,120.88244388888889,0.0,0.36727777777777776,0.6858000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0
01:00,,3.8214666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.780999888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3357888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.8717555555555555,0.0,0.0,98.08452222222222,0.0,3.117911111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5134222222222223,0.7057333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0
01:30,,31.70482222222223,0.0,0.0,23.88941088888889,0.0,0.0,0.0,0.0,0.0,1.9683444444444442,0.8135555555555555,0.0,0.0,2.811533333333333,13.586944444444446,14.388544333333334,0.0,1.192,17.833977777777775,0.0,12.875110999999999,21.717366555555554,17.95827777777778,2.4312888888888886,0.38976666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020566666666666632,0.0,0.0,14.700622222222222,24.046344444444443,13.386877777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.07695555555555554,75.5251998888889,0.0,0.4250444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1427,0.0,0.0,0.0,0.0,,,,,,,,0.0
02:00,,3.958677777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.854422222222222,1.0114111111111113,0.0,0.0,1.811,20.788933333333333,0.0,0.0522111111111111,7.861644333333334,13.912355555555552,18.8742,15.956166666666666,26.694255555555557,9.2395,39.825111,8.0139,7.884888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.173911111111112,0.0,32.21074444444445,0.0,30.28172211111111,40.29916655555556,16.023655555555553,43.826111,7.2822555555555555,7.806233222222223,0.0,0.1783888888888889,16.6619,1.6814333333333333,0.1761222222222222,2.9581111111111116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.39032222222222224,0.0,0.24065555555555554,11.518177777777778,2.0820444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3711666666666667,0.49485555555555555,0.1343777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019444444444444434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0
02:30,,16.547133333333335,13.205066666666667,1.6340000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4429998888888895,0.0,0.0,0.0,0.0,0.0,0.0,2.9037666666666664,33.87306655555555,15.001677777777777,28.165016666666666,23.22321111111111,0.0,23.7637,14.4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1747665555555553,3.6734888888888886,0.0,7.542411111111111,0.0,46.4786111111111,50.02166666666667,38.19815555555555,0.0,6.542988888888889,20.7508,0.0,4.0553333333333335,44.07383322222222,50.55758888888889,0.0,3.050966666666667,0.0,70.07755544444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6475,0.1118222222222222,0.848188888888889,0.0,0.0,0.5015444444444445,60.63356666666667,61.582322222222224,13.319577777777779,1.5740111111111112,,,,,,,0.0,0.0,0.0,0.6967777777777777,0.0,0.0,0.024388888888888866,1.0048111111111113,1.4760666666666669,0.0,0.0,0.0,0.6747777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21904444444444446,0.0,0.0,0.0,0.0,,,,,,,,0.0
03:00,,0.4385222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001522222222222,0.07753333333333333,0.33757777777777775,0.0,0.0,0.0,0.0,0.0,0.4368666666666667,6.876066555555556,19.566433333333332,0.0,2.9144888888888896,0.0,45.854000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3271555555555565,0.0,67.5466998888889,28.36164433333333,29.139344444444447,8.450599888888888,0.0,4.182177777777778,0.0,0.0,44.19068844444445,54.41448888888888,0.1190888888888889,12.222477666666668,0.0,10.509644444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.988422222222223,28.78693311111111,91.61125555555554,3.7072000000000003,9.278211111111112,,,,,,,0.0,0.0,0.0,33.91842211111111,0.6850111111111111,10.385688888888888,0.0,5.1911444444444435,2.0584,73.66977777777778,43.87685555555555,6.637733333333333,1.4891555555555556,0.0,5.102511111111111,20.784577666666667,89.03567777777778,15.493222222222222,0.0,0.0,27.34423333333333,0.0,11.2384,46.46682222222222,37.439955555555564,35.97582222222222,32.88406666666666,17.674033333333337,16.85491111111111,4.397633333333333,20.977566666666664,2.963655555555556,0.057188888888888866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.175033333333333,0.05876666666666667,0.0,0.0,0.0,0.0,,,,,,,,0.0
03:30,,0.029322222222222197,0.0,0.0,0.0,0.0,0.0,0.0,5.821966666666667,0.33794444444444444,0.0,0.0,0.0,0.0,10.510822222222224,0.0,0.0,0.0,0.0,0.0,16.68302211111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.651533,6.860766666666667,61.35512222222223,40.750433111111114,32.782266666666665,0.22984444444444443,5.022666555555555,0.6155555555555555,0.0,4.1712444444444445,38.960033333333335,13.720622222222223,2.193588888888889,5.7431777777777775,0.0,17.373122222222218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6387222222222224,1.9390888888888889,2.1193444444444443,0.0,0.0,0.7429888888888888,0.0,4.555033333333333,1.4216,1.202511111111111,6.368511111111111,,,,,,,0.061911111111111104,0.0,0.0,0.0,0.0,0.0,0.8125111111111111,0.6653222222222223,1.1627555555555553,35.540211111111105,34.175199888888876,8.390344444444443,1.0689555555555554,0.0,0.0,86.23351111111111,51.4544,2.989966666666667,0.0,0.0,44.34014444444444,1.406422222222222,7.533255555555556,100.0024111111111,60.62024433333334,100.63087777777777,101.87287777777777,84.29286666666667,59.093422222222216,81.57567766666668,99.9289888888889,28.53457777777778,3.3268888888888886,5.497399999999999,0.0,0.0,46.93761111111112,74.67095555555555,85.55238888888887,73.7633,66.19646666666667,12.948922222222222,0.0,0.0,10.523955555555554,6.349144444444444,6.113588888888889,,,,,,,,17.962366666666664
04:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4547333333333334,0.6536666666666667,0.0,0.3188555555555556,0.0,0.0,0.48264444444444443,0.0,0.0,0.0,1.3582777777777777,3.1276666666666664,9.181877777777776,,0.0,0.0,0.0,8.732266666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.740744444444445,1.7416222222222224,0.2538666666666667,9.191633333333334,26.13293333333333,45.70296666666667,29.53067777777778,1.4549665555555558,16.383377777777778,0.0,0.0,0.0,1.7284222222222223,4.073799999999999,0.4532777777777777,0.0,8.75331111111111,0.0,1.436111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.344044444444444,1.4912777777777777,0.0,0.0,0.0,0.0,0.0,0.4699555555555556,0.8291998888888888,15.739744444444446,0.8904,,,,,,,0.0,0.0,0.0,0.0,0.0,9.279944444444444,0.0,0.0,2.2368888888888887,27.16015555555555,7.609000000000001,1.5613555555555558,0.0,0.0,0.0,26.353833333333338,63.27028888888889,10.86948888888889,0.0,2.026377777777778,17.467711111111115,0.0,0.0,73.1650777777778,21.139322222222223,100.85742222222223,106.09131111111111,0.0,10.867344444444447,4.247455555555555,70.1801,14.100855444444443,0.0,27.063888888888886,0.0,0.0,47.53498888888888,63.237511000000005,98.45326666666669,91.3144111111111,93.12495533333333,15.867544444444446,2.471166666666667,0.0,29.36221111111111,60.40847777777777,46.55589988888889,,,,,,,,105.83791666666666
04:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5985666666666667,0.0,0.20124444444444445,0.0,0.0,14.378755555555557,,0.0,0.0,0.0,0.0,0.8439777777777778,0.0,0.0,0.0,0.0,0.0,0.0,2.8657443333333332,1.1841333333333333,0.0,7.766333333333333,0.0,30.03597755555556,35.85317755555556,17.454666666666665,10.128022222222222,0.0,0.0,0.0,0.0,10.811577777777778,0.0,0.0,0.8201555555555555,0.0,14.747588888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1356777777777785,0.0,0.0,10.670455555555554,0.0,0.6845,0.0,,,,,,,0.017366666666666666,0.0,0.9384333333333333,0.0,0.5380444444444443,0.0,0.0,0.0,0.0,0.0,0.8904443333333334,0.0,0.0,0.0,0.0,0.0,0.9428333333333333,7.052600000000001,0.0,0.0,7.095377777777778,0.0,0.0,9.388722222222222,10.043533333333334,90.17452222222222,100.15665555555556,0.0,7.531177777777778,7.757666666666666,18.501544444444445,1.7632444444444444,0.0,0.0,0.0,2.176655555555556,24.2573,0.0,85.80554444444444,56.850111,32.2541888888889,20.249122222222223,0.0,2.3428999999999998,5.614555555555555,36.884344444444444,17.084877777777777,,,,,,,,139.17996666666664
