start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
979.1295,979.1424,26328.0,41115.0,Echolocation,Eptesicus serotinus,0.391,0.54,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
979.2625,979.2727,27187.0,37690.0,Echolocation,Eptesicus serotinus,0.44,0.603,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
979.3835,979.3951,26328.0,42748.0,Echolocation,Eptesicus serotinus,0.431,0.658,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
979.5085,979.5191,27187.0,37191.0,Echolocation,Eptesicus serotinus,0.425,0.599,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
979.6285,979.6398,26328.0,41455.0,Echolocation,Eptesicus serotinus,0.445,0.615,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
979.7525,979.7621,27187.0,40353.0,Echolocation,Eptesicus serotinus,0.508,0.698,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
979.8805,979.892,26328.0,46643.0,Echolocation,Eptesicus serotinus,0.332,0.714,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.0095,980.0198,27187.0,37263.0,Echolocation,Eptesicus serotinus,0.383,0.69,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.1305,980.1417,25468.0,46308.0,Echolocation,Eptesicus serotinus,0.419,0.69,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.2475,980.2581,25468.0,45824.0,Echolocation,Eptesicus serotinus,0.383,0.682,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.3555,980.3673,24609.0,46506.0,Echolocation,Eptesicus serotinus,0.447,0.678,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.4725,980.4831,25468.0,45716.0,Echolocation,Eptesicus serotinus,0.605,0.75,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.5905,980.6017,25468.0,47106.0,Echolocation,Eptesicus serotinus,0.554,0.749,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.7195,980.7291,26328.0,38483.0,Echolocation,Eptesicus serotinus,0.451,0.686,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.8415,980.8543999999999,24609.0,45633.0,Echolocation,Eptesicus serotinus,0.379,0.698,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
980.9705,980.9799,26328.0,35789.0,Echolocation,Eptesicus serotinus,0.329,0.626,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
981.0925,981.1025,25468.0,39530.0,Echolocation,Nyctalus leisleri,0.365,0.708,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
981.2175,981.2274,26328.0,34134.0,Echolocation,Nyctalus leisleri,0.318,0.604,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
981.3435,981.3541,25468.0,37737.0,Echolocation,Eptesicus serotinus,0.438,0.702,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
981.6025,981.6143,26328.0,34490.0,Echolocation,Eptesicus serotinus,0.28,0.611,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
981.7385,981.7495,25468.0,31615.0,Echolocation,Nyctalus leisleri,0.504,0.642,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
981.8645,981.874,26328.0,35090.0,Echolocation,Eptesicus serotinus,0.312,0.648,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
982.1255,982.1368,24609.0,31769.0,Echolocation,Nyctalus leisleri,0.306,0.623,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1093.8235,1093.8347,27187.0,35426.0,Echolocation,Eptesicus serotinus,0.319,0.576,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1094.2395,1094.2524,27187.0,35848.0,Echolocation,Eptesicus serotinus,0.281,0.548,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1094.3765,1094.3884,27187.0,35201.0,Echolocation,Eptesicus serotinus,0.281,0.581,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1094.7875,1094.8018,26328.0,35992.0,Echolocation,Eptesicus serotinus,0.321,0.561,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1094.9245,1094.9385,26328.0,38074.0,Echolocation,Eptesicus serotinus,0.338,0.567,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.0595,1095.0722,26328.0,36768.0,Echolocation,Eptesicus serotinus,0.45,0.624,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.1845,1095.1983,26328.0,40407.0,Echolocation,Eptesicus serotinus,0.415,0.609,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.3165,1095.3285,27187.0,34621.0,Echolocation,Nyctalus leisleri,0.279,0.594,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.4515,1095.4627,27187.0,37039.0,Echolocation,Nyctalus leisleri,0.331,0.603,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.5785,1095.5916,26328.0,35072.0,Echolocation,Eptesicus serotinus,0.331,0.559,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.7185,1095.7307,26328.0,34207.0,Echolocation,Nyctalus leisleri,0.291,0.622,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.8485,1095.8616,25468.0,41148.0,Echolocation,Eptesicus serotinus,0.469,0.668,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1095.9835,1095.9963,25468.0,33791.0,Echolocation,Eptesicus serotinus,0.283,0.51,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1096.1285,1096.138,26328.0,37033.0,Echolocation,Eptesicus serotinus,0.441,0.68,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1096.2655,1096.2748,27187.0,34821.0,Echolocation,Nyctalus leisleri,0.402,0.69,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1096.3735,1096.383,27187.0,35509.0,Echolocation,Eptesicus serotinus,0.303,0.581,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1096.4645,1096.4732,27187.0,35935.0,Echolocation,Eptesicus serotinus,0.377,0.645,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1096.5575,1096.5667,27187.0,36967.0,Echolocation,Eptesicus serotinus,0.405,0.654,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1096.6495,1096.6588,28046.0,36204.0,Echolocation,Eptesicus serotinus,0.302,0.596,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1096.7355,1096.7444,28046.0,36174.0,Echolocation,Eptesicus serotinus,0.37,0.582,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1359.9185,1359.9308,26328.0,32702.0,Echolocation,Nyctalus leisleri,0.377,0.587,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1360.1625,1360.1754,25468.0,35165.0,Echolocation,Eptesicus serotinus,0.237,0.548,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1360.5975,1360.6094,27187.0,33939.0,Echolocation,Nyctalus leisleri,0.295,0.583,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1360.8995,1360.9089,27187.0,36439.0,Echolocation,Eptesicus serotinus,0.361,0.506,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1361.0735,1361.0834,26328.0,33890.0,Echolocation,Eptesicus serotinus,0.339,0.523,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1361.3415,1361.3507,26328.0,34457.0,Echolocation,Eptesicus serotinus,0.274,0.574,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1362.0145,1362.0257,25468.0,33433.0,Echolocation,Nyctalus leisleri,0.329,0.651,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1362.1565,1362.1667,25468.0,32860.0,Echolocation,Nyctalus leisleri,0.348,0.656,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1362.2875,1362.2993,25468.0,32039.0,Echolocation,Nyctalus leisleri,0.35,0.621,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1362.5565,1362.5662,25468.0,33067.0,Echolocation,Nyctalus leisleri,0.407,0.698,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1571.2315,1571.242,27187.0,34384.0,Echolocation,Eptesicus serotinus,0.334,0.534,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1572.3145,1572.326,26328.0,37829.0,Echolocation,Eptesicus serotinus,0.301,0.563,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1572.6065,1572.6178,26328.0,33429.0,Echolocation,Nyctalus leisleri,0.434,0.542,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1572.8665,1572.8785,27187.0,36822.0,Echolocation,Eptesicus serotinus,0.312,0.649,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1572.9795,1572.9892,26328.0,36778.0,Echolocation,Eptesicus serotinus,0.439,0.656,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.0045,1573.0152,27187.0,35741.0,Echolocation,Eptesicus serotinus,0.274,0.525,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.0795,1573.0892,27187.0,36687.0,Echolocation,Eptesicus serotinus,0.339,0.642,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.1395,1573.1508,26328.0,41864.0,Echolocation,Nyctalus leisleri,0.336,0.603,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.2615,1573.2711,27187.0,36567.0,Echolocation,Eptesicus serotinus,0.387,0.61,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.3845,1573.393,28046.0,36143.0,Echolocation,Eptesicus serotinus,0.335,0.561,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.4115,1573.4218,26328.0,41934.0,Echolocation,Nyctalus leisleri,0.373,0.662,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.5065,1573.5161,27187.0,34988.0,Echolocation,Nyctalus leisleri,0.313,0.659,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.5495,1573.5591,26328.0,37134.0,Echolocation,Eptesicus serotinus,0.419,0.669,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.6075,1573.6156,29765.0,41329.0,Echolocation,Eptesicus serotinus,0.391,0.598,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.6925,1573.704,25468.0,43802.0,Echolocation,Nyctalus leisleri,0.373,0.685,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.7965,1573.8059,26328.0,47106.0,Echolocation,Nyctalus leisleri,0.444,0.697,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.8415,1573.8504,28046.0,37653.0,Echolocation,Eptesicus serotinus,0.295,0.625,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.9625,1573.9717,27187.0,37972.0,Echolocation,Eptesicus serotinus,0.365,0.642,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1573.9955,1574.0018,27187.0,44474.0,Echolocation,Eptesicus serotinus,0.428,0.6,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1574.1955,1574.2061,27187.0,36489.0,Echolocation,Nyctalus leisleri,0.316,0.665,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1574.3225,1574.3314,25468.0,47724.0,Echolocation,Eptesicus serotinus,0.565,0.708,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
1574.4095,1574.4188,26328.0,52375.0,Echolocation,Eptesicus serotinus,0.548,0.74,-1,/mnt/ubna_data_02/recover-20230809/UBNA_015/20230802_040000.WAV,recover-20230809,UBNA_015,E18 Bridge
