KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,24960.0,1.2814616925257383,226.7315,226.74,22890.0,31159.0,Echolocation,Eptesicus serotinus,0.182,0.503,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_192000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24000.0,2.591523237983079,253.6325,253.6366,22031.0,36053.0,Echolocation,Plecotus austriacus,0.216,0.31,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_192000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24960.0,2.999214792440986,35.6395,35.6444,22890.0,37153.0,Echolocation,Plecotus austriacus,0.226,0.301,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_194000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,25920.0,10.098766617613236,21.5105,21.5164,22890.0,32497.0,Echolocation,Plecotus austriacus,0.206,0.324,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_200000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24000.0,2.154165679584407,296.9035,296.9158,23750.0,29419.0,Echolocation,Nyctalus leisleri,0.145,0.322,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_200000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24000.0,1.7740496593911292,172.64249999999998,172.6556,22890.0,26934.0,Echolocation,Nyctalus leisleri,0.367,0.49,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_201000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24000.0,2.8173470077944005,66.2945,66.2999,22890.0,33967.0,Echolocation,Plecotus austriacus,0.257,0.326,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_202000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,25920.0,13.201370923639393,99.4185,99.4239,22890.0,39053.0,Echolocation,Plecotus austriacus,0.263,0.33,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_202000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24000.0,2.7059244255431025,130.3425,130.3493,22890.0,33313.0,Echolocation,Plecotus austriacus,0.116,0.369,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_202000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,28800.0,2.473749542751919,243.0865,243.0959,27187.0,34858.0,Echolocation,Eptesicus serotinus,0.214,0.391,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_203000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24000.0,1.3651983701221704,260.8615,260.876,23750.0,27850.0,Echolocation,Nyctalus leisleri,0.328,0.419,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_203000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,22080.0,3.1659744267980146,115.5055,115.5097,17734.0,33935.0,Echolocation,Plecotus auritus,0.232,0.359,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_204000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24000.0,5.061177724883682,270.2735,270.278,20312.0,33329.0,Echolocation,Plecotus austriacus,0.251,0.328,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_204000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,23040.0,3.5780451211403124,121.6415,121.654,23750.0,28022.0,Echolocation,Nyctalus leisleri,0.15,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_205000.WAV,recover-20250731,UBNA_024,E18 Bridge
LF,24960.0,1.6018062534483453,208.0075,208.0113,22890.0,39910.0,Echolocation,Plecotus austriacus,0.208,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20250731/UBNA_024/20250731_205000.WAV,recover-20250731,UBNA_024,E18 Bridge
