start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
96.7295,96.7335,24609.0,62812.0,Echolocation,Myotis nattereri,0.378,0.514,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_173000.WAV,recover-20240722,UBNA_010,Carp Pond
248.4365,248.4407,22031.0,68783.0,Echolocation,Myotis nattereri,0.493,0.52,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_173000.WAV,recover-20240722,UBNA_010,Carp Pond
149.55349999999999,149.5576,22031.0,68707.0,Echolocation,Myotis nattereri,0.511,0.545,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_174000.WAV,recover-20240722,UBNA_010,Carp Pond
241.7395,241.7442,17734.0,77560.0,Echolocation,Myotis nattereri,0.488,0.501,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_174000.WAV,recover-20240722,UBNA_010,Carp Pond
252.3595,252.3646,19453.0,84015.0,Echolocation,Myotis nattereri,0.491,0.502,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_174000.WAV,recover-20240722,UBNA_010,Carp Pond
1.5455,1.5509,21171.0,85505.0,Echolocation,Myotis nattereri,0.525,0.545,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
2.3495,2.3539,19453.0,81396.0,Echolocation,Myotis nattereri,0.616,0.637,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
2.7935,2.7976,20312.0,76031.0,Echolocation,Myotis nattereri,0.479,0.502,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
9.1775,9.1819,24609.0,57943.0,Echolocation,Myotis nattereri,0.394,0.506,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
29.3285,29.3334,18593.0,87802.0,Echolocation,Myotis nattereri,0.551,0.566,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
59.7445,59.7489,21171.0,79074.0,Echolocation,Myotis nattereri,0.477,0.505,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
62.6825,62.6868,27187.0,60787.0,Echolocation,Myotis nattereri,0.272,0.547,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
67.7265,67.7315,20312.0,86802.0,Echolocation,Myotis nattereri,0.508,0.528,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
68.0075,68.0126,21171.0,81018.0,Echolocation,Myotis nattereri,0.517,0.529,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
77.4745,77.4794,22031.0,85441.0,Echolocation,Myotis nattereri,0.495,0.519,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
81.7485,81.7543,19453.0,91448.0,Echolocation,Myotis nattereri,0.53,0.542,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
105.9235,105.9288,20312.0,68693.0,Echolocation,Myotis nattereri,0.49,0.535,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
122.7645,122.7701,20312.0,94764.0,Echolocation,Myotis nattereri,0.591,0.614,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
147.3195,147.3241,18593.0,68226.0,Echolocation,Myotis nattereri,0.507,0.525,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
200.5995,200.6043,18593.0,76694.0,Echolocation,Myotis nattereri,0.552,0.576,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
206.1005,206.1049,18593.0,79707.0,Echolocation,Myotis nattereri,0.524,0.543,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
216.2305,216.236,21171.0,84351.0,Echolocation,Myotis nattereri,0.525,0.554,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
223.3145,223.3191,21171.0,74303.0,Echolocation,Myotis nattereri,0.519,0.549,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_175000.WAV,recover-20240722,UBNA_010,Carp Pond
46.3925,46.397,21171.0,68238.0,Echolocation,Myotis nattereri,0.482,0.507,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
70.6905,70.6948,24609.0,70917.0,Echolocation,Myotis nattereri,0.487,0.555,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
96.2405,96.2534,22890.0,26416.0,Echolocation,Nyctalus leisleri,0.476,0.511,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
145.1185,145.1224,22890.0,63694.0,Echolocation,Myotis nattereri,0.455,0.506,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
192.6635,192.6677,22890.0,52095.0,Echolocation,Myotis nattereri,0.472,0.525,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
194.3765,194.38139999999999,16875.0,89347.0,Echolocation,Myotis nattereri,0.502,0.528,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
201.9575,201.9689,20312.0,23619.0,Echolocation,Nyctalus leisleri,0.489,0.527,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
212.3985,212.4037,21171.0,71480.0,Echolocation,Myotis nattereri,0.468,0.517,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
299.16949999999997,299.1737,17734.0,73486.0,Echolocation,Myotis nattereri,0.532,0.549,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_180000.WAV,recover-20240722,UBNA_010,Carp Pond
12.4775,12.4819,22031.0,81522.0,Echolocation,Myotis nattereri,0.462,0.502,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_182000.WAV,recover-20240722,UBNA_010,Carp Pond
55.5245,55.528800000000004,18593.0,81182.0,Echolocation,Myotis nattereri,0.537,0.55,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_182000.WAV,recover-20240722,UBNA_010,Carp Pond
58.213499999999996,58.2174,18593.0,67861.0,Echolocation,Myotis nattereri,0.504,0.531,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_182000.WAV,recover-20240722,UBNA_010,Carp Pond
64.6565,64.6614,23750.0,82799.0,Echolocation,Myotis nattereri,0.506,0.568,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_182000.WAV,recover-20240722,UBNA_010,Carp Pond
94.49549999999999,94.4995,18593.0,76606.0,Echolocation,Myotis nattereri,0.555,0.574,-1,/mnt/ubna_data_04/recover-20240722/UBNA_010/20240719_182000.WAV,recover-20240722,UBNA_010,Carp Pond
