Time (UTC),08/21/25,08/22/25
00:00,,0.0
00:30,,0.06666666666666667
01:00,,0.06666666666666667
01:30,,0.0
02:00,,0.0
02:30,,0.0
03:00,,0.0
03:30,,29.733333333333334
04:00,,15.666666666666666
04:30,,1.4666666666666668
05:00,,8.266666666666667
05:30,,5.466666666666666
06:00,,2.3333333333333335
06:30,,8.866666666666667
07:00,,13.933333333333332
07:30,,0.0
08:00,,8.733333333333333
08:30,,0.7333333333333334
09:00,,3.466666666666667
09:30,,0.0
10:00,,1.8
10:30,,0.0
11:00,,0.0
11:30,,0.0
18:30,0.4,
19:00,0.06666666666666667,
19:30,0.06666666666666667,
20:00,0.06666666666666667,
20:30,0.06666666666666667,
21:00,0.13333333333333333,
21:30,0.13333333333333333,
22:00,0.0,
22:30,0.0,
23:00,0.0,
23:30,0.06666666666666667,
